Metric,City,Estimate,Group,Estimate Margin of Error
"('Female householder',)","Los Angeles city, California",19.70%,households_by_type,±0.5
"('Female householder',)","Memphis city, Tennessee",19.40%,households_by_type,±1.2
"('Female householder',)","Milwaukee city, Wisconsin",23.50%,households_by_type,±1.2
"('Female householder',)","New York city, New York",21.80%,households_by_type,±0.4
"('Female householder',)","Oklahoma City city, Oklahoma",18.30%,households_by_type,±1.1
"('Female householder',)","Philadelphia city, Pennsylvania",25.90%,households_by_type,±1.0
"('Female householder',)","Phoenix city, Arizona",17.20%,households_by_type,±0.9
"('Female householder',)","Portland city, Oregon",25.20%,households_by_type,±1.1
"('Female householder',)","San Antonio city, Texas",18.40%,households_by_type,±1.0
"('Female householder',)","San Diego city, California",20.10%,households_by_type,±0.8
"('Female householder',)","San Francisco city, California",27.00%,households_by_type,±1.1
"('Female householder',)","San Jose city, California",13.60%,households_by_type,±1.0
"('Female householder',)","Seattle city, Washington",28.40%,households_by_type,±1.3
"('Female householder',)","Tucson city, Arizona",21.70%,households_by_type,±1.4
"('Female householder',)","Washington city, District of Columbia",33.60%,households_by_type,±1.4
"('Living alone',)","Albuquerque city, New Mexico",17.90%,households_by_type,±1.0
"('Living alone',)","Austin city, Texas",17.20%,households_by_type,±0.9
"('Living alone',)","Baltimore city, Maryland",21.10%,households_by_type,±1.3
"('Living alone',)","Boston city, Massachusetts",21.50%,households_by_type,±1.5
"('Living alone',)","Charlotte city, North Carolina",18.00%,households_by_type,±1.1
"('Living alone',)","Chicago city, Illinois",19.00%,households_by_type,±0.6
"('Living alone',)","Columbus city, Ohio",18.80%,households_by_type,±1.0
"('Living alone',)","Dallas city, Texas",17.80%,households_by_type,±0.9
"('Living alone',)","Denver city, Colorado",21.50%,households_by_type,±1.0
"('Living alone',)","Detroit city, Michigan",20.00%,households_by_type,±1.0
"('Living alone',)","El Paso city, Texas",11.80%,households_by_type,±1.0
"('Living alone',)","Fort Worth city, Texas",14.30%,households_by_type,±1.1
"('Living alone',)","Houston city, Texas",16.30%,households_by_type,±0.7
"('Living alone',)","Indianapolis city (balance), Indiana",18.10%,households_by_type,±1.0
"('Living alone',)","Jacksonville city, Florida",17.10%,households_by_type,±1.0
"('Living alone',)","Las Vegas city, Nevada",13.70%,households_by_type,±1.2
"('Living alone',)","Los Angeles city, California",15.60%,households_by_type,±0.5
"('Living alone',)","Memphis city, Tennessee",17.30%,households_by_type,±1.2
"('Living alone',)","Milwaukee city, Wisconsin",18.90%,households_by_type,±1.1
"('Living alone',)","New York city, New York",18.40%,households_by_type,±0.4
"('Living alone',)","Oklahoma City city, Oklahoma",15.40%,households_by_type,±1.1
"('Living alone',)","Philadelphia city, Pennsylvania",22.40%,households_by_type,±0.9
"('Living alone',)","Phoenix city, Arizona",13.70%,households_by_type,±0.8
"('Living alone',)","Portland city, Oregon",18.30%,households_by_type,±1.1
"('Living alone',)","San Antonio city, Texas",15.90%,households_by_type,±0.9
"('Living alone',)","San Diego city, California",15.30%,households_by_type,±0.8
"('Living alone',)","San Francisco city, California",20.00%,households_by_type,±1.0
"('Living alone',)","San Jose city, California",10.80%,households_by_type,±0.9
"('Living alone',)","Seattle city, Washington",22.30%,households_by_type,±1.2
"('Living alone',)","Tucson city, Arizona",17.00%,households_by_type,±1.4
"('Living alone',)","Washington city, District of Columbia",27.80%,households_by_type,±1.3
"('Not living alone',)","Albuquerque city, New Mexico",3.80%,households_by_type,±0.7
"('Not living alone',)","Austin city, Texas",5.80%,households_by_type,±0.6
"('Not living alone',)","Baltimore city, Maryland",4.00%,households_by_type,±0.6
"('Not living alone',)","Boston city, Massachusetts",7.80%,households_by_type,±0.8
"('Not living alone',)","Charlotte city, North Carolina",3.60%,households_by_type,±0.6
"('Not living alone',)","Chicago city, Illinois",4.10%,households_by_type,±0.3
"('Not living alone',)","Columbus city, Ohio",5.20%,households_by_type,±0.6
"('Not living alone',)","Dallas city, Texas",2.90%,households_by_type,±0.5
"('Not living alone',)","Denver city, Colorado",5.10%,households_by_type,±0.7
"('Not living alone',)","Detroit city, Michigan",2.10%,households_by_type,±0.5
"('Not living alone',)","El Paso city, Texas",1.30%,households_by_type,±0.4
"('Not living alone',)","Fort Worth city, Texas",2.50%,households_by_type,±0.5
"('Not living alone',)","Houston city, Texas",2.60%,households_by_type,±0.3
"('Not living alone',)","Indianapolis city (balance), Indiana",3.80%,households_by_type,±0.6
"('Not living alone',)","Jacksonville city, Florida",2.40%,households_by_type,±0.4
"('Not living alone',)","Las Vegas city, Nevada",3.30%,households_by_type,±0.8
"('Not living alone',)","Los Angeles city, California",4.10%,households_by_type,±0.3
"('Not living alone',)","Memphis city, Tennessee",2.10%,households_by_type,±0.4
"('Not living alone',)","Milwaukee city, Wisconsin",4.70%,households_by_type,±0.6
"('Not living alone',)","New York city, New York",3.40%,households_by_type,±0.1
"('Not living alone',)","Oklahoma City city, Oklahoma",2.80%,households_by_type,±0.5
"('Not living alone',)","Philadelphia city, Pennsylvania",3.50%,households_by_type,±0.4
"('Not living alone',)","Phoenix city, Arizona",3.50%,households_by_type,±0.4
"('Not living alone',)","Portland city, Oregon",6.90%,households_by_type,±0.8
"('Not living alone',)","San Antonio city, Texas",2.60%,households_by_type,±0.4
"('Not living alone',)","San Diego city, California",4.80%,households_by_type,±0.5
"('Not living alone',)","San Francisco city, California",6.90%,households_by_type,±0.7
"('Not living alone',)","San Jose city, California",2.80%,households_by_type,±0.5
"('Not living alone',)","Seattle city, Washington",6.10%,households_by_type,±0.7
"('Not living alone',)","Tucson city, Arizona",4.70%,households_by_type,±0.8
"('Not living alone',)","Washington city, District of Columbia",5.80%,households_by_type,±0.7
"('Average household size',)","Albuquerque city, New Mexico",2.42,households_by_type,±0.03
"('Average household size',)","Austin city, Texas",2.39,households_by_type,±0.03
"('Average household size',)","Baltimore city, Maryland",2.53,households_by_type,±0.05
"('Average household size',)","Boston city, Massachusetts",2.3,households_by_type,±0.03
"('Average household size',)","Charlotte city, North Carolina",2.55,households_by_type,±0.03
"('Average household size',)","Chicago city, Illinois",2.61,households_by_type,±0.02
"('Average household size',)","Columbus city, Ohio",2.43,households_by_type,±0.03
"('Average household size',)","Dallas city, Texas",2.64,households_by_type,±0.04
"('Average household size',)","Denver city, Colorado",2.25,households_by_type,±0.03
"('Average household size',)","Detroit city, Michigan",2.75,households_by_type,±0.05
"('Average household size',)","El Paso city, Texas",3.07,households_by_type,±0.04
"('Average household size',)","Fort Worth city, Texas",2.78,households_by_type,±0.05
"('Average household size',)","Houston city, Texas",2.73,households_by_type,±0.02
"('Average household size',)","Indianapolis city (balance), Indiana",2.51,households_by_type,±0.04
"('Average household size',)","Jacksonville city, Florida",2.6,households_by_type,±0.04
"('Average household size',)","Las Vegas city, Nevada",2.73,households_by_type,±0.06
"('Average household size',)","Los Angeles city, California",2.84,households_by_type,±0.02
"('Average household size',)","Memphis city, Tennessee",2.6,households_by_type,±0.04
"('Average household size',)","Milwaukee city, Wisconsin",2.53,households_by_type,±0.04
"('Average household size',)","New York city, New York",2.64,households_by_type,±0.01
"('Average household size',)","Oklahoma City city, Oklahoma",2.58,households_by_type,±0.05
"('Average household size',)","Philadelphia city, Pennsylvania",2.58,households_by_type,±0.03
"('Average household size',)","Phoenix city, Arizona",2.8,households_by_type,±0.04
"('Average household size',)","Portland city, Oregon",2.33,households_by_type,±0.03
"('Average household size',)","San Antonio city, Texas",2.78,households_by_type,±0.03
"('Average household size',)","San Diego city, California",2.69,households_by_type,±0.03
"('Average household size',)","San Francisco city, California",2.37,households_by_type,±0.03
"('Average household size',)","San Jose city, California",3.15,households_by_type,±0.05
"('Average household size',)","Seattle city, Washington",2.1,households_by_type,±0.04
"('Average household size',)","Tucson city, Arizona",2.47,households_by_type,±0.05
"('Average household size',)","Washington city, District of Columbia",2.24,households_by_type,±0.03
"('Average family size',)","Albuquerque city, New Mexico",3.1,households_by_type,±0.05
"('Average family size',)","Austin city, Texas",3.15,households_by_type,±0.06
"('Average family size',)","Baltimore city, Maryland",3.37,households_by_type,±0.09
"('Average family size',)","Boston city, Massachusetts",3.1,households_by_type,±0.07
"('Average family size',)","Charlotte city, North Carolina",3.23,households_by_type,±0.07
"('Average family size',)","Chicago city, Illinois",3.55,households_by_type,±0.04
"('Average family size',)","Columbus city, Ohio",3.18,households_by_type,±0.06
"('Average family size',)","Dallas city, Texas",3.52,households_by_type,±0.05
"('Average family size',)","Denver city, Colorado",3.12,households_by_type,±0.06
"('Average family size',)","Detroit city, Michigan",3.74,households_by_type,±0.10
"('Average family size',)","El Paso city, Texas",3.69,households_by_type,±0.08
"('Average family size',)","Fort Worth city, Texas",3.47,households_by_type,±0.07
"('Average family size',)","Houston city, Texas",3.54,households_by_type,±0.04
"('Average family size',)","Indianapolis city (balance), Indiana",3.23,households_by_type,±0.07
"('Average family size',)","Jacksonville city, Florida",3.27,households_by_type,±0.07
"('Average family size',)","Las Vegas city, Nevada",3.36,households_by_type,±0.08
"('Average family size',)","Los Angeles city, California",3.63,households_by_type,±0.03
"('Average family size',)","Memphis city, Tennessee",3.26,households_by_type,±0.08
"('Average family size',)","Milwaukee city, Wisconsin",3.38,households_by_type,±0.07
"('Average family size',)","New York city, New York",3.39,households_by_type,±0.02
"('Average family size',)","Oklahoma City city, Oklahoma",3.25,households_by_type,±0.07
"('Average family size',)","Philadelphia city, Pennsylvania",3.58,households_by_type,±0.07
"('Average family size',)","Phoenix city, Arizona",3.51,households_by_type,±0.06
"('Average family size',)","Portland city, Oregon",3.05,households_by_type,±0.06
"('Average family size',)","San Antonio city, Texas",3.48,households_by_type,±0.05
"('Average family size',)","San Diego city, California",3.41,households_by_type,±0.05
"('Average family size',)","San Francisco city, California",3.29,households_by_type,±0.09
"('Average family size',)","San Jose city, California",3.64,households_by_type,±0.07
"('Average family size',)","Seattle city, Washington",2.94,households_by_type,±0.06
"('Average family size',)","Tucson city, Arizona",3.21,households_by_type,±0.09
"('Average family size',)","Washington city, District of Columbia",3.37,households_by_type,±0.09
"('Population 15 years and over',)","Albuquerque city, New Mexico","436,962",marital_status,"±2,260"
"('Population 15 years and over',)","Austin city, Texas","642,061",marital_status,"±4,107"
"('Population 15 years and over',)","Baltimore city, Maryland","509,811",marital_status,±592
"('Population 15 years and over',)","Boston city, Massachusetts","535,875",marital_status,"±2,771"
"('Population 15 years and over',)","Charlotte city, North Carolina","576,725",marital_status,"±2,888"
"('Population 15 years and over',)","Chicago city, Illinois","2,173,746",marital_status,"±8,716"
"('Population 15 years and over',)","Columbus city, Ohio","629,674",marital_status,"±4,353"
"('Population 15 years and over',)","Dallas city, Texas","931,464",marital_status,"±7,334"
"('Population 15 years and over',)","Denver city, Colorado","492,280",marital_status,±468
"('Population 15 years and over',)","Detroit city, Michigan","559,457",marital_status,"±4,374"
"('Population 15 years and over',)","El Paso city, Texas","498,392",marital_status,"±3,693"
"('Population 15 years and over',)","Fort Worth city, Texas","559,482",marital_status,"±5,878"
"('Population 15 years and over',)","Houston city, Texas","1,646,432",marital_status,"±9,735"
"('Population 15 years and over',)","Indianapolis city (balance), Indiana","650,566",marital_status,"±3,476"
"('Population 15 years and over',)","Jacksonville city, Florida","659,564",marital_status,"±1,402"
"('Population 15 years and over',)","Las Vegas city, Nevada","468,850",marital_status,"±4,919"
"('Population 15 years and over',)","Los Angeles city, California","3,068,822",marital_status,"±11,611"
"('Population 15 years and over',)","Memphis city, Tennessee","511,813",marital_status,"±3,245"
"('Population 15 years and over',)","Milwaukee city, Wisconsin","463,770",marital_status,"±3,032"
"('Population 15 years and over',)","New York city, New York","6,727,730",marital_status,±791
"('Population 15 years and over',)","Oklahoma City city, Oklahoma","456,556",marital_status,"±4,018"
"('Population 15 years and over',)","Philadelphia city, Pennsylvania","1,245,987",marital_status,±374
"('Population 15 years and over',)","Phoenix city, Arizona","1,108,072",marital_status,"±8,772"
"('Population 15 years and over',)","Portland city, Oregon","489,263",marital_status,"±3,060"
"('Population 15 years and over',)","San Antonio city, Texas","1,037,456",marital_status,"±4,693"
"('Population 15 years and over',)","San Diego city, California","1,072,463",marital_status,"±6,210"
"('Population 15 years and over',)","San Francisco city, California","715,562",marital_status,±399
"('Population 15 years and over',)","San Jose city, California","752,230",marital_status,"±4,829"
"('Population 15 years and over',)","Seattle city, Washington","529,919",marital_status,"±4,693"
"('Population 15 years and over',)","Tucson city, Arizona","421,528",marital_status,"±3,806"
"('Population 15 years and over',)","Washington city, District of Columbia","520,355",marital_status,±383
"('Now married, except separated',)","Albuquerque city, New Mexico",43.90%,marital_status,±1.6
"('Now married, except separated',)","Austin city, Texas",39.10%,marital_status,±1.2
"('Now married, except separated',)","Baltimore city, Maryland",26.40%,marital_status,±1.5
"('Now married, except separated',)","Boston city, Massachusetts",28.30%,marital_status,±1.3
"('Now married, except separated',)","Charlotte city, North Carolina",42.70%,marital_status,±1.4
"('Now married, except separated',)","Chicago city, Illinois",34.30%,marital_status,±0.7
"('Now married, except separated',)","Columbus city, Ohio",37.00%,marital_status,±1.3
"('Now married, except separated',)","Dallas city, Texas",39.70%,marital_status,±1.0
"('Now married, except separated',)","Denver city, Colorado",38.50%,marital_status,±1.5
"('Now married, except separated',)","Detroit city, Michigan",22.90%,marital_status,±1.0
"('Now married, except separated',)","El Paso city, Texas",47.80%,marital_status,±1.7
"('Now married, except separated',)","Fort Worth city, Texas",47.00%,marital_status,±1.5
"('Now married, except separated',)","Houston city, Texas",41.80%,marital_status,±0.8
"('Now married, except separated',)","Indianapolis city (balance), Indiana",40.00%,marital_status,±1.3
"('Now married, except separated',)","Jacksonville city, Florida",44.90%,marital_status,±1.5
"('Now married, except separated',)","Las Vegas city, Nevada",44.90%,marital_status,±1.6
"('Now married, except separated',)","Los Angeles city, California",38.90%,marital_status,±0.5
"('Now married, except separated',)","Memphis city, Tennessee",32.00%,marital_status,±1.3
"('Now married, except separated',)","Milwaukee city, Wisconsin",29.70%,marital_status,±1.3
"('Now married, except separated',)","New York city, New York",38.90%,marital_status,±0.4
"('Now married, except separated',)","Oklahoma City city, Oklahoma",47.90%,marital_status,±1.4
"('Now married, except separated',)","Philadelphia city, Pennsylvania",29.10%,marital_status,±0.9
"('Now married, except separated',)","Phoenix city, Arizona",44.20%,marital_status,±1.0
"('Now married, except separated',)","Portland city, Oregon",39.80%,marital_status,±1.3
"('Now married, except separated',)","San Antonio city, Texas",44.50%,marital_status,±1.2
"('Now married, except separated',)","San Diego city, California",42.40%,marital_status,±0.9
"('Now married, except separated',)","San Francisco city, California",37.70%,marital_status,±1.4
"('Now married, except separated',)","San Jose city, California",50.50%,marital_status,±1.1
"('Now married, except separated',)","Seattle city, Washington",39.10%,marital_status,±1.4
"('Now married, except separated',)","Tucson city, Arizona",38.70%,marital_status,±1.7
"('Now married, except separated',)","Washington city, District of Columbia",25.30%,marital_status,±1.1
"('Widowed',)","Albuquerque city, New Mexico",5.00%,marital_status,±0.4
"('Widowed',)","Austin city, Texas",3.30%,marital_status,±0.3
"('Widowed',)","Baltimore city, Maryland",7.30%,marital_status,±0.5
"('Widowed',)","Boston city, Massachusetts",3.80%,marital_status,±0.4
"('Widowed',)","Charlotte city, North Carolina",4.30%,marital_status,±0.3
"('Widowed',)","Chicago city, Illinois",5.60%,marital_status,±0.3
"('Widowed',)","Columbus city, Ohio",4.70%,marital_status,±0.4
"('Widowed',)","Dallas city, Texas",4.90%,marital_status,±0.3
"('Widowed',)","Denver city, Colorado",4.80%,marital_status,±0.4
"('Widowed',)","Detroit city, Michigan",8.50%,marital_status,±0.5
"('Widowed',)","El Paso city, Texas",5.90%,marital_status,±0.5
"('Widowed',)","Fort Worth city, Texas",4.70%,marital_status,±0.5
"('Widowed',)","Houston city, Texas",5.10%,marital_status,±0.3
"('Widowed',)","Indianapolis city (balance), Indiana",5.50%,marital_status,±0.4
"('Widowed',)","Jacksonville city, Florida",6.00%,marital_status,±0.5
"('Widowed',)","Las Vegas city, Nevada",5.90%,marital_status,±0.6
"('Widowed',)","Los Angeles city, California",4.70%,marital_status,±0.2
"('Widowed',)","Memphis city, Tennessee",6.60%,marital_status,±0.6
"('Widowed',)","Milwaukee city, Wisconsin",5.20%,marital_status,±0.5
"('Widowed',)","New York city, New York",5.80%,marital_status,±0.1
"('Widowed',)","Oklahoma City city, Oklahoma",5.70%,marital_status,±0.6
"('Widowed',)","Philadelphia city, Pennsylvania",7.30%,marital_status,±0.3
"('Widowed',)","Phoenix city, Arizona",4.20%,marital_status,±0.3
"('Widowed',)","Portland city, Oregon",5.10%,marital_status,±0.3
"('Widowed',)","San Antonio city, Texas",5.80%,marital_status,±0.3
"('Widowed',)","San Diego city, California",4.50%,marital_status,±0.4
"('Widowed',)","San Francisco city, California",5.30%,marital_status,±0.4
"('Widowed',)","San Jose city, California",4.50%,marital_status,±0.4
"('Widowed',)","Seattle city, Washington",4.10%,marital_status,±0.4
"('Widowed',)","Tucson city, Arizona",5.10%,marital_status,±0.5
"('Widowed',)","Washington city, District of Columbia",5.00%,marital_status,±0.3
"('Divorced',)","Albuquerque city, New Mexico",13.90%,marital_status,±0.9
"('Divorced',)","Austin city, Texas",11.20%,marital_status,±0.7
"('Divorced',)","Baltimore city, Maryland",10.30%,marital_status,±0.8
"('Divorced',)","Boston city, Massachusetts",8.00%,marital_status,±0.6
"('Divorced',)","Charlotte city, North Carolina",11.60%,marital_status,±0.8
"('Divorced',)","Chicago city, Illinois",8.90%,marital_status,±0.4
"('Divorced',)","Columbus city, Ohio",13.10%,marital_status,±0.8
"('Divorced',)","Dallas city, Texas",11.10%,marital_status,±0.5
"('Divorced',)","Denver city, Colorado",12.60%,marital_status,±0.8
"('Divorced',)","Detroit city, Michigan",12.90%,marital_status,±0.8
"('Divorced',)","El Paso city, Texas",11.00%,marital_status,±0.9
"('Divorced',)","Fort Worth city, Texas",12.10%,marital_status,±0.9
"('Divorced',)","Houston city, Texas",10.80%,marital_status,±0.5
"('Divorced',)","Indianapolis city (balance), Indiana",13.10%,marital_status,±0.8
"('Divorced',)","Jacksonville city, Florida",13.80%,marital_status,±0.8
"('Divorced',)","Las Vegas city, Nevada",14.00%,marital_status,±1.0
"('Divorced',)","Los Angeles city, California",8.30%,marital_status,±0.2
"('Divorced',)","Memphis city, Tennessee",13.10%,marital_status,±1.0
"('Divorced',)","Milwaukee city, Wisconsin",11.60%,marital_status,±0.8
"('Divorced',)","New York city, New York",7.90%,marital_status,±0.2
"('Divorced',)","Oklahoma City city, Oklahoma",13.70%,marital_status,±0.8
"('Divorced',)","Philadelphia city, Pennsylvania",9.00%,marital_status,±0.5
"('Divorced',)","Phoenix city, Arizona",12.00%,marital_status,±0.6
"('Divorced',)","Portland city, Oregon",13.00%,marital_status,±0.8
"('Divorced',)","San Antonio city, Texas",12.40%,marital_status,±0.6
"('Divorced',)","San Diego city, California",9.80%,marital_status,±0.5
"('Divorced',)","San Francisco city, California",8.10%,marital_status,±0.5
"('Divorced',)","San Jose city, California",8.80%,marital_status,±0.6
"('Divorced',)","Seattle city, Washington",11.00%,marital_status,±0.8
"('Divorced',)","Tucson city, Arizona",14.50%,marital_status,±0.9
"('Divorced',)","Washington city, District of Columbia",9.70%,marital_status,±0.6
"('Separated',)","Albuquerque city, New Mexico",1.90%,marital_status,±0.4
"('Separated',)","Austin city, Texas",2.30%,marital_status,±0.4
"('Separated',)","Baltimore city, Maryland",4.40%,marital_status,±0.5
"('Separated',)","Boston city, Massachusetts",2.80%,marital_status,±0.4
"('Separated',)","Charlotte city, North Carolina",3.20%,marital_status,±0.4
"('Separated',)","Chicago city, Illinois",2.80%,marital_status,±0.2
"('Separated',)","Columbus city, Ohio",2.40%,marital_status,±0.3
"('Separated',)","Dallas city, Texas",3.70%,marital_status,±0.4
"('Separated',)","Denver city, Colorado",2.20%,marital_status,±0.4
"('Separated',)","Detroit city, Michigan",4.20%,marital_status,±0.5
"('Separated',)","El Paso city, Texas",3.30%,marital_status,±0.5
"('Separated',)","Fort Worth city, Texas",3.10%,marital_status,±0.4
"('Separated',)","Houston city, Texas",3.50%,marital_status,±0.3
"('Separated',)","Indianapolis city (balance), Indiana",2.40%,marital_status,±0.3
"('Separated',)","Jacksonville city, Florida",2.90%,marital_status,±0.4
"('Separated',)","Las Vegas city, Nevada",2.70%,marital_status,±0.5
"('Separated',)","Los Angeles city, California",3.00%,marital_status,±0.2
"('Separated',)","Memphis city, Tennessee",4.60%,marital_status,±0.5
"('Separated',)","Milwaukee city, Wisconsin",1.90%,marital_status,±0.3
"('Separated',)","New York city, New York",3.40%,marital_status,±0.1
"('Separated',)","Oklahoma City city, Oklahoma",2.90%,marital_status,±0.5
"('Separated',)","Philadelphia city, Pennsylvania",3.70%,marital_status,±0.3
"('Separated',)","Phoenix city, Arizona",1.90%,marital_status,±0.2
"('Separated',)","Portland city, Oregon",1.30%,marital_status,±0.3
"('Separated',)","San Antonio city, Texas",3.00%,marital_status,±0.3
"('Separated',)","San Diego city, California",2.10%,marital_status,±0.3
"('Separated',)","San Francisco city, California",1.50%,marital_status,±0.3
"('Separated',)","San Jose city, California",1.90%,marital_status,±0.3
"('Separated',)","Seattle city, Washington",1.50%,marital_status,±0.4
"('Separated',)","Tucson city, Arizona",2.60%,marital_status,±0.5
"('Separated',)","Washington city, District of Columbia",2.80%,marital_status,±0.4
"('Never married',)","Albuquerque city, New Mexico",35.20%,marital_status,±1.3
"('Never married',)","Austin city, Texas",44.10%,marital_status,±1.0
"('Never married',)","Baltimore city, Maryland",51.70%,marital_status,±1.3
"('Never married',)","Boston city, Massachusetts",57.10%,marital_status,±1.2
"('Never married',)","Charlotte city, North Carolina",38.20%,marital_status,±1.2
"('Never married',)","Chicago city, Illinois",48.50%,marital_status,±0.6
"('Never married',)","Columbus city, Ohio",42.90%,marital_status,±1.1
"('Never married',)","Dallas city, Texas",40.60%,marital_status,±0.9
"('Never married',)","Denver city, Colorado",41.80%,marital_status,±1.3
"('Never married',)","Detroit city, Michigan",51.50%,marital_status,±1.1
"('Never married',)","El Paso city, Texas",32.10%,marital_status,±1.1
"('Never married',)","Fort Worth city, Texas",33.10%,marital_status,±1.2
"('Never married',)","Houston city, Texas",38.80%,marital_status,±0.7
"('Never married',)","Indianapolis city (balance), Indiana",39.10%,marital_status,±1.1
"('Never married',)","Jacksonville city, Florida",32.40%,marital_status,±1.0
"('Never married',)","Las Vegas city, Nevada",32.40%,marital_status,±1.4
"('Never married',)","Los Angeles city, California",45.10%,marital_status,±0.5
"('Never married',)","Memphis city, Tennessee",43.60%,marital_status,±1.0
"('Never married',)","Milwaukee city, Wisconsin",51.50%,marital_status,±1.2
"('Never married',)","New York city, New York",44.00%,marital_status,±0.3
"('Never married',)","Oklahoma City city, Oklahoma",29.80%,marital_status,±1.1
"('Never married',)","Philadelphia city, Pennsylvania",51.00%,marital_status,±0.8
"('Never married',)","Phoenix city, Arizona",37.70%,marital_status,±1.0
"('Never married',)","Portland city, Oregon",40.80%,marital_status,±1.1
"('Never married',)","San Antonio city, Texas",34.20%,marital_status,±0.9
"('Never married',)","San Diego city, California",41.20%,marital_status,±0.9
"('Never married',)","San Francisco city, California",47.40%,marital_status,±1.2
"('Never married',)","San Jose city, California",34.30%,marital_status,±0.8
"('Never married',)","Seattle city, Washington",44.20%,marital_status,±1.1
"('Never married',)","Tucson city, Arizona",39.10%,marital_status,±1.2
"('Never married',)","Washington city, District of Columbia",57.30%,marital_status,±1.2
"('Male 15 years and over',)","Albuquerque city, New Mexico","210,035",marital_status,"±2,386"
"('Male 15 years and over',)","Austin city, Texas","324,512",marital_status,"±2,935"
"('Male 15 years and over',)","Baltimore city, Maryland","236,227",marital_status,±776
"('Male 15 years and over',)","Boston city, Massachusetts","252,943",marital_status,"±3,132"
"('Male 15 years and over',)","Charlotte city, North Carolina","272,345",marital_status,"±2,319"
"('Male 15 years and over',)","Chicago city, Illinois","1,040,493",marital_status,"±8,998"
"('Male 15 years and over',)","Columbus city, Ohio","301,391",marital_status,"±3,494"
"('Male 15 years and over',)","Dallas city, Texas","465,526",marital_status,"±7,149"
"('Male 15 years and over',)","Denver city, Colorado","245,424",marital_status,±284
"('Male 15 years and over',)","Detroit city, Michigan","259,751",marital_status,"±3,511"
"('Male 15 years and over',)","El Paso city, Texas","235,253",marital_status,"±3,858"
"('Male 15 years and over',)","Fort Worth city, Texas","272,343",marital_status,"±5,591"
"('Male 15 years and over',)","Houston city, Texas","824,532",marital_status,"±9,149"
"('Male 15 years and over',)","Indianapolis city (balance), Indiana","310,007",marital_status,"±2,072"
"('Male 15 years and over',)","Jacksonville city, Florida","316,654",marital_status,"±1,633"
"('Male 15 years and over',)","Las Vegas city, Nevada","236,228",marital_status,"±4,480"
"('Male 15 years and over',)","Los Angeles city, California","1,506,944",marital_status,"±9,604"
"('Male 15 years and over',)","Memphis city, Tennessee","238,586",marital_status,"±2,951"
"('Male 15 years and over',)","Milwaukee city, Wisconsin","219,705",marital_status,"±3,325"
"('Male 15 years and over',)","New York city, New York","3,144,035",marital_status,"±1,243"
"('Male 15 years and over',)","Oklahoma City city, Oklahoma","223,697",marital_status,"±3,481"
"('Male 15 years and over',)","Philadelphia city, Pennsylvania","577,960",marital_status,±492
"('Male 15 years and over',)","Phoenix city, Arizona","553,520",marital_status,"±7,046"
"('Male 15 years and over',)","Portland city, Oregon","240,650",marital_status,"±2,550"
"('Male 15 years and over',)","San Antonio city, Texas","497,771",marital_status,"±4,391"
"('Male 15 years and over',)","San Diego city, California","543,724",marital_status,"±7,578"
"('Male 15 years and over',)","San Francisco city, California","362,344",marital_status,±483
"('Male 15 years and over',)","San Jose city, California","376,879",marital_status,"±4,171"
"('Male 15 years and over',)","Seattle city, Washington","262,096",marital_status,"±5,226"
"('Male 15 years and over',)","Tucson city, Arizona","207,779",marital_status,"±3,427"
"('Male 15 years and over',)","Washington city, District of Columbia","243,152",marital_status,±725
"('Now married, except separated',)","Albuquerque city, New Mexico",46.00%,marital_status,±1.9
"('Now married, except separated',)","Austin city, Texas",40.40%,marital_status,±1.4
"('Now married, except separated',)","Baltimore city, Maryland",28.90%,marital_status,±1.9
"('Now married, except separated',)","Boston city, Massachusetts",30.30%,marital_status,±1.6
"('Now married, except separated',)","Charlotte city, North Carolina",45.90%,marital_status,±1.6
"('Now married, except separated',)","Chicago city, Illinois",36.30%,marital_status,±0.8
"('Now married, except separated',)","Columbus city, Ohio",39.10%,marital_status,±1.5
"('Now married, except separated',)","Dallas city, Texas",40.90%,marital_status,±1.3
"('Now married, except separated',)","Denver city, Colorado",39.20%,marital_status,±1.7
"('Now married, except separated',)","Detroit city, Michigan",24.80%,marital_status,±1.2
"('Now married, except separated',)","El Paso city, Texas",50.50%,marital_status,±2.0
"('Now married, except separated',)","Fort Worth city, Texas",48.60%,marital_status,±1.9
"('Now married, except separated',)","Houston city, Texas",43.10%,marital_status,±1.1
"('Now married, except separated',)","Indianapolis city (balance), Indiana",42.20%,marital_status,±1.6
"('Now married, except separated',)","Jacksonville city, Florida",47.70%,marital_status,±1.6
"('Now married, except separated',)","Las Vegas city, Nevada",45.00%,marital_status,±1.8
"('Now married, except separated',)","Los Angeles city, California",40.60%,marital_status,±0.6
"('Now married, except separated',)","Memphis city, Tennessee",34.40%,marital_status,±1.5
"('Now married, except separated',)","Milwaukee city, Wisconsin",31.60%,marital_status,±1.6
"('Now married, except separated',)","New York city, New York",42.20%,marital_status,±0.4
"('Now married, except separated',)","Oklahoma City city, Oklahoma",49.70%,marital_status,±1.7
"('Now married, except separated',)","Philadelphia city, Pennsylvania",31.90%,marital_status,±1.1
"('Now married, except separated',)","Phoenix city, Arizona",44.90%,marital_status,±1.1
"('Now married, except separated',)","Portland city, Oregon",40.30%,marital_status,±1.7
