Metric,City,Estimate,Group,Estimate Margin of Error
"('Population 15 years and over',)","Baltimore city, Maryland","505,356",marital_status,±450
"('Population 15 years and over',)","Boston city, Massachusetts","581,263",marital_status,"±3,331"
"('Population 15 years and over',)","Charlotte city, North Carolina","669,928",marital_status,"±3,085"
"('Population 15 years and over',)","Chicago city, Illinois","2,221,531",marital_status,"±9,251"
"('Population 15 years and over',)","Columbus city, Ohio","692,215",marital_status,"±5,283"
"('Population 15 years and over',)","Dallas city, Texas","1,034,002",marital_status,"±6,556"
"('Population 15 years and over',)","Denver city, Colorado","571,506",marital_status,±504
"('Population 15 years and over',)","Detroit city, Michigan","529,186",marital_status,"±3,448"
"('Population 15 years and over',)","El Paso city, Texas","527,231",marital_status,"±3,103"
"('Population 15 years and over',)","Fort Worth city, Texas","648,339",marital_status,"±6,044"
"('Population 15 years and over',)","Fresno city, California","396,338",marital_status,"±4,265"
"('Population 15 years and over',)","Houston city, Texas","1,810,748",marital_status,"±11,857"
"('Population 15 years and over',)","Indianapolis city (balance), Indiana","672,929",marital_status,"±4,009"
"('Population 15 years and over',)","Jacksonville city, Florida","708,690",marital_status,"±1,263"
"('Population 15 years and over',)","Las Vegas city, Nevada","506,265",marital_status,"±5,653"
"('Population 15 years and over',)","Los Angeles city, California","3,284,123",marital_status,"±10,950"
"('Population 15 years and over',)","Memphis city, Tennessee","513,457",marital_status,"±3,922"
"('Population 15 years and over',)","Milwaukee city, Wisconsin","462,887",marital_status,"±2,801"
"('Population 15 years and over',)","New York city, New York","7,019,172",marital_status,±804
"('Population 15 years and over',)","Oklahoma City city, Oklahoma","498,851",marital_status,"±3,826"
"('Population 15 years and over',)","Philadelphia city, Pennsylvania","1,275,409",marital_status,±652
"('Population 15 years and over',)","Phoenix city, Arizona","1,252,030",marital_status,"±7,663"
"('Population 15 years and over',)","Portland city, Oregon","540,420",marital_status,"±2,920"
"('Population 15 years and over',)","San Antonio city, Texas","1,177,078",marital_status,"±4,845"
"('Population 15 years and over',)","San Diego city, California","1,174,089",marital_status,"±7,625"
"('Population 15 years and over',)","San Francisco city, California","770,100",marital_status,±563
"('Population 15 years and over',)","San Jose city, California","829,563",marital_status,"±4,617"
"('Population 15 years and over',)","Seattle city, Washington","612,568",marital_status,"±5,040"
"('Population 15 years and over',)","Tucson city, Arizona","436,326",marital_status,"±4,628"
"('Population 15 years and over',)","Washington city, District of Columbia","576,040",marital_status,±355
"('Now married, except separated',)","Albuquerque city, New Mexico",41.80%,marital_status,±1.6
"('Now married, except separated',)","Austin city, Texas",40.10%,marital_status,±1.3
"('Now married, except separated',)","Baltimore city, Maryland",25.30%,marital_status,±1.3
"('Now married, except separated',)","Boston city, Massachusetts",29.60%,marital_status,±1.3
"('Now married, except separated',)","Charlotte city, North Carolina",43.20%,marital_status,±1.3
"('Now married, except separated',)","Chicago city, Illinois",35.00%,marital_status,±0.6
"('Now married, except separated',)","Columbus city, Ohio",35.90%,marital_status,±1.3
"('Now married, except separated',)","Dallas city, Texas",40.60%,marital_status,±0.9
"('Now married, except separated',)","Denver city, Colorado",39.30%,marital_status,±1.3
"('Now married, except separated',)","Detroit city, Michigan",21.90%,marital_status,±1.2
"('Now married, except separated',)","El Paso city, Texas",43.60%,marital_status,±1.4
"('Now married, except separated',)","Fort Worth city, Texas",46.20%,marital_status,±1.4
"('Now married, except separated',)","Fresno city, California",39.10%,marital_status,±1.7
"('Now married, except separated',)","Houston city, Texas",41.20%,marital_status,±0.9
"('Now married, except separated',)","Indianapolis city (balance), Indiana",38.20%,marital_status,±1.6
"('Now married, except separated',)","Jacksonville city, Florida",41.40%,marital_status,±1.3
"('Now married, except separated',)","Las Vegas city, Nevada",41.80%,marital_status,±1.3
"('Now married, except separated',)","Los Angeles city, California",38.80%,marital_status,±0.5
"('Now married, except separated',)","Memphis city, Tennessee",30.70%,marital_status,±1.5
"('Now married, except separated',)","Milwaukee city, Wisconsin",29.10%,marital_status,±1.2
"('Now married, except separated',)","New York city, New York",39.40%,marital_status,±0.4
"('Now married, except separated',)","Oklahoma City city, Oklahoma",45.80%,marital_status,±1.4
"('Now married, except separated',)","Philadelphia city, Pennsylvania",29.70%,marital_status,±0.8
"('Now married, except separated',)","Phoenix city, Arizona",41.80%,marital_status,±1.0
"('Now married, except separated',)","Portland city, Oregon",40.70%,marital_status,±1.4
"('Now married, except separated',)","San Antonio city, Texas",41.20%,marital_status,±1.0
"('Now married, except separated',)","San Diego city, California",43.30%,marital_status,±1.1
"('Now married, except separated',)","San Francisco city, California",40.30%,marital_status,±1.2
"('Now married, except separated',)","San Jose city, California",51.10%,marital_status,±1.0
"('Now married, except separated',)","Seattle city, Washington",41.40%,marital_status,±1.3
"('Now married, except separated',)","Tucson city, Arizona",35.00%,marital_status,±1.5
"('Now married, except separated',)","Washington city, District of Columbia",28.30%,marital_status,±1.3
"('Widowed',)","Albuquerque city, New Mexico",5.40%,marital_status,±0.5
"('Widowed',)","Austin city, Texas",3.00%,marital_status,±0.3
"('Widowed',)","Baltimore city, Maryland",6.70%,marital_status,±0.5
"('Widowed',)","Boston city, Massachusetts",4.00%,marital_status,±0.3
"('Widowed',)","Charlotte city, North Carolina",4.00%,marital_status,±0.3
"('Widowed',)","Chicago city, Illinois",5.20%,marital_status,±0.2
"('Widowed',)","Columbus city, Ohio",3.80%,marital_status,±0.4
"('Widowed',)","Dallas city, Texas",4.40%,marital_status,±0.3
"('Widowed',)","Denver city, Colorado",4.40%,marital_status,±0.4
"('Widowed',)","Detroit city, Michigan",6.30%,marital_status,±0.5
"('Widowed',)","El Paso city, Texas",6.00%,marital_status,±0.5
"('Widowed',)","Fort Worth city, Texas",4.30%,marital_status,±0.4
"('Widowed',)","Fresno city, California",4.80%,marital_status,±0.6
"('Widowed',)","Houston city, Texas",4.70%,marital_status,±0.3
"('Widowed',)","Indianapolis city (balance), Indiana",5.10%,marital_status,±0.4
"('Widowed',)","Jacksonville city, Florida",5.80%,marital_status,±0.4
"('Widowed',)","Las Vegas city, Nevada",5.30%,marital_status,±0.4
"('Widowed',)","Los Angeles city, California",4.70%,marital_status,±0.2
"('Widowed',)","Memphis city, Tennessee",5.80%,marital_status,±0.5
"('Widowed',)","Milwaukee city, Wisconsin",4.40%,marital_status,±0.4
"('Widowed',)","New York city, New York",5.40%,marital_status,±0.1
"('Widowed',)","Oklahoma City city, Oklahoma",5.20%,marital_status,±0.4
"('Widowed',)","Philadelphia city, Pennsylvania",6.20%,marital_status,±0.3
"('Widowed',)","Phoenix city, Arizona",4.60%,marital_status,±0.2
"('Widowed',)","Portland city, Oregon",3.70%,marital_status,±0.4
"('Widowed',)","San Antonio city, Texas",5.10%,marital_status,±0.3
"('Widowed',)","San Diego city, California",4.10%,marital_status,±0.3
"('Widowed',)","San Francisco city, California",4.60%,marital_status,±0.3
"('Widowed',)","San Jose city, California",4.00%,marital_status,±0.3
"('Widowed',)","Seattle city, Washington",3.70%,marital_status,±0.4
"('Widowed',)","Tucson city, Arizona",4.70%,marital_status,±0.5
"('Widowed',)","Washington city, District of Columbia",4.30%,marital_status,±0.4
"('Divorced',)","Albuquerque city, New Mexico",14.00%,marital_status,±1.1
"('Divorced',)","Austin city, Texas",11.00%,marital_status,±0.8
"('Divorced',)","Baltimore city, Maryland",10.90%,marital_status,±0.7
"('Divorced',)","Boston city, Massachusetts",7.20%,marital_status,±0.5
"('Divorced',)","Charlotte city, North Carolina",10.10%,marital_status,±0.7
"('Divorced',)","Chicago city, Illinois",8.30%,marital_status,±0.3
"('Divorced',)","Columbus city, Ohio",13.00%,marital_status,±0.7
"('Divorced',)","Dallas city, Texas",10.30%,marital_status,±0.5
"('Divorced',)","Denver city, Colorado",11.50%,marital_status,±0.8
"('Divorced',)","Detroit city, Michigan",11.80%,marital_status,±0.7
"('Divorced',)","El Paso city, Texas",10.50%,marital_status,±0.9
"('Divorced',)","Fort Worth city, Texas",11.10%,marital_status,±0.8
"('Divorced',)","Fresno city, California",10.70%,marital_status,±1.0
"('Divorced',)","Houston city, Texas",9.70%,marital_status,±0.4
"('Divorced',)","Indianapolis city (balance), Indiana",12.30%,marital_status,±0.7
"('Divorced',)","Jacksonville city, Florida",15.00%,marital_status,±1.0
"('Divorced',)","Las Vegas city, Nevada",14.60%,marital_status,±0.8
"('Divorced',)","Los Angeles city, California",8.20%,marital_status,±0.2
"('Divorced',)","Memphis city, Tennessee",11.80%,marital_status,±0.8
"('Divorced',)","Milwaukee city, Wisconsin",10.90%,marital_status,±0.7
"('Divorced',)","New York city, New York",7.70%,marital_status,±0.2
"('Divorced',)","Oklahoma City city, Oklahoma",12.70%,marital_status,±0.8
"('Divorced',)","Philadelphia city, Pennsylvania",9.00%,marital_status,±0.4
"('Divorced',)","Phoenix city, Arizona",12.10%,marital_status,±0.5
"('Divorced',)","Portland city, Oregon",12.80%,marital_status,±0.9
"('Divorced',)","San Antonio city, Texas",12.10%,marital_status,±0.6
"('Divorced',)","San Diego city, California",9.90%,marital_status,±0.5
"('Divorced',)","San Francisco city, California",7.70%,marital_status,±0.5
"('Divorced',)","San Jose city, California",7.90%,marital_status,±0.6
"('Divorced',)","Seattle city, Washington",9.60%,marital_status,±0.7
"('Divorced',)","Tucson city, Arizona",14.90%,marital_status,±0.8
"('Divorced',)","Washington city, District of Columbia",8.90%,marital_status,±0.6
"('Separated',)","Albuquerque city, New Mexico",1.60%,marital_status,±0.3
"('Separated',)","Austin city, Texas",1.80%,marital_status,±0.3
"('Separated',)","Baltimore city, Maryland",3.00%,marital_status,±0.4
"('Separated',)","Boston city, Massachusetts",2.80%,marital_status,±0.4
"('Separated',)","Charlotte city, North Carolina",2.10%,marital_status,±0.4
"('Separated',)","Chicago city, Illinois",2.30%,marital_status,±0.2
"('Separated',)","Columbus city, Ohio",2.00%,marital_status,±0.3
"('Separated',)","Dallas city, Texas",3.20%,marital_status,±0.3
"('Separated',)","Denver city, Colorado",2.10%,marital_status,±0.4
"('Separated',)","Detroit city, Michigan",3.50%,marital_status,±0.4
"('Separated',)","El Paso city, Texas",3.20%,marital_status,±0.5
"('Separated',)","Fort Worth city, Texas",2.50%,marital_status,±0.3
"('Separated',)","Fresno city, California",3.30%,marital_status,±0.5
"('Separated',)","Houston city, Texas",3.50%,marital_status,±0.3
"('Separated',)","Indianapolis city (balance), Indiana",1.80%,marital_status,±0.3
"('Separated',)","Jacksonville city, Florida",2.30%,marital_status,±0.3
"('Separated',)","Las Vegas city, Nevada",2.30%,marital_status,±0.3
"('Separated',)","Los Angeles city, California",2.60%,marital_status,±0.1
"('Separated',)","Memphis city, Tennessee",4.10%,marital_status,±0.5
"('Separated',)","Milwaukee city, Wisconsin",1.80%,marital_status,±0.3
"('Separated',)","New York city, New York",3.10%,marital_status,±0.1
"('Separated',)","Oklahoma City city, Oklahoma",2.30%,marital_status,±0.3
"('Separated',)","Philadelphia city, Pennsylvania",3.40%,marital_status,±0.3
"('Separated',)","Phoenix city, Arizona",2.10%,marital_status,±0.2
"('Separated',)","Portland city, Oregon",1.40%,marital_status,±0.3
"('Separated',)","San Antonio city, Texas",3.00%,marital_status,±0.3
"('Separated',)","San Diego city, California",1.80%,marital_status,±0.2
"('Separated',)","San Francisco city, California",1.40%,marital_status,±0.3
"('Separated',)","San Jose city, California",1.70%,marital_status,±0.2
"('Separated',)","Seattle city, Washington",0.90%,marital_status,±0.2
"('Separated',)","Tucson city, Arizona",2.50%,marital_status,±0.4
"('Separated',)","Washington city, District of Columbia",2.00%,marital_status,±0.3
"('Never married',)","Albuquerque city, New Mexico",37.20%,marital_status,±1.2
"('Never married',)","Austin city, Texas",44.00%,marital_status,±1.1
"('Never married',)","Baltimore city, Maryland",54.20%,marital_status,±1.0
"('Never married',)","Boston city, Massachusetts",56.50%,marital_status,±1.2
"('Never married',)","Charlotte city, North Carolina",40.60%,marital_status,±0.9
"('Never married',)","Chicago city, Illinois",49.20%,marital_status,±0.5
"('Never married',)","Columbus city, Ohio",45.20%,marital_status,±1.0
"('Never married',)","Dallas city, Texas",41.60%,marital_status,±0.8
"('Never married',)","Denver city, Colorado",42.70%,marital_status,±1.0
"('Never married',)","Detroit city, Michigan",56.50%,marital_status,±1.2
"('Never married',)","El Paso city, Texas",36.70%,marital_status,±1.2
"('Never married',)","Fort Worth city, Texas",35.90%,marital_status,±1.1
"('Never married',)","Fresno city, California",42.10%,marital_status,±1.3
"('Never married',)","Houston city, Texas",40.90%,marital_status,±0.8
"('Never married',)","Indianapolis city (balance), Indiana",42.50%,marital_status,±1.3
"('Never married',)","Jacksonville city, Florida",35.60%,marital_status,±1.0
"('Never married',)","Las Vegas city, Nevada",36.00%,marital_status,±1.1
"('Never married',)","Los Angeles city, California",45.60%,marital_status,±0.5
"('Never married',)","Memphis city, Tennessee",47.60%,marital_status,±1.3
"('Never married',)","Milwaukee city, Wisconsin",53.80%,marital_status,±1.2
"('Never married',)","New York city, New York",44.50%,marital_status,±0.3
"('Never married',)","Oklahoma City city, Oklahoma",34.00%,marital_status,±1.3
"('Never married',)","Philadelphia city, Pennsylvania",51.70%,marital_status,±0.8
"('Never married',)","Phoenix city, Arizona",39.30%,marital_status,±1.0
"('Never married',)","Portland city, Oregon",41.30%,marital_status,±1.2
"('Never married',)","San Antonio city, Texas",38.60%,marital_status,±0.9
"('Never married',)","San Diego city, California",40.80%,marital_status,±1.1
"('Never married',)","San Francisco city, California",46.00%,marital_status,±1.0
"('Never married',)","San Jose city, California",35.30%,marital_status,±0.9
"('Never married',)","Seattle city, Washington",44.40%,marital_status,±1.0
"('Never married',)","Tucson city, Arizona",43.00%,marital_status,±1.1
"('Never married',)","Washington city, District of Columbia",56.60%,marital_status,±1.2
"('Male 15 years and over',)","Albuquerque city, New Mexico","217,949",marital_status,"±2,624"
"('Male 15 years and over',)","Austin city, Texas","392,783",marital_status,"±4,871"
"('Male 15 years and over',)","Baltimore city, Maryland","233,706",marital_status,±603
"('Male 15 years and over',)","Boston city, Massachusetts","277,043",marital_status,"±2,723"
"('Male 15 years and over',)","Charlotte city, North Carolina","316,060",marital_status,"±2,684"
"('Male 15 years and over',)","Chicago city, Illinois","1,066,103",marital_status,"±8,275"
"('Male 15 years and over',)","Columbus city, Ohio","335,424",marital_status,"±3,931"
"('Male 15 years and over',)","Dallas city, Texas","509,660",marital_status,"±5,939"
"('Male 15 years and over',)","Denver city, Colorado","285,756",marital_status,±569
"('Male 15 years and over',)","Detroit city, Michigan","248,282",marital_status,"±3,354"
"('Male 15 years and over',)","El Paso city, Texas","254,829",marital_status,"±3,100"
"('Male 15 years and over',)","Fort Worth city, Texas","315,559",marital_status,"±5,681"
"('Male 15 years and over',)","Fresno city, California","189,651",marital_status,"±3,705"
"('Male 15 years and over',)","Houston city, Texas","902,978",marital_status,"±9,993"
"('Male 15 years and over',)","Indianapolis city (balance), Indiana","318,409",marital_status,"±2,670"
"('Male 15 years and over',)","Jacksonville city, Florida","338,907",marital_status,"±2,220"
"('Male 15 years and over',)","Las Vegas city, Nevada","253,013",marital_status,"±5,083"
"('Male 15 years and over',)","Los Angeles city, California","1,610,239",marital_status,"±11,972"
"('Male 15 years and over',)","Memphis city, Tennessee","239,613",marital_status,"±3,499"
"('Male 15 years and over',)","Milwaukee city, Wisconsin","219,475",marital_status,"±2,883"
"('Male 15 years and over',)","New York city, New York","3,299,818",marital_status,±977
"('Male 15 years and over',)","Oklahoma City city, Oklahoma","242,280",marital_status,"±3,249"
"('Male 15 years and over',)","Philadelphia city, Pennsylvania","594,382",marital_status,±824
"('Male 15 years and over',)","Phoenix city, Arizona","617,076",marital_status,"±6,372"
"('Male 15 years and over',)","Portland city, Oregon","267,206",marital_status,"±2,839"
"('Male 15 years and over',)","San Antonio city, Texas","574,189",marital_status,"±4,583"
"('Male 15 years and over',)","San Diego city, California","591,935",marital_status,"±6,712"
"('Male 15 years and over',)","San Francisco city, California","392,407",marital_status,±863
"('Male 15 years and over',)","San Jose city, California","417,690",marital_status,"±4,383"
"('Male 15 years and over',)","Seattle city, Washington","306,847",marital_status,"±5,250"
"('Male 15 years and over',)","Tucson city, Arizona","215,491",marital_status,"±4,249"
"('Male 15 years and over',)","Washington city, District of Columbia","270,633",marital_status,±444
"('Now married, except separated',)","Albuquerque city, New Mexico",43.30%,marital_status,±2.0
"('Now married, except separated',)","Austin city, Texas",40.30%,marital_status,±1.6
"('Now married, except separated',)","Baltimore city, Maryland",28.00%,marital_status,±1.5
"('Now married, except separated',)","Boston city, Massachusetts",32.00%,marital_status,±1.7
"('Now married, except separated',)","Charlotte city, North Carolina",45.50%,marital_status,±1.6
"('Now married, except separated',)","Chicago city, Illinois",37.30%,marital_status,±0.7
"('Now married, except separated',)","Columbus city, Ohio",37.10%,marital_status,±1.4
"('Now married, except separated',)","Dallas city, Texas",41.90%,marital_status,±1.0
"('Now married, except separated',)","Denver city, Colorado",39.20%,marital_status,±1.4
"('Now married, except separated',)","Detroit city, Michigan",23.20%,marital_status,±1.4
"('Now married, except separated',)","El Paso city, Texas",45.90%,marital_status,±1.5
"('Now married, except separated',)","Fort Worth city, Texas",47.00%,marital_status,±1.8
"('Now married, except separated',)","Fresno city, California",41.90%,marital_status,±2.0
"('Now married, except separated',)","Houston city, Texas",42.70%,marital_status,±1.0
"('Now married, except separated',)","Indianapolis city (balance), Indiana",39.80%,marital_status,±1.8
"('Now married, except separated',)","Jacksonville city, Florida",43.20%,marital_status,±1.5
"('Now married, except separated',)","Las Vegas city, Nevada",41.70%,marital_status,±1.6
"('Now married, except separated',)","Los Angeles city, California",40.40%,marital_status,±0.6
"('Now married, except separated',)","Memphis city, Tennessee",33.10%,marital_status,±1.9
"('Now married, except separated',)","Milwaukee city, Wisconsin",31.00%,marital_status,±1.4
"('Now married, except separated',)","New York city, New York",42.60%,marital_status,±0.4
"('Now married, except separated',)","Oklahoma City city, Oklahoma",47.00%,marital_status,±1.6
"('Now married, except separated',)","Philadelphia city, Pennsylvania",32.10%,marital_status,±1.0
"('Now married, except separated',)","Phoenix city, Arizona",42.80%,marital_status,±1.2
"('Now married, except separated',)","Portland city, Oregon",41.80%,marital_status,±1.5
"('Now married, except separated',)","San Antonio city, Texas",43.00%,marital_status,±1.2
"('Now married, except separated',)","San Diego city, California",43.50%,marital_status,±1.3
"('Now married, except separated',)","San Francisco city, California",40.40%,marital_status,±1.3
"('Now married, except separated',)","San Jose city, California",51.30%,marital_status,±1.2
"('Now married, except separated',)","Seattle city, Washington",42.10%,marital_status,±1.4
"('Now married, except separated',)","Tucson city, Arizona",35.60%,marital_status,±1.5
"('Now married, except separated',)","Washington city, District of Columbia",31.20%,marital_status,±1.5
"('Widowed',)","Albuquerque city, New Mexico",2.60%,marital_status,±0.5
"('Widowed',)","Austin city, Texas",1.20%,marital_status,±0.3
"('Widowed',)","Baltimore city, Maryland",2.70%,marital_status,±0.5
"('Widowed',)","Boston city, Massachusetts",1.50%,marital_status,±0.3
"('Widowed',)","Charlotte city, North Carolina",1.50%,marital_status,±0.3
"('Widowed',)","Chicago city, Illinois",2.40%,marital_status,±0.2
"('Widowed',)","Columbus city, Ohio",1.40%,marital_status,±0.3
"('Widowed',)","Dallas city, Texas",1.90%,marital_status,±0.3
"('Widowed',)","Denver city, Colorado",2.40%,marital_status,±0.5
"('Widowed',)","Detroit city, Michigan",3.30%,marital_status,±0.5
"('Widowed',)","El Paso city, Texas",2.50%,marital_status,±0.5
"('Widowed',)","Fort Worth city, Texas",2.70%,marital_status,±0.6
"('Widowed',)","Fresno city, California",2.70%,marital_status,±0.6
"('Widowed',)","Houston city, Texas",2.20%,marital_status,±0.3
"('Widowed',)","Indianapolis city (balance), Indiana",2.40%,marital_status,±0.4
"('Widowed',)","Jacksonville city, Florida",2.40%,marital_status,±0.5
"('Widowed',)","Las Vegas city, Nevada",2.60%,marital_status,±0.6
"('Widowed',)","Los Angeles city, California",1.80%,marital_status,±0.1
"('Widowed',)","Memphis city, Tennessee",2.80%,marital_status,±0.5
"('Widowed',)","Milwaukee city, Wisconsin",2.10%,marital_status,±0.4
"('Widowed',)","New York city, New York",2.30%,marital_status,±0.1
"('Widowed',)","Oklahoma City city, Oklahoma",2.50%,marital_status,±0.4
"('Widowed',)","Philadelphia city, Pennsylvania",2.80%,marital_status,±0.3
"('Widowed',)","Phoenix city, Arizona",2.30%,marital_status,±0.3
"('Widowed',)","Portland city, Oregon",1.40%,marital_status,±0.3
"('Widowed',)","San Antonio city, Texas",2.40%,marital_status,±0.3
"('Widowed',)","San Diego city, California",2.00%,marital_status,±0.3
"('Widowed',)","San Francisco city, California",1.70%,marital_status,±0.3
"('Widowed',)","San Jose city, California",1.60%,marital_status,±0.3
"('Widowed',)","Seattle city, Washington",1.70%,marital_status,±0.3
"('Widowed',)","Tucson city, Arizona",2.50%,marital_status,±0.5
"('Widowed',)","Washington city, District of Columbia",1.80%,marital_status,±0.4
"('Divorced',)","Albuquerque city, New Mexico",12.00%,marital_status,±1.3
"('Divorced',)","Austin city, Texas",9.40%,marital_status,±1.0
"('Divorced',)","Baltimore city, Maryland",9.80%,marital_status,±1.0
"('Divorced',)","Boston city, Massachusetts",6.00%,marital_status,±0.7
"('Divorced',)","Charlotte city, North Carolina",8.00%,marital_status,±0.9
"('Divorced',)","Chicago city, Illinois",7.30%,marital_status,±0.4
"('Divorced',)","Columbus city, Ohio",11.50%,marital_status,±0.9
"('Divorced',)","Dallas city, Texas",9.20%,marital_status,±0.7
"('Divorced',)","Denver city, Colorado",10.00%,marital_status,±0.9
"('Divorced',)","Detroit city, Michigan",10.30%,marital_status,±0.8
"('Divorced',)","El Paso city, Texas",8.50%,marital_status,±1.1
"('Divorced',)","Fort Worth city, Texas",9.70%,marital_status,±1.1
"('Divorced',)","Fresno city, California",7.60%,marital_status,±1.1
"('Divorced',)","Houston city, Texas",8.20%,marital_status,±0.6
"('Divorced',)","Indianapolis city (balance), Indiana",11.20%,marital_status,±1.0
"('Divorced',)","Jacksonville city, Florida",13.60%,marital_status,±1.2
"('Divorced',)","Las Vegas city, Nevada",13.50%,marital_status,±0.9
"('Divorced',)","Los Angeles city, California",6.80%,marital_status,±0.3
"('Divorced',)","Memphis city, Tennessee",10.60%,marital_status,±1.1
"('Divorced',)","Milwaukee city, Wisconsin",9.30%,marital_status,±0.8
"('Divorced',)","New York city, New York",6.10%,marital_status,±0.2
"('Divorced',)","Oklahoma City city, Oklahoma",11.80%,marital_status,±1.1
"('Divorced',)","Philadelphia city, Pennsylvania",7.90%,marital_status,±0.6
"('Divorced',)","Phoenix city, Arizona",10.00%,marital_status,±0.6
"('Divorced',)","Portland city, Oregon",10.90%,marital_status,±0.9
"('Divorced',)","San Antonio city, Texas",10.10%,marital_status,±0.9
"('Divorced',)","San Diego city, California",7.50%,marital_status,±0.6
"('Divorced',)","San Francisco city, California",6.40%,marital_status,±0.6
"('Divorced',)","San Jose city, California",5.90%,marital_status,±0.7
"('Divorced',)","Seattle city, Washington",8.10%,marital_status,±0.8
"('Divorced',)","Tucson city, Arizona",12.10%,marital_status,±1.1
"('Divorced',)","Washington city, District of Columbia",8.00%,marital_status,±1.0
"('Separated',)","Albuquerque city, New Mexico",1.30%,marital_status,±0.4
"('Separated',)","Austin city, Texas",1.50%,marital_status,±0.4
"('Separated',)","Baltimore city, Maryland",3.00%,marital_status,±0.6
"('Separated',)","Boston city, Massachusetts",2.50%,marital_status,±0.7
"('Separated',)","Charlotte city, North Carolina",1.90%,marital_status,±0.4
"('Separated',)","Chicago city, Illinois",1.90%,marital_status,±0.2
"('Separated',)","Columbus city, Ohio",2.20%,marital_status,±0.5
"('Separated',)","Dallas city, Texas",2.40%,marital_status,±0.4
"('Separated',)","Denver city, Colorado",1.80%,marital_status,±0.5
"('Separated',)","Detroit city, Michigan",3.80%,marital_status,±0.7
"('Separated',)","El Paso city, Texas",2.50%,marital_status,±0.6
"('Separated',)","Fort Worth city, Texas",2.40%,marital_status,±0.5
"('Separated',)","Fresno city, California",2.20%,marital_status,±0.6
"('Separated',)","Houston city, Texas",2.90%,marital_status,±0.3
"('Separated',)","Indianapolis city (balance), Indiana",1.40%,marital_status,±0.4
"('Separated',)","Jacksonville city, Florida",2.00%,marital_status,±0.4
"('Separated',)","Las Vegas city, Nevada",1.90%,marital_status,±0.5
"('Separated',)","Los Angeles city, California",2.10%,marital_status,±0.2
"('Separated',)","Memphis city, Tennessee",3.70%,marital_status,±0.7
"('Separated',)","Milwaukee city, Wisconsin",1.60%,marital_status,±0.4
"('Separated',)","New York city, New York",2.40%,marital_status,±0.2
"('Separated',)","Oklahoma City city, Oklahoma",1.90%,marital_status,±0.5
"('Separated',)","Philadelphia city, Pennsylvania",2.60%,marital_status,±0.4
"('Separated',)","Phoenix city, Arizona",1.60%,marital_status,±0.3
"('Separated',)","Portland city, Oregon",1.10%,marital_status,±0.3
"('Separated',)","San Antonio city, Texas",2.50%,marital_status,±0.5
"('Separated',)","San Diego city, California",1.50%,marital_status,±0.3
"('Separated',)","San Francisco city, California",1.40%,marital_status,±0.3
"('Separated',)","San Jose city, California",1.20%,marital_status,±0.3
"('Separated',)","Seattle city, Washington",0.70%,marital_status,±0.3
"('Separated',)","Tucson city, Arizona",2.10%,marital_status,±0.6
"('Separated',)","Washington city, District of Columbia",1.70%,marital_status,±0.4
"('Never married',)","Albuquerque city, New Mexico",40.90%,marital_status,±1.5
"('Never married',)","Austin city, Texas",47.60%,marital_status,±1.4
"('Never married',)","Baltimore city, Maryland",56.60%,marital_status,±1.3
"('Never married',)","Boston city, Massachusetts",58.10%,marital_status,±1.6
"('Never married',)","Charlotte city, North Carolina",43.00%,marital_status,±1.5
"('Never married',)","Chicago city, Illinois",51.20%,marital_status,±0.8
"('Never married',)","Columbus city, Ohio",47.70%,marital_status,±1.3
"('Never married',)","Dallas city, Texas",44.60%,marital_status,±1.0
"('Never married',)","Denver city, Colorado",46.60%,marital_status,±1.3
"('Never married',)","Detroit city, Michigan",59.40%,marital_status,±1.3
"('Never married',)","El Paso city, Texas",40.70%,marital_status,±1.5
"('Never married',)","Fort Worth city, Texas",38.30%,marital_status,±1.5
"('Never married',)","Fresno city, California",45.60%,marital_status,±1.8
"('Never married',)","Houston city, Texas",44.10%,marital_status,±0.9
"('Never married',)","Indianapolis city (balance), Indiana",45.20%,marital_status,±1.4
"('Never married',)","Jacksonville city, Florida",38.90%,marital_status,±1.3
"('Never married',)","Las Vegas city, Nevada",40.40%,marital_status,±1.5
"('Never married',)","Los Angeles city, California",48.90%,marital_status,±0.6
"('Never married',)","Memphis city, Tennessee",49.80%,marital_status,±1.3
"('Never married',)","Milwaukee city, Wisconsin",56.00%,marital_status,±1.5
"('Never married',)","New York city, New York",46.60%,marital_status,±0.4
"('Never married',)","Oklahoma City city, Oklahoma",36.80%,marital_status,±1.5
"('Never married',)","Philadelphia city, Pennsylvania",54.50%,marital_status,±1.0
"('Never married',)","Phoenix city, Arizona",43.40%,marital_status,±1.3
"('Never married',)","Portland city, Oregon",44.70%,marital_status,±1.5
"('Never married',)","San Antonio city, Texas",41.90%,marital_status,±1.1
"('Never married',)","San Diego city, California",45.40%,marital_status,±1.4
"('Never married',)","San Francisco city, California",50.10%,marital_status,±1.2
"('Never married',)","San Jose city, California",40.00%,marital_status,±1.1
"('Never married',)","Seattle city, Washington",47.40%,marital_status,±1.4
"('Never married',)","Tucson city, Arizona",47.70%,marital_status,±1.5
"('Never married',)","Washington city, District of Columbia",57.30%,marital_status,±1.4
"('Female 15 years and over',)","Albuquerque city, New Mexico","233,932",marital_status,"±2,087"
"('Female 15 years and over',)","Austin city, Texas","379,686",marital_status,"±3,253"
"('Female 15 years and over',)","Baltimore city, Maryland","271,650",marital_status,±452
"('Female 15 years and over',)","Boston city, Massachusetts","304,220",marital_status,"±2,279"
