Metric,City,Estimate,Group,Estimate Margin of Error
"('College or graduate school',)","Chicago city, Illinois",32.90%,school_enrollment,±0.9
"('College or graduate school',)","Columbus city, Ohio",37.00%,school_enrollment,±1.8
"('College or graduate school',)","Dallas city, Texas",22.90%,school_enrollment,±1.3
"('College or graduate school',)","Denver city, Colorado",33.90%,school_enrollment,±1.8
"('College or graduate school',)","Detroit city, Michigan",28.90%,school_enrollment,±1.7
"('College or graduate school',)","El Paso city, Texas",29.10%,school_enrollment,±1.6
"('College or graduate school',)","Fort Worth city, Texas",24.80%,school_enrollment,±1.9
"('College or graduate school',)","Fresno city, California",26.60%,school_enrollment,±2.1
"('College or graduate school',)","Houston city, Texas",26.70%,school_enrollment,±0.9
"('College or graduate school',)","Indianapolis city (balance), Indiana",27.70%,school_enrollment,±1.4
"('College or graduate school',)","Jacksonville city, Florida",27.70%,school_enrollment,±1.7
"('College or graduate school',)","Las Vegas city, Nevada",23.20%,school_enrollment,±1.8
"('College or graduate school',)","Los Angeles city, California",33.50%,school_enrollment,±0.7
"('College or graduate school',)","Memphis city, Tennessee",27.10%,school_enrollment,±1.8
"('College or graduate school',)","Milwaukee city, Wisconsin",31.40%,school_enrollment,±1.6
"('College or graduate school',)","New York city, New York",32.60%,school_enrollment,±0.5
"('College or graduate school',)","Oklahoma City city, Oklahoma",26.60%,school_enrollment,±1.6
"('College or graduate school',)","Philadelphia city, Pennsylvania",35.60%,school_enrollment,±1.1
"('College or graduate school',)","Phoenix city, Arizona",23.20%,school_enrollment,±1.2
"('College or graduate school',)","Portland city, Oregon",41.20%,school_enrollment,±2.0
"('College or graduate school',)","San Antonio city, Texas",29.80%,school_enrollment,±1.1
"('College or graduate school',)","San Diego city, California",38.00%,school_enrollment,±1.6
"('College or graduate school',)","San Francisco city, California",49.30%,school_enrollment,±1.3
"('College or graduate school',)","San Jose city, California",30.80%,school_enrollment,±1.3
"('College or graduate school',)","Seattle city, Washington",47.60%,school_enrollment,±2.3
"('College or graduate school',)","Tucson city, Arizona",38.70%,school_enrollment,±2.4
"('College or graduate school',)","Washington city, District of Columbia",47.30%,school_enrollment,±1.4
"('Male 3 years and over enrolled in school',)","Albuquerque city, New Mexico","74,916",school_enrollment,"±3,871"
"('Male 3 years and over enrolled in school',)","Austin city, Texas","121,241",school_enrollment,"±4,137"
"('Male 3 years and over enrolled in school',)","Baltimore city, Maryland","73,063",school_enrollment,"±2,923"
"('Male 3 years and over enrolled in school',)","Boston city, Massachusetts","91,650",school_enrollment,"±4,020"
"('Male 3 years and over enrolled in school',)","Charlotte city, North Carolina","108,750",school_enrollment,"±3,458"
"('Male 3 years and over enrolled in school',)","Chicago city, Illinois","344,481",school_enrollment,"±7,770"
"('Male 3 years and over enrolled in school',)","Columbus city, Ohio","112,060",school_enrollment,"±4,889"
"('Male 3 years and over enrolled in school',)","Dallas city, Texas","159,861",school_enrollment,"±5,977"
"('Male 3 years and over enrolled in school',)","Denver city, Colorado","73,290",school_enrollment,"±2,914"
"('Male 3 years and over enrolled in school',)","Detroit city, Michigan","90,484",school_enrollment,"±3,625"
"('Male 3 years and over enrolled in school',)","El Paso city, Texas","104,944",school_enrollment,"±3,089"
"('Male 3 years and over enrolled in school',)","Fort Worth city, Texas","119,143",school_enrollment,"±5,755"
"('Male 3 years and over enrolled in school',)","Fresno city, California","78,025",school_enrollment,"±2,953"
"('Male 3 years and over enrolled in school',)","Houston city, Texas","279,844",school_enrollment,"±7,890"
"('Male 3 years and over enrolled in school',)","Indianapolis city (balance), Indiana","103,463",school_enrollment,"±2,747"
"('Male 3 years and over enrolled in school',)","Jacksonville city, Florida","103,480",school_enrollment,"±3,762"
"('Male 3 years and over enrolled in school',)","Las Vegas city, Nevada","77,125",school_enrollment,"±4,027"
"('Male 3 years and over enrolled in school',)","Los Angeles city, California","508,030",school_enrollment,"±10,249"
"('Male 3 years and over enrolled in school',)","Memphis city, Tennessee","81,491",school_enrollment,"±3,352"
"('Male 3 years and over enrolled in school',)","Milwaukee city, Wisconsin","89,370",school_enrollment,"±3,633"
"('Male 3 years and over enrolled in school',)","New York city, New York","1,011,608",school_enrollment,"±9,615"
"('Male 3 years and over enrolled in school',)","Oklahoma City city, Oklahoma","75,485",school_enrollment,"±3,393"
"('Male 3 years and over enrolled in school',)","Philadelphia city, Pennsylvania","197,952",school_enrollment,"±4,818"
"('Male 3 years and over enrolled in school',)","Phoenix city, Arizona","201,330",school_enrollment,"±7,000"
"('Male 3 years and over enrolled in school',)","Portland city, Oregon","70,394",school_enrollment,"±3,495"
"('Male 3 years and over enrolled in school',)","San Antonio city, Texas","206,063",school_enrollment,"±5,763"
"('Male 3 years and over enrolled in school',)","San Diego city, California","194,426",school_enrollment,"±6,396"
"('Male 3 years and over enrolled in school',)","San Francisco city, California","81,897",school_enrollment,"±3,155"
"('Male 3 years and over enrolled in school',)","San Jose city, California","137,549",school_enrollment,"±4,393"
"('Male 3 years and over enrolled in school',)","Seattle city, Washington","70,343",school_enrollment,"±4,301"
"('Male 3 years and over enrolled in school',)","Tucson city, Arizona","72,427",school_enrollment,"±3,120"
"('Male 3 years and over enrolled in school',)","Washington city, District of Columbia","76,115",school_enrollment,"±2,794"
"('Percent enrolled in kindergarten to grade 12',)","Albuquerque city, New Mexico",64.30%,school_enrollment,±3.4
"('Percent enrolled in kindergarten to grade 12',)","Austin city, Texas",52.90%,school_enrollment,±2.5
"('Percent enrolled in kindergarten to grade 12',)","Baltimore city, Maryland",62.70%,school_enrollment,±2.8
"('Percent enrolled in kindergarten to grade 12',)","Boston city, Massachusetts",44.20%,school_enrollment,±1.9
"('Percent enrolled in kindergarten to grade 12',)","Charlotte city, North Carolina",66.00%,school_enrollment,±2.3
"('Percent enrolled in kindergarten to grade 12',)","Chicago city, Illinois",63.60%,school_enrollment,±1.1
"('Percent enrolled in kindergarten to grade 12',)","Columbus city, Ohio",58.20%,school_enrollment,±2.5
"('Percent enrolled in kindergarten to grade 12',)","Dallas city, Texas",73.10%,school_enrollment,±1.7
"('Percent enrolled in kindergarten to grade 12',)","Denver city, Colorado",59.50%,school_enrollment,±2.7
"('Percent enrolled in kindergarten to grade 12',)","Detroit city, Michigan",70.30%,school_enrollment,±2.6
"('Percent enrolled in kindergarten to grade 12',)","El Paso city, Texas",68.10%,school_enrollment,±2.6
"('Percent enrolled in kindergarten to grade 12',)","Fort Worth city, Texas",72.60%,school_enrollment,±2.7
"('Percent enrolled in kindergarten to grade 12',)","Fresno city, California",71.90%,school_enrollment,±2.7
"('Percent enrolled in kindergarten to grade 12',)","Houston city, Texas",69.20%,school_enrollment,±1.5
"('Percent enrolled in kindergarten to grade 12',)","Indianapolis city (balance), Indiana",71.70%,school_enrollment,±2.1
"('Percent enrolled in kindergarten to grade 12',)","Jacksonville city, Florida",68.30%,school_enrollment,±2.3
"('Percent enrolled in kindergarten to grade 12',)","Las Vegas city, Nevada",74.80%,school_enrollment,±2.8
"('Percent enrolled in kindergarten to grade 12',)","Los Angeles city, California",63.60%,school_enrollment,±1.0
"('Percent enrolled in kindergarten to grade 12',)","Memphis city, Tennessee",71.30%,school_enrollment,±2.8
"('Percent enrolled in kindergarten to grade 12',)","Milwaukee city, Wisconsin",69.70%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","New York city, New York",64.40%,school_enrollment,±0.6
"('Percent enrolled in kindergarten to grade 12',)","Oklahoma City city, Oklahoma",69.60%,school_enrollment,±2.6
"('Percent enrolled in kindergarten to grade 12',)","Philadelphia city, Pennsylvania",60.10%,school_enrollment,±1.6
"('Percent enrolled in kindergarten to grade 12',)","Phoenix city, Arizona",74.90%,school_enrollment,±1.7
"('Percent enrolled in kindergarten to grade 12',)","Portland city, Oregon",53.40%,school_enrollment,±3.0
"('Percent enrolled in kindergarten to grade 12',)","San Antonio city, Texas",65.90%,school_enrollment,±1.8
"('Percent enrolled in kindergarten to grade 12',)","San Diego city, California",59.00%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","San Francisco city, California",45.40%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","San Jose city, California",64.30%,school_enrollment,±2.2
"('Percent enrolled in kindergarten to grade 12',)","Seattle city, Washington",49.70%,school_enrollment,±3.2
"('Percent enrolled in kindergarten to grade 12',)","Tucson city, Arizona",60.90%,school_enrollment,±3.4
"('Percent enrolled in kindergarten to grade 12',)","Washington city, District of Columbia",47.90%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Albuquerque city, New Mexico",30.10%,school_enrollment,±3.3
"('Percent enrolled in college or graduate school',)","Austin city, Texas",39.70%,school_enrollment,±2.2
"('Percent enrolled in college or graduate school',)","Baltimore city, Maryland",29.70%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Boston city, Massachusetts",51.70%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","Charlotte city, North Carolina",25.60%,school_enrollment,±2.2
"('Percent enrolled in college or graduate school',)","Chicago city, Illinois",29.20%,school_enrollment,±1.1
"('Percent enrolled in college or graduate school',)","Columbus city, Ohio",35.30%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Dallas city, Texas",19.70%,school_enrollment,±1.4
"('Percent enrolled in college or graduate school',)","Denver city, Colorado",31.20%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Detroit city, Michigan",24.50%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","El Paso city, Texas",26.20%,school_enrollment,±2.3
"('Percent enrolled in college or graduate school',)","Fort Worth city, Texas",20.90%,school_enrollment,±2.5
"('Percent enrolled in college or graduate school',)","Fresno city, California",23.70%,school_enrollment,±2.6
"('Percent enrolled in college or graduate school',)","Houston city, Texas",23.60%,school_enrollment,±1.3
"('Percent enrolled in college or graduate school',)","Indianapolis city (balance), Indiana",22.80%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","Jacksonville city, Florida",23.40%,school_enrollment,±2.2
"('Percent enrolled in college or graduate school',)","Las Vegas city, Nevada",20.90%,school_enrollment,±2.6
"('Percent enrolled in college or graduate school',)","Los Angeles city, California",30.60%,school_enrollment,±1.0
"('Percent enrolled in college or graduate school',)","Memphis city, Tennessee",22.20%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Milwaukee city, Wisconsin",28.00%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","New York city, New York",28.90%,school_enrollment,±0.6
"('Percent enrolled in college or graduate school',)","Oklahoma City city, Oklahoma",24.00%,school_enrollment,±2.3
"('Percent enrolled in college or graduate school',)","Philadelphia city, Pennsylvania",33.00%,school_enrollment,±1.4
"('Percent enrolled in college or graduate school',)","Phoenix city, Arizona",20.30%,school_enrollment,±1.6
"('Percent enrolled in college or graduate school',)","Portland city, Oregon",38.90%,school_enrollment,±3.1
"('Percent enrolled in college or graduate school',)","San Antonio city, Texas",27.60%,school_enrollment,±1.6
"('Percent enrolled in college or graduate school',)","San Diego city, California",35.60%,school_enrollment,±1.9
"('Percent enrolled in college or graduate school',)","San Francisco city, California",46.10%,school_enrollment,±1.8
"('Percent enrolled in college or graduate school',)","San Jose city, California",29.50%,school_enrollment,±2.1
"('Percent enrolled in college or graduate school',)","Seattle city, Washington",43.50%,school_enrollment,±3.1
"('Percent enrolled in college or graduate school',)","Tucson city, Arizona",35.30%,school_enrollment,±3.4
"('Percent enrolled in college or graduate school',)","Washington city, District of Columbia",42.60%,school_enrollment,±2.2
"('Female 3 years and over enrolled in school',)","Albuquerque city, New Mexico","77,385",school_enrollment,"±2,865"
"('Female 3 years and over enrolled in school',)","Austin city, Texas","123,181",school_enrollment,"±5,044"
"('Female 3 years and over enrolled in school',)","Baltimore city, Maryland","87,922",school_enrollment,"±3,376"
"('Female 3 years and over enrolled in school',)","Boston city, Massachusetts","102,293",school_enrollment,"±3,445"
"('Female 3 years and over enrolled in school',)","Charlotte city, North Carolina","112,984",school_enrollment,"±3,671"
"('Female 3 years and over enrolled in school',)","Chicago city, Illinois","370,117",school_enrollment,"±7,439"
"('Female 3 years and over enrolled in school',)","Columbus city, Ohio","114,562",school_enrollment,"±4,338"
"('Female 3 years and over enrolled in school',)","Dallas city, Texas","162,957",school_enrollment,"±6,090"
"('Female 3 years and over enrolled in school',)","Denver city, Colorado","78,125",school_enrollment,"±2,706"
"('Female 3 years and over enrolled in school',)","Detroit city, Michigan","100,475",school_enrollment,"±4,062"
"('Female 3 years and over enrolled in school',)","El Paso city, Texas","104,963",school_enrollment,"±3,929"
"('Female 3 years and over enrolled in school',)","Fort Worth city, Texas","115,196",school_enrollment,"±5,817"
"('Female 3 years and over enrolled in school',)","Fresno city, California","80,771",school_enrollment,"±4,885"
"('Female 3 years and over enrolled in school',)","Houston city, Texas","295,588",school_enrollment,"±8,921"
"('Female 3 years and over enrolled in school',)","Indianapolis city (balance), Indiana","111,636",school_enrollment,"±4,527"
"('Female 3 years and over enrolled in school',)","Jacksonville city, Florida","110,273",school_enrollment,"±4,009"
"('Female 3 years and over enrolled in school',)","Las Vegas city, Nevada","75,598",school_enrollment,"±4,389"
"('Female 3 years and over enrolled in school',)","Los Angeles city, California","523,979",school_enrollment,"±9,720"
"('Female 3 years and over enrolled in school',)","Memphis city, Tennessee","91,540",school_enrollment,"±3,947"
"('Female 3 years and over enrolled in school',)","Milwaukee city, Wisconsin","94,393",school_enrollment,"±3,541"
"('Female 3 years and over enrolled in school',)","New York city, New York","1,069,533",school_enrollment,"±10,494"
"('Female 3 years and over enrolled in school',)","Oklahoma City city, Oklahoma","80,172",school_enrollment,"±3,555"
"('Female 3 years and over enrolled in school',)","Philadelphia city, Pennsylvania","207,939",school_enrollment,"±4,943"
"('Female 3 years and over enrolled in school',)","Phoenix city, Arizona","204,181",school_enrollment,"±6,273"
"('Female 3 years and over enrolled in school',)","Portland city, Oregon","75,367",school_enrollment,"±3,666"
"('Female 3 years and over enrolled in school',)","San Antonio city, Texas","200,984",school_enrollment,"±6,268"
"('Female 3 years and over enrolled in school',)","San Diego city, California","183,630",school_enrollment,"±5,465"
"('Female 3 years and over enrolled in school',)","San Francisco city, California","87,815",school_enrollment,"±3,267"
"('Female 3 years and over enrolled in school',)","San Jose city, California","133,515",school_enrollment,"±4,345"
"('Female 3 years and over enrolled in school',)","Seattle city, Washington","76,184",school_enrollment,"±4,001"
"('Female 3 years and over enrolled in school',)","Tucson city, Arizona","76,050",school_enrollment,"±4,144"
"('Female 3 years and over enrolled in school',)","Washington city, District of Columbia","86,395",school_enrollment,"±3,725"
"('Percent enrolled in kindergarten to grade 12',)","Albuquerque city, New Mexico",58.90%,school_enrollment,±2.2
"('Percent enrolled in kindergarten to grade 12',)","Austin city, Texas",54.20%,school_enrollment,±2.4
"('Percent enrolled in kindergarten to grade 12',)","Baltimore city, Maryland",52.90%,school_enrollment,±2.2
"('Percent enrolled in kindergarten to grade 12',)","Boston city, Massachusetts",36.40%,school_enrollment,±1.7
"('Percent enrolled in kindergarten to grade 12',)","Charlotte city, North Carolina",61.40%,school_enrollment,±2.2
"('Percent enrolled in kindergarten to grade 12',)","Chicago city, Illinois",57.10%,school_enrollment,±1.2
"('Percent enrolled in kindergarten to grade 12',)","Columbus city, Ohio",56.10%,school_enrollment,±2.2
"('Percent enrolled in kindergarten to grade 12',)","Dallas city, Texas",66.80%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","Denver city, Colorado",56.30%,school_enrollment,±2.4
"('Percent enrolled in kindergarten to grade 12',)","Detroit city, Michigan",63.20%,school_enrollment,±2.1
"('Percent enrolled in kindergarten to grade 12',)","El Paso city, Texas",62.60%,school_enrollment,±2.1
"('Percent enrolled in kindergarten to grade 12',)","Fort Worth city, Texas",65.20%,school_enrollment,±3.0
"('Percent enrolled in kindergarten to grade 12',)","Fresno city, California",66.30%,school_enrollment,±3.0
"('Percent enrolled in kindergarten to grade 12',)","Houston city, Texas",63.20%,school_enrollment,±1.4
"('Percent enrolled in kindergarten to grade 12',)","Indianapolis city (balance), Indiana",62.30%,school_enrollment,±2.3
"('Percent enrolled in kindergarten to grade 12',)","Jacksonville city, Florida",62.60%,school_enrollment,±2.3
"('Percent enrolled in kindergarten to grade 12',)","Las Vegas city, Nevada",70.80%,school_enrollment,±2.7
"('Percent enrolled in kindergarten to grade 12',)","Los Angeles city, California",57.60%,school_enrollment,±1.1
"('Percent enrolled in kindergarten to grade 12',)","Memphis city, Tennessee",63.40%,school_enrollment,±2.8
"('Percent enrolled in kindergarten to grade 12',)","Milwaukee city, Wisconsin",63.10%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","New York city, New York",57.40%,school_enrollment,±0.6
"('Percent enrolled in kindergarten to grade 12',)","Oklahoma City city, Oklahoma",64.00%,school_enrollment,±2.4
"('Percent enrolled in kindergarten to grade 12',)","Philadelphia city, Pennsylvania",56.50%,school_enrollment,±1.4
"('Percent enrolled in kindergarten to grade 12',)","Phoenix city, Arizona",70.40%,school_enrollment,±1.5
"('Percent enrolled in kindergarten to grade 12',)","Portland city, Oregon",49.80%,school_enrollment,±2.3
"('Percent enrolled in kindergarten to grade 12',)","San Antonio city, Texas",62.60%,school_enrollment,±2.0
"('Percent enrolled in kindergarten to grade 12',)","San Diego city, California",54.10%,school_enrollment,±1.9
"('Percent enrolled in kindergarten to grade 12',)","San Francisco city, California",41.20%,school_enrollment,±1.8
"('Percent enrolled in kindergarten to grade 12',)","San Jose city, California",62.80%,school_enrollment,±1.8
"('Percent enrolled in kindergarten to grade 12',)","Seattle city, Washington",40.20%,school_enrollment,±2.9
"('Percent enrolled in kindergarten to grade 12',)","Tucson city, Arizona",55.20%,school_enrollment,±3.1
"('Percent enrolled in kindergarten to grade 12',)","Washington city, District of Columbia",41.50%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","Albuquerque city, New Mexico",36.20%,school_enrollment,±2.1
"('Percent enrolled in college or graduate school',)","Austin city, Texas",39.90%,school_enrollment,±2.6
"('Percent enrolled in college or graduate school',)","Baltimore city, Maryland",41.50%,school_enrollment,±2.2
"('Percent enrolled in college or graduate school',)","Boston city, Massachusetts",59.70%,school_enrollment,±1.7
"('Percent enrolled in college or graduate school',)","Charlotte city, North Carolina",31.40%,school_enrollment,±2.5
"('Percent enrolled in college or graduate school',)","Chicago city, Illinois",36.30%,school_enrollment,±1.2
"('Percent enrolled in college or graduate school',)","Columbus city, Ohio",38.70%,school_enrollment,±2.2
"('Percent enrolled in college or graduate school',)","Dallas city, Texas",26.10%,school_enrollment,±1.9
"('Percent enrolled in college or graduate school',)","Denver city, Colorado",36.50%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Detroit city, Michigan",32.90%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","El Paso city, Texas",32.00%,school_enrollment,±1.9
"('Percent enrolled in college or graduate school',)","Fort Worth city, Texas",28.80%,school_enrollment,±2.7
"('Percent enrolled in college or graduate school',)","Fresno city, California",29.30%,school_enrollment,±3.0
"('Percent enrolled in college or graduate school',)","Houston city, Texas",29.70%,school_enrollment,±1.5
"('Percent enrolled in college or graduate school',)","Indianapolis city (balance), Indiana",32.20%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","Jacksonville city, Florida",31.70%,school_enrollment,±2.3
"('Percent enrolled in college or graduate school',)","Las Vegas city, Nevada",25.60%,school_enrollment,±2.3
"('Percent enrolled in college or graduate school',)","Los Angeles city, California",36.20%,school_enrollment,±1.0
"('Percent enrolled in college or graduate school',)","Memphis city, Tennessee",31.40%,school_enrollment,±2.6
"('Percent enrolled in college or graduate school',)","Milwaukee city, Wisconsin",34.70%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","New York city, New York",36.20%,school_enrollment,±0.6
"('Percent enrolled in college or graduate school',)","Oklahoma City city, Oklahoma",29.10%,school_enrollment,±2.3
"('Percent enrolled in college or graduate school',)","Philadelphia city, Pennsylvania",38.00%,school_enrollment,±1.5
"('Percent enrolled in college or graduate school',)","Phoenix city, Arizona",26.10%,school_enrollment,±1.6
"('Percent enrolled in college or graduate school',)","Portland city, Oregon",43.40%,school_enrollment,±2.4
"('Percent enrolled in college or graduate school',)","San Antonio city, Texas",32.10%,school_enrollment,±1.7
"('Percent enrolled in college or graduate school',)","San Diego city, California",40.50%,school_enrollment,±1.9
"('Percent enrolled in college or graduate school',)","San Francisco city, California",52.30%,school_enrollment,±2.0
"('Percent enrolled in college or graduate school',)","San Jose city, California",32.00%,school_enrollment,±1.8
"('Percent enrolled in college or graduate school',)","Seattle city, Washington",51.40%,school_enrollment,±3.0
"('Percent enrolled in college or graduate school',)","Tucson city, Arizona",41.80%,school_enrollment,±3.0
"('Percent enrolled in college or graduate school',)","Washington city, District of Columbia",51.40%,school_enrollment,±1.9
"('Population 25 years and over',)","Albuquerque city, New Mexico","371,166",educational_attainment,"±2,882"
"('Population 25 years and over',)","Austin city, Texas","582,889",educational_attainment,"±4,682"
"('Population 25 years and over',)","Baltimore city, Maryland","420,247",educational_attainment,±783
"('Population 25 years and over',)","Boston city, Massachusetts","431,928",educational_attainment,"±3,095"
"('Population 25 years and over',)","Charlotte city, North Carolina","514,849",educational_attainment,"±3,072"
"('Population 25 years and over',)","Chicago city, Illinois","1,830,209",educational_attainment,"±10,686"
"('Population 25 years and over',)","Columbus city, Ohio","533,530",educational_attainment,"±3,911"
"('Population 25 years and over',)","Dallas city, Texas","798,056",educational_attainment,"±6,712"
"('Population 25 years and over',)","Denver city, Colorado","455,345",educational_attainment,±361
"('Population 25 years and over',)","Detroit city, Michigan","433,725",educational_attainment,"±3,925"
"('Population 25 years and over',)","El Paso city, Texas","408,361",educational_attainment,"±3,126"
"('Population 25 years and over',)","Fort Worth city, Texas","482,793",educational_attainment,"±6,964"
"('Population 25 years and over',)","Fresno city, California","298,171",educational_attainment,"±4,642"
"('Population 25 years and over',)","Houston city, Texas","1,415,901",educational_attainment,"±9,077"
"('Population 25 years and over',)","Indianapolis city (balance), Indiana","546,975",educational_attainment,"±2,756"
"('Population 25 years and over',)","Jacksonville city, Florida","562,191",educational_attainment,"±1,625"
"('Population 25 years and over',)","Las Vegas city, Nevada","400,684",educational_attainment,"±6,211"
"('Population 25 years and over',)","Los Angeles city, California","2,589,852",educational_attainment,"±13,361"
"('Population 25 years and over',)","Memphis city, Tennessee","414,390",educational_attainment,"±3,480"
"('Population 25 years and over',)","Milwaukee city, Wisconsin","365,916",educational_attainment,"±2,955"
"('Population 25 years and over',)","New York city, New York","5,788,686",educational_attainment,"±1,362"
"('Population 25 years and over',)","Oklahoma City city, Oklahoma","396,866",educational_attainment,"±4,254"
"('Population 25 years and over',)","Philadelphia city, Pennsylvania","1,023,920",educational_attainment,±546
"('Population 25 years and over',)","Phoenix city, Arizona","948,142",educational_attainment,"±7,792"
"('Population 25 years and over',)","Portland city, Oregon","443,687",educational_attainment,"±3,074"
"('Population 25 years and over',)","San Antonio city, Texas","889,314",educational_attainment,"±4,398"
"('Population 25 years and over',)","San Diego city, California","895,212",educational_attainment,"±8,549"
"('Population 25 years and over',)","San Francisco city, California","658,387",educational_attainment,±728
"('Population 25 years and over',)","San Jose city, California","668,527",educational_attainment,"±4,832"
"('Population 25 years and over',)","Seattle city, Washington","478,685",educational_attainment,"±5,995"
"('Population 25 years and over',)","Tucson city, Arizona","325,393",educational_attainment,"±4,234"
"('Population 25 years and over',)","Washington city, District of Columbia","453,014",educational_attainment,±428
"('Less than high school diploma',)","Albuquerque city, New Mexico",10.80%,educational_attainment,±1.1
"('Less than high school diploma',)","Austin city, Texas",12.50%,educational_attainment,±1.1
"('Less than high school diploma',)","Baltimore city, Maryland",18.20%,educational_attainment,±0.9
"('Less than high school diploma',)","Boston city, Massachusetts",14.40%,educational_attainment,±0.9
"('Less than high school diploma',)","Charlotte city, North Carolina",12.30%,educational_attainment,±0.7
"('Less than high school diploma',)","Chicago city, Illinois",17.80%,educational_attainment,±0.5
"('Less than high school diploma',)","Columbus city, Ohio",12.00%,educational_attainment,±0.8
"('Less than high school diploma',)","Dallas city, Texas",25.00%,educational_attainment,±1.0
"('Less than high school diploma',)","Denver city, Colorado",13.70%,educational_attainment,±0.9
"('Less than high school diploma',)","Detroit city, Michigan",21.40%,educational_attainment,±1.0
"('Less than high school diploma',)","El Paso city, Texas",22.70%,educational_attainment,±1.2
"('Less than high school diploma',)","Fort Worth city, Texas",19.10%,educational_attainment,±1.1
"('Less than high school diploma',)","Fresno city, California",24.10%,educational_attainment,±1.5
"('Less than high school diploma',)","Houston city, Texas",22.80%,educational_attainment,±0.7
"('Less than high school diploma',)","Indianapolis city (balance), Indiana",14.90%,educational_attainment,±0.9
"('Less than high school diploma',)","Jacksonville city, Florida",10.90%,educational_attainment,±0.8
"('Less than high school diploma',)","Las Vegas city, Nevada",17.10%,educational_attainment,±1.2
"('Less than high school diploma',)","Los Angeles city, California",25.40%,educational_attainment,±0.4
"('Less than high school diploma',)","Memphis city, Tennessee",17.50%,educational_attainment,±1.0
"('Less than high school diploma',)","Milwaukee city, Wisconsin",18.20%,educational_attainment,±0.9
"('Less than high school diploma',)","New York city, New York",19.60%,educational_attainment,±0.3
"('Less than high school diploma',)","Oklahoma City city, Oklahoma",16.90%,educational_attainment,±1.1
"('Less than high school diploma',)","Philadelphia city, Pennsylvania",17.80%,educational_attainment,±0.7
"('Less than high school diploma',)","Phoenix city, Arizona",18.80%,educational_attainment,±0.8
"('Less than high school diploma',)","Portland city, Oregon",9.40%,educational_attainment,±0.8
"('Less than high school diploma',)","San Antonio city, Texas",17.80%,educational_attainment,±0.7
"('Less than high school diploma',)","San Diego city, California",12.50%,educational_attainment,±0.6
"('Less than high school diploma',)","San Francisco city, California",13.20%,educational_attainment,±0.9
"('Less than high school diploma',)","San Jose city, California",17.70%,educational_attainment,±0.8
"('Less than high school diploma',)","Seattle city, Washington",6.30%,educational_attainment,±0.7
"('Less than high school diploma',)","Tucson city, Arizona",16.40%,educational_attainment,±1.3
"('Less than high school diploma',)","Washington city, District of Columbia",9.90%,educational_attainment,±0.8
"('High school graduate (includes equivalency)',)","Albuquerque city, New Mexico",23.30%,educational_attainment,±1.3
"('High school graduate (includes equivalency)',)","Austin city, Texas",16.20%,educational_attainment,±1.0
"('High school graduate (includes equivalency)',)","Baltimore city, Maryland",29.00%,educational_attainment,±1.0
"('High school graduate (includes equivalency)',)","Boston city, Massachusetts",22.30%,educational_attainment,±1.1
"('High school graduate (includes equivalency)',)","Charlotte city, North Carolina",18.50%,educational_attainment,±1.1
"('High school graduate (includes equivalency)',)","Chicago city, Illinois",23.40%,educational_attainment,±0.6
"('High school graduate (includes equivalency)',)","Columbus city, Ohio",26.70%,educational_attainment,±1.0
"('High school graduate (includes equivalency)',)","Dallas city, Texas",21.40%,educational_attainment,±0.9
"('High school graduate (includes equivalency)',)","Denver city, Colorado",18.40%,educational_attainment,±0.9
"('High school graduate (includes equivalency)',)","Detroit city, Michigan",32.00%,educational_attainment,±1.2
"('High school graduate (includes equivalency)',)","El Paso city, Texas",22.80%,educational_attainment,±1.3
"('High school graduate (includes equivalency)',)","Fort Worth city, Texas",24.70%,educational_attainment,±1.3
"('High school graduate (includes equivalency)',)","Fresno city, California",21.90%,educational_attainment,±1.4
"('High school graduate (includes equivalency)',)","Houston city, Texas",22.90%,educational_attainment,±0.8
"('High school graduate (includes equivalency)',)","Indianapolis city (balance), Indiana",28.10%,educational_attainment,±1.0
"('High school graduate (includes equivalency)',)","Jacksonville city, Florida",28.80%,educational_attainment,±1.0
"('High school graduate (includes equivalency)',)","Las Vegas city, Nevada",29.20%,educational_attainment,±1.4
"('High school graduate (includes equivalency)',)","Los Angeles city, California",19.40%,educational_attainment,±0.4
