Identifier,City_Rank_by_Population(2021),State,State_Abbreviation,City,Observation_Date,Single_Family_Median_Typical_Home_Value,One_Bedroom_Median_Typical_Home_Value,Two_Bedroom_Median_Typical_Home_Value,Three_Bedroom_Median_Typical_Home_Value,Four_Bedroom_Median_Typical_Home_Value,Five_Plus_Bedroom_Median_Typical_Home_Value,Data_Source_Link
201818,18,Washington,WA,Seattle,1/1/2018,792132.00,472046.50,654476.00,780165.00,943968.00,1063972.50,https://www.zillow.com/research/data/
201918,18,Washington,WA,Seattle,1/1/2019,762979.00,441201.50,624826.50,749436.50,915359.50,1035312.50,https://www.zillow.com/research/data/
202018,18,Washington,WA,Seattle,1/1/2020,797407.00,448356.50,647939.50,782498.00,956464.50,1083450.50,https://www.zillow.com/research/data/
202118,18,Washington,WA,Seattle,1/1/2021,912606.50,464597.50,720118.50,894329.50,1108445.00,1252099.00,https://www.zillow.com/research/data/
201119,19,Colorado,CO,Denver,1/1/2011,250184.50,142527.50,198631.50,243332.00,323914.50,446704.00,https://www.zillow.com/research/data/
201219,19,Colorado,CO,Denver,1/1/2012,257608.50,147667.00,202737.50,250598.00,335331.50,463029.50,https://www.zillow.com/research/data/
201319,19,Colorado,CO,Denver,1/1/2013,287382.50,161268.50,224318.50,279895.50,372629.00,512735.00,https://www.zillow.com/research/data/
201419,19,Colorado,CO,Denver,1/1/2014,318815.50,178358.00,249867.50,309829.50,408209.50,557703.00,https://www.zillow.com/research/data/
201519,19,Colorado,CO,Denver,1/1/2015,355412.50,203535.00,281021.00,345817.50,449545.50,610894.00,https://www.zillow.com/research/data/
201619,19,Colorado,CO,Denver,1/1/2016,398738.00,233623.00,319595.00,387823.50,496625.50,673460.50,https://www.zillow.com/research/data/
201719,19,Colorado,CO,Denver,1/1/2017,436280.00,262765.50,353877.00,425002.00,533355.00,712037.00,https://www.zillow.com/research/data/
201819,19,Colorado,CO,Denver,1/1/2018,475024.50,284718.50,385580.00,462672.00,584718.50,787426.00,https://www.zillow.com/research/data/
201919,19,Colorado,CO,Denver,1/1/2019,488204.00,290044.50,395104.00,474436.50,599705.00,809883.00,https://www.zillow.com/research/data/
202019,19,Colorado,CO,Denver,1/1/2020,501642.50,297467.00,403703.50,489074.50,616021.00,830369.00,https://www.zillow.com/research/data/
202119,19,Colorado,CO,Denver,1/1/2021,578828.00,324312.00,460216.50,564538.50,701331.50,936511.00,https://www.zillow.com/research/data/
201120,20,Oklahoma,OK,Oklahoma City,1/1/2011,112144.50,44657.00,63777.50,114269.50,189452.00,284071.00,https://www.zillow.com/research/data/
201220,20,Oklahoma,OK,Oklahoma City,1/1/2012,112089.50,42804.00,60982.00,114603.00,190418.00,285412.50,https://www.zillow.com/research/data/
201320,20,Oklahoma,OK,Oklahoma City,1/1/2013,113710.00,43739.50,61430.00,116417.50,194810.00,291223.50,https://www.zillow.com/research/data/
201420,20,Oklahoma,OK,Oklahoma City,1/1/2014,118487.50,45253.00,64466.50,121012.00,201194.00,302682.00,https://www.zillow.com/research/data/
201520,20,Oklahoma,OK,Oklahoma City,1/1/2015,122418.00,48371.00,67316.50,124974.00,205422.50,313084.00,https://www.zillow.com/research/data/
201620,20,Oklahoma,OK,Oklahoma City,1/1/2016,125649.50,52739.00,70220.50,127931.00,208866.50,317867.50,https://www.zillow.com/research/data/
201720,20,Oklahoma,OK,Oklahoma City,1/1/2017,129587.00,55450.00,74025.00,131713.50,212580.50,326377.50,https://www.zillow.com/research/data/
201820,20,Oklahoma,OK,Oklahoma City,1/1/2018,133338.00,59594.00,77543.00,135182.50,215671.00,332511.50,https://www.zillow.com/research/data/
201920,20,Oklahoma,OK,Oklahoma City,1/1/2019,138410.00,60596.50,80415.50,140278.50,220874.50,339024.50,https://www.zillow.com/research/data/
202020,20,Oklahoma,OK,Oklahoma City,1/1/2020,148449.00,66355.50,89302.00,150079.00,231480.00,349954.00,https://www.zillow.com/research/data/
202120,20,Oklahoma,OK,Oklahoma City,1/1/2021,168685.00,76781.00,106456.50,170110.00,257716.50,387977.00,https://www.zillow.com/research/data/
201122,22,Texas,TX,El Paso,1/1/2011,127252.50,93080.50,90771.50,123935.50,180375.00,267509.00,https://www.zillow.com/research/data/
201222,22,Texas,TX,El Paso,1/1/2012,124843.00,88871.50,88185.00,121466.50,177230.00,260788.00,https://www.zillow.com/research/data/
201322,22,Texas,TX,El Paso,1/1/2013,125589.50,87521.50,88387.50,122162.00,177409.00,261462.00,https://www.zillow.com/research/data/
201422,22,Texas,TX,El Paso,1/1/2014,125633.00,83207.50,86982.50,122204.50,176247.50,260843.00,https://www.zillow.com/research/data/
201522,22,Texas,TX,El Paso,1/1/2015,125087.00,82729.00,86917.50,121835.00,175618.50,259789.50,https://www.zillow.com/research/data/
201622,22,Texas,TX,El Paso,1/1/2016,126011.50,81804.00,87430.00,122729.00,176625.50,259482.00,https://www.zillow.com/research/data/
201722,22,Texas,TX,El Paso,1/1/2017,131395.00,84604.00,91844.00,127725.50,182572.00,269731.50,https://www.zillow.com/research/data/
201822,22,Texas,TX,El Paso,1/1/2018,132041.00,86383.50,93613.00,128411.50,182195.00,268896.50,https://www.zillow.com/research/data/
201922,22,Texas,TX,El Paso,1/1/2019,139505.50,93027.50,98494.50,136158.50,190802.00,282878.50,https://www.zillow.com/research/data/
202022,22,Texas,TX,El Paso,1/1/2020,143517.50,94828.50,101265.00,139905.00,194652.00,287215.00,https://www.zillow.com/research/data/
202122,22,Texas,TX,El Paso,1/1/2021,168171.00,108477.00,120016.50,163865.00,224434.50,330222.50,https://www.zillow.com/research/data/
201123,23,District of Columbia,DC,Washington,1/1/2011,441241.00,321204.00,404417.00,402321.50,594370.00,1052189.50,https://www.zillow.com/research/data/
201223,23,District of Columbia,DC,Washington,1/1/2012,450616.00,321878.00,407294.00,409407.50,611071.50,1069500.00,https://www.zillow.com/research/data/
201323,23,District of Columbia,DC,Washington,1/1/2013,512987.00,346269.50,453421.00,470909.50,684294.00,1182158.50,https://www.zillow.com/research/data/
201423,23,District of Columbia,DC,Washington,1/1/2014,583238.00,359390.00,486810.00,547096.50,753438.00,1240266.00,https://www.zillow.com/research/data/
201523,23,District of Columbia,DC,Washington,1/1/2015,580347.50,360678.50,497697.50,542896.00,757445.00,1267891.50,https://www.zillow.com/research/data/
201623,23,District of Columbia,DC,Washington,1/1/2016,612070.00,369051.50,518481.00,575668.50,802492.00,1313673.50,https://www.zillow.com/research/data/
201723,23,District of Columbia,DC,Washington,1/1/2017,640452.00,380368.50,541620.50,606160.50,831287.00,1374688.50,https://www.zillow.com/research/data/
201823,23,District of Columbia,DC,Washington,1/1/2018,670384.00,387287.00,558438.50,640272.00,856536.50,1385527.50,https://www.zillow.com/research/data/
201923,23,District of Columbia,DC,Washington,1/1/2019,711088.50,393961.00,577434.00,680961.00,910518.50,1448381.50,https://www.zillow.com/research/data/
202023,23,District of Columbia,DC,Washington,1/1/2020,727580.50,404412.00,588050.50,698302.00,929938.50,1474740.50,https://www.zillow.com/research/data/
202123,23,District of Columbia,DC,Washington,1/1/2021,785795.50,410295.50,615767.00,763016.50,1011158.50,1584145.00,https://www.zillow.com/research/data/
201124,24,Massachusetts,MA,Boston,1/1/2011,363006.50,321367.50,373243.00,364955.50,400037.50,431926.50,https://www.zillow.com/research/data/
201224,24,Massachusetts,MA,Boston,1/1/2012,367203.50,327892.50,379420.50,368727.00,407195.00,441381.50,https://www.zillow.com/research/data/
201324,24,Massachusetts,MA,Boston,1/1/2013,402936.00,365405.50,421195.50,404828.50,445965.50,489099.50,https://www.zillow.com/research/data/
201424,24,Massachusetts,MA,Boston,1/1/2014,442052.00,404275.00,467443.00,443857.00,491763.50,548698.50,https://www.zillow.com/research/data/
201524,24,Massachusetts,MA,Boston,1/1/2015,471728.00,435956.50,499662.50,473388.50,524424.00,588738.50,https://www.zillow.com/research/data/
201624,24,Massachusetts,MA,Boston,1/1/2016,521015.50,475995.50,548959.50,522246.50,579700.50,648196.50,https://www.zillow.com/research/data/
201724,24,Massachusetts,MA,Boston,1/1/2017,565071.50,515335.00,596820.00,565262.50,623676.00,701131.00,https://www.zillow.com/research/data/
201824,24,Massachusetts,MA,Boston,1/1/2018,602747.50,543258.00,632462.50,601494.50,666976.50,763222.00,https://www.zillow.com/research/data/
201924,24,Massachusetts,MA,Boston,1/1/2019,624970.50,548303.00,644120.50,621514.50,689953.00,785616.50,https://www.zillow.com/research/data/
202024,24,Massachusetts,MA,Boston,1/1/2020,636921.50,551631.50,652239.50,631529.50,703587.50,802527.00,https://www.zillow.com/research/data/
202124,24,Massachusetts,MA,Boston,1/1/2021,701742.00,566714.50,683604.50,689777.50,772975.00,875208.00,https://www.zillow.com/research/data/
201125,25,Nevada,NV,Las Vegas,1/1/2011,138601.00,57363.00,81483.50,120908.00,167266.00,247967.50,https://www.zillow.com/research/data/
201225,25,Nevada,NV,Las Vegas,1/1/2012,135262.50,59939.50,78999.50,117508.50,164007.50,243453.50,https://www.zillow.com/research/data/
201325,25,Nevada,NV,Las Vegas,1/1/2013,171396.00,75183.00,103162.50,151592.00,204861.00,295962.00,https://www.zillow.com/research/data/
201425,25,Nevada,NV,Las Vegas,1/1/2014,199594.50,83996.50,120080.00,177367.50,238757.50,337404.50,https://www.zillow.com/research/data/
201525,25,Nevada,NV,Las Vegas,1/1/2015,212247.00,85725.00,126983.50,189128.50,253095.50,352963.00,https://www.zillow.com/research/data/
201625,25,Nevada,NV,Las Vegas,1/1/2016,226930.00,89244.00,135329.50,203472.50,268277.00,367705.50,https://www.zillow.com/research/data/
201725,25,Nevada,NV,Las Vegas,1/1/2017,242796.50,96414.50,146542.50,218946.00,284497.50,384869.50,https://www.zillow.com/research/data/
201825,25,Nevada,NV,Las Vegas,1/1/2018,282068.50,119006.00,178366.00,257593.00,325146.50,429681.50,https://www.zillow.com/research/data/
201925,25,Nevada,NV,Las Vegas,1/1/2019,298345.00,128314.50,193778.50,274073.00,341250.50,448175.50,https://www.zillow.com/research/data/
202025,25,Nevada,NV,Las Vegas,1/1/2020,306297.00,130142.00,199353.00,281599.50,349689.00,458764.00,https://www.zillow.com/research/data/
202125,25,Nevada,NV,Las Vegas,1/1/2021,363213.00,147942.00,233623.00,333388.50,414984.50,547479.50,https://www.zillow.com/research/data/
201126,26,Oregon,OR,Portland,1/1/2011,262861.50,192174.00,215707.50,243907.00,342913.50,426194.00,https://www.zillow.com/research/data/
201226,26,Oregon,OR,Portland,1/1/2012,269522.50,197641.00,221350.50,249028.50,352463.50,436169.50,https://www.zillow.com/research/data/
201326,26,Oregon,OR,Portland,1/1/2013,302519.00,222794.50,249729.00,280022.00,393624.00,483939.00,https://www.zillow.com/research/data/
201426,26,Oregon,OR,Portland,1/1/2014,326179.50,241304.50,269688.00,302780.50,423463.50,519117.50,https://www.zillow.com/research/data/
201526,26,Oregon,OR,Portland,1/1/2015,363501.50,268951.50,303663.00,336883.50,465130.00,565657.00,https://www.zillow.com/research/data/
201626,26,Oregon,OR,Portland,1/1/2016,420149.00,312060.00,355720.50,391052.00,525464.50,635785.50,https://www.zillow.com/research/data/
201726,26,Oregon,OR,Portland,1/1/2017,450167.50,334121.50,382908.50,420929.00,557486.50,672957.50,https://www.zillow.com/research/data/
201826,26,Oregon,OR,Portland,1/1/2018,460307.50,338048.50,389946.00,432475.00,568413.00,685835.00,https://www.zillow.com/research/data/
201926,26,Oregon,OR,Portland,1/1/2019,462246.00,332269.00,391470.50,434760.00,569796.50,687310.00,https://www.zillow.com/research/data/
202026,26,Oregon,OR,Portland,1/1/2020,474131.00,335827.50,402267.50,446150.00,581547.50,699357.50,https://www.zillow.com/research/data/
202126,26,Oregon,OR,Portland,1/1/2021,552571.00,368329.00,465731.50,521927.00,671636.00,802219.50,https://www.zillow.com/research/data/
201127,27,Michigan,MI,Detroit,1/1/2011,17125.00,78940.50,16670.50,18190.00,20821.00,30259.00,https://www.zillow.com/research/data/
201227,27,Michigan,MI,Detroit,1/1/2012,16502.50,83263.00,15741.50,18092.00,21608.50,33887.00,https://www.zillow.com/research/data/
201327,27,Michigan,MI,Detroit,1/1/2013,17582.50,90572.00,17044.00,19437.50,21783.50,33704.00,https://www.zillow.com/research/data/
201427,27,Michigan,MI,Detroit,1/1/2014,20716.50,109579.00,21487.00,23557.50,26218.00,39466.50,https://www.zillow.com/research/data/
201527,27,Michigan,MI,Detroit,1/1/2015,23832.00,129265.50,23179.00,27015.00,30554.00,43773.50,https://www.zillow.com/research/data/
201627,27,Michigan,MI,Detroit,1/1/2016,27219.50,124392.00,25324.00,31341.50,35469.50,55344.00,https://www.zillow.com/research/data/
201727,27,Michigan,MI,Detroit,1/1/2017,31439.00,139676.00,28711.00,33239.50,40108.00,67430.50,https://www.zillow.com/research/data/
201827,27,Michigan,MI,Detroit,1/1/2018,35258.00,125577.00,32137.50,37945.00,45772.50,81913.00,https://www.zillow.com/research/data/
201927,27,Michigan,MI,Detroit,1/1/2019,40096.00,117775.50,35090.50,43281.00,53199.50,93050.50,https://www.zillow.com/research/data/
202027,27,Michigan,MI,Detroit,1/1/2020,41632.50,130759.00,36377.50,44574.00,56217.00,99944.50,https://www.zillow.com/research/data/
202127,27,Michigan,MI,Detroit,1/1/2021,54653.00,156599.00,47362.00,58958.00,74711.50,130628.50,https://www.zillow.com/research/data/
201129,29,Tennessee,TN,Memphis,1/1/2011,69824.50,66768.00,43183.50,67895.50,114752.50,211132.00,https://www.zillow.com/research/data/
201229,29,Tennessee,TN,Memphis,1/1/2012,67048.00,63724.00,39421.00,65119.00,110989.00,210072.50,https://www.zillow.com/research/data/
201329,29,Tennessee,TN,Memphis,1/1/2013,66843.00,64618.50,38712.00,65004.50,111757.00,209918.00,https://www.zillow.com/research/data/
201429,29,Tennessee,TN,Memphis,1/1/2014,71353.00,66191.00,40537.00,69556.50,117823.00,220855.50,https://www.zillow.com/research/data/
201529,29,Tennessee,TN,Memphis,1/1/2015,72332.00,68763.50,39767.00,70672.50,121075.00,224118.00,https://www.zillow.com/research/data/
201629,29,Tennessee,TN,Memphis,1/1/2016,74260.50,72198.50,39947.00,72764.50,125351.50,235016.50,https://www.zillow.com/research/data/
201729,29,Tennessee,TN,Memphis,1/1/2017,80176.00,78016.50,45192.50,77956.00,135223.00,247710.00,https://www.zillow.com/research/data/
201829,29,Tennessee,TN,Memphis,1/1/2018,87922.50,81875.50,48151.50,85818.00,147255.00,263160.00,https://www.zillow.com/research/data/
201929,29,Tennessee,TN,Memphis,1/1/2019,96674.00,88453.00,56143.00,94126.00,160775.00,279661.00,https://www.zillow.com/research/data/
202029,29,Tennessee,TN,Memphis,1/1/2020,106181.00,97049.00,62087.50,103495.00,174808.00,299725.50,https://www.zillow.com/research/data/
202129,29,Tennessee,TN,Memphis,1/1/2021,126594.00,111356.50,75560.50,123171.50,207034.50,345741.00,https://www.zillow.com/research/data/
201130,30,Maryland,MD,Baltimore,1/1/2011,129614.50,132484.00,136005.00,126633.00,157762.50,230573.00,https://www.zillow.com/research/data/
201230,30,Maryland,MD,Baltimore,1/1/2012,121196.00,123823.00,128838.50,117088.00,151581.50,226860.50,https://www.zillow.com/research/data/
201330,30,Maryland,MD,Baltimore,1/1/2013,124549.00,133836.50,138165.00,119319.00,158404.00,238105.50,https://www.zillow.com/research/data/
201430,30,Maryland,MD,Baltimore,1/1/2014,131986.00,141276.50,147299.00,125863.00,168505.00,248832.00,https://www.zillow.com/research/data/
201530,30,Maryland,MD,Baltimore,1/1/2015,133606.50,138988.50,147992.00,127026.00,168163.50,245932.00,https://www.zillow.com/research/data/
201630,30,Maryland,MD,Baltimore,1/1/2016,137352.00,139775.50,151069.00,131349.50,176439.50,253218.50,https://www.zillow.com/research/data/
201730,30,Maryland,MD,Baltimore,1/1/2017,142805.00,143431.50,156884.00,135997.00,175233.00,252175.00,https://www.zillow.com/research/data/
201830,30,Maryland,MD,Baltimore,1/1/2018,150225.00,143140.50,160132.50,141911.50,187887.50,266115.00,https://www.zillow.com/research/data/
201930,30,Maryland,MD,Baltimore,1/1/2019,154566.00,141790.00,160284.00,147194.00,198607.50,279113.00,https://www.zillow.com/research/data/
202030,30,Maryland,MD,Baltimore,1/1/2020,157069.00,139639.00,157923.50,148910.00,201323.50,279665.50,https://www.zillow.com/research/data/
202130,30,Maryland,MD,Baltimore,1/1/2021,182879.50,156479.50,180872.50,174990.00,232127.00,319817.00,https://www.zillow.com/research/data/
201131,31,Wisconsin,WI,Milwaukee,1/1/2011,94258.50,117210.50,83165.50,98712.00,95168.50,91592.50,https://www.zillow.com/research/data/
201231,31,Wisconsin,WI,Milwaukee,1/1/2012,86602.00,109963.50,75301.50,91006.00,87296.00,82960.50,https://www.zillow.com/research/data/
201331,31,Wisconsin,WI,Milwaukee,1/1/2013,86425.50,109009.50,74597.50,91153.50,86536.50,82187.50,https://www.zillow.com/research/data/
201431,31,Wisconsin,WI,Milwaukee,1/1/2014,91677.50,115003.50,79113.50,96451.00,91626.50,87618.00,https://www.zillow.com/research/data/
201531,31,Wisconsin,WI,Milwaukee,1/1/2015,94235.50,117961.00,80507.00,99292.00,94286.50,89143.50,https://www.zillow.com/research/data/
201631,31,Wisconsin,WI,Milwaukee,1/1/2016,99340.00,123828.00,85030.50,104649.50,99233.50,93803.50,https://www.zillow.com/research/data/
201731,31,Wisconsin,WI,Milwaukee,1/1/2017,105203.50,130019.00,90791.00,110546.00,104548.50,98285.50,https://www.zillow.com/research/data/
201831,31,Wisconsin,WI,Milwaukee,1/1/2018,116683.50,138953.50,100282.50,122133.00,116372.50,109715.50,https://www.zillow.com/research/data/
201931,31,Wisconsin,WI,Milwaukee,1/1/2019,125907.50,145415.50,109708.00,131170.50,124736.00,117755.50,https://www.zillow.com/research/data/
202031,31,Wisconsin,WI,Milwaukee,1/1/2020,135165.00,153013.00,118761.00,140710.00,132911.00,124625.00,https://www.zillow.com/research/data/
202131,31,Wisconsin,WI,Milwaukee,1/1/2021,163062.00,171169.50,142074.50,169943.00,159782.00,147736.50,https://www.zillow.com/research/data/
201132,32,New Mexico,NM,Albuquerque,1/1/2011,177824.50,114714.00,137432.00,169741.00,236264.00,313733.00,https://www.zillow.com/research/data/
201232,32,New Mexico,NM,Albuquerque,1/1/2012,173554.00,110606.00,133162.00,165796.00,230908.50,311576.00,https://www.zillow.com/research/data/
201332,32,New Mexico,NM,Albuquerque,1/1/2013,178615.00,116864.50,136738.50,170576.50,237657.50,317963.50,https://www.zillow.com/research/data/
201432,32,New Mexico,NM,Albuquerque,1/1/2014,182963.50,113126.00,138288.50,173822.50,245388.00,327535.50,https://www.zillow.com/research/data/
201532,32,New Mexico,NM,Albuquerque,1/1/2015,184081.00,116142.50,138944.50,174878.00,245727.00,324077.00,https://www.zillow.com/research/data/
201632,32,New Mexico,NM,Albuquerque,1/1/2016,189185.00,116226.00,141462.00,179869.50,251439.50,332860.00,https://www.zillow.com/research/data/
201732,32,New Mexico,NM,Albuquerque,1/1/2017,194309.00,120593.00,145302.50,185106.50,256645.50,337527.00,https://www.zillow.com/research/data/
201832,32,New Mexico,NM,Albuquerque,1/1/2018,200410.50,122984.50,150961.50,191345.50,263291.00,342799.50,https://www.zillow.com/research/data/
201932,32,New Mexico,NM,Albuquerque,1/1/2019,210580.50,132418.00,159835.50,201242.00,275038.00,353879.50,https://www.zillow.com/research/data/
202032,32,New Mexico,NM,Albuquerque,1/1/2020,226809.50,141623.00,171432.50,217153.50,293833.50,379983.00,https://www.zillow.com/research/data/
202132,32,New Mexico,NM,Albuquerque,1/1/2021,267317.00,169306.50,203287.50,256512.50,343715.50,439983.50,https://www.zillow.com/research/data/
201133,33,California,CA,Fresno,1/1/2011,145525.50,66183.00,80611.00,138732.50,207232.00,267317.00,https://www.zillow.com/research/data/
201233,33,California,CA,Fresno,1/1/2012,145894.50,64476.50,78545.50,138352.00,209868.00,273715.50,https://www.zillow.com/research/data/
201333,33,California,CA,Fresno,1/1/2013,169556.00,78502.00,94493.00,161661.50,239813.00,305894.50,https://www.zillow.com/research/data/
201433,33,California,CA,Fresno,1/1/2014,191375.00,87211.50,112310.50,182121.50,263817.00,336762.50,https://www.zillow.com/research/data/
201533,33,California,CA,Fresno,1/1/2015,197705.50,85644.50,118343.00,188201.50,268652.50,339847.50,https://www.zillow.com/research/data/
201633,33,California,CA,Fresno,1/1/2016,208811.00,92446.50,128363.50,198564.00,279423.50,354915.00,https://www.zillow.com/research/data/
201733,33,California,CA,Fresno,1/1/2017,225663.50,100337.50,139143.50,215517.00,298301.50,374256.00,https://www.zillow.com/research/data/
201833,33,California,CA,Fresno,1/1/2018,247866.50,117257.50,154847.00,237497.50,322545.00,403272.50,https://www.zillow.com/research/data/
201933,33,California,CA,Fresno,1/1/2019,257142.00,130118.00,165991.50,246922.00,330076.00,411982.00,https://www.zillow.com/research/data/
202033,33,California,CA,Fresno,1/1/2020,269243.50,134457.50,173506.00,258643.00,343272.00,426812.00,https://www.zillow.com/research/data/
202133,33,California,CA,Fresno,1/1/2021,325704.00,163386.50,214682.00,312936.00,410963.50,508300.50,https://www.zillow.com/research/data/
201134,34,Arizona,AZ,Tucson,1/1/2011,140638.00,82197.00,110705.00,134135.50,179326.50,296126.50,https://www.zillow.com/research/data/
201234,34,Arizona,AZ,Tucson,1/1/2012,135861.50,75996.50,103476.50,129459.00,175798.00,292194.50,https://www.zillow.com/research/data/
201334,34,Arizona,AZ,Tucson,1/1/2013,149922.00,81955.50,113120.50,143403.00,193375.50,313518.50,https://www.zillow.com/research/data/
201434,34,Arizona,AZ,Tucson,1/1/2014,160605.00,88803.50,121541.00,154158.00,205186.50,329955.50,https://www.zillow.com/research/data/
201534,34,Arizona,AZ,Tucson,1/1/2015,162409.50,90757.50,124138.50,155693.50,205325.50,327831.50,https://www.zillow.com/research/data/
201634,34,Arizona,AZ,Tucson,1/1/2016,168199.00,95329.00,128425.00,161405.00,211294.00,335357.50,https://www.zillow.com/research/data/
201734,34,Arizona,AZ,Tucson,1/1/2017,179898.00,101085.50,137359.50,172751.50,224933.00,349705.50,https://www.zillow.com/research/data/
201834,34,Arizona,AZ,Tucson,1/1/2018,194067.00,119320.00,149673.50,186222.00,240154.00,370157.50,https://www.zillow.com/research/data/
201934,34,Arizona,AZ,Tucson,1/1/2019,205109.50,128470.00,159950.50,196846.00,252442.00,387069.00,https://www.zillow.com/research/data/
202034,34,Arizona,AZ,Tucson,1/1/2020,221207.50,135831.50,174090.00,212165.00,269322.00,412999.00,https://www.zillow.com/research/data/
202134,34,Arizona,AZ,Tucson,1/1/2021,277344.00,163565.00,217433.50,267897.00,331191.00,492816.50,https://www.zillow.com/research/data/
201135,35,California,CA,Sacramento,1/1/2011,162881.00,114933.50,134070.00,148853.50,193525.50,271021.50,https://www.zillow.com/research/data/
201235,35,California,CA,Sacramento,1/1/2012,158016.00,109865.00,128082.00,142971.50,190852.00,269747.00,https://www.zillow.com/research/data/
201335,35,California,CA,Sacramento,1/1/2013,205847.00,145428.50,168893.00,188600.00,243812.00,338471.50,https://www.zillow.com/research/data/
201435,35,California,CA,Sacramento,1/1/2014,236712.00,167827.00,192797.50,217622.50,279824.00,386557.00,https://www.zillow.com/research/data/
201535,35,California,CA,Sacramento,1/1/2015,249496.00,175830.50,205362.50,229615.50,292883.50,400838.00,https://www.zillow.com/research/data/
201635,35,California,CA,Sacramento,1/1/2016,276816.50,199645.50,230660.50,256112.00,319899.50,428209.50,https://www.zillow.com/research/data/
201735,35,California,CA,Sacramento,1/1/2017,305537.50,230871.00,260296.50,283467.50,349447.00,460844.00,https://www.zillow.com/research/data/
201835,35,California,CA,Sacramento,1/1/2018,331526.00,257406.00,286319.00,308878.50,375535.00,483133.00,https://www.zillow.com/research/data/
201935,35,California,CA,Sacramento,1/1/2019,341906.00,264905.50,298401.50,319100.50,385735.50,493867.50,https://www.zillow.com/research/data/
202035,35,California,CA,Sacramento,1/1/2020,362549.50,280230.00,316043.00,339325.50,408110.00,518453.00,https://www.zillow.com/research/data/
202135,35,California,CA,Sacramento,1/1/2021,443387.00,319045.50,382760.00,415556.50,498514.50,633129.00,https://www.zillow.com/research/data/
201136,36,Arizona,AZ,Mesa,1/1/2011,127528.00,49737.50,87598.00,109477.00,158316.50,254931.00,https://www.zillow.com/research/data/
201236,36,Arizona,AZ,Mesa,1/1/2012,142387.50,55838.50,98285.50,122930.50,177397.00,279545.00,https://www.zillow.com/research/data/
201336,36,Arizona,AZ,Mesa,1/1/2013,174646.50,71914.00,122143.00,155333.50,216910.50,331025.00,https://www.zillow.com/research/data/
201436,36,Arizona,AZ,Mesa,1/1/2014,190584.00,78158.50,132231.00,171039.50,236760.00,350084.50,https://www.zillow.com/research/data/
201536,36,Arizona,AZ,Mesa,1/1/2015,202221.00,84917.00,140466.50,181846.50,248653.00,362667.00,https://www.zillow.com/research/data/
201636,36,Arizona,AZ,Mesa,1/1/2016,216157.50,90721.50,150271.00,195948.00,264179.50,377119.50,https://www.zillow.com/research/data/
201736,36,Arizona,AZ,Mesa,1/1/2017,229236.50,98948.50,162429.50,210489.00,274738.00,390280.50,https://www.zillow.com/research/data/
201836,36,Arizona,AZ,Mesa,1/1/2018,247740.00,113081.00,178537.50,227343.50,295594.00,415794.50,https://www.zillow.com/research/data/
201936,36,Arizona,AZ,Mesa,1/1/2019,262061.00,123533.50,192160.50,240735.00,312170.00,435542.50,https://www.zillow.com/research/data/
202036,36,Arizona,AZ,Mesa,1/1/2020,288810.50,138956.50,215518.50,267556.00,341722.00,469219.00,https://www.zillow.com/research/data/
202136,36,Arizona,AZ,Mesa,1/1/2021,370778.00,180361.00,275690.50,345127.00,436341.00,605320.00,https://www.zillow.com/research/data/
201137,37,Missouri,MO,Kansas City,1/1/2011,104059.00,84844.50,61285.50,102575.50,178648.50,199639.50,https://www.zillow.com/research/data/
201237,37,Missouri,MO,Kansas City,1/1/2012,99323.00,80667.50,56678.00,96777.00,176340.50,197580.50,https://www.zillow.com/research/data/
201337,37,Missouri,MO,Kansas City,1/1/2013,102867.50,84804.50,58185.00,99706.50,182932.50,207810.00,https://www.zillow.com/research/data/
201437,37,Missouri,MO,Kansas City,1/1/2014,109449.00,91233.50,60979.50,105858.00,194739.50,223894.50,https://www.zillow.com/research/data/
201537,37,Missouri,MO,Kansas City,1/1/2015,114954.50,94879.50,63727.50,111298.00,202901.50,234647.00,https://www.zillow.com/research/data/
201637,37,Missouri,MO,Kansas City,1/1/2016,122884.50,100695.00,67419.50,119169.50,214518.00,247849.50,https://www.zillow.com/research/data/
201737,37,Missouri,MO,Kansas City,1/1/2017,135164.50,106193.00,75956.00,131250.50,233372.50,275176.00,https://www.zillow.com/research/data/
201837,37,Missouri,MO,Kansas City,1/1/2018,148542.00,114826.00,86956.00,144889.00,248973.00,298957.50,https://www.zillow.com/research/data/
201937,37,Missouri,MO,Kansas City,1/1/2019,157824.50,117896.00,94748.00,153742.00,259616.50,308287.00,https://www.zillow.com/research/data/
202037,37,Missouri,MO,Kansas City,1/1/2020,166051.50,121917.50,99862.00,161543.50,272286.50,324091.00,https://www.zillow.com/research/data/
202137,37,Missouri,MO,Kansas City,1/1/2021,198352.00,134734.50,122937.50,193287.00,316474.00,376953.00,https://www.zillow.com/research/data/
201138,38,Georgia,GA,Atlanta,1/1/2011,148844.00,105213.00,131583.50,123730.00,234393.00,502644.00,https://www.zillow.com/research/data/
201238,38,Georgia,GA,Atlanta,1/1/2012,145665.50,101851.00,124625.50,121272.00,234214.50,517824.50,https://www.zillow.com/research/data/
201338,38,Georgia,GA,Atlanta,1/1/2013,162795.00,119578.00,141709.00,134258.00,256784.00,559188.50,https://www.zillow.com/research/data/
201438,38,Georgia,GA,Atlanta,1/1/2014,185707.50,139879.50,163970.00,153616.50,290076.50,621302.00,https://www.zillow.com/research/data/
