Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 2010 or later',)","Austin city, Texas","5,351","±1,107",1.50%,±0.3
"('Built 2010 or later',)","Bakersfield city, California","1,896",±735,1.60%,±0.6
"('Built 2010 or later',)","Baltimore city, Maryland",923,±382,0.30%,±0.1
"('Built 2010 or later',)","Boston city, Massachusetts","1,748",±524,0.60%,±0.2
"('Built 2010 or later',)","Charlotte city, North Carolina","4,531","±1,160",1.40%,±0.4
"('Built 2010 or later',)","Chicago city, Illinois","4,903","±1,323",0.40%,±0.1
"('Built 2010 or later',)","Cincinnati city, Ohio",783,±303,0.50%,±0.2
"('Built 2010 or later',)","Cleveland city, Ohio",938,±456,0.40%,±0.2
"('Built 2010 or later',)","Colorado Springs city, Colorado","1,479",±606,0.80%,±0.3
"('Built 2010 or later',)","Columbus city, Ohio","2,789",±752,0.70%,±0.2
"('Built 2010 or later',)","Corpus Christi city, Texas",774,±367,0.60%,±0.3
"('Built 2010 or later',)","Dallas city, Texas","4,987","±1,010",0.90%,±0.2
"('Built 2010 or later',)","Denver city, Colorado","3,641","±1,119",1.30%,±0.4
"('Built 2010 or later',)","Detroit city, Michigan",716,±393,0.20%,±0.1
"('Built 2010 or later',)","Durham city, North Carolina","2,220",±821,2.10%,±0.8
"('Built 2010 or later',)","El Paso city, Texas","5,924","±1,563",2.50%,±0.7
"('Built 2010 or later',)","Fort Worth city, Texas","6,715","±1,753",2.30%,±0.6
"('Built 2010 or later',)","Fresno city, California","1,906",±635,1.10%,±0.4
"('Built 2010 or later',)","Greensboro city, North Carolina",853,±455,0.70%,±0.4
"('Built 2010 or later',)","Henderson city, Nevada","1,662",±675,1.50%,±0.6
"('Built 2010 or later',)","Houston city, Texas","13,009","±1,820",1.40%,±0.2
"('Built 2010 or later',)","Indianapolis city (balance), Indiana","2,723",±993,0.70%,±0.3
"('Built 2010 or later',)","Irvine city, California","3,835","±1,407",4.40%,±1.6
"('Built 2010 or later',)","Jacksonville city, Florida","3,328","±1,192",0.90%,±0.3
"('Built 2010 or later',)","Jersey City city, New Jersey","1,083",±421,1.00%,±0.4
"('Built 2010 or later',)","Kansas City city, Missouri",794,±329,0.30%,±0.1
"('Built 2010 or later',)","Las Vegas city, Nevada","1,994",±865,0.80%,±0.3
"('Built 2010 or later',)","Lincoln city, Nebraska",665,±404,0.60%,±0.4
"('Built 2010 or later',)","Long Beach city, California",407,±385,0.20%,±0.2
"('Built 2010 or later',)","Los Angeles city, California","9,594","±1,516",0.70%,±0.1
"('Built 2010 or later',)","Memphis city, Tennessee","1,570",±721,0.50%,±0.2
"('Built 2010 or later',)","Mesa city, Arizona","1,197",±667,0.60%,±0.3
"('Built 2010 or later',)","Miami city, Florida","2,543",±711,1.30%,±0.4
"('Built 2010 or later',)","Milwaukee city, Wisconsin",960,±435,0.40%,±0.2
"('Built 2010 or later',)","Minneapolis city, Minnesota",695,±397,0.40%,±0.2
"('Built 2010 or later',)","New Orleans city, Louisiana","2,735",±822,1.40%,±0.4
"('Built 2010 or later',)","New York city, New York","18,158","±2,018",0.50%,±0.1
"('Built 2010 or later',)","Newark city, New Jersey",688,±328,0.60%,±0.3
"('Built 2010 or later',)","Oakland city, California",582,±280,0.30%,±0.2
"('Built 2010 or later',)","Oklahoma City city, Oklahoma","5,184",±916,2.00%,±0.4
"('Built 2010 or later',)","Omaha city, Nebraska",783,±349,0.40%,±0.2
"('Built 2010 or later',)","Orlando city, Florida",290,±220,0.20%,±0.2
"('Built 2010 or later',)","Philadelphia city, Pennsylvania","2,548",±725,0.40%,±0.1
"('Built 2010 or later',)","Phoenix city, Arizona","4,038",±738,0.70%,±0.1
"('Built 2010 or later',)","Pittsburgh city, Pennsylvania",174,±134,0.10%,±0.1
"('Built 2010 or later',)","Plano city, Texas","1,345",±648,1.30%,±0.6
"('Built 2010 or later',)","Portland city, Oregon","1,574",±470,0.60%,±0.2
"('Built 2010 or later',)","Raleigh city, North Carolina","3,040",±997,1.70%,±0.5
"('Built 2010 or later',)","Riverside city, California",832,±438,0.90%,±0.5
"('Built 2010 or later',)","Sacramento city, California",597,±292,0.30%,±0.2
"('Built 2010 or later',)","San Antonio city, Texas","5,758","±1,136",1.10%,±0.2
"('Built 2010 or later',)","San Diego city, California","4,027","±1,024",0.80%,±0.2
"('Built 2010 or later',)","San Francisco city, California","1,615",±626,0.40%,±0.2
"('Built 2010 or later',)","San Jose city, California","1,617",±629,0.50%,±0.2
"('Built 2010 or later',)","Santa Ana city, California",235,±165,0.30%,±0.2
"('Built 2010 or later',)","Seattle city, Washington","3,751","±1,148",1.20%,±0.4
"('Built 2010 or later',)","St. Louis city, Missouri",318,±261,0.20%,±0.1
"('Built 2010 or later',)","St. Paul city, Minnesota",451,±244,0.40%,±0.2
"('Built 2010 or later',)","Stockton city, California",589,±358,0.60%,±0.4
"('Built 2010 or later',)","Tampa city, Florida","2,098",±703,1.30%,±0.4
"('Built 2010 or later',)","Tucson city, Arizona","1,161",±558,0.50%,±0.2
"('Built 2010 or later',)","Tulsa city, Oklahoma","1,510",±424,0.80%,±0.2
"('Built 2010 or later',)","Virginia Beach city, Virginia","1,169",±533,0.70%,±0.3
"('Built 2010 or later',)","Washington city, District of Columbia","2,121",±613,0.70%,±0.2
"('Built 2010 or later',)","Wichita city, Kansas",704,±350,0.40%,±0.2
"('Built 2000 to 2009',)","Albuquerque city, New Mexico","42,538","±3,203",17.70%,±1.3
"('Built 2000 to 2009',)","Anaheim city, California","8,623","±1,386",8.20%,±1.2
"('Built 2000 to 2009',)","Anchorage municipality, Alaska","14,393","±1,815",12.70%,±1.6
"('Built 2000 to 2009',)","Arlington city, Texas","19,901","±1,967",13.50%,±1.3
"('Built 2000 to 2009',)","Atlanta city, Georgia","57,967","±3,484",25.80%,±1.5
"('Built 2000 to 2009',)","Aurora city, Colorado","24,974","±2,075",18.90%,±1.5
"('Built 2000 to 2009',)","Austin city, Texas","81,192","±3,819",22.50%,±1.0
"('Built 2000 to 2009',)","Bakersfield city, California","33,615","±2,665",28.20%,±2.2
"('Built 2000 to 2009',)","Baltimore city, Maryland","11,195","±1,392",3.80%,±0.5
"('Built 2000 to 2009',)","Boston city, Massachusetts","18,172","±1,994",6.70%,±0.7
"('Built 2000 to 2009',)","Charlotte city, North Carolina","83,700","±3,979",25.60%,±1.2
"('Built 2000 to 2009',)","Chicago city, Illinois","106,553","±5,275",9.00%,±0.5
"('Built 2000 to 2009',)","Cincinnati city, Ohio","5,467","±1,106",3.40%,±0.7
"('Built 2000 to 2009',)","Cleveland city, Ohio","7,899","±1,108",3.70%,±0.5
"('Built 2000 to 2009',)","Colorado Springs city, Colorado","33,405","±2,661",18.50%,±1.4
"('Built 2000 to 2009',)","Columbus city, Ohio","48,692","±4,096",12.80%,±1.1
"('Built 2000 to 2009',)","Corpus Christi city, Texas","16,083","±1,989",12.80%,±1.5
"('Built 2000 to 2009',)","Dallas city, Texas","70,960","±3,991",13.50%,±0.8
"('Built 2000 to 2009',)","Denver city, Colorado","38,254","±3,123",13.30%,±1.1
"('Built 2000 to 2009',)","Detroit city, Michigan","10,786","±1,315",2.90%,±0.4
"('Built 2000 to 2009',)","Durham city, North Carolina","22,858","±1,993",21.30%,±1.9
"('Built 2000 to 2009',)","El Paso city, Texas","40,579","±2,867",17.30%,±1.2
"('Built 2000 to 2009',)","Fort Worth city, Texas","77,302","±4,414",26.10%,±1.4
"('Built 2000 to 2009',)","Fresno city, California","23,096","±2,521",13.20%,±1.4
"('Built 2000 to 2009',)","Greensboro city, North Carolina","21,852","±2,221",17.50%,±1.7
"('Built 2000 to 2009',)","Henderson city, Nevada","43,435","±2,687",38.60%,±2.1
"('Built 2000 to 2009',)","Houston city, Texas","145,332","±6,485",15.90%,±0.7
"('Built 2000 to 2009',)","Indianapolis city (balance), Indiana","40,502","±2,450",10.60%,±0.6
"('Built 2000 to 2009',)","Irvine city, California","27,984","±3,092",31.80%,±3.2
"('Built 2000 to 2009',)","Jacksonville city, Florida","74,825","±4,133",20.30%,±1.1
"('Built 2000 to 2009',)","Jersey City city, New Jersey","19,235","±1,738",17.50%,±1.6
"('Built 2000 to 2009',)","Kansas City city, Missouri","26,719","±2,332",11.70%,±1.0
"('Built 2000 to 2009',)","Las Vegas city, Nevada","57,697","±2,903",23.00%,±1.1
"('Built 2000 to 2009',)","Lincoln city, Nebraska","19,437","±1,557",17.30%,±1.4
"('Built 2000 to 2009',)","Long Beach city, California","6,788","±1,183",3.90%,±0.7
"('Built 2000 to 2009',)","Los Angeles city, California","95,122","±4,788",6.70%,±0.3
"('Built 2000 to 2009',)","Memphis city, Tennessee","21,362","±2,260",7.20%,±0.8
"('Built 2000 to 2009',)","Mesa city, Arizona","34,849","±2,539",17.40%,±1.1
"('Built 2000 to 2009',)","Miami city, Florida","37,160","±3,279",19.60%,±1.6
"('Built 2000 to 2009',)","Milwaukee city, Wisconsin","8,875","±1,361",3.50%,±0.5
"('Built 2000 to 2009',)","Minneapolis city, Minnesota","12,559","±1,689",7.00%,±0.9
"('Built 2000 to 2009',)","New Orleans city, Louisiana","18,809","±1,546",9.80%,±0.8
"('Built 2000 to 2009',)","New York city, New York","212,856","±8,254",6.30%,±0.2
"('Built 2000 to 2009',)","Newark city, New Jersey","14,459","±1,534",13.30%,±1.4
"('Built 2000 to 2009',)","Oakland city, California","11,600","±1,898",6.80%,±1.1
"('Built 2000 to 2009',)","Oklahoma City city, Oklahoma","37,547","±2,407",14.40%,±0.9
"('Built 2000 to 2009',)","Omaha city, Nebraska","10,028","±1,508",5.50%,±0.8
"('Built 2000 to 2009',)","Orlando city, Florida","29,634","±2,847",24.20%,±2.1
"('Built 2000 to 2009',)","Philadelphia city, Pennsylvania","24,346","±2,701",3.60%,±0.4
"('Built 2000 to 2009',)","Phoenix city, Arizona","109,692","±5,591",18.40%,±0.9
"('Built 2000 to 2009',)","Pittsburgh city, Pennsylvania","5,622",±977,3.70%,±0.6
"('Built 2000 to 2009',)","Plano city, Texas","16,146","±1,621",15.30%,±1.6
"('Built 2000 to 2009',)","Portland city, Oregon","34,375","±3,016",13.00%,±1.1
"('Built 2000 to 2009',)","Raleigh city, North Carolina","47,001","±3,311",26.40%,±1.8
"('Built 2000 to 2009',)","Riverside city, California","12,392","±1,707",12.70%,±1.7
"('Built 2000 to 2009',)","Sacramento city, California","32,166","±2,322",16.70%,±1.2
"('Built 2000 to 2009',)","San Antonio city, Texas","95,599","±4,440",17.90%,±0.8
"('Built 2000 to 2009',)","San Diego city, California","54,940","±3,428",10.70%,±0.7
"('Built 2000 to 2009',)","San Francisco city, California","26,801","±2,738",7.10%,±0.7
"('Built 2000 to 2009',)","San Jose city, California","31,639","±2,699",9.90%,±0.8
"('Built 2000 to 2009',)","Santa Ana city, California","2,208",±470,3.00%,±0.6
"('Built 2000 to 2009',)","Seattle city, Washington","46,729","±3,678",15.10%,±1.2
"('Built 2000 to 2009',)","St. Louis city, Missouri","8,381","±1,342",4.80%,±0.8
"('Built 2000 to 2009',)","St. Paul city, Minnesota","7,253","±1,213",6.10%,±1.0
"('Built 2000 to 2009',)","Stockton city, California","18,509","±2,112",18.50%,±2.1
"('Built 2000 to 2009',)","Tampa city, Florida","33,278","±2,217",20.90%,±1.3
"('Built 2000 to 2009',)","Tucson city, Arizona","27,708","±2,466",12.00%,±1.1
"('Built 2000 to 2009',)","Tulsa city, Oklahoma","11,650",±932,6.20%,±0.5
"('Built 2000 to 2009',)","Virginia Beach city, Virginia","21,251","±2,253",11.80%,±1.3
"('Built 2000 to 2009',)","Washington city, District of Columbia","23,869","±1,940",7.90%,±0.6
"('Built 2000 to 2009',)","Wichita city, Kansas","19,214","±1,609",11.40%,±1.0
"('Built 1990 to 1999',)","Albuquerque city, New Mexico","39,221","±2,601",16.30%,±1.1
"('Built 1990 to 1999',)","Anaheim city, California","9,050","±1,308",8.60%,±1.2
"('Built 1990 to 1999',)","Anchorage municipality, Alaska","13,558","±1,838",11.90%,±1.6
"('Built 1990 to 1999',)","Arlington city, Texas","28,780","±2,897",19.50%,±2.0
"('Built 1990 to 1999',)","Atlanta city, Georgia","24,554","±2,416",10.90%,±1.1
"('Built 1990 to 1999',)","Aurora city, Colorado","12,955","±1,570",9.80%,±1.2
"('Built 1990 to 1999',)","Austin city, Texas","54,526","±3,490",15.10%,±1.0
"('Built 1990 to 1999',)","Bakersfield city, California","17,295","±1,912",14.50%,±1.6
"('Built 1990 to 1999',)","Baltimore city, Maryland","10,081","±1,618",3.40%,±0.5
"('Built 1990 to 1999',)","Boston city, Massachusetts","10,614","±1,405",3.90%,±0.5
"('Built 1990 to 1999',)","Charlotte city, North Carolina","64,594","±3,885",19.80%,±1.2
"('Built 1990 to 1999',)","Chicago city, Illinois","49,150","±2,874",4.10%,±0.2
"('Built 1990 to 1999',)","Cincinnati city, Ohio","5,955",±999,3.70%,±0.6
"('Built 1990 to 1999',)","Cleveland city, Ohio","6,708",±965,3.20%,±0.5
"('Built 1990 to 1999',)","Colorado Springs city, Colorado","26,232","±2,319",14.50%,±1.3
"('Built 1990 to 1999',)","Columbus city, Ohio","58,238","±3,829",15.30%,±1.0
"('Built 1990 to 1999',)","Corpus Christi city, Texas","13,925","±1,813",11.00%,±1.4
"('Built 1990 to 1999',)","Dallas city, Texas","50,496","±2,987",9.60%,±0.6
"('Built 1990 to 1999',)","Denver city, Colorado","18,900","±2,099",6.60%,±0.7
"('Built 1990 to 1999',)","Detroit city, Michigan","7,955","±1,176",2.20%,±0.3
"('Built 1990 to 1999',)","Durham city, North Carolina","19,081","±1,931",17.80%,±1.8
"('Built 1990 to 1999',)","El Paso city, Texas","28,494","±2,344",12.10%,±1.0
"('Built 1990 to 1999',)","Fort Worth city, Texas","33,410","±2,755",11.30%,±0.9
"('Built 1990 to 1999',)","Fresno city, California","26,526","±2,136",15.10%,±1.2
"('Built 1990 to 1999',)","Greensboro city, North Carolina","22,653","±2,159",18.10%,±1.6
"('Built 1990 to 1999',)","Henderson city, Nevada","41,592","±3,023",37.00%,±2.3
"('Built 1990 to 1999',)","Houston city, Texas","89,987","±6,286",9.90%,±0.7
"('Built 1990 to 1999',)","Indianapolis city (balance), Indiana","47,150","±3,028",12.30%,±0.8
"('Built 1990 to 1999',)","Irvine city, California","12,984","±2,484",14.80%,±2.7
"('Built 1990 to 1999',)","Jacksonville city, Florida","53,298","±3,852",14.50%,±1.1
"('Built 1990 to 1999',)","Jersey City city, New Jersey","7,524","±1,566",6.80%,±1.4
"('Built 1990 to 1999',)","Kansas City city, Missouri","19,202","±1,979",8.40%,±0.9
"('Built 1990 to 1999',)","Las Vegas city, Nevada","81,246","±3,209",32.40%,±1.2
"('Built 1990 to 1999',)","Lincoln city, Nebraska","15,684","±1,297",14.00%,±1.2
"('Built 1990 to 1999',)","Long Beach city, California","5,894","±1,101",3.40%,±0.6
"('Built 1990 to 1999',)","Los Angeles city, California","81,408","±4,472",5.70%,±0.3
"('Built 1990 to 1999',)","Memphis city, Tennessee","27,331","±2,658",9.20%,±0.9
"('Built 1990 to 1999',)","Mesa city, Arizona","41,063","±2,967",20.40%,±1.5
"('Built 1990 to 1999',)","Miami city, Florida","11,496","±1,860",6.10%,±1.0
"('Built 1990 to 1999',)","Milwaukee city, Wisconsin","7,806","±1,375",3.00%,±0.5
"('Built 1990 to 1999',)","Minneapolis city, Minnesota","6,591","±1,141",3.70%,±0.6
"('Built 1990 to 1999',)","New Orleans city, Louisiana","7,031","±1,122",3.70%,±0.6
"('Built 1990 to 1999',)","New York city, New York","121,711","±5,174",3.60%,±0.2
"('Built 1990 to 1999',)","Newark city, New Jersey","8,523","±1,190",7.80%,±1.1
"('Built 1990 to 1999',)","Oakland city, California","8,103","±1,168",4.70%,±0.7
"('Built 1990 to 1999',)","Oklahoma City city, Oklahoma","24,886","±2,139",9.60%,±0.8
"('Built 1990 to 1999',)","Omaha city, Nebraska","16,594","±1,662",9.10%,±0.9
"('Built 1990 to 1999',)","Orlando city, Florida","22,159","±2,045",18.10%,±1.7
"('Built 1990 to 1999',)","Philadelphia city, Pennsylvania","17,521","±1,819",2.60%,±0.3
"('Built 1990 to 1999',)","Phoenix city, Arizona","95,721","±4,816",16.00%,±0.8
"('Built 1990 to 1999',)","Pittsburgh city, Pennsylvania","5,366","±1,210",3.50%,±0.8
"('Built 1990 to 1999',)","Plano city, Texas","35,738","±2,423",33.90%,±1.9
"('Built 1990 to 1999',)","Portland city, Oregon","19,030","±2,148",7.20%,±0.8
"('Built 1990 to 1999',)","Raleigh city, North Carolina","40,556","±2,788",22.70%,±1.5
"('Built 1990 to 1999',)","Riverside city, California","9,234","±1,825",9.50%,±1.9
"('Built 1990 to 1999',)","Sacramento city, California","14,686","±1,876",7.60%,±0.9
"('Built 1990 to 1999',)","San Antonio city, Texas","65,489","±4,446",12.30%,±0.8
"('Built 1990 to 1999',)","San Diego city, California","59,149","±4,000",11.50%,±0.8
"('Built 1990 to 1999',)","San Francisco city, California","14,324","±1,960",3.80%,±0.5
"('Built 1990 to 1999',)","San Jose city, California","32,077","±2,675",10.00%,±0.8
"('Built 1990 to 1999',)","Santa Ana city, California","4,420",±803,6.00%,±1.1
"('Built 1990 to 1999',)","Seattle city, Washington","23,432","±2,542",7.60%,±0.8
"('Built 1990 to 1999',)","St. Louis city, Missouri","3,931",±818,2.20%,±0.5
"('Built 1990 to 1999',)","St. Paul city, Minnesota","3,399",±799,2.90%,±0.7
"('Built 1990 to 1999',)","Stockton city, California","13,381","±1,708",13.40%,±1.7
"('Built 1990 to 1999',)","Tampa city, Florida","16,461","±1,973",10.30%,±1.2
"('Built 1990 to 1999',)","Tucson city, Arizona","31,872","±3,325",13.80%,±1.4
"('Built 1990 to 1999',)","Tulsa city, Oklahoma","15,211","±1,255",8.10%,±0.7
"('Built 1990 to 1999',)","Virginia Beach city, Virginia","25,821","±2,242",14.40%,±1.2
"('Built 1990 to 1999',)","Washington city, District of Columbia","7,622","±1,221",2.50%,±0.4
"('Built 1990 to 1999',)","Wichita city, Kansas","20,067","±1,889",11.90%,±1.1
"('Built 1980 to 1989',)","Albuquerque city, New Mexico","37,065","±2,252",15.40%,±0.9
"('Built 1980 to 1989',)","Anaheim city, California","13,956","±1,878",13.30%,±1.7
"('Built 1980 to 1989',)","Anchorage municipality, Alaska","26,937","±2,132",23.70%,±1.9
"('Built 1980 to 1989',)","Arlington city, Texas","40,595","±3,368",27.60%,±2.1
"('Built 1980 to 1989',)","Atlanta city, Georgia","17,102","±1,881",7.60%,±0.8
"('Built 1980 to 1989',)","Aurora city, Colorado","33,984","±2,340",25.80%,±1.7
"('Built 1980 to 1989',)","Austin city, Texas","76,066","±4,325",21.10%,±1.1
"('Built 1980 to 1989',)","Bakersfield city, California","19,554","±2,020",16.40%,±1.6
"('Built 1980 to 1989',)","Baltimore city, Maryland","13,476","±1,711",4.60%,±0.6
"('Built 1980 to 1989',)","Boston city, Massachusetts","15,634","±1,986",5.80%,±0.7
"('Built 1980 to 1989',)","Charlotte city, North Carolina","51,610","±2,675",15.80%,±0.8
"('Built 1980 to 1989',)","Chicago city, Illinois","42,749","±3,194",3.60%,±0.3
"('Built 1980 to 1989',)","Cincinnati city, Ohio","6,811","±1,215",4.30%,±0.8
"('Built 1980 to 1989',)","Cleveland city, Ohio","4,550","±1,005",2.20%,±0.5
"('Built 1980 to 1989',)","Colorado Springs city, Colorado","37,061","±2,379",20.50%,±1.3
"('Built 1980 to 1989',)","Columbus city, Ohio","46,634","±3,295",12.20%,±0.8
"('Built 1980 to 1989',)","Corpus Christi city, Texas","23,847","±2,544",18.90%,±2.0
"('Built 1980 to 1989',)","Dallas city, Texas","90,759","±4,108",17.30%,±0.8
"('Built 1980 to 1989',)","Denver city, Colorado","25,400","±2,210",8.80%,±0.8
"('Built 1980 to 1989',)","Detroit city, Michigan","8,369","±1,117",2.30%,±0.3
"('Built 1980 to 1989',)","Durham city, North Carolina","19,093","±2,142",17.80%,±1.9
"('Built 1980 to 1989',)","El Paso city, Texas","34,488","±2,489",14.70%,±1.1
"('Built 1980 to 1989',)","Fort Worth city, Texas","44,816","±3,380",15.10%,±1.1
"('Built 1980 to 1989',)","Fresno city, California","27,175","±2,645",15.50%,±1.5
"('Built 1980 to 1989',)","Greensboro city, North Carolina","23,022","±2,349",18.40%,±1.8
"('Built 1980 to 1989',)","Henderson city, Nevada","15,844","±2,034",14.10%,±1.8
"('Built 1980 to 1989',)","Houston city, Texas","121,309","±4,961",13.30%,±0.5
"('Built 1980 to 1989',)","Indianapolis city (balance), Indiana","45,312","±3,139",11.80%,±0.8
"('Built 1980 to 1989',)","Irvine city, California","16,540","±2,034",18.80%,±2.0
"('Built 1980 to 1989',)","Jacksonville city, Florida","58,835","±3,492",16.00%,±0.9
"('Built 1980 to 1989',)","Jersey City city, New Jersey","6,471","±1,127",5.90%,±1.0
"('Built 1980 to 1989',)","Kansas City city, Missouri","20,951","±2,067",9.20%,±0.9
"('Built 1980 to 1989',)","Las Vegas city, Nevada","46,643","±2,607",18.60%,±1.0
"('Built 1980 to 1989',)","Lincoln city, Nebraska","12,831","±1,422",11.50%,±1.3
"('Built 1980 to 1989',)","Long Beach city, California","14,416","±1,758",8.30%,±1.0
"('Built 1980 to 1989',)","Los Angeles city, California","141,497","±5,101",9.90%,±0.4
"('Built 1980 to 1989',)","Memphis city, Tennessee","36,803","±3,041",12.40%,±1.0
"('Built 1980 to 1989',)","Mesa city, Arizona","54,490","±3,573",27.10%,±1.6
"('Built 1980 to 1989',)","Miami city, Florida","13,731","±1,869",7.30%,±0.9
"('Built 1980 to 1989',)","Milwaukee city, Wisconsin","7,564","±1,029",2.90%,±0.4
"('Built 1980 to 1989',)","Minneapolis city, Minnesota","12,565","±1,562",7.00%,±0.9
"('Built 1980 to 1989',)","New Orleans city, Louisiana","15,087","±1,626",7.90%,±0.8
"('Built 1980 to 1989',)","New York city, New York","153,190","±6,114",4.50%,±0.2
"('Built 1980 to 1989',)","Newark city, New Jersey","5,723","±1,027",5.20%,±0.9
"('Built 1980 to 1989',)","Oakland city, California","8,976","±1,284",5.20%,±0.8
"('Built 1980 to 1989',)","Oklahoma City city, Oklahoma","38,884","±2,750",14.90%,±1.1
"('Built 1980 to 1989',)","Omaha city, Nebraska","17,288","±1,537",9.50%,±0.9
"('Built 1980 to 1989',)","Orlando city, Florida","22,714","±2,260",18.50%,±1.7
"('Built 1980 to 1989',)","Philadelphia city, Pennsylvania","29,318","±2,767",4.40%,±0.4
"('Built 1980 to 1989',)","Phoenix city, Arizona","110,217","±4,742",18.50%,±0.8
"('Built 1980 to 1989',)","Pittsburgh city, Pennsylvania","6,162","±1,085",4.00%,±0.7
"('Built 1980 to 1989',)","Plano city, Texas","27,206","±2,134",25.80%,±1.9
"('Built 1980 to 1989',)","Portland city, Oregon","12,732","±1,902",4.80%,±0.7
"('Built 1980 to 1989',)","Raleigh city, North Carolina","33,702","±2,376",18.90%,±1.3
"('Built 1980 to 1989',)","Riverside city, California","11,750","±1,538",12.10%,±1.5
"('Built 1980 to 1989',)","Sacramento city, California","28,332","±2,385",14.70%,±1.2
"('Built 1980 to 1989',)","San Antonio city, Texas","96,782","±4,922",18.10%,±0.9
"('Built 1980 to 1989',)","San Diego city, California","91,352","±3,947",17.80%,±0.8
"('Built 1980 to 1989',)","San Francisco city, California","19,060","±2,551",5.10%,±0.7
"('Built 1980 to 1989',)","San Jose city, California","43,221","±2,513",13.50%,±0.8
"('Built 1980 to 1989',)","Santa Ana city, California","8,216","±1,249",11.10%,±1.6
"('Built 1980 to 1989',)","Seattle city, Washington","23,843","±2,295",7.70%,±0.7
"('Built 1980 to 1989',)","St. Louis city, Missouri","5,919",±995,3.40%,±0.6
"('Built 1980 to 1989',)","St. Paul city, Minnesota","6,800","±1,164",5.70%,±1.0
"('Built 1980 to 1989',)","Stockton city, California","13,893","±1,599",13.90%,±1.6
"('Built 1980 to 1989',)","Tampa city, Florida","22,913","±2,210",14.40%,±1.3
"('Built 1980 to 1989',)","Tucson city, Arizona","36,950","±2,652",16.00%,±1.1
"('Built 1980 to 1989',)","Tulsa city, Oklahoma","25,652","±1,482",13.70%,±0.8
"('Built 1980 to 1989',)","Virginia Beach city, Virginia","51,373","±2,258",28.60%,±1.2
"('Built 1980 to 1989',)","Washington city, District of Columbia","14,127","±1,723",4.70%,±0.6
"('Built 1980 to 1989',)","Wichita city, Kansas","20,536","±2,035",12.20%,±1.2
"('Built 1970 to 1979',)","Albuquerque city, New Mexico","48,912","±3,300",20.30%,±1.3
"('Built 1970 to 1979',)","Anaheim city, California","26,588","±2,276",25.40%,±2.1
"('Built 1970 to 1979',)","Anchorage municipality, Alaska","33,404","±2,596",29.40%,±2.3
"('Built 1970 to 1979',)","Arlington city, Texas","34,239","±3,207",23.20%,±2.1
"('Built 1970 to 1979',)","Atlanta city, Georgia","17,959","±2,244",8.00%,±1.0
"('Built 1970 to 1979',)","Aurora city, Colorado","37,261","±2,205",28.30%,±1.6
"('Built 1970 to 1979',)","Austin city, Texas","68,095","±3,104",18.90%,±0.9
"('Built 1970 to 1979',)","Bakersfield city, California","21,994","±2,201",18.40%,±1.8
"('Built 1970 to 1979',)","Baltimore city, Maryland","20,118","±1,893",6.80%,±0.7
"('Built 1970 to 1979',)","Boston city, Massachusetts","20,599","±1,864",7.60%,±0.7
"('Built 1970 to 1979',)","Charlotte city, North Carolina","45,013","±3,100",13.80%,±0.9
"('Built 1970 to 1979',)","Chicago city, Illinois","80,100","±4,206",6.70%,±0.3
"('Built 1970 to 1979',)","Cincinnati city, Ohio","12,985","±1,791",8.10%,±1.1
"('Built 1970 to 1979',)","Cleveland city, Ohio","10,027","±1,305",4.80%,±0.6
"('Built 1970 to 1979',)","Colorado Springs city, Colorado","33,908","±2,331",18.80%,±1.3
"('Built 1970 to 1979',)","Columbus city, Ohio","60,928","±3,289",16.00%,±0.9
"('Built 1970 to 1979',)","Corpus Christi city, Texas","24,063","±2,096",19.10%,±1.6
"('Built 1970 to 1979',)","Dallas city, Texas","105,346","±4,739",20.10%,±0.8
"('Built 1970 to 1979',)","Denver city, Colorado","38,904","±2,963",13.50%,±1.0
"('Built 1970 to 1979',)","Detroit city, Michigan","15,076","±1,408",4.10%,±0.4
"('Built 1970 to 1979',)","Durham city, North Carolina","10,877","±1,594",10.10%,±1.5
"('Built 1970 to 1979',)","El Paso city, Texas","43,314","±2,903",18.40%,±1.2
"('Built 1970 to 1979',)","Fort Worth city, Texas","31,377","±2,706",10.60%,±0.9
"('Built 1970 to 1979',)","Fresno city, California","32,544","±2,402",18.60%,±1.3
"('Built 1970 to 1979',)","Greensboro city, North Carolina","18,027","±1,958",14.40%,±1.5
"('Built 1970 to 1979',)","Henderson city, Nevada","5,807","±1,165",5.20%,±1.0
"('Built 1970 to 1979',)","Houston city, Texas","222,487","±6,791",24.40%,±0.7
"('Built 1970 to 1979',)","Indianapolis city (balance), Indiana","50,444","±3,513",13.20%,±0.9
"('Built 1970 to 1979',)","Irvine city, California","22,754","±2,183",25.90%,±2.4
"('Built 1970 to 1979',)","Jacksonville city, Florida","50,237","±3,533",13.60%,±1.0
"('Built 1970 to 1979',)","Jersey City city, New Jersey","6,743","±1,148",6.10%,±1.0
"('Built 1970 to 1979',)","Kansas City city, Missouri","28,710","±2,611",12.60%,±1.1
"('Built 1970 to 1979',)","Las Vegas city, Nevada","26,988","±2,302",10.80%,±0.9
"('Built 1970 to 1979',)","Lincoln city, Nebraska","17,137","±1,809",15.30%,±1.6
"('Built 1970 to 1979',)","Long Beach city, California","20,274","±1,714",11.70%,±1.0
"('Built 1970 to 1979',)","Los Angeles city, California","192,631","±5,585",13.50%,±0.4
