Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('5 or more bedrooms',)","Philadelphia city, Pennsylvania","18,491",bedrooms,"±2,132",2.70%,±0.3
"('5 or more bedrooms',)","Phoenix city, Arizona","23,368",bedrooms,"±2,167",3.80%,±0.4
"('5 or more bedrooms',)","Pittsburgh city, Pennsylvania","6,417",bedrooms,"±1,219",4.10%,±0.8
"('5 or more bedrooms',)","Plano city, Texas","7,719",bedrooms,"±1,314",6.90%,±1.1
"('5 or more bedrooms',)","Portland city, Oregon","10,151",bedrooms,"±1,604",3.60%,±0.6
"('5 or more bedrooms',)","Raleigh city, North Carolina","5,983",bedrooms,±916,3.00%,±0.5
"('5 or more bedrooms',)","Riverside city, California","5,452",bedrooms,"±1,221",5.70%,±1.3
"('5 or more bedrooms',)","Sacramento city, California","5,755",bedrooms,"±1,229",2.90%,±0.6
"('5 or more bedrooms',)","San Antonio city, Texas","13,476",bedrooms,"±1,736",2.50%,±0.3
"('5 or more bedrooms',)","San Diego city, California","20,566",bedrooms,"±2,030",3.80%,±0.4
"('5 or more bedrooms',)","San Francisco city, California","9,321",bedrooms,"±1,399",2.40%,±0.4
"('5 or more bedrooms',)","San Jose city, California","16,053",bedrooms,"±1,541",4.80%,±0.5
"('5 or more bedrooms',)","Santa Ana city, California","2,615",bedrooms,±781,3.40%,±1.1
"('5 or more bedrooms',)","Seattle city, Washington","13,235",bedrooms,"±1,783",3.90%,±0.5
"('5 or more bedrooms',)","St. Louis city, Missouri","5,367",bedrooms,"±1,026",3.10%,±0.6
"('5 or more bedrooms',)","St. Paul city, Minnesota","4,754",bedrooms,±742,4.00%,±0.6
"('5 or more bedrooms',)","Stockton city, California","4,647",bedrooms,"±1,019",4.60%,±1.0
"('5 or more bedrooms',)","Tampa city, Florida","5,339",bedrooms,"±1,081",3.20%,±0.7
"('5 or more bedrooms',)","Tucson city, Arizona","4,344",bedrooms,±918,1.90%,±0.4
"('5 or more bedrooms',)","Tulsa city, Oklahoma","4,507",bedrooms,±627,2.40%,±0.3
"('5 or more bedrooms',)","Virginia Beach city, Virginia","11,845",bedrooms,"±1,400",6.40%,±0.8
"('5 or more bedrooms',)","Washington city, District of Columbia","10,951",bedrooms,"±1,376",3.50%,±0.4
"('5 or more bedrooms',)","Wichita city, Kansas","10,085",bedrooms,"±1,149",5.90%,±0.7
"('Occupied housing units',)","Albuquerque city, New Mexico","220,918",housing_tenure,"±2,957","220,918",(X)
"('Occupied housing units',)","Anaheim city, California","99,255",housing_tenure,"±3,419","99,255",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,249",housing_tenure,"±1,864","105,249",(X)
"('Occupied housing units',)","Arlington city, Texas","135,348",housing_tenure,"±3,815","135,348",(X)
"('Occupied housing units',)","Atlanta city, Georgia","193,815",housing_tenure,"±5,654","193,815",(X)
"('Occupied housing units',)","Aurora city, Colorado","127,661",housing_tenure,"±2,626","127,661",(X)
"('Occupied housing units',)","Austin city, Texas","372,327",housing_tenure,"±5,397","372,327",(X)
"('Occupied housing units',)","Bakersfield city, California","116,507",housing_tenure,"±2,950","116,507",(X)
"('Occupied housing units',)","Baltimore city, Maryland","240,761",housing_tenure,"±4,046","240,761",(X)
"('Occupied housing units',)","Boston city, Massachusetts","267,592",housing_tenure,"±3,881","267,592",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","319,816",housing_tenure,"±3,520","319,816",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,053,986",housing_tenure,"±9,730","1,053,986",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","135,565",housing_tenure,"±3,185","135,565",(X)
"('Occupied housing units',)","Cleveland city, Ohio","168,306",housing_tenure,"±3,533","168,306",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","184,681",housing_tenure,"±2,932","184,681",(X)
"('Occupied housing units',)","Columbus city, Ohio","349,113",housing_tenure,"±5,053","349,113",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","116,916",housing_tenure,"±3,162","116,916",(X)
"('Occupied housing units',)","Dallas city, Texas","514,588",housing_tenure,"±5,379","514,588",(X)
"('Occupied housing units',)","Denver city, Colorado","292,003",housing_tenure,"±2,724","292,003",(X)
"('Occupied housing units',)","Detroit city, Michigan","259,295",housing_tenure,"±4,821","259,295",(X)
"('Occupied housing units',)","Durham city, North Carolina","106,400",housing_tenure,"±2,238","106,400",(X)
"('Occupied housing units',)","El Paso city, Texas","225,891",housing_tenure,"±3,025","225,891",(X)
"('Occupied housing units',)","Fort Worth city, Texas","287,401",housing_tenure,"±4,732","287,401",(X)
"('Occupied housing units',)","Fresno city, California","166,288",housing_tenure,"±3,721","166,288",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","113,922",housing_tenure,"±2,613","113,922",(X)
"('Occupied housing units',)","Henderson city, Nevada","110,948",housing_tenure,"±3,066","110,948",(X)
"('Occupied housing units',)","Houston city, Texas","867,915",housing_tenure,"±8,198","867,915",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","332,643",housing_tenure,"±3,933","332,643",(X)
"('Occupied housing units',)","Irvine city, California","94,321",housing_tenure,"±3,397","94,321",(X)
"('Occupied housing units',)","Jacksonville city, Florida","331,555",housing_tenure,"±5,147","331,555",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","99,715",housing_tenure,"±2,607","99,715",(X)
"('Occupied housing units',)","Kansas City city, Missouri","198,202",housing_tenure,"±3,931","198,202",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","223,819",housing_tenure,"±4,854","223,819",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","112,386",housing_tenure,"±2,187","112,386",(X)
"('Occupied housing units',)","Long Beach city, California","160,769",housing_tenure,"±4,397","160,769",(X)
"('Occupied housing units',)","Los Angeles city, California","1,378,844",housing_tenure,"±9,016","1,378,844",(X)
"('Occupied housing units',)","Memphis city, Tennessee","256,973",housing_tenure,"±4,572","256,973",(X)
"('Occupied housing units',)","Mesa city, Arizona","173,852",housing_tenure,"±4,538","173,852",(X)
"('Occupied housing units',)","Miami city, Florida","172,748",housing_tenure,"±4,896","172,748",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","228,283",housing_tenure,"±3,789","228,283",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","171,906",housing_tenure,"±3,741","171,906",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","154,355",housing_tenure,"±2,906","154,355",(X)
"('Occupied housing units',)","New York city, New York","3,114,811",housing_tenure,"±11,631","3,114,811",(X)
"('Occupied housing units',)","Newark city, New Jersey","99,576",housing_tenure,"±2,632","99,576",(X)
"('Occupied housing units',)","Oakland city, California","158,084",housing_tenure,"±3,325","158,084",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","241,046",housing_tenure,"±2,948","241,046",(X)
"('Occupied housing units',)","Omaha city, Nebraska","175,881",housing_tenure,"±2,312","175,881",(X)
"('Occupied housing units',)","Orlando city, Florida","115,977",housing_tenure,"±3,136","115,977",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","580,205",housing_tenure,"±5,087","580,205",(X)
"('Occupied housing units',)","Phoenix city, Arizona","555,953",housing_tenure,"±7,109","555,953",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","136,300",housing_tenure,"±3,277","136,300",(X)
"('Occupied housing units',)","Plano city, Texas","106,062",housing_tenure,"±2,861","106,062",(X)
"('Occupied housing units',)","Portland city, Oregon","263,774",housing_tenure,"±3,578","263,774",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","180,773",housing_tenure,"±4,669","180,773",(X)
"('Occupied housing units',)","Riverside city, California","91,360",housing_tenure,"±2,584","91,360",(X)
"('Occupied housing units',)","Sacramento city, California","183,212",housing_tenure,"±4,461","183,212",(X)
"('Occupied housing units',)","San Antonio city, Texas","498,154",housing_tenure,"±4,880","498,154",(X)
"('Occupied housing units',)","San Diego city, California","495,726",housing_tenure,"±6,457","495,726",(X)
"('Occupied housing units',)","San Francisco city, California","358,703",housing_tenure,"±4,561","358,703",(X)
"('Occupied housing units',)","San Jose city, California","320,447",housing_tenure,"±4,500","320,447",(X)
"('Occupied housing units',)","Santa Ana city, California","74,294",housing_tenure,"±2,337","74,294",(X)
"('Occupied housing units',)","Seattle city, Washington","319,125",housing_tenure,"±4,737","319,125",(X)
"('Occupied housing units',)","St. Louis city, Missouri","139,021",housing_tenure,"±3,248","139,021",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","112,803",housing_tenure,"±2,654","112,803",(X)
"('Occupied housing units',)","Stockton city, California","95,851",housing_tenure,"±2,087","95,851",(X)
"('Occupied housing units',)","Tampa city, Florida","151,167",housing_tenure,"±3,886","151,167",(X)
"('Occupied housing units',)","Tucson city, Arizona","207,065",housing_tenure,"±3,721","207,065",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","165,545",housing_tenure,"±2,003","165,545",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","168,061",housing_tenure,"±2,472","168,061",(X)
"('Occupied housing units',)","Washington city, District of Columbia","281,241",housing_tenure,"±3,152","281,241",(X)
"('Occupied housing units',)","Wichita city, Kansas","151,885",housing_tenure,"±2,630","151,885",(X)
"('Owner-occupied',)","Albuquerque city, New Mexico","133,470",housing_tenure,"±4,363",60.40%,±1.8
"('Owner-occupied',)","Anaheim city, California","41,228",housing_tenure,"±2,904",41.50%,±2.4
"('Owner-occupied',)","Anchorage municipality, Alaska","64,320",housing_tenure,"±2,628",61.10%,±2.6
"('Owner-occupied',)","Arlington city, Texas","75,088",housing_tenure,"±3,663",55.50%,±2.3
"('Owner-occupied',)","Atlanta city, Georgia","80,001",housing_tenure,"±3,665",41.30%,±1.8
"('Owner-occupied',)","Aurora city, Colorado","73,058",housing_tenure,"±3,350",57.20%,±2.2
"('Owner-occupied',)","Austin city, Texas","167,132",housing_tenure,"±4,323",44.90%,±1.0
"('Owner-occupied',)","Bakersfield city, California","66,709",housing_tenure,"±3,788",57.30%,±2.7
"('Owner-occupied',)","Baltimore city, Maryland","110,146",housing_tenure,"±3,498",45.70%,±1.3
"('Owner-occupied',)","Boston city, Massachusetts","93,649",housing_tenure,"±3,421",35.00%,±1.2
"('Owner-occupied',)","Charlotte city, North Carolina","166,963",housing_tenure,"±3,417",52.20%,±1.1
"('Owner-occupied',)","Chicago city, Illinois","460,612",housing_tenure,"±8,445",43.70%,±0.7
"('Owner-occupied',)","Cincinnati city, Ohio","51,482",housing_tenure,"±2,809",38.00%,±2.1
"('Owner-occupied',)","Cleveland city, Ohio","70,414",housing_tenure,"±3,327",41.80%,±1.7
"('Owner-occupied',)","Colorado Springs city, Colorado","106,202",housing_tenure,"±3,323",57.50%,±1.8
"('Owner-occupied',)","Columbus city, Ohio","153,511",housing_tenure,"±5,119",44.00%,±1.4
"('Owner-occupied',)","Corpus Christi city, Texas","65,987",housing_tenure,"±2,820",56.40%,±2.1
"('Owner-occupied',)","Dallas city, Texas","209,784",housing_tenure,"±4,867",40.80%,±0.9
"('Owner-occupied',)","Denver city, Colorado","145,998",housing_tenure,"±4,477",50.00%,±1.6
"('Owner-occupied',)","Detroit city, Michigan","119,226",housing_tenure,"±3,802",46.00%,±1.3
"('Owner-occupied',)","Durham city, North Carolina","50,759",housing_tenure,"±2,848",47.70%,±2.7
"('Owner-occupied',)","El Paso city, Texas","130,767",housing_tenure,"±4,285",57.90%,±1.9
"('Owner-occupied',)","Fort Worth city, Texas","164,109",housing_tenure,"±4,740",57.10%,±1.7
"('Owner-occupied',)","Fresno city, California","77,261",housing_tenure,"±3,888",46.50%,±2.2
"('Owner-occupied',)","Greensboro city, North Carolina","55,756",housing_tenure,"±2,424",48.90%,±2.0
"('Owner-occupied',)","Henderson city, Nevada","71,366",housing_tenure,"±2,923",64.30%,±2.2
"('Owner-occupied',)","Houston city, Texas","374,439",housing_tenure,"±8,033",43.10%,±0.8
"('Owner-occupied',)","Indianapolis city (balance), Indiana","174,250",housing_tenure,"±4,173",52.40%,±1.2
"('Owner-occupied',)","Irvine city, California","45,894",housing_tenure,"±3,320",48.70%,±3.2
"('Owner-occupied',)","Jacksonville city, Florida","187,544",housing_tenure,"±4,977",56.60%,±1.3
"('Owner-occupied',)","Jersey City city, New Jersey","26,606",housing_tenure,"±2,276",26.70%,±2.0
"('Owner-occupied',)","Kansas City city, Missouri","104,990",housing_tenure,"±3,628",53.00%,±1.6
"('Owner-occupied',)","Las Vegas city, Nevada","118,023",housing_tenure,"±3,837",52.70%,±1.3
"('Owner-occupied',)","Lincoln city, Nebraska","63,046",housing_tenure,"±2,010",56.10%,±1.7
"('Owner-occupied',)","Long Beach city, California","60,615",housing_tenure,"±2,992",37.70%,±1.7
"('Owner-occupied',)","Los Angeles city, California","494,533",housing_tenure,"±6,531",35.90%,±0.4
"('Owner-occupied',)","Memphis city, Tennessee","112,762",housing_tenure,"±3,927",43.90%,±1.4
"('Owner-occupied',)","Mesa city, Arizona","103,159",housing_tenure,"±3,917",59.30%,±1.6
"('Owner-occupied',)","Miami city, Florida","51,954",housing_tenure,"±3,300",30.10%,±1.7
"('Owner-occupied',)","Milwaukee city, Wisconsin","93,184",housing_tenure,"±3,232",40.80%,±1.5
"('Owner-occupied',)","Minneapolis city, Minnesota","80,243",housing_tenure,"±2,899",46.70%,±1.5
"('Owner-occupied',)","New Orleans city, Louisiana","71,518",housing_tenure,"±2,697",46.30%,±1.5
"('Owner-occupied',)","New York city, New York","998,198",housing_tenure,"±11,651",32.00%,±0.4
"('Owner-occupied',)","Newark city, New Jersey","20,839",housing_tenure,"±2,096",20.90%,±2.0
"('Owner-occupied',)","Oakland city, California","60,549",housing_tenure,"±2,448",38.30%,±1.3
"('Owner-occupied',)","Oklahoma City city, Oklahoma","142,597",housing_tenure,"±3,531",59.20%,±1.3
"('Owner-occupied',)","Omaha city, Nebraska","99,592",housing_tenure,"±2,576",56.60%,±1.4
"('Owner-occupied',)","Orlando city, Florida","40,612",housing_tenure,"±3,078",35.00%,±2.5
"('Owner-occupied',)","Philadelphia city, Pennsylvania","302,498",housing_tenure,"±6,177",52.10%,±0.9
"('Owner-occupied',)","Phoenix city, Arizona","294,909",housing_tenure,"±6,473",53.00%,±1.0
"('Owner-occupied',)","Pittsburgh city, Pennsylvania","64,314",housing_tenure,"±2,789",47.20%,±1.9
"('Owner-occupied',)","Plano city, Texas","65,493",housing_tenure,"±2,674",61.70%,±2.0
"('Owner-occupied',)","Portland city, Oregon","137,111",housing_tenure,"±4,505",52.00%,±1.5
"('Owner-occupied',)","Raleigh city, North Carolina","88,784",housing_tenure,"±3,469",49.10%,±1.9
"('Owner-occupied',)","Riverside city, California","47,603",housing_tenure,"±2,291",52.10%,±2.5
"('Owner-occupied',)","Sacramento city, California","87,140",housing_tenure,"±3,722",47.60%,±1.7
"('Owner-occupied',)","San Antonio city, Texas","267,058",housing_tenure,"±5,811",53.60%,±1.0
"('Owner-occupied',)","San Diego city, California","226,554",housing_tenure,"±6,028",45.70%,±1.1
"('Owner-occupied',)","San Francisco city, California","136,000",housing_tenure,"±4,239",37.90%,±1.1
"('Owner-occupied',)","San Jose city, California","182,315",housing_tenure,"±3,819",56.90%,±1.1
"('Owner-occupied',)","Santa Ana city, California","33,150",housing_tenure,"±1,983",44.60%,±2.2
"('Owner-occupied',)","Seattle city, Washington","147,107",housing_tenure,"±4,200",46.10%,±1.3
"('Owner-occupied',)","St. Louis city, Missouri","60,598",housing_tenure,"±2,809",43.60%,±2.1
"('Owner-occupied',)","St. Paul city, Minnesota","56,236",housing_tenure,"±2,099",49.90%,±1.6
"('Owner-occupied',)","Stockton city, California","44,188",housing_tenure,"±2,310",46.10%,±2.2
"('Owner-occupied',)","Tampa city, Florida","71,263",housing_tenure,"±3,500",47.10%,±1.9
"('Owner-occupied',)","Tucson city, Arizona","104,554",housing_tenure,"±3,550",50.50%,±1.5
"('Owner-occupied',)","Tulsa city, Oklahoma","81,546",housing_tenure,"±2,164",49.30%,±1.3
"('Owner-occupied',)","Virginia Beach city, Virginia","104,596",housing_tenure,"±3,303",62.20%,±1.8
"('Owner-occupied',)","Washington city, District of Columbia","110,376",housing_tenure,"±3,494",39.20%,±1.2
"('Owner-occupied',)","Wichita city, Kansas","90,243",housing_tenure,"±2,869",59.40%,±1.6
"('Renter-occupied',)","Albuquerque city, New Mexico","87,448",housing_tenure,"±4,033",39.60%,±1.8
"('Renter-occupied',)","Anaheim city, California","58,027",housing_tenure,"±2,877",58.50%,±2.4
"('Renter-occupied',)","Anchorage municipality, Alaska","40,929",housing_tenure,"±3,066",38.90%,±2.6
"('Renter-occupied',)","Arlington city, Texas","60,260",housing_tenure,"±3,628",44.50%,±2.3
"('Renter-occupied',)","Atlanta city, Georgia","113,814",housing_tenure,"±5,356",58.70%,±1.8
"('Renter-occupied',)","Aurora city, Colorado","54,603",housing_tenure,"±2,868",42.80%,±2.2
"('Renter-occupied',)","Austin city, Texas","205,195",housing_tenure,"±4,934",55.10%,±1.0
"('Renter-occupied',)","Bakersfield city, California","49,798",housing_tenure,"±3,292",42.70%,±2.7
"('Renter-occupied',)","Baltimore city, Maryland","130,615",housing_tenure,"±3,787",54.30%,±1.3
"('Renter-occupied',)","Boston city, Massachusetts","173,943",housing_tenure,"±4,306",65.00%,±1.2
"('Renter-occupied',)","Charlotte city, North Carolina","152,853",housing_tenure,"±4,429",47.80%,±1.1
"('Renter-occupied',)","Chicago city, Illinois","593,374",housing_tenure,"±10,029",56.30%,±0.7
"('Renter-occupied',)","Cincinnati city, Ohio","84,083",housing_tenure,"±3,735",62.00%,±2.1
"('Renter-occupied',)","Cleveland city, Ohio","97,892",housing_tenure,"±3,399",58.20%,±1.7
"('Renter-occupied',)","Colorado Springs city, Colorado","78,479",housing_tenure,"±3,803",42.50%,±1.8
"('Renter-occupied',)","Columbus city, Ohio","195,602",housing_tenure,"±5,764",56.00%,±1.4
"('Renter-occupied',)","Corpus Christi city, Texas","50,929",housing_tenure,"±3,018",43.60%,±2.1
"('Renter-occupied',)","Dallas city, Texas","304,804",housing_tenure,"±5,630",59.20%,±0.9
"('Renter-occupied',)","Denver city, Colorado","146,005",housing_tenure,"±5,051",50.00%,±1.6
"('Renter-occupied',)","Detroit city, Michigan","140,069",housing_tenure,"±4,528",54.00%,±1.3
"('Renter-occupied',)","Durham city, North Carolina","55,641",housing_tenure,"±3,236",52.30%,±2.7
"('Renter-occupied',)","El Paso city, Texas","95,124",housing_tenure,"±4,613",42.10%,±1.9
"('Renter-occupied',)","Fort Worth city, Texas","123,292",housing_tenure,"±5,785",42.90%,±1.7
"('Renter-occupied',)","Fresno city, California","89,027",housing_tenure,"±4,273",53.50%,±2.2
"('Renter-occupied',)","Greensboro city, North Carolina","58,166",housing_tenure,"±2,870",51.10%,±2.0
"('Renter-occupied',)","Henderson city, Nevada","39,582",housing_tenure,"±2,756",35.70%,±2.2
"('Renter-occupied',)","Houston city, Texas","493,476",housing_tenure,"±8,274",56.90%,±0.8
"('Renter-occupied',)","Indianapolis city (balance), Indiana","158,393",housing_tenure,"±4,868",47.60%,±1.2
"('Renter-occupied',)","Irvine city, California","48,427",housing_tenure,"±3,592",51.30%,±3.2
"('Renter-occupied',)","Jacksonville city, Florida","144,011",housing_tenure,"±5,221",43.40%,±1.3
"('Renter-occupied',)","Jersey City city, New Jersey","73,109",housing_tenure,"±2,494",73.30%,±2.0
"('Renter-occupied',)","Kansas City city, Missouri","93,212",housing_tenure,"±3,677",47.00%,±1.6
"('Renter-occupied',)","Las Vegas city, Nevada","105,796",housing_tenure,"±3,902",47.30%,±1.3
"('Renter-occupied',)","Lincoln city, Nebraska","49,340",housing_tenure,"±2,338",43.90%,±1.7
"('Renter-occupied',)","Long Beach city, California","100,154",housing_tenure,"±3,998",62.30%,±1.7
"('Renter-occupied',)","Los Angeles city, California","884,311",housing_tenure,"±9,060",64.10%,±0.4
"('Renter-occupied',)","Memphis city, Tennessee","144,211",housing_tenure,"±4,748",56.10%,±1.4
"('Renter-occupied',)","Mesa city, Arizona","70,693",housing_tenure,"±3,305",40.70%,±1.6
"('Renter-occupied',)","Miami city, Florida","120,794",housing_tenure,"±4,619",69.90%,±1.7
"('Renter-occupied',)","Milwaukee city, Wisconsin","135,099",housing_tenure,"±4,566",59.20%,±1.5
"('Renter-occupied',)","Minneapolis city, Minnesota","91,663",housing_tenure,"±3,465",53.30%,±1.5
"('Renter-occupied',)","New Orleans city, Louisiana","82,837",housing_tenure,"±2,901",53.70%,±1.5
"('Renter-occupied',)","New York city, New York","2,116,613",housing_tenure,"±16,512",68.00%,±0.4
"('Renter-occupied',)","Newark city, New Jersey","78,737",housing_tenure,"±2,955",79.10%,±2.0
"('Renter-occupied',)","Oakland city, California","97,535",housing_tenure,"±2,999",61.70%,±1.3
"('Renter-occupied',)","Oklahoma City city, Oklahoma","98,449",housing_tenure,"±3,413",40.80%,±1.3
"('Renter-occupied',)","Omaha city, Nebraska","76,289",housing_tenure,"±2,830",43.40%,±1.4
"('Renter-occupied',)","Orlando city, Florida","75,365",housing_tenure,"±3,471",65.00%,±2.5
"('Renter-occupied',)","Philadelphia city, Pennsylvania","277,707",housing_tenure,"±5,673",47.90%,±0.9
"('Renter-occupied',)","Phoenix city, Arizona","261,044",housing_tenure,"±6,714",47.00%,±1.0
"('Renter-occupied',)","Pittsburgh city, Pennsylvania","71,986",housing_tenure,"±3,366",52.80%,±1.9
"('Renter-occupied',)","Plano city, Texas","40,569",housing_tenure,"±2,506",38.30%,±2.0
"('Renter-occupied',)","Portland city, Oregon","126,663",housing_tenure,"±4,285",48.00%,±1.5
"('Renter-occupied',)","Raleigh city, North Carolina","91,989",housing_tenure,"±4,787",50.90%,±1.9
"('Renter-occupied',)","Riverside city, California","43,757",housing_tenure,"±2,851",47.90%,±2.5
"('Renter-occupied',)","Sacramento city, California","96,072",housing_tenure,"±3,834",52.40%,±1.7
"('Renter-occupied',)","San Antonio city, Texas","231,096",housing_tenure,"±5,720",46.40%,±1.0
"('Renter-occupied',)","San Diego city, California","269,172",housing_tenure,"±6,695",54.30%,±1.1
"('Renter-occupied',)","San Francisco city, California","222,703",housing_tenure,"±5,063",62.10%,±1.1
"('Renter-occupied',)","San Jose city, California","138,132",housing_tenure,"±4,425",43.10%,±1.1
"('Renter-occupied',)","Santa Ana city, California","41,144",housing_tenure,"±2,095",55.40%,±2.2
"('Renter-occupied',)","Seattle city, Washington","172,018",housing_tenure,"±5,386",53.90%,±1.3
"('Renter-occupied',)","St. Louis city, Missouri","78,423",housing_tenure,"±3,836",56.40%,±2.1
"('Renter-occupied',)","St. Paul city, Minnesota","56,567",housing_tenure,"±2,429",50.10%,±1.6
"('Renter-occupied',)","Stockton city, California","51,663",housing_tenure,"±2,471",53.90%,±2.2
"('Renter-occupied',)","Tampa city, Florida","79,904",housing_tenure,"±3,383",52.90%,±1.9
"('Renter-occupied',)","Tucson city, Arizona","102,511",housing_tenure,"±3,779",49.50%,±1.5
"('Renter-occupied',)","Tulsa city, Oklahoma","83,999",housing_tenure,"±2,568",50.70%,±1.3
"('Renter-occupied',)","Virginia Beach city, Virginia","63,465",housing_tenure,"±3,324",37.80%,±1.8
"('Renter-occupied',)","Washington city, District of Columbia","170,865",housing_tenure,"±4,218",60.80%,±1.2
"('Renter-occupied',)","Wichita city, Kansas","61,642",housing_tenure,"±2,779",40.60%,±1.6
"('Average household size of owner-occupied unit',)","Albuquerque city, New Mexico",2.6,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Anaheim city, California",3.54,housing_tenure,±0.16,(X),(X)
"('Average household size of owner-occupied unit',)","Anchorage municipality, Alaska",2.87,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Arlington city, Texas",2.99,housing_tenure,±0.11,(X),(X)
"('Average household size of owner-occupied unit',)","Atlanta city, Georgia",2.41,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Aurora city, Colorado",2.76,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Austin city, Texas",2.7,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Bakersfield city, California",3.25,housing_tenure,±0.12,(X),(X)
"('Average household size of owner-occupied unit',)","Baltimore city, Maryland",2.55,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Boston city, Massachusetts",2.42,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Charlotte city, North Carolina",2.69,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Chicago city, Illinois",2.79,housing_tenure,±0.03,(X),(X)
"('Average household size of owner-occupied unit',)","Cincinnati city, Ohio",2.25,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Cleveland city, Ohio",2.33,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Colorado Springs city, Colorado",2.57,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Columbus city, Ohio",2.46,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Corpus Christi city, Texas",2.8,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Dallas city, Texas",2.81,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Denver city, Colorado",2.46,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Detroit city, Michigan",2.65,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Durham city, North Carolina",2.5,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","El Paso city, Texas",3.1,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Fort Worth city, Texas",3.06,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Fresno city, California",3.17,housing_tenure,±0.11,(X),(X)
"('Average household size of owner-occupied unit',)","Greensboro city, North Carolina",2.5,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Henderson city, Nevada",2.62,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Houston city, Texas",2.81,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Indianapolis city (balance), Indiana",2.62,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Irvine city, California",2.83,housing_tenure,±0.13,(X),(X)
"('Average household size of owner-occupied unit',)","Jacksonville city, Florida",2.63,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Jersey City city, New Jersey",2.91,housing_tenure,±0.15,(X),(X)
"('Average household size of owner-occupied unit',)","Kansas City city, Missouri",2.62,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Las Vegas city, Nevada",2.84,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Lincoln city, Nebraska",2.52,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Long Beach city, California",2.94,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Los Angeles city, California",3.08,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Memphis city, Tennessee",2.45,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Mesa city, Arizona",2.74,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Miami city, Florida",2.73,housing_tenure,±0.13,(X),(X)
"('Average household size of owner-occupied unit',)","Milwaukee city, Wisconsin",2.64,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Minneapolis city, Minnesota",2.43,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","New Orleans city, Louisiana",2.65,housing_tenure,±0.08,(X),(X)
