Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('3 rooms',)","Dallas city, Texas","110,160","±5,548",20.40%,±0.9
"('3 rooms',)","Denver city, Colorado","52,747","±3,462",17.60%,±1.2
"('3 rooms',)","Detroit city, Michigan","33,239","±2,311",9.00%,±0.6
"('3 rooms',)","Durham city, North Carolina","13,621","±1,925",11.90%,±1.7
"('3 rooms',)","El Paso city, Texas","24,481","±2,637",10.00%,±1.1
"('3 rooms',)","Fort Worth city, Texas","34,683","±2,905",11.20%,±0.9
"('3 rooms',)","Fresno city, California","17,167","±2,052",9.60%,±1.1
"('3 rooms',)","Greensboro city, North Carolina","15,068","±2,178",11.80%,±1.7
"('3 rooms',)","Henderson city, Nevada","10,648","±1,777",8.90%,±1.4
"('3 rooms',)","Houston city, Texas","184,561","±7,562",19.80%,±0.8
"('3 rooms',)","Indianapolis city (balance), Indiana","39,403","±3,462",10.30%,±0.9
"('3 rooms',)","Irvine city, California","18,572","±2,514",19.60%,±2.6
"('3 rooms',)","Jacksonville city, Florida","30,234","±2,999",8.10%,±0.8
"('3 rooms',)","Jersey City city, New Jersey","26,478","±2,184",23.90%,±1.8
"('3 rooms',)","Kansas City city, Missouri","23,796","±2,198",10.50%,±0.9
"('3 rooms',)","Las Vegas city, Nevada","28,134","±2,828",11.40%,±1.1
"('3 rooms',)","Lincoln city, Nebraska","13,316","±1,536",11.70%,±1.4
"('3 rooms',)","Long Beach city, California","35,849","±2,386",21.00%,±1.2
"('3 rooms',)","Los Angeles city, California","288,482","±7,221",20.10%,±0.5
"('3 rooms',)","Memphis city, Tennessee","29,502","±2,802",9.80%,±1.0
"('3 rooms',)","Mesa city, Arizona","25,648","±2,320",12.70%,±1.1
"('3 rooms',)","Miami city, Florida","56,465","±3,489",29.50%,±1.7
"('3 rooms',)","Milwaukee city, Wisconsin","30,588","±2,266",11.80%,±0.9
"('3 rooms',)","Minneapolis city, Minnesota","29,685","±2,509",16.30%,±1.3
"('3 rooms',)","New Orleans city, Louisiana","21,746","±1,953",11.30%,±1.0
"('3 rooms',)","New York city, New York","866,811","±13,182",25.20%,±0.4
"('3 rooms',)","Newark city, New Jersey","18,786","±1,725",17.60%,±1.5
"('3 rooms',)","Oakland city, California","28,603","±2,642",17.00%,±1.4
"('3 rooms',)","Oklahoma City city, Oklahoma","28,327","±2,510",10.60%,±0.9
"('3 rooms',)","Omaha city, Nebraska","21,023","±2,031",11.10%,±1.1
"('3 rooms',)","Orlando city, Florida","17,707","±2,208",13.90%,±1.7
"('3 rooms',)","Philadelphia city, Pennsylvania","80,714","±3,829",12.00%,±0.6
"('3 rooms',)","Phoenix city, Arizona","85,657","±4,128",14.20%,±0.6
"('3 rooms',)","Pittsburgh city, Pennsylvania","18,229","±1,849",11.90%,±1.1
"('3 rooms',)","Plano city, Texas","11,440","±1,811",10.50%,±1.6
"('3 rooms',)","Portland city, Oregon","31,997","±2,758",11.80%,±1.0
"('3 rooms',)","Raleigh city, North Carolina","24,095","±2,771",12.50%,±1.4
"('3 rooms',)","Riverside city, California","10,194","±1,594",10.50%,±1.5
"('3 rooms',)","Sacramento city, California","26,891","±2,824",13.90%,±1.3
"('3 rooms',)","San Antonio city, Texas","66,038","±3,512",12.30%,±0.6
"('3 rooms',)","San Diego city, California","81,842","±4,855",15.40%,±0.9
"('3 rooms',)","San Francisco city, California","74,427","±3,728",19.30%,±1.0
"('3 rooms',)","San Jose city, California","41,009","±2,509",12.70%,±0.8
"('3 rooms',)","Santa Ana city, California","15,182","±2,006",19.00%,±2.3
"('3 rooms',)","Seattle city, Washington","57,344","±4,015",17.70%,±1.2
"('3 rooms',)","St. Louis city, Missouri","30,696","±2,054",17.50%,±1.2
"('3 rooms',)","St. Paul city, Minnesota","20,112","±2,137",17.10%,±1.8
"('3 rooms',)","Stockton city, California","9,419","±1,390",9.10%,±1.4
"('3 rooms',)","Tampa city, Florida","21,369","±2,256",13.20%,±1.3
"('3 rooms',)","Tucson city, Arizona","33,291","±2,655",14.30%,±1.1
"('3 rooms',)","Tulsa city, Oklahoma","24,048","±1,367",12.80%,±0.7
"('3 rooms',)","Virginia Beach city, Virginia","10,423","±1,796",5.70%,±1.0
"('3 rooms',)","Washington city, District of Columbia","67,345","±3,880",22.00%,±1.3
"('3 rooms',)","Wichita city, Kansas","19,109","±2,082",11.30%,±1.2
"('4 rooms',)","Albuquerque city, New Mexico","42,943","±3,164",17.90%,±1.3
"('4 rooms',)","Anaheim city, California","25,043","±2,386",24.20%,±2.2
"('4 rooms',)","Anchorage municipality, Alaska","20,407","±2,311",17.90%,±2.0
"('4 rooms',)","Arlington city, Texas","24,700","±2,599",16.60%,±1.6
"('4 rooms',)","Atlanta city, Georgia","45,084","±3,330",19.10%,±1.3
"('4 rooms',)","Aurora city, Colorado","26,881","±2,141",20.10%,±1.6
"('4 rooms',)","Austin city, Texas","80,528","±4,246",20.50%,±1.1
"('4 rooms',)","Bakersfield city, California","19,789","±2,340",16.20%,±1.9
"('4 rooms',)","Baltimore city, Maryland","46,460","±2,980",15.60%,±1.0
"('4 rooms',)","Boston city, Massachusetts","62,380","±3,825",22.70%,±1.4
"('4 rooms',)","Charlotte city, North Carolina","59,494","±3,020",17.80%,±0.9
"('4 rooms',)","Chicago city, Illinois","236,027","±7,708",19.80%,±0.6
"('4 rooms',)","Cincinnati city, Ohio","35,637","±2,905",21.80%,±1.6
"('4 rooms',)","Cleveland city, Ohio","29,917","±2,529",14.30%,±1.2
"('4 rooms',)","Colorado Springs city, Colorado","27,733","±2,461",14.80%,±1.3
"('4 rooms',)","Columbus city, Ohio","78,517","±4,564",20.60%,±1.2
"('4 rooms',)","Corpus Christi city, Texas","24,785","±2,337",19.20%,±1.8
"('4 rooms',)","Dallas city, Texas","102,767","±5,709",19.00%,±1.1
"('4 rooms',)","Denver city, Colorado","56,391","±3,607",18.90%,±1.2
"('4 rooms',)","Detroit city, Michigan","43,066","±2,772",11.70%,±0.7
"('4 rooms',)","Durham city, North Carolina","24,423","±2,765",21.40%,±2.4
"('4 rooms',)","El Paso city, Texas","42,052","±3,494",17.20%,±1.4
"('4 rooms',)","Fort Worth city, Texas","54,788","±3,337",17.70%,±1.1
"('4 rooms',)","Fresno city, California","40,836","±3,100",22.90%,±1.7
"('4 rooms',)","Greensboro city, North Carolina","25,656","±2,262",20.10%,±1.7
"('4 rooms',)","Henderson city, Nevada","18,654","±2,020",15.60%,±1.5
"('4 rooms',)","Houston city, Texas","200,009","±8,022",21.50%,±0.8
"('4 rooms',)","Indianapolis city (balance), Indiana","59,640","±3,956",15.60%,±1.0
"('4 rooms',)","Irvine city, California","19,707","±2,246",20.70%,±2.2
"('4 rooms',)","Jacksonville city, Florida","68,813","±4,644",18.50%,±1.3
"('4 rooms',)","Jersey City city, New Jersey","28,989","±2,109",26.10%,±1.9
"('4 rooms',)","Kansas City city, Missouri","32,381","±2,527",14.30%,±1.1
"('4 rooms',)","Las Vegas city, Nevada","49,064","±3,127",19.90%,±1.2
"('4 rooms',)","Lincoln city, Nebraska","19,130","±1,949",16.80%,±1.7
"('4 rooms',)","Long Beach city, California","42,014","±2,405",24.60%,±1.3
"('4 rooms',)","Los Angeles city, California","308,964","±6,475",21.60%,±0.5
"('4 rooms',)","Memphis city, Tennessee","61,862","±3,477",20.60%,±1.1
"('4 rooms',)","Mesa city, Arizona","39,463","±2,655",19.50%,±1.2
"('4 rooms',)","Miami city, Florida","40,328","±2,991",21.00%,±1.4
"('4 rooms',)","Milwaukee city, Wisconsin","57,496","±3,179",22.20%,±1.2
"('4 rooms',)","Minneapolis city, Minnesota","26,265","±2,636",14.40%,±1.4
"('4 rooms',)","New Orleans city, Louisiana","41,365","±2,454",21.50%,±1.3
"('4 rooms',)","New York city, New York","913,110","±12,273",26.60%,±0.4
"('4 rooms',)","Newark city, New Jersey","25,058","±2,219",23.50%,±2.0
"('4 rooms',)","Oakland city, California","34,687","±2,556",20.70%,±1.6
"('4 rooms',)","Oklahoma City city, Oklahoma","46,114","±3,278",17.30%,±1.2
"('4 rooms',)","Omaha city, Nebraska","26,401","±2,268",13.90%,±1.2
"('4 rooms',)","Orlando city, Florida","32,394","±3,022",25.40%,±2.1
"('4 rooms',)","Philadelphia city, Pennsylvania","97,319","±4,785",14.50%,±0.7
"('4 rooms',)","Phoenix city, Arizona","115,525","±4,582",19.10%,±0.7
"('4 rooms',)","Pittsburgh city, Pennsylvania","23,893","±2,116",15.60%,±1.3
"('4 rooms',)","Plano city, Texas","13,689","±1,904",12.60%,±1.6
"('4 rooms',)","Portland city, Oregon","49,408","±3,172",18.30%,±1.1
"('4 rooms',)","Raleigh city, North Carolina","38,838","±3,014",20.20%,±1.5
"('4 rooms',)","Riverside city, California","20,884","±2,351",21.50%,±2.4
"('4 rooms',)","Sacramento city, California","35,801","±2,988",18.50%,±1.5
"('4 rooms',)","San Antonio city, Texas","97,498","±5,005",18.20%,±0.9
"('4 rooms',)","San Diego city, California","119,583","±5,233",22.50%,±0.9
"('4 rooms',)","San Francisco city, California","73,186","±3,971",18.90%,±1.0
"('4 rooms',)","San Jose city, California","56,326","±3,432",17.40%,±1.0
"('4 rooms',)","Santa Ana city, California","20,335","±1,869",25.40%,±2.3
"('4 rooms',)","Seattle city, Washington","59,049","±4,056",18.20%,±1.2
"('4 rooms',)","St. Louis city, Missouri","37,192","±3,093",21.20%,±1.7
"('4 rooms',)","St. Paul city, Minnesota","17,129","±1,956",14.60%,±1.6
"('4 rooms',)","Stockton city, California","22,080","±1,711",21.30%,±1.6
"('4 rooms',)","Tampa city, Florida","33,744","±2,854",20.90%,±1.7
"('4 rooms',)","Tucson city, Arizona","51,548","±3,176",22.20%,±1.3
"('4 rooms',)","Tulsa city, Oklahoma","32,146","±1,780",17.10%,±0.9
"('4 rooms',)","Virginia Beach city, Virginia","24,608","±2,475",13.50%,±1.3
"('4 rooms',)","Washington city, District of Columbia","59,154","±3,307",19.30%,±1.1
"('4 rooms',)","Wichita city, Kansas","26,148","±2,668",15.40%,±1.5
"('5 rooms',)","Albuquerque city, New Mexico","52,733","±3,622",21.90%,±1.5
"('5 rooms',)","Anaheim city, California","17,932","±1,980",17.40%,±2.0
"('5 rooms',)","Anchorage municipality, Alaska","25,793","±2,373",22.60%,±2.1
"('5 rooms',)","Arlington city, Texas","30,841","±2,442",20.70%,±1.7
"('5 rooms',)","Atlanta city, Georgia","46,981","±3,394",19.90%,±1.5
"('5 rooms',)","Aurora city, Colorado","20,003","±1,848",15.00%,±1.4
"('5 rooms',)","Austin city, Texas","69,144","±4,068",17.60%,±1.0
"('5 rooms',)","Bakersfield city, California","33,561","±2,687",27.40%,±2.2
"('5 rooms',)","Baltimore city, Maryland","49,819","±3,035",16.80%,±1.0
"('5 rooms',)","Boston city, Massachusetts","54,411","±3,035",19.80%,±1.1
"('5 rooms',)","Charlotte city, North Carolina","64,669","±3,273",19.30%,±1.0
"('5 rooms',)","Chicago city, Illinois","261,587","±7,769",21.90%,±0.6
"('5 rooms',)","Cincinnati city, Ohio","28,969","±2,675",17.80%,±1.6
"('5 rooms',)","Cleveland city, Ohio","55,047","±2,814",26.20%,±1.2
"('5 rooms',)","Colorado Springs city, Colorado","22,756","±2,499",12.20%,±1.3
"('5 rooms',)","Columbus city, Ohio","80,135","±4,420",21.00%,±1.1
"('5 rooms',)","Corpus Christi city, Texas","34,840","±3,031",27.00%,±2.3
"('5 rooms',)","Dallas city, Texas","94,873","±5,232",17.60%,±0.9
"('5 rooms',)","Denver city, Colorado","43,727","±2,758",14.60%,±0.9
"('5 rooms',)","Detroit city, Michigan","87,978","±3,985",23.90%,±1.0
"('5 rooms',)","Durham city, North Carolina","24,582","±2,370",21.50%,±2.1
"('5 rooms',)","El Paso city, Texas","58,032","±3,439",23.70%,±1.4
"('5 rooms',)","Fort Worth city, Texas","71,754","±3,971",23.20%,±1.2
"('5 rooms',)","Fresno city, California","44,203","±3,106",24.80%,±1.7
"('5 rooms',)","Greensboro city, North Carolina","26,840","±2,741",21.10%,±2.0
"('5 rooms',)","Henderson city, Nevada","27,509","±2,319",23.00%,±2.0
"('5 rooms',)","Houston city, Texas","178,701","±6,251",19.20%,±0.7
"('5 rooms',)","Indianapolis city (balance), Indiana","85,023","±4,688",22.20%,±1.2
"('5 rooms',)","Irvine city, California","16,283","±2,617",17.10%,±2.7
"('5 rooms',)","Jacksonville city, Florida","88,805","±5,036",23.90%,±1.4
"('5 rooms',)","Jersey City city, New Jersey","23,587","±2,605",21.30%,±2.3
"('5 rooms',)","Kansas City city, Missouri","48,459","±3,069",21.40%,±1.3
"('5 rooms',)","Las Vegas city, Nevada","53,958","±2,948",21.80%,±1.1
"('5 rooms',)","Lincoln city, Nebraska","18,024","±1,943",15.80%,±1.7
"('5 rooms',)","Long Beach city, California","29,269","±2,505",17.10%,±1.4
"('5 rooms',)","Los Angeles city, California","229,977","±6,110",16.00%,±0.4
"('5 rooms',)","Memphis city, Tennessee","66,972","±3,616",22.30%,±1.2
"('5 rooms',)","Mesa city, Arizona","39,755","±3,238",19.60%,±1.6
"('5 rooms',)","Miami city, Florida","37,987","±3,099",19.80%,±1.6
"('5 rooms',)","Milwaukee city, Wisconsin","76,430","±2,887",29.50%,±1.1
"('5 rooms',)","Minneapolis city, Minnesota","30,341","±2,281",16.60%,±1.2
"('5 rooms',)","New Orleans city, Louisiana","39,384","±2,039",20.50%,±1.1
"('5 rooms',)","New York city, New York","600,292","±9,934",17.50%,±0.3
"('5 rooms',)","Newark city, New Jersey","28,321","±1,653",26.60%,±1.5
"('5 rooms',)","Oakland city, California","32,100","±2,402",19.10%,±1.4
"('5 rooms',)","Oklahoma City city, Oklahoma","63,262","±2,984",23.70%,±1.1
"('5 rooms',)","Omaha city, Nebraska","31,254","±2,418",16.50%,±1.3
"('5 rooms',)","Orlando city, Florida","33,040","±2,929",25.90%,±2.1
"('5 rooms',)","Philadelphia city, Pennsylvania","101,142","±4,311",15.10%,±0.6
"('5 rooms',)","Phoenix city, Arizona","129,457","±5,643",21.50%,±1.0
"('5 rooms',)","Pittsburgh city, Pennsylvania","28,975","±2,338",18.90%,±1.4
"('5 rooms',)","Plano city, Texas","10,631","±1,811",9.80%,±1.7
"('5 rooms',)","Portland city, Oregon","42,202","±3,107",15.60%,±1.1
"('5 rooms',)","Raleigh city, North Carolina","33,182","±3,569",17.20%,±1.8
"('5 rooms',)","Riverside city, California","20,794","±1,987",21.40%,±2.0
"('5 rooms',)","Sacramento city, California","42,908","±2,791",22.20%,±1.5
"('5 rooms',)","San Antonio city, Texas","116,865","±4,858",21.80%,±0.9
"('5 rooms',)","San Diego city, California","107,409","±4,940",20.20%,±0.9
"('5 rooms',)","San Francisco city, California","63,934","±3,518",16.50%,±0.9
"('5 rooms',)","San Jose city, California","61,360","±3,554",19.00%,±1.1
"('5 rooms',)","Santa Ana city, California","16,234","±1,287",20.30%,±1.6
"('5 rooms',)","Seattle city, Washington","40,199","±2,608",12.40%,±0.8
"('5 rooms',)","St. Louis city, Missouri","38,064","±2,358",21.70%,±1.3
"('5 rooms',)","St. Paul city, Minnesota","19,483","±1,579",16.60%,±1.3
"('5 rooms',)","Stockton city, California","23,804","±1,955",23.00%,±1.9
"('5 rooms',)","Tampa city, Florida","33,627","±2,862",20.80%,±1.7
"('5 rooms',)","Tucson city, Arizona","50,740","±2,770",21.90%,±1.2
"('5 rooms',)","Tulsa city, Oklahoma","39,866","±2,164",21.20%,±1.1
"('5 rooms',)","Virginia Beach city, Virginia","31,771","±3,234",17.40%,±1.8
"('5 rooms',)","Washington city, District of Columbia","39,143","±3,146",12.80%,±1.0
"('5 rooms',)","Wichita city, Kansas","33,539","±2,573",19.80%,±1.5
"('6 rooms',)","Albuquerque city, New Mexico","45,065","±2,898",18.70%,±1.2
"('6 rooms',)","Anaheim city, California","17,588","±2,159",17.00%,±2.0
"('6 rooms',)","Anchorage municipality, Alaska","17,307","±1,788",15.10%,±1.6
"('6 rooms',)","Arlington city, Texas","23,271","±2,107",15.60%,±1.4
"('6 rooms',)","Atlanta city, Georgia","33,199","±2,619",14.10%,±1.1
"('6 rooms',)","Aurora city, Colorado","18,471","±1,832",13.80%,±1.4
"('6 rooms',)","Austin city, Texas","50,928","±3,003",13.00%,±0.8
"('6 rooms',)","Bakersfield city, California","25,950","±2,857",21.20%,±2.2
"('6 rooms',)","Baltimore city, Maryland","77,601","±3,355",26.10%,±1.1
"('6 rooms',)","Boston city, Massachusetts","34,579","±2,913",12.60%,±1.0
"('6 rooms',)","Charlotte city, North Carolina","49,983","±3,111",14.90%,±0.9
"('6 rooms',)","Chicago city, Illinois","202,485","±5,876",17.00%,±0.5
"('6 rooms',)","Cincinnati city, Ohio","21,678","±2,110",13.30%,±1.3
"('6 rooms',)","Cleveland city, Ohio","42,844","±2,279",20.40%,±1.1
"('6 rooms',)","Colorado Springs city, Colorado","24,624","±2,358",13.20%,±1.2
"('6 rooms',)","Columbus city, Ohio","69,835","±3,997",18.30%,±1.0
"('6 rooms',)","Corpus Christi city, Texas","24,420","±2,523",18.90%,±1.9
"('6 rooms',)","Dallas city, Texas","76,900","±4,164",14.20%,±0.8
"('6 rooms',)","Denver city, Colorado","34,186","±2,684",11.40%,±0.9
"('6 rooms',)","Detroit city, Michigan","100,348","±3,237",27.30%,±0.9
"('6 rooms',)","Durham city, North Carolina","18,702","±2,500",16.40%,±2.2
"('6 rooms',)","El Paso city, Texas","47,271","±3,539",19.30%,±1.4
"('6 rooms',)","Fort Worth city, Texas","55,889","±3,915",18.10%,±1.2
"('6 rooms',)","Fresno city, California","32,930","±2,891",18.40%,±1.6
"('6 rooms',)","Greensboro city, North Carolina","23,569","±2,164",18.50%,±1.8
"('6 rooms',)","Henderson city, Nevada","26,242","±2,590",22.00%,±2.0
"('6 rooms',)","Houston city, Texas","143,150","±5,549",15.40%,±0.6
"('6 rooms',)","Indianapolis city (balance), Indiana","79,937","±3,974",20.90%,±1.0
"('6 rooms',)","Irvine city, California","10,858","±1,896",11.40%,±2.0
"('6 rooms',)","Jacksonville city, Florida","64,533","±3,458",17.40%,±0.9
"('6 rooms',)","Jersey City city, New Jersey","9,880","±1,476",8.90%,±1.4
"('6 rooms',)","Kansas City city, Missouri","44,402","±2,867",19.60%,±1.3
"('6 rooms',)","Las Vegas city, Nevada","40,100","±3,226",16.20%,±1.2
"('6 rooms',)","Lincoln city, Nebraska","15,687","±1,463",13.80%,±1.3
"('6 rooms',)","Long Beach city, California","20,652","±2,141",12.10%,±1.3
"('6 rooms',)","Los Angeles city, California","162,156","±4,411",11.30%,±0.3
"('6 rooms',)","Memphis city, Tennessee","62,822","±3,675",20.90%,±1.2
"('6 rooms',)","Mesa city, Arizona","35,013","±2,751",17.30%,±1.2
"('6 rooms',)","Miami city, Florida","13,854","±1,622",7.20%,±0.8
"('6 rooms',)","Milwaukee city, Wisconsin","42,484","±2,547",16.40%,±1.0
"('6 rooms',)","Minneapolis city, Minnesota","28,321","±2,241",15.50%,±1.2
"('6 rooms',)","New Orleans city, Louisiana","30,150","±1,725",15.70%,±0.9
"('6 rooms',)","New York city, New York","316,661","±8,282",9.20%,±0.2
"('6 rooms',)","Newark city, New Jersey","15,735","±2,025",14.80%,±1.9
"('6 rooms',)","Oakland city, California","19,652","±1,894",11.70%,±1.1
"('6 rooms',)","Oklahoma City city, Oklahoma","53,401","±2,731",20.00%,±1.0
"('6 rooms',)","Omaha city, Nebraska","31,924","±2,285",16.80%,±1.2
"('6 rooms',)","Orlando city, Florida","14,449","±1,936",11.30%,±1.5
"('6 rooms',)","Philadelphia city, Pennsylvania","172,844","±5,907",25.80%,±0.9
"('6 rooms',)","Phoenix city, Arizona","101,122","±4,750",16.80%,±0.8
"('6 rooms',)","Pittsburgh city, Pennsylvania","30,240","±2,085",19.80%,±1.4
"('6 rooms',)","Plano city, Texas","13,607","±1,730",12.50%,±1.6
"('6 rooms',)","Portland city, Oregon","44,678","±2,782",16.50%,±1.0
"('6 rooms',)","Raleigh city, North Carolina","26,035","±2,403",13.50%,±1.3
"('6 rooms',)","Riverside city, California","18,968","±2,022",19.50%,±1.9
"('6 rooms',)","Sacramento city, California","33,865","±2,789",17.50%,±1.4
"('6 rooms',)","San Antonio city, Texas","100,818","±4,992",18.80%,±0.9
"('6 rooms',)","San Diego city, California","74,431","±3,825",14.00%,±0.7
"('6 rooms',)","San Francisco city, California","44,026","±3,272",11.40%,±0.8
"('6 rooms',)","San Jose city, California","57,439","±2,812",17.80%,±0.9
"('6 rooms',)","Santa Ana city, California","11,941","±1,294",14.90%,±1.6
"('6 rooms',)","Seattle city, Washington","32,550","±2,750",10.00%,±0.8
"('6 rooms',)","St. Louis city, Missouri","23,787","±2,268",13.60%,±1.3
"('6 rooms',)","St. Paul city, Minnesota","16,843","±1,549",14.30%,±1.3
"('6 rooms',)","Stockton city, California","19,888","±2,237",19.20%,±2.1
"('6 rooms',)","Tampa city, Florida","27,072","±2,327",16.80%,±1.5
"('6 rooms',)","Tucson city, Arizona","38,796","±2,958",16.70%,±1.3
"('6 rooms',)","Tulsa city, Oklahoma","34,856","±1,779",18.50%,±0.9
"('6 rooms',)","Virginia Beach city, Virginia","34,631","±2,520",19.00%,±1.4
"('6 rooms',)","Washington city, District of Columbia","29,138","±2,088",9.50%,±0.7
"('6 rooms',)","Wichita city, Kansas","26,797","±2,203",15.80%,±1.3
"('7 rooms',)","Albuquerque city, New Mexico","27,580","±2,271",11.50%,±0.9
"('7 rooms',)","Anaheim city, California","11,213","±1,452",10.90%,±1.4
"('7 rooms',)","Anchorage municipality, Alaska","11,855","±1,738",10.40%,±1.5
"('7 rooms',)","Arlington city, Texas","18,068","±2,236",12.10%,±1.5
"('7 rooms',)","Atlanta city, Georgia","20,266","±2,152",8.60%,±0.9
"('7 rooms',)","Aurora city, Colorado","17,563","±1,517",13.20%,±1.1
"('7 rooms',)","Austin city, Texas","36,296","±3,035",9.30%,±0.8
"('7 rooms',)","Bakersfield city, California","14,572","±1,936",11.90%,±1.5
"('7 rooms',)","Baltimore city, Maryland","36,620","±2,741",12.30%,±0.9
"('7 rooms',)","Boston city, Massachusetts","16,388","±1,906",6.00%,±0.7
"('7 rooms',)","Charlotte city, North Carolina","39,171","±2,585",11.70%,±0.8
"('7 rooms',)","Chicago city, Illinois","86,888","±3,343",7.30%,±0.3
"('7 rooms',)","Cincinnati city, Ohio","14,400","±1,698",8.80%,±1.0
"('7 rooms',)","Cleveland city, Ohio","25,045","±2,339",11.90%,±1.1
"('7 rooms',)","Colorado Springs city, Colorado","22,484","±2,345",12.00%,±1.3
"('7 rooms',)","Columbus city, Ohio","40,427","±2,645",10.60%,±0.7
"('7 rooms',)","Corpus Christi city, Texas","12,374","±1,457",9.60%,±1.1
"('7 rooms',)","Dallas city, Texas","43,783","±2,653",8.10%,±0.5
"('7 rooms',)","Denver city, Colorado","24,667","±2,172",8.30%,±0.7
"('7 rooms',)","Detroit city, Michigan","43,933","±2,858",11.90%,±0.8
"('7 rooms',)","Durham city, North Carolina","9,572","±1,677",8.40%,±1.4
"('7 rooms',)","El Paso city, Texas","29,426","±3,100",12.00%,±1.3
"('7 rooms',)","Fort Worth city, Texas","30,246","±3,130",9.80%,±1.0
"('7 rooms',)","Fresno city, California","16,735","±1,619",9.40%,±0.9
"('7 rooms',)","Greensboro city, North Carolina","12,553","±1,560",9.90%,±1.2
"('7 rooms',)","Henderson city, Nevada","14,936","±1,810",12.50%,±1.5
"('7 rooms',)","Houston city, Texas","73,617","±3,632",7.90%,±0.4
"('7 rooms',)","Indianapolis city (balance), Indiana","43,451","±3,423",11.40%,±0.9
"('7 rooms',)","Irvine city, California","8,631","±1,702",9.10%,±1.8
"('7 rooms',)","Jacksonville city, Florida","46,002","±3,297",12.40%,±0.9
"('7 rooms',)","Jersey City city, New Jersey","3,634",±732,3.30%,±0.7
"('7 rooms',)","Kansas City city, Missouri","27,923","±2,399",12.30%,±1.0
"('7 rooms',)","Las Vegas city, Nevada","26,254","±2,330",10.60%,±1.0
"('7 rooms',)","Lincoln city, Nebraska","13,737","±1,537",12.00%,±1.3
"('7 rooms',)","Long Beach city, California","12,302","±1,235",7.20%,±0.7
"('7 rooms',)","Los Angeles city, California","93,686","±3,592",6.50%,±0.2
"('7 rooms',)","Memphis city, Tennessee","33,457","±2,952",11.10%,±0.9
"('7 rooms',)","Mesa city, Arizona","23,348","±2,103",11.50%,±1.1
"('7 rooms',)","Miami city, Florida","8,378","±1,316",4.40%,±0.7
"('7 rooms',)","Milwaukee city, Wisconsin","20,360","±1,719",7.80%,±0.7
"('7 rooms',)","Minneapolis city, Minnesota","17,681","±1,884",9.70%,±1.0
"('7 rooms',)","New Orleans city, Louisiana","18,654","±1,655",9.70%,±0.9
"('7 rooms',)","New York city, New York","128,484","±4,491",3.70%,±0.1
"('7 rooms',)","Newark city, New Jersey","3,420",±728,3.20%,±0.7
"('7 rooms',)","Oakland city, California","13,292","±1,594",7.90%,±0.9
"('7 rooms',)","Oklahoma City city, Oklahoma","31,288","±2,370",11.70%,±0.9
"('7 rooms',)","Omaha city, Nebraska","24,069","±1,855",12.70%,±0.9
"('7 rooms',)","Orlando city, Florida","8,895","±1,550",7.00%,±1.3
"('7 rooms',)","Philadelphia city, Pennsylvania","84,893","±4,302",12.70%,±0.6
"('7 rooms',)","Phoenix city, Arizona","64,075","±4,425",10.60%,±0.7
"('7 rooms',)","Pittsburgh city, Pennsylvania","16,158","±1,703",10.60%,±1.1
"('7 rooms',)","Plano city, Texas","14,117","±1,736",13.00%,±1.5
"('7 rooms',)","Portland city, Oregon","26,800","±2,362",9.90%,±0.9
"('7 rooms',)","Raleigh city, North Carolina","21,208","±2,360",11.00%,±1.2
"('7 rooms',)","Riverside city, California","10,303","±1,687",10.60%,±1.7
"('7 rooms',)","Sacramento city, California","21,104","±1,865",10.90%,±1.0
"('7 rooms',)","San Antonio city, Texas","53,709","±3,373",10.00%,±0.6
"('7 rooms',)","San Diego city, California","49,597","±3,579",9.30%,±0.7
"('7 rooms',)","San Francisco city, California","22,556","±2,022",5.80%,±0.5
"('7 rooms',)","San Jose city, California","42,864","±2,692",13.30%,±0.8
"('7 rooms',)","Santa Ana city, California","6,151","±1,167",7.70%,±1.4
"('7 rooms',)","Seattle city, Washington","27,487","±2,377",8.50%,±0.7
"('7 rooms',)","St. Louis city, Missouri","13,617","±1,889",7.80%,±1.1
"('7 rooms',)","St. Paul city, Minnesota","13,052","±1,554",11.10%,±1.3
"('7 rooms',)","Stockton city, California","14,147","±1,959",13.60%,±1.8
"('7 rooms',)","Tampa city, Florida","13,552","±1,619",8.40%,±1.0
"('7 rooms',)","Tucson city, Arizona","20,131","±2,035",8.70%,±0.9
"('7 rooms',)","Tulsa city, Oklahoma","19,987","±1,249",10.60%,±0.7
"('7 rooms',)","Virginia Beach city, Virginia","26,065","±2,407",14.30%,±1.3
"('7 rooms',)","Washington city, District of Columbia","21,043","±1,993",6.90%,±0.7
"('7 rooms',)","Wichita city, Kansas","19,600","±2,003",11.60%,±1.2
"('8 rooms',)","Albuquerque city, New Mexico","17,746","±1,790",7.40%,±0.7
"('8 rooms',)","Anaheim city, California","6,921","±1,205",6.70%,±1.2
"('8 rooms',)","Anchorage municipality, Alaska","8,171","±1,548",7.10%,±1.4
"('8 rooms',)","Arlington city, Texas","10,001","±1,506",6.70%,±1.0
"('8 rooms',)","Atlanta city, Georgia","14,888","±1,797",6.30%,±0.8
"('8 rooms',)","Aurora city, Colorado","11,529","±1,377",8.60%,±1.0
"('8 rooms',)","Austin city, Texas","23,246","±2,835",5.90%,±0.7
"('8 rooms',)","Bakersfield city, California","8,367","±1,353",6.80%,±1.1
