Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 2010 to 2013',)","New York city, New York","64,143","±3,872",1.80%,±0.1
"('Built 2010 to 2013',)","Newark city, New Jersey","2,064",±673,1.80%,±0.6
"('Built 2010 to 2013',)","Oakland city, California","2,200",±811,1.30%,±0.5
"('Built 2010 to 2013',)","Oklahoma City city, Oklahoma","13,370","±1,691",5.00%,±0.6
"('Built 2010 to 2013',)","Omaha city, Nebraska","3,261",±813,1.60%,±0.4
"('Built 2010 to 2013',)","Orlando city, Florida","5,731","±1,048",4.50%,±0.8
"('Built 2010 to 2013',)","Philadelphia city, Pennsylvania","7,836","±1,428",1.10%,±0.2
"('Built 2010 to 2013',)","Phoenix city, Arizona","15,926","±2,104",2.60%,±0.3
"('Built 2010 to 2013',)","Pittsburgh city, Pennsylvania","1,967",±588,1.20%,±0.4
"('Built 2010 to 2013',)","Plano city, Texas","2,898",±834,2.60%,±0.7
"('Built 2010 to 2013',)","Portland city, Oregon","7,320","±1,263",2.60%,±0.4
"('Built 2010 to 2013',)","Raleigh city, North Carolina","10,427","±1,865",5.10%,±0.9
"('Built 2010 to 2013',)","Riverside city, California","2,737",±849,3.00%,±0.9
"('Built 2010 to 2013',)","Sacramento city, California","1,560",±519,0.80%,±0.3
"('Built 2010 to 2013',)","San Antonio city, Texas","17,628","±2,578",3.20%,±0.5
"('Built 2010 to 2013',)","San Diego city, California","9,318","±1,655",1.70%,±0.3
"('Built 2010 to 2013',)","San Francisco city, California","8,211","±1,531",2.10%,±0.4
"('Built 2010 to 2013',)","San Jose city, California","8,761","±1,313",2.60%,±0.4
"('Built 2010 to 2013',)","Santa Ana city, California",362,±251,0.50%,±0.3
"('Built 2010 to 2013',)","Seattle city, Washington","13,084","±2,294",3.70%,±0.6
"('Built 2010 to 2013',)","St. Louis city, Missouri","1,671",±611,0.90%,±0.3
"('Built 2010 to 2013',)","St. Paul city, Minnesota","1,509",±804,1.30%,±0.7
"('Built 2010 to 2013',)","Stockton city, California","1,108",±659,1.10%,±0.7
"('Built 2010 to 2013',)","Tampa city, Florida","7,728","±1,555",4.40%,±0.9
"('Built 2010 to 2013',)","Tucson city, Arizona","2,504",±737,1.00%,±0.3
"('Built 2010 to 2013',)","Tulsa city, Oklahoma","3,286",±676,1.80%,±0.4
"('Built 2010 to 2013',)","Virginia Beach city, Virginia","4,886","±1,032",2.60%,±0.6
"('Built 2010 to 2013',)","Washington city, District of Columbia","11,579","±1,307",3.70%,±0.4
"('Built 2010 to 2013',)","Wichita city, Kansas","3,899",±970,2.30%,±0.6
"('Built 2000 to 2009',)","Albuquerque city, New Mexico","39,952","±2,650",16.30%,±1.1
"('Built 2000 to 2009',)","Anaheim city, California","5,872","±1,031",5.70%,±1.0
"('Built 2000 to 2009',)","Anchorage municipality, Alaska","14,186","±1,491",12.10%,±1.3
"('Built 2000 to 2009',)","Arlington city, Texas","20,483","±2,158",14.00%,±1.5
"('Built 2000 to 2009',)","Atlanta city, Georgia","60,091","±3,912",24.50%,±1.5
"('Built 2000 to 2009',)","Aurora city, Colorado","19,925","±1,665",14.90%,±1.2
"('Built 2000 to 2009',)","Austin city, Texas","69,070","±4,483",16.50%,±1.1
"('Built 2000 to 2009',)","Bakersfield city, California","30,753","±2,850",24.30%,±2.3
"('Built 2000 to 2009',)","Baltimore city, Maryland","9,123","±1,365",3.10%,±0.5
"('Built 2000 to 2009',)","Boston city, Massachusetts","20,917","±2,505",7.10%,±0.9
"('Built 2000 to 2009',)","Charlotte city, North Carolina","79,703","±3,885",22.20%,±1.1
"('Built 2000 to 2009',)","Chicago city, Illinois","88,588","±4,200",7.30%,±0.4
"('Built 2000 to 2009',)","Cincinnati city, Ohio","5,395","±1,132",3.30%,±0.7
"('Built 2000 to 2009',)","Cleveland city, Ohio","6,809","±1,127",3.20%,±0.5
"('Built 2000 to 2009',)","Colorado Springs city, Colorado","29,343","±2,726",15.40%,±1.4
"('Built 2000 to 2009',)","Columbus city, Ohio","44,657","±4,206",11.40%,±1.1
"('Built 2000 to 2009',)","Corpus Christi city, Texas","15,857","±2,083",12.00%,±1.6
"('Built 2000 to 2009',)","Dallas city, Texas","57,232","±3,630",10.00%,±0.6
"('Built 2000 to 2009',)","Denver city, Colorado","34,806","±2,884",10.90%,±0.9
"('Built 2000 to 2009',)","Detroit city, Michigan","9,059","±1,148",2.50%,±0.3
"('Built 2000 to 2009',)","Durham city, North Carolina","23,573","±2,361",19.80%,±1.9
"('Built 2000 to 2009',)","El Paso city, Texas","36,498","±3,694",14.40%,±1.5
"('Built 2000 to 2009',)","Fort Worth city, Texas","77,258","±4,361",23.40%,±1.2
"('Built 2000 to 2009',)","Fresno city, California","20,508","±2,112",11.40%,±1.2
"('Built 2000 to 2009',)","Greensboro city, North Carolina","19,011","±2,272",14.60%,±1.7
"('Built 2000 to 2009',)","Henderson city, Nevada","41,412","±2,340",31.20%,±1.9
"('Built 2000 to 2009',)","Houston city, Texas","121,304","±6,265",12.70%,±0.6
"('Built 2000 to 2009',)","Indianapolis city (balance), Indiana","34,334","±3,448",8.90%,±0.9
"('Built 2000 to 2009',)","Irvine city, California","25,552","±2,784",24.70%,±2.6
"('Built 2000 to 2009',)","Jacksonville city, Florida","69,432","±3,726",18.10%,±1.0
"('Built 2000 to 2009',)","Jersey City city, New Jersey","14,313","±1,860",12.50%,±1.5
"('Built 2000 to 2009',)","Kansas City city, Missouri","22,276","±1,942",9.40%,±0.8
"('Built 2000 to 2009',)","Las Vegas city, Nevada","57,474","±3,736",22.20%,±1.4
"('Built 2000 to 2009',)","Lincoln city, Nebraska","16,376","±1,460",13.70%,±1.2
"('Built 2000 to 2009',)","Long Beach city, California","4,162",±876,2.40%,±0.5
"('Built 2000 to 2009',)","Los Angeles city, California","85,085","±4,364",5.70%,±0.3
"('Built 2000 to 2009',)","Memphis city, Tennessee","20,569","±2,277",6.90%,±0.8
"('Built 2000 to 2009',)","Mesa city, Arizona","30,893","±2,529",14.80%,±1.1
"('Built 2000 to 2009',)","Miami city, Florida","36,866","±3,167",18.30%,±1.5
"('Built 2000 to 2009',)","Milwaukee city, Wisconsin","8,000","±1,221",3.10%,±0.5
"('Built 2000 to 2009',)","Minneapolis city, Minnesota","13,558","±1,858",7.20%,±1.0
"('Built 2000 to 2009',)","New Orleans city, Louisiana","12,493","±1,357",6.50%,±0.7
"('Built 2000 to 2009',)","New York city, New York","193,510","±6,934",5.50%,±0.2
"('Built 2000 to 2009',)","Newark city, New Jersey","13,419","±1,799",11.90%,±1.6
"('Built 2000 to 2009',)","Oakland city, California","8,444","±1,260",5.00%,±0.7
"('Built 2000 to 2009',)","Oklahoma City city, Oklahoma","34,093","±2,780",12.70%,±1.0
"('Built 2000 to 2009',)","Omaha city, Nebraska","13,072","±1,478",6.60%,±0.7
"('Built 2000 to 2009',)","Orlando city, Florida","23,716","±3,001",18.50%,±2.2
"('Built 2000 to 2009',)","Philadelphia city, Pennsylvania","18,849","±2,396",2.70%,±0.4
"('Built 2000 to 2009',)","Phoenix city, Arizona","100,298","±4,262",16.20%,±0.7
"('Built 2000 to 2009',)","Pittsburgh city, Pennsylvania","4,559",±884,2.90%,±0.6
"('Built 2000 to 2009',)","Plano city, Texas","15,270","±1,774",13.50%,±1.4
"('Built 2000 to 2009',)","Portland city, Oregon","30,334","±2,611",10.70%,±0.9
"('Built 2000 to 2009',)","Raleigh city, North Carolina","51,117","±3,659",25.10%,±1.7
"('Built 2000 to 2009',)","Riverside city, California","8,660","±1,258",9.50%,±1.3
"('Built 2000 to 2009',)","Sacramento city, California","28,189","±1,959",14.10%,±1.0
"('Built 2000 to 2009',)","San Antonio city, Texas","83,914","±4,583",15.20%,±0.8
"('Built 2000 to 2009',)","San Diego city, California","55,605","±4,175",10.20%,±0.7
"('Built 2000 to 2009',)","San Francisco city, California","24,853","±3,020",6.30%,±0.8
"('Built 2000 to 2009',)","San Jose city, California","30,456","±2,367",9.00%,±0.7
"('Built 2000 to 2009',)","Santa Ana city, California","3,122",±712,3.90%,±0.8
"('Built 2000 to 2009',)","Seattle city, Washington","41,077","±3,351",11.60%,±0.9
"('Built 2000 to 2009',)","St. Louis city, Missouri","8,472","±1,381",4.80%,±0.8
"('Built 2000 to 2009',)","St. Paul city, Minnesota","7,065","±1,342",6.00%,±1.1
"('Built 2000 to 2009',)","Stockton city, California","18,118","±2,128",18.00%,±2.1
"('Built 2000 to 2009',)","Tampa city, Florida","33,923","±2,759",19.30%,±1.5
"('Built 2000 to 2009',)","Tucson city, Arizona","31,957","±2,781",13.40%,±1.2
"('Built 2000 to 2009',)","Tulsa city, Oklahoma","12,216",±859,6.50%,±0.5
"('Built 2000 to 2009',)","Virginia Beach city, Virginia","22,116","±2,416",12.00%,±1.3
"('Built 2000 to 2009',)","Washington city, District of Columbia","24,951","±2,413",7.90%,±0.8
"('Built 2000 to 2009',)","Wichita city, Kansas","16,972","±2,017",9.80%,±1.2
"('Built 1990 to 1999',)","Albuquerque city, New Mexico","36,380","±2,693",14.90%,±1.1
"('Built 1990 to 1999',)","Anaheim city, California","7,899","±1,087",7.70%,±1.0
"('Built 1990 to 1999',)","Anchorage municipality, Alaska","12,925","±1,576",11.00%,±1.3
"('Built 1990 to 1999',)","Arlington city, Texas","26,488","±2,739",18.20%,±2.0
"('Built 1990 to 1999',)","Atlanta city, Georgia","23,120","±2,529",9.40%,±1.0
"('Built 1990 to 1999',)","Aurora city, Colorado","16,293","±1,518",12.10%,±1.1
"('Built 1990 to 1999',)","Austin city, Texas","65,827","±3,554",15.80%,±0.8
"('Built 1990 to 1999',)","Bakersfield city, California","20,498","±2,253",16.20%,±1.7
"('Built 1990 to 1999',)","Baltimore city, Maryland","10,706","±1,467",3.60%,±0.5
"('Built 1990 to 1999',)","Boston city, Massachusetts","13,498","±1,821",4.60%,±0.6
"('Built 1990 to 1999',)","Charlotte city, North Carolina","72,387","±3,442",20.10%,±0.9
"('Built 1990 to 1999',)","Chicago city, Illinois","60,704","±3,782",5.00%,±0.3
"('Built 1990 to 1999',)","Cincinnati city, Ohio","7,508","±1,393",4.60%,±0.8
"('Built 1990 to 1999',)","Cleveland city, Ohio","7,555","±1,061",3.60%,±0.5
"('Built 1990 to 1999',)","Colorado Springs city, Colorado","30,436","±2,260",16.00%,±1.2
"('Built 1990 to 1999',)","Columbus city, Ohio","57,520","±4,023",14.70%,±1.0
"('Built 1990 to 1999',)","Corpus Christi city, Texas","13,562","±1,709",10.30%,±1.3
"('Built 1990 to 1999',)","Dallas city, Texas","55,371","±3,945",9.70%,±0.7
"('Built 1990 to 1999',)","Denver city, Colorado","19,924","±2,208",6.20%,±0.7
"('Built 1990 to 1999',)","Detroit city, Michigan","11,075","±1,695",3.00%,±0.5
"('Built 1990 to 1999',)","Durham city, North Carolina","19,518","±2,233",16.40%,±1.9
"('Built 1990 to 1999',)","El Paso city, Texas","36,061","±2,749",14.30%,±1.1
"('Built 1990 to 1999',)","Fort Worth city, Texas","38,353","±3,122",11.60%,±0.9
"('Built 1990 to 1999',)","Fresno city, California","30,675","±2,975",17.00%,±1.6
"('Built 1990 to 1999',)","Greensboro city, North Carolina","25,491","±2,475",19.50%,±1.9
"('Built 1990 to 1999',)","Henderson city, Nevada","50,009","±3,789",37.70%,±2.2
"('Built 1990 to 1999',)","Houston city, Texas","91,920","±4,933",9.60%,±0.5
"('Built 1990 to 1999',)","Indianapolis city (balance), Indiana","49,593","±3,440",12.90%,±0.9
"('Built 1990 to 1999',)","Irvine city, California","15,212","±2,093",14.70%,±1.9
"('Built 1990 to 1999',)","Jacksonville city, Florida","56,602","±3,397",14.80%,±0.9
"('Built 1990 to 1999',)","Jersey City city, New Jersey","8,019","±1,177",7.00%,±1.0
"('Built 1990 to 1999',)","Kansas City city, Missouri","22,892","±2,675",9.70%,±1.1
"('Built 1990 to 1999',)","Las Vegas city, Nevada","82,694","±4,049",31.90%,±1.4
"('Built 1990 to 1999',)","Lincoln city, Nebraska","15,538","±1,754",13.00%,±1.5
"('Built 1990 to 1999',)","Long Beach city, California","6,480","±1,346",3.70%,±0.8
"('Built 1990 to 1999',)","Los Angeles city, California","88,809","±4,467",5.90%,±0.3
"('Built 1990 to 1999',)","Memphis city, Tennessee","23,677","±2,389",7.90%,±0.8
"('Built 1990 to 1999',)","Mesa city, Arizona","47,850","±3,307",23.00%,±1.6
"('Built 1990 to 1999',)","Miami city, Florida","17,571","±1,857",8.70%,±0.9
"('Built 1990 to 1999',)","Milwaukee city, Wisconsin","6,967","±1,123",2.70%,±0.4
"('Built 1990 to 1999',)","Minneapolis city, Minnesota","5,863","±1,090",3.10%,±0.6
"('Built 1990 to 1999',)","New Orleans city, Louisiana","6,326","±1,160",3.30%,±0.6
"('Built 1990 to 1999',)","New York city, New York","131,422","±6,221",3.80%,±0.2
"('Built 1990 to 1999',)","Newark city, New Jersey","14,199","±1,941",12.60%,±1.7
"('Built 1990 to 1999',)","Oakland city, California","8,269","±1,177",4.90%,±0.7
"('Built 1990 to 1999',)","Oklahoma City city, Oklahoma","25,330","±2,234",9.40%,±0.8
"('Built 1990 to 1999',)","Omaha city, Nebraska","25,702","±1,796",12.90%,±0.9
"('Built 1990 to 1999',)","Orlando city, Florida","21,674","±2,758",16.90%,±2.1
"('Built 1990 to 1999',)","Philadelphia city, Pennsylvania","21,152","±2,858",3.10%,±0.4
"('Built 1990 to 1999',)","Phoenix city, Arizona","93,644","±4,309",15.10%,±0.7
"('Built 1990 to 1999',)","Pittsburgh city, Pennsylvania","6,059",±959,3.80%,±0.6
"('Built 1990 to 1999',)","Plano city, Texas","36,601","±2,476",32.30%,±1.9
"('Built 1990 to 1999',)","Portland city, Oregon","25,406","±2,551",8.90%,±0.9
"('Built 1990 to 1999',)","Raleigh city, North Carolina","35,992","±3,104",17.60%,±1.5
"('Built 1990 to 1999',)","Riverside city, California","10,714","±1,663",11.70%,±1.7
"('Built 1990 to 1999',)","Sacramento city, California","19,958","±2,031",10.00%,±1.0
"('Built 1990 to 1999',)","San Antonio city, Texas","78,634","±4,183",14.20%,±0.7
"('Built 1990 to 1999',)","San Diego city, California","59,919","±3,593",11.00%,±0.6
"('Built 1990 to 1999',)","San Francisco city, California","15,331","±2,102",3.90%,±0.5
"('Built 1990 to 1999',)","San Jose city, California","33,728","±2,703",10.00%,±0.8
"('Built 1990 to 1999',)","Santa Ana city, California","3,448",±850,4.30%,±1.1
"('Built 1990 to 1999',)","Seattle city, Washington","29,480","±2,671",8.30%,±0.8
"('Built 1990 to 1999',)","St. Louis city, Missouri","5,067","±1,276",2.90%,±0.7
"('Built 1990 to 1999',)","St. Paul city, Minnesota","4,687","±1,179",4.00%,±1.0
"('Built 1990 to 1999',)","Stockton city, California","11,191","±1,592",11.10%,±1.5
"('Built 1990 to 1999',)","Tampa city, Florida","20,743","±2,009",11.80%,±1.1
"('Built 1990 to 1999',)","Tucson city, Arizona","30,679","±2,939",12.80%,±1.2
"('Built 1990 to 1999',)","Tulsa city, Oklahoma","19,816","±1,571",10.60%,±0.8
"('Built 1990 to 1999',)","Virginia Beach city, Virginia","25,285","±2,384",13.70%,±1.3
"('Built 1990 to 1999',)","Washington city, District of Columbia","9,548","±1,354",3.00%,±0.4
"('Built 1990 to 1999',)","Wichita city, Kansas","22,814","±1,794",13.20%,±1.0
"('Built 1980 to 1989',)","Albuquerque city, New Mexico","38,726","±2,514",15.80%,±1.0
"('Built 1980 to 1989',)","Anaheim city, California","10,601","±1,611",10.30%,±1.5
"('Built 1980 to 1989',)","Anchorage municipality, Alaska","29,732","±2,300",25.30%,±2.0
"('Built 1980 to 1989',)","Arlington city, Texas","42,702","±3,266",29.30%,±1.9
"('Built 1980 to 1989',)","Atlanta city, Georgia","16,409","±2,059",6.70%,±0.8
"('Built 1980 to 1989',)","Aurora city, Colorado","36,500","±2,530",27.20%,±1.8
"('Built 1980 to 1989',)","Austin city, Texas","82,538","±4,392",19.70%,±1.0
"('Built 1980 to 1989',)","Bakersfield city, California","20,704","±2,026",16.40%,±1.6
"('Built 1980 to 1989',)","Baltimore city, Maryland","11,514","±1,670",3.90%,±0.6
"('Built 1980 to 1989',)","Boston city, Massachusetts","16,823","±1,944",5.70%,±0.7
"('Built 1980 to 1989',)","Charlotte city, North Carolina","51,246","±3,583",14.30%,±1.0
"('Built 1980 to 1989',)","Chicago city, Illinois","50,053","±4,129",4.10%,±0.3
"('Built 1980 to 1989',)","Cincinnati city, Ohio","8,342","±1,751",5.10%,±1.0
"('Built 1980 to 1989',)","Cleveland city, Ohio","5,037","±1,060",2.40%,±0.5
"('Built 1980 to 1989',)","Colorado Springs city, Colorado","38,091","±2,604",20.00%,±1.3
"('Built 1980 to 1989',)","Columbus city, Ohio","47,915","±3,417",12.20%,±0.8
"('Built 1980 to 1989',)","Corpus Christi city, Texas","20,459","±2,305",15.50%,±1.7
"('Built 1980 to 1989',)","Dallas city, Texas","103,683","±4,637",18.10%,±0.8
"('Built 1980 to 1989',)","Denver city, Colorado","24,714","±2,627",7.70%,±0.8
"('Built 1980 to 1989',)","Detroit city, Michigan","8,767","±1,131",2.40%,±0.3
"('Built 1980 to 1989',)","Durham city, North Carolina","19,952","±2,451",16.80%,±2.0
"('Built 1980 to 1989',)","El Paso city, Texas","34,261","±2,977",13.50%,±1.1
"('Built 1980 to 1989',)","Fort Worth city, Texas","42,661","±3,084",12.90%,±0.9
"('Built 1980 to 1989',)","Fresno city, California","27,786","±2,056",15.40%,±1.2
"('Built 1980 to 1989',)","Greensboro city, North Carolina","24,649","±3,076",18.90%,±2.3
"('Built 1980 to 1989',)","Henderson city, Nevada","18,662","±1,874",14.10%,±1.5
"('Built 1980 to 1989',)","Houston city, Texas","156,559","±6,581",16.30%,±0.7
"('Built 1980 to 1989',)","Indianapolis city (balance), Indiana","41,722","±3,177",10.80%,±0.8
"('Built 1980 to 1989',)","Irvine city, California","18,046","±2,179",17.40%,±2.0
"('Built 1980 to 1989',)","Jacksonville city, Florida","56,937","±3,579",14.90%,±0.9
"('Built 1980 to 1989',)","Jersey City city, New Jersey","6,536","±1,079",5.70%,±0.9
"('Built 1980 to 1989',)","Kansas City city, Missouri","18,143","±1,891",7.70%,±0.8
"('Built 1980 to 1989',)","Las Vegas city, Nevada","43,665","±2,792",16.80%,±1.0
"('Built 1980 to 1989',)","Lincoln city, Nebraska","14,428","±1,810",12.10%,±1.5
"('Built 1980 to 1989',)","Long Beach city, California","15,892","±2,058",9.00%,±1.2
"('Built 1980 to 1989',)","Los Angeles city, California","157,679","±5,125",10.50%,±0.3
"('Built 1980 to 1989',)","Memphis city, Tennessee","34,505","±2,648",11.60%,±0.9
"('Built 1980 to 1989',)","Mesa city, Arizona","54,874","±2,761",26.30%,±1.3
"('Built 1980 to 1989',)","Miami city, Florida","17,185","±2,239",8.50%,±1.0
"('Built 1980 to 1989',)","Milwaukee city, Wisconsin","10,649","±1,606",4.10%,±0.6
"('Built 1980 to 1989',)","Minneapolis city, Minnesota","11,278","±1,447",6.00%,±0.8
"('Built 1980 to 1989',)","New Orleans city, Louisiana","11,649","±1,348",6.10%,±0.7
"('Built 1980 to 1989',)","New York city, New York","165,191","±6,496",4.70%,±0.2
"('Built 1980 to 1989',)","Newark city, New Jersey","6,139","±1,389",5.40%,±1.2
"('Built 1980 to 1989',)","Oakland city, California","10,476","±1,423",6.20%,±0.8
"('Built 1980 to 1989',)","Oklahoma City city, Oklahoma","39,526","±2,759",14.70%,±1.0
"('Built 1980 to 1989',)","Omaha city, Nebraska","22,364","±1,731",11.20%,±0.9
"('Built 1980 to 1989',)","Orlando city, Florida","20,417","±2,197",15.90%,±1.7
"('Built 1980 to 1989',)","Philadelphia city, Pennsylvania","24,254","±2,739",3.50%,±0.4
"('Built 1980 to 1989',)","Phoenix city, Arizona","109,333","±4,313",17.70%,±0.7
"('Built 1980 to 1989',)","Pittsburgh city, Pennsylvania","7,064","±1,109",4.50%,±0.7
"('Built 1980 to 1989',)","Plano city, Texas","34,505","±2,609",30.50%,±2.1
"('Built 1980 to 1989',)","Portland city, Oregon","20,032","±2,178",7.00%,±0.8
"('Built 1980 to 1989',)","Raleigh city, North Carolina","34,721","±3,086",17.00%,±1.5
"('Built 1980 to 1989',)","Riverside city, California","16,459","±1,860",18.00%,±1.9
"('Built 1980 to 1989',)","Sacramento city, California","32,849","±2,665",16.40%,±1.3
"('Built 1980 to 1989',)","San Antonio city, Texas","90,894","±4,553",16.50%,±0.8
"('Built 1980 to 1989',)","San Diego city, California","95,496","±4,956",17.60%,±0.8
"('Built 1980 to 1989',)","San Francisco city, California","21,869","±2,567",5.50%,±0.6
"('Built 1980 to 1989',)","San Jose city, California","43,458","±2,673",12.80%,±0.8
"('Built 1980 to 1989',)","Santa Ana city, California","7,183","±1,240",9.00%,±1.6
"('Built 1980 to 1989',)","Seattle city, Washington","27,565","±2,739",7.80%,±0.7
"('Built 1980 to 1989',)","St. Louis city, Missouri","5,139","±1,387",2.90%,±0.8
"('Built 1980 to 1989',)","St. Paul city, Minnesota","7,517","±1,161",6.40%,±1.0
"('Built 1980 to 1989',)","Stockton city, California","12,892","±1,517",12.80%,±1.4
"('Built 1980 to 1989',)","Tampa city, Florida","22,003","±2,497",12.50%,±1.4
"('Built 1980 to 1989',)","Tucson city, Arizona","40,285","±3,006",16.90%,±1.2
"('Built 1980 to 1989',)","Tulsa city, Oklahoma","24,563","±1,427",13.10%,±0.8
"('Built 1980 to 1989',)","Virginia Beach city, Virginia","48,955","±2,734",26.50%,±1.5
"('Built 1980 to 1989',)","Washington city, District of Columbia","14,643","±2,094",4.70%,±0.7
"('Built 1980 to 1989',)","Wichita city, Kansas","21,056","±1,788",12.20%,±1.1
"('Built 1970 to 1979',)","Albuquerque city, New Mexico","48,546","±2,827",19.80%,±1.2
"('Built 1970 to 1979',)","Anaheim city, California","23,696","±2,359",23.10%,±2.1
"('Built 1970 to 1979',)","Anchorage municipality, Alaska","34,968","±2,784",29.80%,±2.4
"('Built 1970 to 1979',)","Arlington city, Texas","29,148","±2,556",20.00%,±1.6
"('Built 1970 to 1979',)","Atlanta city, Georgia","18,616","±2,492",7.60%,±1.0
"('Built 1970 to 1979',)","Aurora city, Colorado","34,678","±2,196",25.80%,±1.6
"('Built 1970 to 1979',)","Austin city, Texas","67,749","±4,181",16.20%,±1.0
"('Built 1970 to 1979',)","Bakersfield city, California","20,896","±2,422",16.50%,±1.8
"('Built 1970 to 1979',)","Baltimore city, Maryland","17,339","±2,047",5.90%,±0.7
"('Built 1970 to 1979',)","Boston city, Massachusetts","20,664","±2,052",7.00%,±0.7
"('Built 1970 to 1979',)","Charlotte city, North Carolina","44,240","±3,365",12.30%,±0.9
"('Built 1970 to 1979',)","Chicago city, Illinois","90,515","±4,660",7.50%,±0.4
"('Built 1970 to 1979',)","Cincinnati city, Ohio","16,327","±2,148",9.90%,±1.3
"('Built 1970 to 1979',)","Cleveland city, Ohio","12,570","±1,865",5.90%,±0.9
"('Built 1970 to 1979',)","Colorado Springs city, Colorado","34,193","±2,399",18.00%,±1.3
"('Built 1970 to 1979',)","Columbus city, Ohio","58,221","±2,999",14.90%,±0.8
"('Built 1970 to 1979',)","Corpus Christi city, Texas","20,385","±2,310",15.40%,±1.7
"('Built 1970 to 1979',)","Dallas city, Texas","104,071","±5,037",18.10%,±0.9
"('Built 1970 to 1979',)","Denver city, Colorado","47,556","±2,955",14.80%,±0.9
"('Built 1970 to 1979',)","Detroit city, Michigan","14,347","±1,789",3.90%,±0.5
"('Built 1970 to 1979',)","Durham city, North Carolina","12,087","±2,146",10.20%,±1.8
"('Built 1970 to 1979',)","El Paso city, Texas","44,432","±3,036",17.60%,±1.2
"('Built 1970 to 1979',)","Fort Worth city, Texas","33,742","±3,173",10.20%,±1.0
"('Built 1970 to 1979',)","Fresno city, California","30,417","±3,131",16.90%,±1.7
"('Built 1970 to 1979',)","Greensboro city, North Carolina","18,187","±2,292",13.90%,±1.7
"('Built 1970 to 1979',)","Henderson city, Nevada","5,485","±1,153",4.10%,±0.9
"('Built 1970 to 1979',)","Houston city, Texas","192,206","±8,383",20.10%,±0.8
"('Built 1970 to 1979',)","Indianapolis city (balance), Indiana","58,037","±4,070",15.10%,±1.0
"('Built 1970 to 1979',)","Irvine city, California","21,333","±2,017",20.60%,±1.8
"('Built 1970 to 1979',)","Jacksonville city, Florida","47,665","±3,391",12.50%,±0.9
"('Built 1970 to 1979',)","Jersey City city, New Jersey","6,073","±1,156",5.30%,±1.0
"('Built 1970 to 1979',)","Kansas City city, Missouri","31,236","±2,628",13.20%,±1.1
"('Built 1970 to 1979',)","Las Vegas city, Nevada","25,382","±2,327",9.80%,±0.9
"('Built 1970 to 1979',)","Lincoln city, Nebraska","19,066","±1,826",15.90%,±1.5
"('Built 1970 to 1979',)","Long Beach city, California","25,766","±2,229",14.70%,±1.2
"('Built 1970 to 1979',)","Los Angeles city, California","204,805","±7,382",13.70%,±0.5
"('Built 1970 to 1979',)","Memphis city, Tennessee","53,572","±3,081",18.00%,±1.0
"('Built 1970 to 1979',)","Mesa city, Arizona","41,199","±2,568",19.80%,±1.1
"('Built 1970 to 1979',)","Miami city, Florida","24,206","±2,490",12.00%,±1.2
"('Built 1970 to 1979',)","Milwaukee city, Wisconsin","19,143","±1,951",7.30%,±0.7
"('Built 1970 to 1979',)","Minneapolis city, Minnesota","15,389","±1,716",8.20%,±0.9
"('Built 1970 to 1979',)","New Orleans city, Louisiana","27,119","±2,054",14.10%,±1.1
"('Built 1970 to 1979',)","New York city, New York","250,853","±8,110",7.20%,±0.2
"('Built 1970 to 1979',)","Newark city, New Jersey","9,533","±1,519",8.40%,±1.3
"('Built 1970 to 1979',)","Oakland city, California","15,552","±1,735",9.20%,±1.0
"('Built 1970 to 1979',)","Oklahoma City city, Oklahoma","45,273","±3,194",16.80%,±1.2
"('Built 1970 to 1979',)","Omaha city, Nebraska","31,168","±1,872",15.60%,±0.9
"('Built 1970 to 1979',)","Orlando city, Florida","18,648","±2,116",14.50%,±1.6
"('Built 1970 to 1979',)","Philadelphia city, Pennsylvania","44,242","±2,919",6.40%,±0.4
"('Built 1970 to 1979',)","Phoenix city, Arizona","119,531","±5,558",19.30%,±0.8
"('Built 1970 to 1979',)","Pittsburgh city, Pennsylvania","9,947","±1,569",6.30%,±1.0
"('Built 1970 to 1979',)","Plano city, Texas","16,532","±1,497",14.60%,±1.3
"('Built 1970 to 1979',)","Portland city, Oregon","30,447","±3,112",10.70%,±1.1
"('Built 1970 to 1979',)","Raleigh city, North Carolina","21,469","±2,171",10.50%,±1.1
"('Built 1970 to 1979',)","Riverside city, California","15,299","±1,409",16.70%,±1.5
"('Built 1970 to 1979',)","Sacramento city, California","29,144","±2,727",14.60%,±1.3
"('Built 1970 to 1979',)","San Antonio city, Texas","84,190","±4,406",15.20%,±0.8
"('Built 1970 to 1979',)","San Diego city, California","112,974","±4,806",20.80%,±0.9
"('Built 1970 to 1979',)","San Francisco city, California","28,668","±2,294",7.20%,±0.6
"('Built 1970 to 1979',)","San Jose city, California","80,374","±3,837",23.70%,±1.1
"('Built 1970 to 1979',)","Santa Ana city, California","20,629","±2,208",25.90%,±2.5
"('Built 1970 to 1979',)","Seattle city, Washington","26,215","±2,912",7.40%,±0.8
"('Built 1970 to 1979',)","St. Louis city, Missouri","7,701","±1,675",4.40%,±0.9
"('Built 1970 to 1979',)","St. Paul city, Minnesota","11,229","±1,428",9.50%,±1.2
"('Built 1970 to 1979',)","Stockton city, California","21,016","±1,912",20.80%,±1.7
"('Built 1970 to 1979',)","Tampa city, Florida","22,444","±2,521",12.80%,±1.4
"('Built 1970 to 1979',)","Tucson city, Arizona","52,064","±3,586",21.80%,±1.5
