Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Boat, RV, van, etc.',)","Fresno city, California",184,±187,0.10%,±0.1
"('Boat, RV, van, etc.',)","Greensboro city, North Carolina",0,±210,0.00%,±0.1
"('Boat, RV, van, etc.',)","Henderson city, Nevada",191,±160,0.10%,±0.1
"('Boat, RV, van, etc.',)","Houston city, Texas",517,±510,0.10%,±0.1
"('Boat, RV, van, etc.',)","Indianapolis city (balance), Indiana",0,±198,0.00%,±0.1
"('Boat, RV, van, etc.',)","Irvine city, California",0,±211,0.00%,±0.2
"('Boat, RV, van, etc.',)","Jacksonville city, Florida",418,±529,0.10%,±0.1
"('Boat, RV, van, etc.',)","Jersey City city, New Jersey",0,±210,0.00%,±0.2
"('Boat, RV, van, etc.',)","Kansas City city, Missouri",55,±93,0.00%,±0.1
"('Boat, RV, van, etc.',)","Las Vegas city, Nevada",0,±211,0.00%,±0.1
"('Boat, RV, van, etc.',)","Lincoln city, Nebraska",19,±33,0.00%,±0.1
"('Boat, RV, van, etc.',)","Long Beach city, California",165,±168,0.10%,±0.1
"('Boat, RV, van, etc.',)","Los Angeles city, California",830,±453,0.10%,±0.1
"('Boat, RV, van, etc.',)","Memphis city, Tennessee",135,±136,0.00%,±0.1
"('Boat, RV, van, etc.',)","Mesa city, Arizona","1,001",±476,0.50%,±0.2
"('Boat, RV, van, etc.',)","Miami city, Florida",41,±67,0.00%,±0.1
"('Boat, RV, van, etc.',)","Milwaukee city, Wisconsin",120,±199,0.00%,±0.1
"('Boat, RV, van, etc.',)","Minneapolis city, Minnesota",130,±155,0.10%,±0.1
"('Boat, RV, van, etc.',)","New Orleans city, Louisiana",243,±272,0.10%,±0.1
"('Boat, RV, van, etc.',)","New York city, New York","2,208",±933,0.10%,±0.1
"('Boat, RV, van, etc.',)","Newark city, New Jersey",0,±210,0.00%,±0.2
"('Boat, RV, van, etc.',)","Oakland city, California",84,±99,0.00%,±0.1
"('Boat, RV, van, etc.',)","Oklahoma City city, Oklahoma",326,±332,0.10%,±0.1
"('Boat, RV, van, etc.',)","Omaha city, Nebraska",0,±161,0.00%,±0.1
"('Boat, RV, van, etc.',)","Orlando city, Florida",0,±229,0.00%,±0.2
"('Boat, RV, van, etc.',)","Philadelphia city, Pennsylvania",159,±263,0.00%,±0.1
"('Boat, RV, van, etc.',)","Phoenix city, Arizona",649,±545,0.10%,±0.1
"('Boat, RV, van, etc.',)","Pittsburgh city, Pennsylvania",0,±177,0.00%,±0.1
"('Boat, RV, van, etc.',)","Plano city, Texas",0,±228,0.00%,±0.2
"('Boat, RV, van, etc.',)","Portland city, Oregon",729,±582,0.20%,±0.2
"('Boat, RV, van, etc.',)","Raleigh city, North Carolina",0,±210,0.00%,±0.1
"('Boat, RV, van, etc.',)","Riverside city, California",237,±318,0.30%,±0.3
"('Boat, RV, van, etc.',)","Sacramento city, California",36,±60,0.00%,±0.1
"('Boat, RV, van, etc.',)","San Antonio city, Texas",323,±319,0.10%,±0.1
"('Boat, RV, van, etc.',)","San Diego city, California",29,±48,0.00%,±0.1
"('Boat, RV, van, etc.',)","San Francisco city, California",252,±286,0.10%,±0.1
"('Boat, RV, van, etc.',)","San Jose city, California",340,±264,0.10%,±0.1
"('Boat, RV, van, etc.',)","Santa Ana city, California",0,±211,0.00%,±0.2
"('Boat, RV, van, etc.',)","Seattle city, Washington",316,±311,0.10%,±0.1
"('Boat, RV, van, etc.',)","St. Louis city, Missouri",0,±190,0.00%,±0.1
"('Boat, RV, van, etc.',)","St. Paul city, Minnesota",0,±147,0.00%,±0.1
"('Boat, RV, van, etc.',)","Stockton city, California",21,±36,0.00%,±0.1
"('Boat, RV, van, etc.',)","Tampa city, Florida",264,±434,0.20%,±0.3
"('Boat, RV, van, etc.',)","Tucson city, Arizona",647,±360,0.30%,±0.1
"('Boat, RV, van, etc.',)","Tulsa city, Oklahoma",141,±104,0.10%,±0.1
"('Boat, RV, van, etc.',)","Virginia Beach city, Virginia",66,±114,0.00%,±0.1
"('Boat, RV, van, etc.',)","Washington city, District of Columbia",248,±233,0.10%,±0.1
"('Boat, RV, van, etc.',)","Wichita city, Kansas",0,±177,0.00%,±0.1
"('Total housing units',)","Albuquerque city, New Mexico","248,681","±2,372","248,681",(X)
"('Total housing units',)","Anaheim city, California","108,802","±3,202","108,802",(X)
"('Total housing units',)","Anchorage municipality, Alaska","118,233",±522,"118,233",(X)
"('Total housing units',)","Arlington city, Texas","145,021","±4,183","145,021",(X)
"('Total housing units',)","Atlanta city, Georgia","255,433","±4,761","255,433",(X)
"('Total housing units',)","Aurora city, Colorado","138,118","±3,358","138,118",(X)
"('Total housing units',)","Austin city, Texas","425,076","±4,606","425,076",(X)
"('Total housing units',)","Bakersfield city, California","130,103","±3,369","130,103",(X)
"('Total housing units',)","Baltimore city, Maryland","293,633","±1,076","293,633",(X)
"('Total housing units',)","Boston city, Massachusetts","299,472","±2,988","299,472",(X)
"('Total housing units',)","Charlotte city, North Carolina","367,444","±3,040","367,444",(X)
"('Total housing units',)","Chicago city, Illinois","1,227,166","±8,813","1,227,166",(X)
"('Total housing units',)","Cincinnati city, Ohio","161,429","±3,823","161,429",(X)
"('Total housing units',)","Cleveland city, Ohio","213,942","±3,905","213,942",(X)
"('Total housing units',)","Colorado Springs city, Colorado","191,810","±2,592","191,810",(X)
"('Total housing units',)","Columbus city, Ohio","397,308","±3,461","397,308",(X)
"('Total housing units',)","Corpus Christi city, Texas","132,153","±1,544","132,153",(X)
"('Total housing units',)","Dallas city, Texas","590,607","±5,679","590,607",(X)
"('Total housing units',)","Denver city, Colorado","330,884","±1,011","330,884",(X)
"('Total housing units',)","Detroit city, Michigan","362,863","±4,259","362,863",(X)
"('Total housing units',)","Durham city, North Carolina","122,814","±1,517","122,814",(X)
"('Total housing units',)","El Paso city, Texas","252,256","±2,635","252,256",(X)
"('Total housing units',)","Fort Worth city, Texas","337,072","±5,513","337,072",(X)
"('Total housing units',)","Fresno city, California","183,030","±2,965","183,030",(X)
"('Total housing units',)","Greensboro city, North Carolina","132,721","±2,934","132,721",(X)
"('Total housing units',)","Henderson city, Nevada","133,080","±3,540","133,080",(X)
"('Total housing units',)","Houston city, Texas","976,745","±8,825","976,745",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","387,102","±2,725","387,102",(X)
"('Total housing units',)","Irvine city, California","108,463","±4,035","108,463",(X)
"('Total housing units',)","Jacksonville city, Florida","388,788","±1,945","388,788",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,801","±3,169","110,801",(X)
"('Total housing units',)","Kansas City city, Missouri","236,054","±3,663","236,054",(X)
"('Total housing units',)","Las Vegas city, Nevada","258,568","±4,814","258,568",(X)
"('Total housing units',)","Lincoln city, Nebraska","122,305",±914,"122,305",(X)
"('Total housing units',)","Long Beach city, California","183,570","±4,897","183,570",(X)
"('Total housing units',)","Los Angeles city, California","1,502,686","±10,740","1,502,686",(X)
"('Total housing units',)","Memphis city, Tennessee","300,305","±3,664","300,305",(X)
"('Total housing units',)","Mesa city, Arizona","217,400","±4,343","217,400",(X)
"('Total housing units',)","Miami city, Florida","211,030","±5,331","211,030",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","259,687","±3,350","259,687",(X)
"('Total housing units',)","Minneapolis city, Minnesota","187,553","±3,604","187,553",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,620","±1,025","191,620",(X)
"('Total housing units',)","New York city, New York","3,519,453","±3,075","3,519,453",(X)
"('Total housing units',)","Newark city, New Jersey","114,061","±2,918","114,061",(X)
"('Total housing units',)","Oakland city, California","181,161","±3,791","181,161",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","277,140","±3,617","277,140",(X)
"('Total housing units',)","Omaha city, Nebraska","200,238","±1,695","200,238",(X)
"('Total housing units',)","Orlando city, Florida","137,280","±5,062","137,280",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","688,846","±1,794","688,846",(X)
"('Total housing units',)","Phoenix city, Arizona","627,844","±7,620","627,844",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","160,248","±3,978","160,248",(X)
"('Total housing units',)","Plano city, Texas","110,239","±3,207","110,239",(X)
"('Total housing units',)","Portland city, Oregon","294,678","±2,707","294,678",(X)
"('Total housing units',)","Raleigh city, North Carolina","209,792","±3,397","209,792",(X)
"('Total housing units',)","Riverside city, California","92,992","±3,128","92,992",(X)
"('Total housing units',)","Sacramento city, California","194,998","±3,864","194,998",(X)
"('Total housing units',)","San Antonio city, Texas","556,760","±3,931","556,760",(X)
"('Total housing units',)","San Diego city, California","554,896","±6,424","554,896",(X)
"('Total housing units',)","San Francisco city, California","401,478","±1,638","401,478",(X)
"('Total housing units',)","San Jose city, California","341,806","±4,015","341,806",(X)
"('Total housing units',)","Santa Ana city, California","81,153","±2,464","81,153",(X)
"('Total housing units',)","Seattle city, Washington","360,579","±5,956","360,579",(X)
"('Total housing units',)","St. Louis city, Missouri","177,169","±1,183","177,169",(X)
"('Total housing units',)","St. Paul city, Minnesota","124,176","±2,714","124,176",(X)
"('Total housing units',)","Stockton city, California","101,928","±2,537","101,928",(X)
"('Total housing units',)","Tampa city, Florida","171,855","±3,666","171,855",(X)
"('Total housing units',)","Tucson city, Arizona","239,420","±4,299","239,420",(X)
"('Total housing units',)","Tulsa city, Oklahoma","189,664","±2,043","189,664",(X)
"('Total housing units',)","Virginia Beach city, Virginia","186,134",±808,"186,134",(X)
"('Total housing units',)","Washington city, District of Columbia","319,579",±105,"319,579",(X)
"('Total housing units',)","Wichita city, Kansas","174,473","±1,988","174,473",(X)
"('Built 2014 or later',)","Albuquerque city, New Mexico","7,529","±1,416",3.00%,±0.6
"('Built 2014 or later',)","Anaheim city, California","2,920",±951,2.70%,±0.9
"('Built 2014 or later',)","Anchorage municipality, Alaska","1,953",±631,1.70%,±0.5
"('Built 2014 or later',)","Arlington city, Texas","2,453",±695,1.70%,±0.5
"('Built 2014 or later',)","Atlanta city, Georgia","18,912","±2,524",7.40%,±0.9
"('Built 2014 or later',)","Aurora city, Colorado","4,090",±834,3.00%,±0.6
"('Built 2014 or later',)","Austin city, Texas","36,769","±3,078",8.60%,±0.7
"('Built 2014 or later',)","Bakersfield city, California","6,354","±1,439",4.90%,±1.1
"('Built 2014 or later',)","Baltimore city, Maryland","4,687","±1,238",1.60%,±0.4
"('Built 2014 or later',)","Boston city, Massachusetts","11,363","±1,767",3.80%,±0.6
"('Built 2014 or later',)","Charlotte city, North Carolina","23,125","±2,580",6.30%,±0.7
"('Built 2014 or later',)","Chicago city, Illinois","20,714","±2,239",1.70%,±0.2
"('Built 2014 or later',)","Cincinnati city, Ohio","2,799",±685,1.70%,±0.4
"('Built 2014 or later',)","Cleveland city, Ohio","2,728",±723,1.30%,±0.3
"('Built 2014 or later',)","Colorado Springs city, Colorado","7,369","±1,455",3.80%,±0.8
"('Built 2014 or later',)","Columbus city, Ohio","12,454","±1,989",3.10%,±0.5
"('Built 2014 or later',)","Corpus Christi city, Texas","9,351","±1,602",7.10%,±1.2
"('Built 2014 or later',)","Dallas city, Texas","30,782","±2,933",5.20%,±0.5
"('Built 2014 or later',)","Denver city, Colorado","22,667","±2,192",6.90%,±0.7
"('Built 2014 or later',)","Detroit city, Michigan","1,105",±420,0.30%,±0.1
"('Built 2014 or later',)","Durham city, North Carolina","10,531","±1,500",8.60%,±1.2
"('Built 2014 or later',)","El Paso city, Texas","10,696","±1,887",4.20%,±0.8
"('Built 2014 or later',)","Fort Worth city, Texas","18,401","±2,323",5.50%,±0.7
"('Built 2014 or later',)","Fresno city, California","3,821",±916,2.10%,±0.5
"('Built 2014 or later',)","Greensboro city, North Carolina","5,322","±1,504",4.00%,±1.1
"('Built 2014 or later',)","Henderson city, Nevada","9,930","±1,510",7.50%,±1.1
"('Built 2014 or later',)","Houston city, Texas","60,667","±4,480",6.20%,±0.5
"('Built 2014 or later',)","Indianapolis city (balance), Indiana","8,675","±2,166",2.20%,±0.6
"('Built 2014 or later',)","Irvine city, California","16,215","±1,969",14.90%,±1.8
"('Built 2014 or later',)","Jacksonville city, Florida","16,417","±2,817",4.20%,±0.7
"('Built 2014 or later',)","Jersey City city, New Jersey","4,942",±898,4.50%,±0.8
"('Built 2014 or later',)","Kansas City city, Missouri","8,280","±1,483",3.50%,±0.6
"('Built 2014 or later',)","Las Vegas city, Nevada","7,457","±1,320",2.90%,±0.5
"('Built 2014 or later',)","Lincoln city, Nebraska","6,634","±1,041",5.40%,±0.9
"('Built 2014 or later',)","Long Beach city, California","1,074",±589,0.60%,±0.3
"('Built 2014 or later',)","Los Angeles city, California","35,715","±3,379",2.40%,±0.2
"('Built 2014 or later',)","Memphis city, Tennessee","5,921","±1,745",2.00%,±0.6
"('Built 2014 or later',)","Mesa city, Arizona","10,410","±1,540",4.80%,±0.7
"('Built 2014 or later',)","Miami city, Florida","13,268","±2,639",6.30%,±1.2
"('Built 2014 or later',)","Milwaukee city, Wisconsin","2,498",±537,1.00%,±0.2
"('Built 2014 or later',)","Minneapolis city, Minnesota","7,465","±1,336",4.00%,±0.7
"('Built 2014 or later',)","New Orleans city, Louisiana","3,740",±875,2.00%,±0.5
"('Built 2014 or later',)","New York city, New York","61,022","±3,910",1.70%,±0.1
"('Built 2014 or later',)","Newark city, New Jersey","1,029",±450,0.90%,±0.4
"('Built 2014 or later',)","Oakland city, California","2,507","±1,069",1.40%,±0.6
"('Built 2014 or later',)","Oklahoma City city, Oklahoma","16,673","±1,921",6.00%,±0.7
"('Built 2014 or later',)","Omaha city, Nebraska","4,223",±829,2.10%,±0.4
"('Built 2014 or later',)","Orlando city, Florida","8,222","±1,510",6.00%,±1.1
"('Built 2014 or later',)","Philadelphia city, Pennsylvania","12,999","±1,595",1.90%,±0.2
"('Built 2014 or later',)","Phoenix city, Arizona","19,830","±1,858",3.20%,±0.3
"('Built 2014 or later',)","Pittsburgh city, Pennsylvania","3,478",±788,2.20%,±0.5
"('Built 2014 or later',)","Plano city, Texas","6,278","±1,135",5.70%,±1.0
"('Built 2014 or later',)","Portland city, Oregon","15,375","±2,305",5.20%,±0.8
"('Built 2014 or later',)","Raleigh city, North Carolina","15,005","±1,661",7.20%,±0.8
"('Built 2014 or later',)","Riverside city, California",967,±503,1.00%,±0.5
"('Built 2014 or later',)","Sacramento city, California","3,992","±1,014",2.00%,±0.5
"('Built 2014 or later',)","San Antonio city, Texas","32,512","±3,037",5.80%,±0.5
"('Built 2014 or later',)","San Diego city, California","14,938","±2,115",2.70%,±0.4
"('Built 2014 or later',)","San Francisco city, California","11,563","±2,373",2.90%,±0.6
"('Built 2014 or later',)","San Jose city, California","13,312","±1,564",3.90%,±0.5
"('Built 2014 or later',)","Santa Ana city, California",411,±463,0.50%,±0.6
"('Built 2014 or later',)","Seattle city, Washington","29,034","±2,712",8.10%,±0.7
"('Built 2014 or later',)","St. Louis city, Missouri","1,957",±746,1.10%,±0.4
"('Built 2014 or later',)","St. Paul city, Minnesota","3,054",±678,2.50%,±0.5
"('Built 2014 or later',)","Stockton city, California","1,003",±643,1.00%,±0.6
"('Built 2014 or later',)","Tampa city, Florida","8,341","±1,378",4.90%,±0.8
"('Built 2014 or later',)","Tucson city, Arizona","2,971",±718,1.20%,±0.3
"('Built 2014 or later',)","Tulsa city, Oklahoma","3,975",±666,2.10%,±0.3
"('Built 2014 or later',)","Virginia Beach city, Virginia","5,045","±1,111",2.70%,±0.6
"('Built 2014 or later',)","Washington city, District of Columbia","19,438","±2,081",6.10%,±0.7
"('Built 2014 or later',)","Wichita city, Kansas","4,899","±1,191",2.80%,±0.7
"('Built 2010 to 2013',)","Albuquerque city, New Mexico","6,002","±1,370",2.40%,±0.6
"('Built 2010 to 2013',)","Anaheim city, California","1,212",±453,1.10%,±0.4
"('Built 2010 to 2013',)","Anchorage municipality, Alaska","2,598",±863,2.20%,±0.7
"('Built 2010 to 2013',)","Arlington city, Texas","2,114",±976,1.50%,±0.7
"('Built 2010 to 2013',)","Atlanta city, Georgia","6,886","±1,439",2.70%,±0.6
"('Built 2010 to 2013',)","Aurora city, Colorado","4,367",±835,3.20%,±0.6
"('Built 2010 to 2013',)","Austin city, Texas","25,110","±3,129",5.90%,±0.7
"('Built 2010 to 2013',)","Bakersfield city, California","3,320","±1,126",2.60%,±0.9
"('Built 2010 to 2013',)","Baltimore city, Maryland","3,468",±838,1.20%,±0.3
"('Built 2010 to 2013',)","Boston city, Massachusetts","5,721","±1,293",1.90%,±0.4
"('Built 2010 to 2013',)","Charlotte city, North Carolina","13,845","±1,991",3.80%,±0.5
"('Built 2010 to 2013',)","Chicago city, Illinois","15,748","±2,512",1.30%,±0.2
"('Built 2010 to 2013',)","Cincinnati city, Ohio","1,381",±527,0.90%,±0.3
"('Built 2010 to 2013',)","Cleveland city, Ohio","1,724",±737,0.80%,±0.3
"('Built 2010 to 2013',)","Colorado Springs city, Colorado","6,286",±868,3.30%,±0.5
"('Built 2010 to 2013',)","Columbus city, Ohio","13,146","±2,381",3.30%,±0.6
"('Built 2010 to 2013',)","Corpus Christi city, Texas","4,220","±1,163",3.20%,±0.9
"('Built 2010 to 2013',)","Dallas city, Texas","17,051","±1,994",2.90%,±0.3
"('Built 2010 to 2013',)","Denver city, Colorado","13,212","±2,123",4.00%,±0.6
"('Built 2010 to 2013',)","Detroit city, Michigan",792,±362,0.20%,±0.1
"('Built 2010 to 2013',)","Durham city, North Carolina","6,070",±979,4.90%,±0.8
"('Built 2010 to 2013',)","El Paso city, Texas","15,787","±2,769",6.30%,±1.1
"('Built 2010 to 2013',)","Fort Worth city, Texas","16,368","±2,148",4.90%,±0.6
"('Built 2010 to 2013',)","Fresno city, California","4,870","±1,214",2.70%,±0.7
"('Built 2010 to 2013',)","Greensboro city, North Carolina","3,122",±997,2.40%,±0.8
"('Built 2010 to 2013',)","Henderson city, Nevada","5,524","±1,140",4.20%,±0.8
"('Built 2010 to 2013',)","Houston city, Texas","40,856","±3,411",4.20%,±0.3
"('Built 2010 to 2013',)","Indianapolis city (balance), Indiana","5,659","±1,217",1.50%,±0.3
"('Built 2010 to 2013',)","Irvine city, California","9,448","±1,703",8.70%,±1.5
"('Built 2010 to 2013',)","Jacksonville city, Florida","9,999","±2,235",2.60%,±0.6
"('Built 2010 to 2013',)","Jersey City city, New Jersey","2,631",±702,2.40%,±0.6
"('Built 2010 to 2013',)","Kansas City city, Missouri","4,218","±1,132",1.80%,±0.5
"('Built 2010 to 2013',)","Las Vegas city, Nevada","8,444","±1,234",3.30%,±0.5
"('Built 2010 to 2013',)","Lincoln city, Nebraska","3,998","±1,025",3.30%,±0.8
"('Built 2010 to 2013',)","Long Beach city, California",957,±437,0.50%,±0.2
"('Built 2010 to 2013',)","Los Angeles city, California","23,187","±2,430",1.50%,±0.2
"('Built 2010 to 2013',)","Memphis city, Tennessee","2,625",±845,0.90%,±0.3
"('Built 2010 to 2013',)","Mesa city, Arizona","5,335","±1,234",2.50%,±0.6
"('Built 2010 to 2013',)","Miami city, Florida","3,786","±1,129",1.80%,±0.5
"('Built 2010 to 2013',)","Milwaukee city, Wisconsin","2,738",±767,1.10%,±0.3
"('Built 2010 to 2013',)","Minneapolis city, Minnesota","5,467","±1,071",2.90%,±0.6
"('Built 2010 to 2013',)","New Orleans city, Louisiana","4,356",±806,2.30%,±0.4
"('Built 2010 to 2013',)","New York city, New York","59,803","±3,782",1.70%,±0.1
"('Built 2010 to 2013',)","Newark city, New Jersey","1,488",±577,1.30%,±0.5
"('Built 2010 to 2013',)","Oakland city, California","1,976",±704,1.10%,±0.4
"('Built 2010 to 2013',)","Oklahoma City city, Oklahoma","15,408","±1,829",5.60%,±0.7
"('Built 2010 to 2013',)","Omaha city, Nebraska","4,134","±1,070",2.10%,±0.5
"('Built 2010 to 2013',)","Orlando city, Florida","7,069","±1,929",5.10%,±1.4
"('Built 2010 to 2013',)","Philadelphia city, Pennsylvania","8,045","±1,812",1.20%,±0.3
"('Built 2010 to 2013',)","Phoenix city, Arizona","13,531","±2,029",2.20%,±0.3
"('Built 2010 to 2013',)","Pittsburgh city, Pennsylvania","2,176",±707,1.40%,±0.4
"('Built 2010 to 2013',)","Plano city, Texas","3,015",±740,2.70%,±0.7
"('Built 2010 to 2013',)","Portland city, Oregon","8,970","±1,700",3.00%,±0.6
"('Built 2010 to 2013',)","Raleigh city, North Carolina","10,797","±1,879",5.10%,±0.9
"('Built 2010 to 2013',)","Riverside city, California","1,179",±513,1.30%,±0.5
"('Built 2010 to 2013',)","Sacramento city, California","1,593",±644,0.80%,±0.3
"('Built 2010 to 2013',)","San Antonio city, Texas","19,686","±2,246",3.50%,±0.4
"('Built 2010 to 2013',)","San Diego city, California","9,679","±1,763",1.70%,±0.3
"('Built 2010 to 2013',)","San Francisco city, California","9,927","±1,979",2.50%,±0.5
"('Built 2010 to 2013',)","San Jose city, California","8,271","±1,511",2.40%,±0.4
"('Built 2010 to 2013',)","Santa Ana city, California",841,±446,1.00%,±0.6
"('Built 2010 to 2013',)","Seattle city, Washington","15,837","±2,314",4.40%,±0.6
"('Built 2010 to 2013',)","St. Louis city, Missouri","1,517",±654,0.90%,±0.4
"('Built 2010 to 2013',)","St. Paul city, Minnesota","1,642",±574,1.30%,±0.5
"('Built 2010 to 2013',)","Stockton city, California","1,071",±458,1.10%,±0.5
"('Built 2010 to 2013',)","Tampa city, Florida","7,107","±1,468",4.10%,±0.9
"('Built 2010 to 2013',)","Tucson city, Arizona","4,649","±1,067",1.90%,±0.4
"('Built 2010 to 2013',)","Tulsa city, Oklahoma","3,420",±762,1.80%,±0.4
"('Built 2010 to 2013',)","Virginia Beach city, Virginia","5,933","±1,140",3.20%,±0.6
"('Built 2010 to 2013',)","Washington city, District of Columbia","8,777","±1,259",2.70%,±0.4
"('Built 2010 to 2013',)","Wichita city, Kansas","4,132",±919,2.40%,±0.5
"('Built 2000 to 2009',)","Albuquerque city, New Mexico","38,590","±3,112",15.50%,±1.2
"('Built 2000 to 2009',)","Anaheim city, California","6,674","±1,165",6.10%,±1.1
"('Built 2000 to 2009',)","Anchorage municipality, Alaska","14,275","±1,882",12.10%,±1.6
"('Built 2000 to 2009',)","Arlington city, Texas","17,333","±2,405",12.00%,±1.6
"('Built 2000 to 2009',)","Atlanta city, Georgia","51,934","±3,581",20.30%,±1.4
"('Built 2000 to 2009',)","Aurora city, Colorado","21,621","±2,083",15.70%,±1.5
"('Built 2000 to 2009',)","Austin city, Texas","74,120","±4,254",17.40%,±1.0
"('Built 2000 to 2009',)","Bakersfield city, California","29,738","±2,620",22.90%,±2.0
"('Built 2000 to 2009',)","Baltimore city, Maryland","11,339","±1,795",3.90%,±0.6
"('Built 2000 to 2009',)","Boston city, Massachusetts","17,254","±1,964",5.80%,±0.7
"('Built 2000 to 2009',)","Charlotte city, North Carolina","88,205","±4,281",24.00%,±1.1
"('Built 2000 to 2009',)","Chicago city, Illinois","98,224","±4,572",8.00%,±0.4
"('Built 2000 to 2009',)","Cincinnati city, Ohio","6,781","±1,268",4.20%,±0.8
"('Built 2000 to 2009',)","Cleveland city, Ohio","7,237","±1,123",3.40%,±0.5
"('Built 2000 to 2009',)","Colorado Springs city, Colorado","29,346","±2,687",15.30%,±1.4
"('Built 2000 to 2009',)","Columbus city, Ohio","46,206","±3,193",11.60%,±0.8
"('Built 2000 to 2009',)","Corpus Christi city, Texas","15,511","±2,185",11.70%,±1.6
"('Built 2000 to 2009',)","Dallas city, Texas","60,914","±4,529",10.30%,±0.8
"('Built 2000 to 2009',)","Denver city, Colorado","33,571","±2,642",10.10%,±0.8
"('Built 2000 to 2009',)","Detroit city, Michigan","11,484","±1,367",3.20%,±0.4
"('Built 2000 to 2009',)","Durham city, North Carolina","26,385","±3,054",21.50%,±2.4
"('Built 2000 to 2009',)","El Paso city, Texas","39,034","±3,865",15.50%,±1.5
"('Built 2000 to 2009',)","Fort Worth city, Texas","81,602","±5,323",24.20%,±1.5
"('Built 2000 to 2009',)","Fresno city, California","23,050","±2,605",12.60%,±1.4
"('Built 2000 to 2009',)","Greensboro city, North Carolina","22,837","±2,188",17.20%,±1.6
"('Built 2000 to 2009',)","Henderson city, Nevada","41,373","±2,671",31.10%,±1.9
"('Built 2000 to 2009',)","Houston city, Texas","131,476","±7,332",13.50%,±0.7
"('Built 2000 to 2009',)","Indianapolis city (balance), Indiana","33,893","±3,379",8.80%,±0.9
"('Built 2000 to 2009',)","Irvine city, California","23,586","±3,272",21.70%,±2.8
"('Built 2000 to 2009',)","Jacksonville city, Florida","75,999","±4,809",19.50%,±1.2
"('Built 2000 to 2009',)","Jersey City city, New Jersey","16,597","±1,825",15.00%,±1.6
"('Built 2000 to 2009',)","Kansas City city, Missouri","20,773","±1,814",8.80%,±0.8
"('Built 2000 to 2009',)","Las Vegas city, Nevada","55,837","±2,794",21.60%,±1.0
"('Built 2000 to 2009',)","Lincoln city, Nebraska","15,640","±1,539",12.80%,±1.3
"('Built 2000 to 2009',)","Long Beach city, California","4,687","±1,108",2.60%,±0.6
"('Built 2000 to 2009',)","Los Angeles city, California","78,985","±4,053",5.30%,±0.3
"('Built 2000 to 2009',)","Memphis city, Tennessee","18,563","±2,216",6.20%,±0.7
"('Built 2000 to 2009',)","Mesa city, Arizona","30,859","±2,209",14.20%,±1.0
"('Built 2000 to 2009',)","Miami city, Florida","39,939","±3,239",18.90%,±1.5
"('Built 2000 to 2009',)","Milwaukee city, Wisconsin","8,129","±1,155",3.10%,±0.4
"('Built 2000 to 2009',)","Minneapolis city, Minnesota","11,259","±1,508",6.00%,±0.8
"('Built 2000 to 2009',)","New Orleans city, Louisiana","11,986","±1,607",6.30%,±0.8
"('Built 2000 to 2009',)","New York city, New York","179,857","±7,540",5.10%,±0.2
"('Built 2000 to 2009',)","Newark city, New Jersey","11,791","±1,966",10.30%,±1.6
"('Built 2000 to 2009',)","Oakland city, California","11,529","±1,607",6.40%,±0.9
"('Built 2000 to 2009',)","Oklahoma City city, Oklahoma","35,850","±3,084",12.90%,±1.0
"('Built 2000 to 2009',)","Omaha city, Nebraska","13,044","±1,495",6.50%,±0.8
"('Built 2000 to 2009',)","Orlando city, Florida","29,052","±2,794",21.20%,±2.1
"('Built 2000 to 2009',)","Philadelphia city, Pennsylvania","20,593","±2,298",3.00%,±0.3
"('Built 2000 to 2009',)","Phoenix city, Arizona","99,923","±4,324",15.90%,±0.7
"('Built 2000 to 2009',)","Pittsburgh city, Pennsylvania","4,075",±862,2.50%,±0.5
"('Built 2000 to 2009',)","Plano city, Texas","14,405","±1,986",13.10%,±1.7
"('Built 2000 to 2009',)","Portland city, Oregon","30,796","±2,642",10.50%,±0.9
"('Built 2000 to 2009',)","Raleigh city, North Carolina","49,178","±3,646",23.40%,±1.7
"('Built 2000 to 2009',)","Riverside city, California","10,010","±1,426",10.80%,±1.5
"('Built 2000 to 2009',)","Sacramento city, California","33,156","±2,539",17.00%,±1.3
"('Built 2000 to 2009',)","San Antonio city, Texas","85,452","±5,162",15.30%,±0.9
"('Built 2000 to 2009',)","San Diego city, California","56,267","±3,625",10.10%,±0.6
"('Built 2000 to 2009',)","San Francisco city, California","23,694","±3,107",5.90%,±0.8
"('Built 2000 to 2009',)","San Jose city, California","30,274","±2,480",8.90%,±0.7
"('Built 2000 to 2009',)","Santa Ana city, California","1,931",±689,2.40%,±0.8
"('Built 2000 to 2009',)","Seattle city, Washington","46,370","±3,862",12.90%,±1.1
"('Built 2000 to 2009',)","St. Louis city, Missouri","8,167","±1,500",4.60%,±0.8
"('Built 2000 to 2009',)","St. Paul city, Minnesota","5,278","±1,046",4.30%,±0.8
"('Built 2000 to 2009',)","Stockton city, California","17,044","±2,064",16.70%,±2.0
