Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('1-unit, detached',)","Miami city, Florida","47,414",units_in_structure,"±3,072",24.70%,±1.5
"('1-unit, detached',)","Milwaukee city, Wisconsin","102,758",units_in_structure,"±3,181",39.60%,±1.1
"('1-unit, detached',)","Minneapolis city, Minnesota","81,006",units_in_structure,"±3,110",44.40%,±1.4
"('1-unit, detached',)","New Orleans city, Louisiana","84,322",units_in_structure,"±2,832",43.80%,±1.4
"('1-unit, detached',)","New York city, New York","306,070",units_in_structure,"±6,899",8.90%,±0.2
"('1-unit, detached',)","Newark city, New Jersey","10,969",units_in_structure,"±1,426",10.30%,±1.3
"('1-unit, detached',)","Oakland city, California","73,198",units_in_structure,"±2,643",43.60%,±1.4
"('1-unit, detached',)","Oklahoma City city, Oklahoma","179,209",units_in_structure,"±4,049",67.10%,±1.2
"('1-unit, detached',)","Omaha city, Nebraska","120,850",units_in_structure,"±2,569",63.60%,±1.3
"('1-unit, detached',)","Orlando city, Florida","40,129",units_in_structure,"±2,681",31.50%,±2.0
"('1-unit, detached',)","Philadelphia city, Pennsylvania","54,838",units_in_structure,"±3,762",8.20%,±0.6
"('1-unit, detached',)","Phoenix city, Arizona","359,815",units_in_structure,"±6,189",59.60%,±0.8
"('1-unit, detached',)","Pittsburgh city, Pennsylvania","66,900",units_in_structure,"±2,580",43.70%,±1.7
"('1-unit, detached',)","Plano city, Texas","71,630",units_in_structure,"±2,314",65.80%,±1.8
"('1-unit, detached',)","Portland city, Oregon","148,659",units_in_structure,"±3,379",55.00%,±1.2
"('1-unit, detached',)","Raleigh city, North Carolina","87,311",units_in_structure,"±3,351",45.40%,±1.8
"('1-unit, detached',)","Riverside city, California","62,755",units_in_structure,"±2,697",64.60%,±2.0
"('1-unit, detached',)","Sacramento city, California","116,001",units_in_structure,"±3,470",60.10%,±1.6
"('1-unit, detached',)","San Antonio city, Texas","335,429",units_in_structure,"±5,081",62.60%,±0.9
"('1-unit, detached',)","San Diego city, California","242,266",units_in_structure,"±5,585",45.70%,±1.0
"('1-unit, detached',)","San Francisco city, California","81,473",units_in_structure,"±3,511",21.10%,±0.9
"('1-unit, detached',)","San Jose city, California","176,881",units_in_structure,"±4,285",54.70%,±1.2
"('1-unit, detached',)","Santa Ana city, California","37,749",units_in_structure,"±1,878",47.20%,±2.1
"('1-unit, detached',)","Seattle city, Washington","141,489",units_in_structure,"±3,356",43.60%,±1.1
"('1-unit, detached',)","St. Louis city, Missouri","75,049",units_in_structure,"±3,117",42.80%,±1.8
"('1-unit, detached',)","St. Paul city, Minnesota","56,677",units_in_structure,"±2,004",48.30%,±1.6
"('1-unit, detached',)","Stockton city, California","65,741",units_in_structure,"±2,406",63.40%,±1.9
"('1-unit, detached',)","Tampa city, Florida","87,650",units_in_structure,"±3,155",54.30%,±1.6
"('1-unit, detached',)","Tucson city, Arizona","120,793",units_in_structure,"±3,662",52.10%,±1.5
"('1-unit, detached',)","Tulsa city, Oklahoma","118,856",units_in_structure,"±2,107",63.10%,±1.0
"('1-unit, detached',)","Virginia Beach city, Virginia","101,558",units_in_structure,"±2,802",55.80%,±1.6
"('1-unit, detached',)","Washington city, District of Columbia","35,141",units_in_structure,"±2,394",11.50%,±0.8
"('1-unit, detached',)","Wichita city, Kansas","116,491",units_in_structure,"±2,799",68.70%,±1.5
"('1-unit, attached',)","Albuquerque city, New Mexico","14,472",units_in_structure,"±1,988",6.00%,±0.8
"('1-unit, attached',)","Anaheim city, California","7,931",units_in_structure,"±1,292",7.70%,±1.2
"('1-unit, attached',)","Anchorage municipality, Alaska","14,317",units_in_structure,"±2,322",12.50%,±2.0
"('1-unit, attached',)","Arlington city, Texas","6,390",units_in_structure,"±1,369",4.30%,±0.9
"('1-unit, attached',)","Atlanta city, Georgia","11,572",units_in_structure,"±1,514",4.90%,±0.6
"('1-unit, attached',)","Aurora city, Colorado","14,977",units_in_structure,"±1,466",11.20%,±1.1
"('1-unit, attached',)","Austin city, Texas","17,874",units_in_structure,"±1,821",4.60%,±0.5
"('1-unit, attached',)","Bakersfield city, California","3,974",units_in_structure,"±1,108",3.20%,±0.9
"('1-unit, attached',)","Baltimore city, Maryland","155,720",units_in_structure,"±3,315",52.40%,±1.1
"('1-unit, attached',)","Boston city, Massachusetts","18,330",units_in_structure,"±1,612",6.70%,±0.6
"('1-unit, attached',)","Charlotte city, North Carolina","25,203",units_in_structure,"±2,182",7.50%,±0.7
"('1-unit, attached',)","Chicago city, Illinois","40,623",units_in_structure,"±3,194",3.40%,±0.3
"('1-unit, attached',)","Cincinnati city, Ohio","8,078",units_in_structure,"±1,419",5.00%,±0.9
"('1-unit, attached',)","Cleveland city, Ohio","12,843",units_in_structure,"±1,533",6.10%,±0.7
"('1-unit, attached',)","Colorado Springs city, Colorado","13,168",units_in_structure,"±1,808",7.00%,±1.0
"('1-unit, attached',)","Columbus city, Ohio","34,199",units_in_structure,"±2,733",9.00%,±0.7
"('1-unit, attached',)","Corpus Christi city, Texas","2,395",units_in_structure,±676,1.90%,±0.5
"('1-unit, attached',)","Dallas city, Texas","18,388",units_in_structure,"±2,039",3.40%,±0.4
"('1-unit, attached',)","Denver city, Colorado","22,371",units_in_structure,"±1,726",7.50%,±0.6
"('1-unit, attached',)","Detroit city, Michigan","23,093",units_in_structure,"±1,827",6.30%,±0.5
"('1-unit, attached',)","Durham city, North Carolina","9,916",units_in_structure,"±1,492",8.70%,±1.3
"('1-unit, attached',)","El Paso city, Texas","5,868",units_in_structure,"±1,099",2.40%,±0.4
"('1-unit, attached',)","Fort Worth city, Texas","9,620",units_in_structure,"±1,673",3.10%,±0.5
"('1-unit, attached',)","Fresno city, California","5,083",units_in_structure,±931,2.80%,±0.5
"('1-unit, attached',)","Greensboro city, North Carolina","7,740",units_in_structure,"±1,202",6.10%,±0.9
"('1-unit, attached',)","Henderson city, Nevada","6,154",units_in_structure,"±1,311",5.20%,±1.0
"('1-unit, attached',)","Houston city, Texas","43,513",units_in_structure,"±3,499",4.70%,±0.4
"('1-unit, attached',)","Indianapolis city (balance), Indiana","32,743",units_in_structure,"±2,829",8.60%,±0.7
"('1-unit, attached',)","Irvine city, California","16,746",units_in_structure,"±2,119",17.60%,±2.1
"('1-unit, attached',)","Jacksonville city, Florida","17,662",units_in_structure,"±1,953",4.80%,±0.5
"('1-unit, attached',)","Jersey City city, New Jersey","8,156",units_in_structure,"±1,304",7.40%,±1.2
"('1-unit, attached',)","Kansas City city, Missouri","9,907",units_in_structure,"±1,535",4.40%,±0.7
"('1-unit, attached',)","Las Vegas city, Nevada","11,738",units_in_structure,"±1,561",4.70%,±0.6
"('1-unit, attached',)","Lincoln city, Nebraska","8,757",units_in_structure,"±1,245",7.70%,±1.1
"('1-unit, attached',)","Long Beach city, California","7,228",units_in_structure,"±1,050",4.20%,±0.6
"('1-unit, attached',)","Los Angeles city, California","91,896",units_in_structure,"±3,808",6.40%,±0.3
"('1-unit, attached',)","Memphis city, Tennessee","12,688",units_in_structure,"±1,781",4.20%,±0.6
"('1-unit, attached',)","Mesa city, Arizona","10,180",units_in_structure,"±1,337",5.00%,±0.7
"('1-unit, attached',)","Miami city, Florida","20,206",units_in_structure,"±2,239",10.50%,±1.1
"('1-unit, attached',)","Milwaukee city, Wisconsin","15,974",units_in_structure,"±1,580",6.20%,±0.6
"('1-unit, attached',)","Minneapolis city, Minnesota","7,378",units_in_structure,"±1,072",4.00%,±0.6
"('1-unit, attached',)","New Orleans city, Louisiana","21,006",units_in_structure,"±1,612",10.90%,±0.8
"('1-unit, attached',)","New York city, New York","225,588",units_in_structure,"±6,327",6.60%,±0.2
"('1-unit, attached',)","Newark city, New Jersey","7,636",units_in_structure,"±1,133",7.20%,±1.1
"('1-unit, attached',)","Oakland city, California","7,704",units_in_structure,"±1,463",4.60%,±0.9
"('1-unit, attached',)","Oklahoma City city, Oklahoma","8,376",units_in_structure,"±1,263",3.10%,±0.5
"('1-unit, attached',)","Omaha city, Nebraska","7,749",units_in_structure,"±1,322",4.10%,±0.7
"('1-unit, attached',)","Orlando city, Florida","12,264",units_in_structure,"±1,917",9.60%,±1.5
"('1-unit, attached',)","Philadelphia city, Pennsylvania","394,562",units_in_structure,"±6,086",58.90%,±0.9
"('1-unit, attached',)","Phoenix city, Arizona","23,254",units_in_structure,"±2,524",3.90%,±0.4
"('1-unit, attached',)","Pittsburgh city, Pennsylvania","26,122",units_in_structure,"±2,326",17.10%,±1.4
"('1-unit, attached',)","Plano city, Texas","3,827",units_in_structure,±902,3.50%,±0.8
"('1-unit, attached',)","Portland city, Oregon","10,440",units_in_structure,"±1,413",3.90%,±0.5
"('1-unit, attached',)","Raleigh city, North Carolina","25,512",units_in_structure,"±2,395",13.30%,±1.2
"('1-unit, attached',)","Riverside city, California","3,080",units_in_structure,±685,3.20%,±0.7
"('1-unit, attached',)","Sacramento city, California","13,134",units_in_structure,"±1,759",6.80%,±0.9
"('1-unit, attached',)","San Antonio city, Texas","14,936",units_in_structure,"±1,866",2.80%,±0.3
"('1-unit, attached',)","San Diego city, California","47,457",units_in_structure,"±2,864",8.90%,±0.5
"('1-unit, attached',)","San Francisco city, California","44,441",units_in_structure,"±2,696",11.50%,±0.7
"('1-unit, attached',)","San Jose city, California","36,745",units_in_structure,"±2,489",11.40%,±0.7
"('1-unit, attached',)","Santa Ana city, California","4,624",units_in_structure,±769,5.80%,±1.0
"('1-unit, attached',)","Seattle city, Washington","13,040",units_in_structure,"±1,653",4.00%,±0.5
"('1-unit, attached',)","St. Louis city, Missouri","6,144",units_in_structure,"±1,103",3.50%,±0.6
"('1-unit, attached',)","St. Paul city, Minnesota","5,108",units_in_structure,±975,4.40%,±0.8
"('1-unit, attached',)","Stockton city, California","6,615",units_in_structure,"±1,062",6.40%,±1.0
"('1-unit, attached',)","Tampa city, Florida","9,987",units_in_structure,"±1,347",6.20%,±0.8
"('1-unit, attached',)","Tucson city, Arizona","17,167",units_in_structure,"±1,943",7.40%,±0.8
"('1-unit, attached',)","Tulsa city, Oklahoma","6,534",units_in_structure,±976,3.50%,±0.5
"('1-unit, attached',)","Virginia Beach city, Virginia","35,624",units_in_structure,"±2,684",19.60%,±1.5
"('1-unit, attached',)","Washington city, District of Columbia","77,933",units_in_structure,"±3,733",25.50%,±1.2
"('1-unit, attached',)","Wichita city, Kansas","5,979",units_in_structure,"±1,087",3.50%,±0.6
"('2 units',)","Albuquerque city, New Mexico","4,531",units_in_structure,"±1,035",1.90%,±0.4
"('2 units',)","Anaheim city, California",623,units_in_structure,±386,0.60%,±0.4
"('2 units',)","Anchorage municipality, Alaska","5,169",units_in_structure,"±1,262",4.50%,±1.1
"('2 units',)","Arlington city, Texas","2,615",units_in_structure,±817,1.80%,±0.5
"('2 units',)","Atlanta city, Georgia","5,210",units_in_structure,"±1,167",2.20%,±0.5
"('2 units',)","Aurora city, Colorado","1,528",units_in_structure,±577,1.10%,±0.4
"('2 units',)","Austin city, Texas","14,393",units_in_structure,"±1,949",3.70%,±0.5
"('2 units',)","Bakersfield city, California","3,153",units_in_structure,±982,2.60%,±0.8
"('2 units',)","Baltimore city, Maryland","17,841",units_in_structure,"±1,714",6.00%,±0.6
"('2 units',)","Boston city, Massachusetts","33,983",units_in_structure,"±3,053",12.40%,±1.1
"('2 units',)","Charlotte city, North Carolina","4,823",units_in_structure,±956,1.40%,±0.3
"('2 units',)","Chicago city, Illinois","177,059",units_in_structure,"±6,189",14.80%,±0.5
"('2 units',)","Cincinnati city, Ohio","14,737",units_in_structure,"±1,971",9.00%,±1.2
"('2 units',)","Cleveland city, Ohio","40,915",units_in_structure,"±2,745",19.50%,±1.2
"('2 units',)","Colorado Springs city, Colorado","2,620",units_in_structure,±813,1.40%,±0.4
"('2 units',)","Columbus city, Ohio","14,204",units_in_structure,"±2,037",3.70%,±0.5
"('2 units',)","Corpus Christi city, Texas","5,533",units_in_structure,"±1,391",4.30%,±1.1
"('2 units',)","Dallas city, Texas","9,030",units_in_structure,"±1,277",1.70%,±0.2
"('2 units',)","Denver city, Colorado","9,092",units_in_structure,"±1,728",3.00%,±0.6
"('2 units',)","Detroit city, Michigan","29,183",units_in_structure,"±2,222",7.90%,±0.6
"('2 units',)","Durham city, North Carolina","3,768",units_in_structure,±984,3.30%,±0.9
"('2 units',)","El Paso city, Texas","8,104",units_in_structure,"±1,739",3.30%,±0.7
"('2 units',)","Fort Worth city, Texas","6,462",units_in_structure,"±1,562",2.10%,±0.5
"('2 units',)","Fresno city, California","5,839",units_in_structure,"±1,277",3.30%,±0.7
"('2 units',)","Greensboro city, North Carolina","3,161",units_in_structure,±973,2.50%,±0.8
"('2 units',)","Henderson city, Nevada",746,units_in_structure,±481,0.60%,±0.4
"('2 units',)","Houston city, Texas","16,791",units_in_structure,"±2,243",1.80%,±0.2
"('2 units',)","Indianapolis city (balance), Indiana","7,789",units_in_structure,"±1,486",2.00%,±0.4
"('2 units',)","Irvine city, California",324,units_in_structure,±260,0.30%,±0.3
"('2 units',)","Jacksonville city, Florida","6,305",units_in_structure,"±1,533",1.70%,±0.4
"('2 units',)","Jersey City city, New Jersey","24,623",units_in_structure,"±2,178",22.20%,±1.9
"('2 units',)","Kansas City city, Missouri","7,171",units_in_structure,"±1,211",3.20%,±0.5
"('2 units',)","Las Vegas city, Nevada","2,954",units_in_structure,±812,1.20%,±0.3
"('2 units',)","Lincoln city, Nebraska","5,142",units_in_structure,"±1,051",4.50%,±0.9
"('2 units',)","Long Beach city, California","9,434",units_in_structure,"±1,615",5.50%,±0.9
"('2 units',)","Los Angeles city, California","42,254",units_in_structure,"±2,589",2.90%,±0.2
"('2 units',)","Memphis city, Tennessee","9,297",units_in_structure,"±1,275",3.10%,±0.4
"('2 units',)","Mesa city, Arizona","2,519",units_in_structure,±784,1.20%,±0.4
"('2 units',)","Miami city, Florida","8,920",units_in_structure,"±1,663",4.70%,±0.9
"('2 units',)","Milwaukee city, Wisconsin","57,340",units_in_structure,"±3,302",22.10%,±1.3
"('2 units',)","Minneapolis city, Minnesota","16,107",units_in_structure,"±1,631",8.80%,±0.9
"('2 units',)","New Orleans city, Louisiana","31,303",units_in_structure,"±2,097",16.30%,±1.1
"('2 units',)","New York city, New York","463,274",units_in_structure,"±8,446",13.50%,±0.2
"('2 units',)","Newark city, New Jersey","20,113",units_in_structure,"±1,666",18.90%,±1.6
"('2 units',)","Oakland city, California","11,865",units_in_structure,"±1,500",7.10%,±0.9
"('2 units',)","Oklahoma City city, Oklahoma","7,204",units_in_structure,"±1,371",2.70%,±0.5
"('2 units',)","Omaha city, Nebraska","3,593",units_in_structure,±892,1.90%,±0.5
"('2 units',)","Orlando city, Florida","3,866",units_in_structure,±842,3.00%,±0.7
"('2 units',)","Philadelphia city, Pennsylvania","59,535",units_in_structure,"±4,608",8.90%,±0.7
"('2 units',)","Phoenix city, Arizona","11,104",units_in_structure,"±1,715",1.80%,±0.3
"('2 units',)","Pittsburgh city, Pennsylvania","14,466",units_in_structure,"±1,657",9.40%,±1.0
"('2 units',)","Plano city, Texas",290,units_in_structure,±270,0.30%,±0.2
"('2 units',)","Portland city, Oregon","12,288",units_in_structure,"±1,867",4.50%,±0.7
"('2 units',)","Raleigh city, North Carolina","3,735",units_in_structure,±933,1.90%,±0.5
"('2 units',)","Riverside city, California","1,703",units_in_structure,±696,1.80%,±0.7
"('2 units',)","Sacramento city, California","2,795",units_in_structure,±717,1.40%,±0.4
"('2 units',)","San Antonio city, Texas","10,126",units_in_structure,"±1,700",1.90%,±0.3
"('2 units',)","San Diego city, California","12,628",units_in_structure,"±2,096",2.40%,±0.4
"('2 units',)","San Francisco city, California","37,382",units_in_structure,"±2,716",9.70%,±0.7
"('2 units',)","San Jose city, California","5,278",units_in_structure,"±1,067",1.60%,±0.3
"('2 units',)","Santa Ana city, California","2,047",units_in_structure,±556,2.60%,±0.7
"('2 units',)","Seattle city, Washington","10,827",units_in_structure,"±2,062",3.30%,±0.6
"('2 units',)","St. Louis city, Missouri","25,624",units_in_structure,"±2,463",14.60%,±1.4
"('2 units',)","St. Paul city, Minnesota","8,403",units_in_structure,"±1,233",7.20%,±1.1
"('2 units',)","Stockton city, California","2,743",units_in_structure,±655,2.60%,±0.6
"('2 units',)","Tampa city, Florida","6,263",units_in_structure,"±1,196",3.90%,±0.7
"('2 units',)","Tucson city, Arizona","7,204",units_in_structure,"±1,304",3.10%,±0.6
"('2 units',)","Tulsa city, Oklahoma","4,077",units_in_structure,±663,2.20%,±0.4
"('2 units',)","Virginia Beach city, Virginia","1,592",units_in_structure,±585,0.90%,±0.3
"('2 units',)","Washington city, District of Columbia","9,370",units_in_structure,"±1,206",3.10%,±0.4
"('2 units',)","Wichita city, Kansas","6,475",units_in_structure,±923,3.80%,±0.5
"('3 or 4 units',)","Albuquerque city, New Mexico","14,755",units_in_structure,"±1,873",6.10%,±0.8
"('3 or 4 units',)","Anaheim city, California","9,937",units_in_structure,"±1,523",9.60%,±1.5
"('3 or 4 units',)","Anchorage municipality, Alaska","15,333",units_in_structure,"±1,961",13.40%,±1.7
"('3 or 4 units',)","Arlington city, Texas","8,468",units_in_structure,"±1,377",5.70%,±0.9
"('3 or 4 units',)","Atlanta city, Georgia","10,721",units_in_structure,"±1,810",4.50%,±0.7
"('3 or 4 units',)","Aurora city, Colorado","6,758",units_in_structure,"±1,221",5.10%,±0.9
"('3 or 4 units',)","Austin city, Texas","16,648",units_in_structure,"±2,132",4.20%,±0.5
"('3 or 4 units',)","Bakersfield city, California","10,708",units_in_structure,"±2,043",8.70%,±1.6
"('3 or 4 units',)","Baltimore city, Maryland","18,506",units_in_structure,"±1,900",6.20%,±0.6
"('3 or 4 units',)","Boston city, Massachusetts","66,212",units_in_structure,"±3,058",24.10%,±1.1
"('3 or 4 units',)","Charlotte city, North Carolina","9,610",units_in_structure,"±1,350",2.90%,±0.4
"('3 or 4 units',)","Chicago city, Illinois","180,713",units_in_structure,"±5,595",15.20%,±0.5
"('3 or 4 units',)","Cincinnati city, Ohio","19,784",units_in_structure,"±2,043",12.10%,±1.2
"('3 or 4 units',)","Cleveland city, Ohio","15,169",units_in_structure,"±1,645",7.20%,±0.8
"('3 or 4 units',)","Colorado Springs city, Colorado","7,390",units_in_structure,"±1,361",4.00%,±0.7
"('3 or 4 units',)","Columbus city, Ohio","35,741",units_in_structure,"±3,187",9.40%,±0.8
"('3 or 4 units',)","Corpus Christi city, Texas","11,656",units_in_structure,"±1,928",9.00%,±1.5
"('3 or 4 units',)","Dallas city, Texas","24,478",units_in_structure,"±2,267",4.50%,±0.4
"('3 or 4 units',)","Denver city, Colorado","9,534",units_in_structure,"±1,734",3.20%,±0.6
"('3 or 4 units',)","Detroit city, Michigan","10,400",units_in_structure,"±1,461",2.80%,±0.4
"('3 or 4 units',)","Durham city, North Carolina","4,650",units_in_structure,"±1,181",4.10%,±1.0
"('3 or 4 units',)","El Paso city, Texas","15,036",units_in_structure,"±2,125",6.10%,±0.9
"('3 or 4 units',)","Fort Worth city, Texas","9,503",units_in_structure,"±1,526",3.10%,±0.5
"('3 or 4 units',)","Fresno city, California","19,615",units_in_structure,"±2,078",11.00%,±1.2
"('3 or 4 units',)","Greensboro city, North Carolina","6,160",units_in_structure,"±1,261",4.80%,±1.0
"('3 or 4 units',)","Henderson city, Nevada","5,976",units_in_structure,"±1,070",5.00%,±0.9
"('3 or 4 units',)","Houston city, Texas","30,252",units_in_structure,"±3,588",3.20%,±0.4
"('3 or 4 units',)","Indianapolis city (balance), Indiana","17,429",units_in_structure,"±2,153",4.60%,±0.6
"('3 or 4 units',)","Irvine city, California","5,048",units_in_structure,"±1,151",5.30%,±1.2
"('3 or 4 units',)","Jacksonville city, Florida","15,643",units_in_structure,"±1,831",4.20%,±0.5
"('3 or 4 units',)","Jersey City city, New Jersey","13,665",units_in_structure,"±1,672",12.30%,±1.6
"('3 or 4 units',)","Kansas City city, Missouri","10,616",units_in_structure,"±1,478",4.70%,±0.7
"('3 or 4 units',)","Las Vegas city, Nevada","21,338",units_in_structure,"±2,447",8.60%,±1.0
"('3 or 4 units',)","Lincoln city, Nebraska","4,550",units_in_structure,±910,4.00%,±0.8
"('3 or 4 units',)","Long Beach city, California","16,543",units_in_structure,"±1,828",9.70%,±1.0
"('3 or 4 units',)","Los Angeles city, California","78,115",units_in_structure,"±4,134",5.50%,±0.3
"('3 or 4 units',)","Memphis city, Tennessee","21,702",units_in_structure,"±2,035",7.20%,±0.7
"('3 or 4 units',)","Mesa city, Arizona","9,632",units_in_structure,"±1,584",4.80%,±0.8
"('3 or 4 units',)","Miami city, Florida","9,881",units_in_structure,"±1,691",5.20%,±0.9
"('3 or 4 units',)","Milwaukee city, Wisconsin","19,706",units_in_structure,"±2,142",7.60%,±0.8
"('3 or 4 units',)","Minneapolis city, Minnesota","7,526",units_in_structure,"±1,143",4.10%,±0.6
"('3 or 4 units',)","New Orleans city, Louisiana","16,806",units_in_structure,"±1,576",8.70%,±0.8
"('3 or 4 units',)","New York city, New York","355,257",units_in_structure,"±7,657",10.30%,±0.2
"('3 or 4 units',)","Newark city, New Jersey","31,983",units_in_structure,"±2,164",30.00%,±1.9
"('3 or 4 units',)","Oakland city, California","19,394",units_in_structure,"±1,928",11.50%,±1.1
"('3 or 4 units',)","Oklahoma City city, Oklahoma","9,139",units_in_structure,"±1,320",3.40%,±0.5
"('3 or 4 units',)","Omaha city, Nebraska","4,177",units_in_structure,±907,2.20%,±0.5
"('3 or 4 units',)","Orlando city, Florida","7,648",units_in_structure,"±1,411",6.00%,±1.1
"('3 or 4 units',)","Philadelphia city, Pennsylvania","44,219",units_in_structure,"±3,103",6.60%,±0.5
"('3 or 4 units',)","Phoenix city, Arizona","29,931",units_in_structure,"±2,453",5.00%,±0.4
"('3 or 4 units',)","Pittsburgh city, Pennsylvania","9,417",units_in_structure,"±1,433",6.20%,±0.9
"('3 or 4 units',)","Plano city, Texas","3,580",units_in_structure,±946,3.30%,±0.8
"('3 or 4 units',)","Portland city, Oregon","16,680",units_in_structure,"±2,106",6.20%,±0.8
"('3 or 4 units',)","Raleigh city, North Carolina","9,102",units_in_structure,"±1,814",4.70%,±0.9
"('3 or 4 units',)","Riverside city, California","2,670",units_in_structure,±671,2.70%,±0.7
"('3 or 4 units',)","Sacramento city, California","11,321",units_in_structure,"±1,960",5.90%,±1.0
"('3 or 4 units',)","San Antonio city, Texas","25,023",units_in_structure,"±2,911",4.70%,±0.5
"('3 or 4 units',)","San Diego city, California","32,980",units_in_structure,"±3,345",6.20%,±0.6
"('3 or 4 units',)","San Francisco city, California","44,897",units_in_structure,"±2,981",11.60%,±0.8
"('3 or 4 units',)","San Jose city, California","16,489",units_in_structure,"±1,905",5.10%,±0.6
"('3 or 4 units',)","Santa Ana city, California","5,463",units_in_structure,"±1,148",6.80%,±1.4
"('3 or 4 units',)","Seattle city, Washington","14,521",units_in_structure,"±2,036",4.50%,±0.6
"('3 or 4 units',)","St. Louis city, Missouri","24,696",units_in_structure,"±2,078",14.10%,±1.2
"('3 or 4 units',)","St. Paul city, Minnesota","5,125",units_in_structure,±977,4.40%,±0.8
"('3 or 4 units',)","Stockton city, California","7,497",units_in_structure,"±1,301",7.20%,±1.2
"('3 or 4 units',)","Tampa city, Florida","6,613",units_in_structure,"±1,213",4.10%,±0.8
"('3 or 4 units',)","Tucson city, Arizona","10,036",units_in_structure,"±1,565",4.30%,±0.7
"('3 or 4 units',)","Tulsa city, Oklahoma","8,441",units_in_structure,±904,4.50%,±0.5
"('3 or 4 units',)","Virginia Beach city, Virginia","7,445",units_in_structure,"±1,293",4.10%,±0.7
"('3 or 4 units',)","Washington city, District of Columbia","21,720",units_in_structure,"±1,997",7.10%,±0.7
"('3 or 4 units',)","Wichita city, Kansas","7,811",units_in_structure,"±1,311",4.60%,±0.8
"('5 to 9 units',)","Albuquerque city, New Mexico","13,176",units_in_structure,"±2,193",5.50%,±0.9
"('5 to 9 units',)","Anaheim city, California","7,456",units_in_structure,"±1,228",7.20%,±1.2
"('5 to 9 units',)","Anchorage municipality, Alaska","7,482",units_in_structure,"±1,544",6.50%,±1.3
"('5 to 9 units',)","Arlington city, Texas","10,955",units_in_structure,"±1,819",7.40%,±1.2
"('5 to 9 units',)","Atlanta city, Georgia","19,695",units_in_structure,"±2,012",8.40%,±0.8
"('5 to 9 units',)","Aurora city, Colorado","9,238",units_in_structure,"±1,559",6.90%,±1.2
"('5 to 9 units',)","Austin city, Texas","21,434",units_in_structure,"±2,584",5.50%,±0.7
"('5 to 9 units',)","Bakersfield city, California","6,719",units_in_structure,"±1,514",5.50%,±1.2
"('5 to 9 units',)","Baltimore city, Maryland","15,869",units_in_structure,"±1,903",5.30%,±0.6
"('5 to 9 units',)","Boston city, Massachusetts","33,831",units_in_structure,"±2,772",12.30%,±1.0
"('5 to 9 units',)","Charlotte city, North Carolina","26,800",units_in_structure,"±2,576",8.00%,±0.8
"('5 to 9 units',)","Chicago city, Illinois","140,168",units_in_structure,"±5,372",11.80%,±0.4
"('5 to 9 units',)","Cincinnati city, Ohio","14,894",units_in_structure,"±1,815",9.10%,±1.1
"('5 to 9 units',)","Cleveland city, Ohio","10,205",units_in_structure,"±1,580",4.90%,±0.7
"('5 to 9 units',)","Colorado Springs city, Colorado","9,273",units_in_structure,"±1,698",5.00%,±0.9
"('5 to 9 units',)","Columbus city, Ohio","49,331",units_in_structure,"±3,786",12.90%,±1.0
"('5 to 9 units',)","Corpus Christi city, Texas","9,420",units_in_structure,"±1,737",7.30%,±1.4
"('5 to 9 units',)","Dallas city, Texas","59,551",units_in_structure,"±4,359",11.00%,±0.8
"('5 to 9 units',)","Denver city, Colorado","14,027",units_in_structure,"±2,180",4.70%,±0.7
"('5 to 9 units',)","Detroit city, Michigan","9,773",units_in_structure,"±1,480",2.70%,±0.4
"('5 to 9 units',)","Durham city, North Carolina","9,296",units_in_structure,"±1,854",8.10%,±1.6
"('5 to 9 units',)","El Paso city, Texas","20,186",units_in_structure,"±2,758",8.20%,±1.1
"('5 to 9 units',)","Fort Worth city, Texas","20,782",units_in_structure,"±2,957",6.70%,±1.0
"('5 to 9 units',)","Fresno city, California","18,696",units_in_structure,"±2,217",10.50%,±1.2
"('5 to 9 units',)","Greensboro city, North Carolina","18,399",units_in_structure,"±2,350",14.40%,±1.8
"('5 to 9 units',)","Henderson city, Nevada","11,727",units_in_structure,"±1,787",9.80%,±1.4
"('5 to 9 units',)","Houston city, Texas","63,207",units_in_structure,"±4,243",6.80%,±0.4
"('5 to 9 units',)","Indianapolis city (balance), Indiana","36,588",units_in_structure,"±3,373",9.60%,±0.9
"('5 to 9 units',)","Irvine city, California","9,213",units_in_structure,"±2,164",9.70%,±2.2
"('5 to 9 units',)","Jacksonville city, Florida","25,250",units_in_structure,"±3,005",6.80%,±0.8
"('5 to 9 units',)","Jersey City city, New Jersey","12,647",units_in_structure,"±1,512",11.40%,±1.3
"('5 to 9 units',)","Kansas City city, Missouri","15,983",units_in_structure,"±2,427",7.10%,±1.1
"('5 to 9 units',)","Las Vegas city, Nevada","24,798",units_in_structure,"±2,511",10.00%,±1.0
"('5 to 9 units',)","Lincoln city, Nebraska","5,809",units_in_structure,"±1,180",5.10%,±1.0
"('5 to 9 units',)","Long Beach city, California","18,303",units_in_structure,"±1,909",10.70%,±1.1
"('5 to 9 units',)","Los Angeles city, California","123,537",units_in_structure,"±5,114",8.60%,±0.4
"('5 to 9 units',)","Memphis city, Tennessee","34,183",units_in_structure,"±2,754",11.40%,±0.9
"('5 to 9 units',)","Mesa city, Arizona","11,302",units_in_structure,"±1,577",5.60%,±0.8
"('5 to 9 units',)","Miami city, Florida","14,901",units_in_structure,"±1,896",7.80%,±1.0
