Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 1960 to 1969',)","Irvine city, California","4,145",year_structure_built,"±1,474",3.40%,±1.2
"('Built 1960 to 1969',)","Jacksonville city, Florida","40,633",year_structure_built,"±4,131",9.60%,±1.0
"('Built 1960 to 1969',)","Jersey City city, New Jersey","11,596",year_structure_built,"±2,061",8.80%,±1.6
"('Built 1960 to 1969',)","Kansas City city, Missouri","30,324",year_structure_built,"±2,872",12.40%,±1.2
"('Built 1960 to 1969',)","Las Vegas city, Nevada","21,118",year_structure_built,"±2,337",7.80%,±0.9
"('Built 1960 to 1969',)","Lexington-Fayette urban county, Kentucky","15,844",year_structure_built,"±1,712",10.70%,±1.1
"('Built 1960 to 1969',)","Lincoln city, Nebraska","10,650",year_structure_built,"±1,378",8.40%,±1.1
"('Built 1960 to 1969',)","Long Beach city, California","23,909",year_structure_built,"±2,494",13.30%,±1.3
"('Built 1960 to 1969',)","Los Angeles city, California","191,417",year_structure_built,"±5,940",12.40%,±0.4
"('Built 1960 to 1969',)","Memphis city, Tennessee","40,196",year_structure_built,"±3,285",13.90%,±1.1
"('Built 1960 to 1969',)","Mesa city, Arizona","12,851",year_structure_built,"±2,349",5.80%,±1.0
"('Built 1960 to 1969',)","Miami city, Florida","19,254",year_structure_built,"±2,448",8.80%,±1.1
"('Built 1960 to 1969',)","Milwaukee city, Wisconsin","26,315",year_structure_built,"±2,673",10.20%,±1.0
"('Built 1960 to 1969',)","Minneapolis city, Minnesota","14,935",year_structure_built,"±2,247",7.30%,±1.1
"('Built 1960 to 1969',)","Nashville-Davidson metropolitan government (balance), Tennessee","40,141",year_structure_built,"±3,217",12.10%,±1.0
"('Built 1960 to 1969',)","New Orleans city, Louisiana","20,195",year_structure_built,"±2,213",10.40%,±1.1
"('Built 1960 to 1969',)","New York city, New York","435,127",year_structure_built,"±12,019",11.90%,±0.3
"('Built 1960 to 1969',)","Newark city, New Jersey","19,897",year_structure_built,"±2,705",16.30%,±2.2
"('Built 1960 to 1969',)","Oakland city, California","18,848",year_structure_built,"±2,188",10.10%,±1.1
"('Built 1960 to 1969',)","Oklahoma City city, Oklahoma","37,517",year_structure_built,"±2,942",12.40%,±1.0
"('Built 1960 to 1969',)","Omaha city, Nebraska","29,554",year_structure_built,"±1,973",13.90%,±0.9
"('Built 1960 to 1969',)","Orlando city, Florida","9,549",year_structure_built,"±1,986",6.40%,±1.3
"('Built 1960 to 1969',)","Philadelphia city, Pennsylvania","77,730",year_structure_built,"±4,795",10.60%,±0.7
"('Built 1960 to 1969',)","Phoenix city, Arizona","52,750",year_structure_built,"±3,433",8.20%,±0.5
"('Built 1960 to 1969',)","Pittsburgh city, Pennsylvania","10,737",year_structure_built,"±1,610",6.70%,±1.0
"('Built 1960 to 1969',)","Plano city, Texas","4,056",year_structure_built,"±1,101",3.50%,±1.0
"('Built 1960 to 1969',)","Portland city, Oregon","26,146",year_structure_built,"±3,031",8.60%,±1.0
"('Built 1960 to 1969',)","Raleigh city, North Carolina","13,103",year_structure_built,"±1,945",6.00%,±0.9
"('Built 1960 to 1969',)","Riverside city, California","10,210",year_structure_built,"±1,655",10.80%,±1.7
"('Built 1960 to 1969',)","Sacramento city, California","22,204",year_structure_built,"±2,330",10.50%,±1.1
"('Built 1960 to 1969',)","San Antonio city, Texas","63,773",year_structure_built,"±4,611",10.60%,±0.7
"('Built 1960 to 1969',)","San Diego city, California","62,814",year_structure_built,"±4,311",11.30%,±0.7
"('Built 1960 to 1969',)","San Francisco city, California","30,257",year_structure_built,"±3,305",7.30%,±0.8
"('Built 1960 to 1969',)","San Jose city, California","62,559",year_structure_built,"±3,964",18.40%,±1.1
"('Built 1960 to 1969',)","Santa Ana city, California","13,784",year_structure_built,"±1,676",17.10%,±2.0
"('Built 1960 to 1969',)","Seattle city, Washington","26,382",year_structure_built,"±3,109",6.90%,±0.8
"('Built 1960 to 1969',)","St. Louis city, Missouri","11,400",year_structure_built,"±1,817",6.60%,±1.1
"('Built 1960 to 1969',)","St. Paul city, Minnesota","13,016",year_structure_built,"±1,853",9.90%,±1.4
"('Built 1960 to 1969',)","Stockton city, California","10,672",year_structure_built,"±1,671",10.40%,±1.6
"('Built 1960 to 1969',)","Tampa city, Florida","16,094",year_structure_built,"±1,951",9.30%,±1.1
"('Built 1960 to 1969',)","Tucson city, Arizona","26,906",year_structure_built,"±2,731",11.10%,±1.1
"('Built 1960 to 1969',)","Tulsa city, Oklahoma","27,916",year_structure_built,"±1,975",14.40%,±1.0
"('Built 1960 to 1969',)","Virginia Beach city, Virginia","22,386",year_structure_built,"±2,495",11.70%,±1.3
"('Built 1960 to 1969',)","Washington city, District of Columbia","40,944",year_structure_built,"±3,639",11.50%,±1.0
"('Built 1960 to 1969',)","Wichita city, Kansas","13,855",year_structure_built,"±1,948",7.90%,±1.1
"('Built 1950 to 1959',)","Albuquerque city, New Mexico","28,330",year_structure_built,"±2,705",11.00%,±1.1
"('Built 1950 to 1959',)","Anaheim city, California","25,423",year_structure_built,"±2,451",23.00%,±2.1
"('Built 1950 to 1959',)","Anchorage municipality, Alaska","5,805",year_structure_built,"±1,313",4.80%,±1.1
"('Built 1950 to 1959',)","Arlington city, Texas","16,008",year_structure_built,"±2,086",10.20%,±1.3
"('Built 1950 to 1959',)","Atlanta city, Georgia","21,509",year_structure_built,"±2,095",8.50%,±0.8
"('Built 1950 to 1959',)","Aurora city, Colorado","8,222",year_structure_built,"±1,191",5.50%,±0.8
"('Built 1950 to 1959',)","Austin city, Texas","21,721",year_structure_built,"±2,462",4.60%,±0.5
"('Built 1950 to 1959',)","Bakersfield city, California","9,082",year_structure_built,"±1,725",6.80%,±1.3
"('Built 1950 to 1959',)","Baltimore city, Maryland","47,177",year_structure_built,"±3,450",16.10%,±1.2
"('Built 1950 to 1959',)","Boston city, Massachusetts","21,388",year_structure_built,"±2,943",7.00%,±0.9
"('Built 1950 to 1959',)","Charlotte city, North Carolina","23,040",year_structure_built,"±2,331",5.90%,±0.6
"('Built 1950 to 1959',)","Chicago city, Illinois","139,491",year_structure_built,"±6,779",11.00%,±0.5
"('Built 1950 to 1959',)","Cincinnati city, Ohio","16,213",year_structure_built,"±2,582",10.10%,±1.6
"('Built 1950 to 1959',)","Cleveland city, Ohio","29,167",year_structure_built,"±2,751",14.40%,±1.3
"('Built 1950 to 1959',)","Colorado Springs city, Colorado","13,277",year_structure_built,"±1,732",6.50%,±0.8
"('Built 1950 to 1959',)","Columbus city, Ohio","41,856",year_structure_built,"±2,742",9.90%,±0.6
"('Built 1950 to 1959',)","Corpus Christi city, Texas","20,154",year_structure_built,"±2,601",14.70%,±1.8
"('Built 1950 to 1959',)","Dallas city, Texas","71,481",year_structure_built,"±5,359",12.10%,±0.9
"('Built 1950 to 1959',)","Denver city, Colorado","42,649",year_structure_built,"±2,946",12.10%,±0.8
"('Built 1950 to 1959',)","Detroit city, Michigan","72,551",year_structure_built,"±3,779",22.50%,±1.2
"('Built 1950 to 1959',)","Durham city, North Carolina","5,076",year_structure_built,"±1,211",3.80%,±0.9
"('Built 1950 to 1959',)","El Paso city, Texas","28,245",year_structure_built,"±2,907",10.80%,±1.1
"('Built 1950 to 1959',)","Fort Worth city, Texas","32,172",year_structure_built,"±3,184",8.90%,±0.8
"('Built 1950 to 1959',)","Fresno city, California","21,758",year_structure_built,"±2,264",11.50%,±1.2
"('Built 1950 to 1959',)","Greensboro city, North Carolina","14,242",year_structure_built,"±1,726",10.20%,±1.2
"('Built 1950 to 1959',)","Henderson city, Nevada","1,305",year_structure_built,±499,1.00%,±0.4
"('Built 1950 to 1959',)","Houston city, Texas","93,889",year_structure_built,"±5,629",9.10%,±0.5
"('Built 1950 to 1959',)","Indianapolis city (balance), Indiana","49,165",year_structure_built,"±3,030",12.30%,±0.8
"('Built 1950 to 1959',)","Irvine city, California","1,025",year_structure_built,±611,0.80%,±0.5
"('Built 1950 to 1959',)","Jacksonville city, Florida","42,039",year_structure_built,"±3,653",10.00%,±0.9
"('Built 1950 to 1959',)","Jersey City city, New Jersey","10,510",year_structure_built,"±2,199",8.00%,±1.7
"('Built 1950 to 1959',)","Kansas City city, Missouri","28,699",year_structure_built,"±2,736",11.80%,±1.1
"('Built 1950 to 1959',)","Las Vegas city, Nevada","9,216",year_structure_built,"±1,438",3.40%,±0.5
"('Built 1950 to 1959',)","Lexington-Fayette urban county, Kentucky","12,521",year_structure_built,"±1,577",8.50%,±1.1
"('Built 1950 to 1959',)","Lincoln city, Nebraska","13,671",year_structure_built,"±1,868",10.80%,±1.5
"('Built 1950 to 1959',)","Long Beach city, California","36,734",year_structure_built,"±2,686",20.40%,±1.4
"('Built 1950 to 1959',)","Los Angeles city, California","256,935",year_structure_built,"±6,395",16.70%,±0.4
"('Built 1950 to 1959',)","Memphis city, Tennessee","63,607",year_structure_built,"±3,742",22.00%,±1.3
"('Built 1950 to 1959',)","Mesa city, Arizona","7,856",year_structure_built,"±1,145",3.50%,±0.5
"('Built 1950 to 1959',)","Miami city, Florida","29,035",year_structure_built,"±3,587",13.20%,±1.7
"('Built 1950 to 1959',)","Milwaukee city, Wisconsin","51,568",year_structure_built,"±3,645",20.00%,±1.4
"('Built 1950 to 1959',)","Minneapolis city, Minnesota","17,567",year_structure_built,"±2,135",8.60%,±1.0
"('Built 1950 to 1959',)","Nashville-Davidson metropolitan government (balance), Tennessee","30,080",year_structure_built,"±2,963",9.10%,±0.9
"('Built 1950 to 1959',)","New Orleans city, Louisiana","23,838",year_structure_built,"±2,059",12.20%,±1.1
"('Built 1950 to 1959',)","New York city, New York","456,826",year_structure_built,"±12,997",12.50%,±0.4
"('Built 1950 to 1959',)","Newark city, New Jersey","10,956",year_structure_built,"±1,896",9.00%,±1.5
"('Built 1950 to 1959',)","Oakland city, California","19,121",year_structure_built,"±2,020",10.20%,±1.1
"('Built 1950 to 1959',)","Oklahoma City city, Oklahoma","29,888",year_structure_built,"±3,169",9.90%,±1.1
"('Built 1950 to 1959',)","Omaha city, Nebraska","23,127",year_structure_built,"±2,361",10.90%,±1.1
"('Built 1950 to 1959',)","Orlando city, Florida","12,844",year_structure_built,"±2,078",8.60%,±1.4
"('Built 1950 to 1959',)","Philadelphia city, Pennsylvania","111,490",year_structure_built,"±6,825",15.20%,±0.9
"('Built 1950 to 1959',)","Phoenix city, Arizona","65,471",year_structure_built,"±4,250",10.20%,±0.7
"('Built 1950 to 1959',)","Pittsburgh city, Pennsylvania","20,110",year_structure_built,"±2,232",12.60%,±1.3
"('Built 1950 to 1959',)","Plano city, Texas","1,266",year_structure_built,±629,1.10%,±0.5
"('Built 1950 to 1959',)","Portland city, Oregon","32,730",year_structure_built,"±2,639",10.80%,±0.9
"('Built 1950 to 1959',)","Raleigh city, North Carolina","8,067",year_structure_built,"±1,504",3.70%,±0.7
"('Built 1950 to 1959',)","Riverside city, California","15,741",year_structure_built,"±1,792",16.70%,±1.8
"('Built 1950 to 1959',)","Sacramento city, California","24,400",year_structure_built,"±2,271",11.60%,±1.0
"('Built 1950 to 1959',)","San Antonio city, Texas","57,874",year_structure_built,"±3,995",9.60%,±0.6
"('Built 1950 to 1959',)","San Diego city, California","60,204",year_structure_built,"±3,134",10.80%,±0.6
"('Built 1950 to 1959',)","San Francisco city, California","33,913",year_structure_built,"±3,498",8.20%,±0.8
"('Built 1950 to 1959',)","San Jose city, California","36,400",year_structure_built,"±2,744",10.70%,±0.8
"('Built 1950 to 1959',)","Santa Ana city, California","18,063",year_structure_built,"±1,755",22.40%,±2.0
"('Built 1950 to 1959',)","Seattle city, Washington","35,510",year_structure_built,"±3,356",9.20%,±0.9
"('Built 1950 to 1959',)","St. Louis city, Missouri","15,172",year_structure_built,"±1,800",8.70%,±1.0
"('Built 1950 to 1959',)","St. Paul city, Minnesota","16,227",year_structure_built,"±2,024",12.40%,±1.5
"('Built 1950 to 1959',)","Stockton city, California","7,890",year_structure_built,"±1,210",7.70%,±1.1
"('Built 1950 to 1959',)","Tampa city, Florida","23,878",year_structure_built,"±2,629",13.80%,±1.5
"('Built 1950 to 1959',)","Tucson city, Arizona","34,014",year_structure_built,"±3,041",14.00%,±1.2
"('Built 1950 to 1959',)","Tulsa city, Oklahoma","31,871",year_structure_built,"±1,976",16.40%,±1.0
"('Built 1950 to 1959',)","Virginia Beach city, Virginia","11,348",year_structure_built,"±1,508",5.90%,±0.8
"('Built 1950 to 1959',)","Washington city, District of Columbia","40,111",year_structure_built,"±3,391",11.20%,±0.9
"('Built 1950 to 1959',)","Wichita city, Kansas","30,667",year_structure_built,"±2,896",17.40%,±1.6
"('Built 1940 to 1949',)","Albuquerque city, New Mexico","9,767",year_structure_built,"±1,626",3.80%,±0.6
"('Built 1940 to 1949',)","Anaheim city, California","2,711",year_structure_built,±773,2.50%,±0.7
"('Built 1940 to 1949',)","Anchorage municipality, Alaska",862,year_structure_built,±493,0.70%,±0.4
"('Built 1940 to 1949',)","Arlington city, Texas","1,037",year_structure_built,±568,0.70%,±0.4
"('Built 1940 to 1949',)","Atlanta city, Georgia","11,169",year_structure_built,"±1,872",4.40%,±0.7
"('Built 1940 to 1949',)","Aurora city, Colorado","1,569",year_structure_built,±544,1.00%,±0.4
"('Built 1940 to 1949',)","Austin city, Texas","7,428",year_structure_built,"±1,564",1.60%,±0.3
"('Built 1940 to 1949',)","Bakersfield city, California","4,956",year_structure_built,"±1,457",3.70%,±1.1
"('Built 1940 to 1949',)","Baltimore city, Maryland","32,770",year_structure_built,"±3,087",11.20%,±1.1
"('Built 1940 to 1949',)","Boston city, Massachusetts","14,164",year_structure_built,"±2,095",4.60%,±0.7
"('Built 1940 to 1949',)","Charlotte city, North Carolina","10,096",year_structure_built,"±1,862",2.60%,±0.5
"('Built 1940 to 1949',)","Chicago city, Illinois","101,786",year_structure_built,"±5,512",8.00%,±0.4
"('Built 1940 to 1949',)","Cincinnati city, Ohio","13,498",year_structure_built,"±2,762",8.40%,±1.7
"('Built 1940 to 1949',)","Cleveland city, Ohio","19,609",year_structure_built,"±2,518",9.70%,±1.2
"('Built 1940 to 1949',)","Colorado Springs city, Colorado","3,786",year_structure_built,±951,1.80%,±0.5
"('Built 1940 to 1949',)","Columbus city, Ohio","16,536",year_structure_built,"±1,773",3.90%,±0.4
"('Built 1940 to 1949',)","Corpus Christi city, Texas","10,030",year_structure_built,"±1,706",7.30%,±1.3
"('Built 1940 to 1949',)","Dallas city, Texas","30,411",year_structure_built,"±2,734",5.10%,±0.5
"('Built 1940 to 1949',)","Denver city, Colorado","20,484",year_structure_built,"±2,676",5.80%,±0.8
"('Built 1940 to 1949',)","Detroit city, Michigan","59,399",year_structure_built,"±4,029",18.40%,±1.2
"('Built 1940 to 1949',)","Durham city, North Carolina","3,804",year_structure_built,±962,2.90%,±0.7
"('Built 1940 to 1949',)","El Paso city, Texas","10,788",year_structure_built,"±1,889",4.10%,±0.7
"('Built 1940 to 1949',)","Fort Worth city, Texas","17,203",year_structure_built,"±2,143",4.80%,±0.6
"('Built 1940 to 1949',)","Fresno city, California","9,874",year_structure_built,"±1,619",5.20%,±0.9
"('Built 1940 to 1949',)","Greensboro city, North Carolina","6,845",year_structure_built,"±2,063",4.90%,±1.5
"('Built 1940 to 1949',)","Henderson city, Nevada",534,year_structure_built,±318,0.40%,±0.2
"('Built 1940 to 1949',)","Houston city, Texas","40,728",year_structure_built,"±3,568",4.00%,±0.3
"('Built 1940 to 1949',)","Indianapolis city (balance), Indiana","17,914",year_structure_built,"±2,083",4.50%,±0.5
"('Built 1940 to 1949',)","Irvine city, California",232,year_structure_built,±255,0.20%,±0.2
"('Built 1940 to 1949',)","Jacksonville city, Florida","17,085",year_structure_built,"±2,213",4.00%,±0.5
"('Built 1940 to 1949',)","Jersey City city, New Jersey","8,122",year_structure_built,"±1,655",6.20%,±1.3
"('Built 1940 to 1949',)","Kansas City city, Missouri","13,811",year_structure_built,"±1,766",5.70%,±0.7
"('Built 1940 to 1949',)","Las Vegas city, Nevada","2,678",year_structure_built,±681,1.00%,±0.3
"('Built 1940 to 1949',)","Lexington-Fayette urban county, Kentucky","3,948",year_structure_built,"±1,025",2.70%,±0.7
"('Built 1940 to 1949',)","Lincoln city, Nebraska","5,125",year_structure_built,"±1,160",4.10%,±0.9
"('Built 1940 to 1949',)","Long Beach city, California","26,320",year_structure_built,"±2,477",14.60%,±1.4
"('Built 1940 to 1949',)","Los Angeles city, California","137,785",year_structure_built,"±6,124",8.90%,±0.4
"('Built 1940 to 1949',)","Memphis city, Tennessee","20,245",year_structure_built,"±2,674",7.00%,±0.9
"('Built 1940 to 1949',)","Mesa city, Arizona","1,962",year_structure_built,±768,0.90%,±0.3
"('Built 1940 to 1949',)","Miami city, Florida","22,743",year_structure_built,"±2,542",10.30%,±1.2
"('Built 1940 to 1949',)","Milwaukee city, Wisconsin","29,106",year_structure_built,"±2,694",11.30%,±1.0
"('Built 1940 to 1949',)","Minneapolis city, Minnesota","11,999",year_structure_built,"±1,523",5.90%,±0.7
"('Built 1940 to 1949',)","Nashville-Davidson metropolitan government (balance), Tennessee","10,605",year_structure_built,"±1,623",3.20%,±0.5
"('Built 1940 to 1949',)","New Orleans city, Louisiana","13,249",year_structure_built,"±1,553",6.80%,±0.8
"('Built 1940 to 1949',)","New York city, New York","339,115",year_structure_built,"±9,746",9.30%,±0.3
"('Built 1940 to 1949',)","Newark city, New Jersey","12,600",year_structure_built,"±2,226",10.30%,±1.8
"('Built 1940 to 1949',)","Oakland city, California","19,721",year_structure_built,"±2,087",10.60%,±1.1
"('Built 1940 to 1949',)","Oklahoma City city, Oklahoma","12,624",year_structure_built,"±1,599",4.20%,±0.5
"('Built 1940 to 1949',)","Omaha city, Nebraska","9,962",year_structure_built,"±1,500",4.70%,±0.7
"('Built 1940 to 1949',)","Orlando city, Florida","4,030",year_structure_built,"±1,174",2.70%,±0.8
"('Built 1940 to 1949',)","Philadelphia city, Pennsylvania","91,988",year_structure_built,"±5,152",12.50%,±0.7
"('Built 1940 to 1949',)","Phoenix city, Arizona","17,755",year_structure_built,"±2,461",2.80%,±0.4
"('Built 1940 to 1949',)","Pittsburgh city, Pennsylvania","11,314",year_structure_built,"±1,451",7.10%,±0.9
"('Built 1940 to 1949',)","Plano city, Texas",137,year_structure_built,±169,0.10%,±0.1
"('Built 1940 to 1949',)","Portland city, Oregon","21,634",year_structure_built,"±2,141",7.10%,±0.7
"('Built 1940 to 1949',)","Raleigh city, North Carolina","2,643",year_structure_built,±722,1.20%,±0.3
"('Built 1940 to 1949',)","Riverside city, California","3,777",year_structure_built,±848,4.00%,±0.9
"('Built 1940 to 1949',)","Sacramento city, California","16,526",year_structure_built,"±2,084",7.80%,±0.9
"('Built 1940 to 1949',)","San Antonio city, Texas","33,175",year_structure_built,"±3,225",5.50%,±0.5
"('Built 1940 to 1949',)","San Diego city, California","21,103",year_structure_built,"±2,302",3.80%,±0.4
"('Built 1940 to 1949',)","San Francisco city, California","36,785",year_structure_built,"±2,920",8.90%,±0.7
"('Built 1940 to 1949',)","San Jose city, California","9,765",year_structure_built,"±1,517",2.90%,±0.4
"('Built 1940 to 1949',)","Santa Ana city, California","4,188",year_structure_built,±972,5.20%,±1.2
"('Built 1940 to 1949',)","Seattle city, Washington","30,171",year_structure_built,"±3,114",7.80%,±0.8
"('Built 1940 to 1949',)","St. Louis city, Missouri","13,223",year_structure_built,"±1,903",7.60%,±1.1
"('Built 1940 to 1949',)","St. Paul city, Minnesota","8,327",year_structure_built,"±1,274",6.30%,±0.9
"('Built 1940 to 1949',)","Stockton city, California","5,799",year_structure_built,"±1,108",5.60%,±1.1
"('Built 1940 to 1949',)","Tampa city, Florida","11,896",year_structure_built,"±1,782",6.90%,±1.0
"('Built 1940 to 1949',)","Tucson city, Arizona","12,091",year_structure_built,"±2,008",5.00%,±0.8
"('Built 1940 to 1949',)","Tulsa city, Oklahoma","11,550",year_structure_built,"±1,125",5.90%,±0.6
"('Built 1940 to 1949',)","Virginia Beach city, Virginia","2,017",year_structure_built,±825,1.10%,±0.4
"('Built 1940 to 1949',)","Washington city, District of Columbia","39,944",year_structure_built,"±4,128",11.20%,±1.2
"('Built 1940 to 1949',)","Wichita city, Kansas","16,307",year_structure_built,"±2,017",9.20%,±1.2
"('Built 1939 or earlier',)","Albuquerque city, New Mexico","7,566",year_structure_built,"±1,383",2.90%,±0.5
"('Built 1939 or earlier',)","Anaheim city, California","2,306",year_structure_built,±799,2.10%,±0.7
"('Built 1939 or earlier',)","Anchorage municipality, Alaska",917,year_structure_built,±531,0.80%,±0.4
"('Built 1939 or earlier',)","Arlington city, Texas",835,year_structure_built,±555,0.50%,±0.4
"('Built 1939 or earlier',)","Atlanta city, Georgia","34,387",year_structure_built,"±3,106",13.60%,±1.2
"('Built 1939 or earlier',)","Aurora city, Colorado","2,181",year_structure_built,±710,1.50%,±0.5
"('Built 1939 or earlier',)","Austin city, Texas","11,723",year_structure_built,"±2,378",2.50%,±0.5
"('Built 1939 or earlier',)","Bakersfield city, California","4,017",year_structure_built,"±1,224",3.00%,±0.9
"('Built 1939 or earlier',)","Baltimore city, Maryland","118,045",year_structure_built,"±4,538",40.20%,±1.5
"('Built 1939 or earlier',)","Boston city, Massachusetts","141,815",year_structure_built,"±4,854",46.20%,±1.5
"('Built 1939 or earlier',)","Charlotte city, North Carolina","10,063",year_structure_built,"±1,393",2.60%,±0.4
"('Built 1939 or earlier',)","Chicago city, Illinois","515,875",year_structure_built,"±10,656",40.60%,±0.7
"('Built 1939 or earlier',)","Cincinnati city, Ohio","64,366",year_structure_built,"±3,466",40.10%,±2.1
"('Built 1939 or earlier',)","Cleveland city, Ohio","100,208",year_structure_built,"±4,347",49.40%,±1.9
"('Built 1939 or earlier',)","Colorado Springs city, Colorado","11,830",year_structure_built,"±1,536",5.80%,±0.8
"('Built 1939 or earlier',)","Columbus city, Ohio","50,013",year_structure_built,"±3,077",11.80%,±0.7
"('Built 1939 or earlier',)","Corpus Christi city, Texas","3,867",year_structure_built,"±1,103",2.80%,±0.8
"('Built 1939 or earlier',)","Dallas city, Texas","30,424",year_structure_built,"±3,515",5.10%,±0.6
"('Built 1939 or earlier',)","Denver city, Colorado","61,593",year_structure_built,"±3,788",17.50%,±1.1
"('Built 1939 or earlier',)","Detroit city, Michigan","118,881",year_structure_built,"±4,015",36.80%,±1.2
"('Built 1939 or earlier',)","Durham city, North Carolina","7,710",year_structure_built,"±1,213",5.80%,±0.9
"('Built 1939 or earlier',)","El Paso city, Texas","11,681",year_structure_built,"±1,611",4.50%,±0.6
"('Built 1939 or earlier',)","Fort Worth city, Texas","20,135",year_structure_built,"±2,299",5.60%,±0.6
"('Built 1939 or earlier',)","Fresno city, California","9,685",year_structure_built,"±1,213",5.10%,±0.6
"('Built 1939 or earlier',)","Greensboro city, North Carolina","6,619",year_structure_built,"±1,322",4.70%,±0.9
"('Built 1939 or earlier',)","Henderson city, Nevada",49,year_structure_built,±85,0.00%,±0.1
"('Built 1939 or earlier',)","Houston city, Texas","43,732",year_structure_built,"±4,132",4.30%,±0.4
"('Built 1939 or earlier',)","Indianapolis city (balance), Indiana","65,072",year_structure_built,"±3,952",16.30%,±1.0
"('Built 1939 or earlier',)","Irvine city, California","1,069",year_structure_built,±973,0.90%,±0.8
"('Built 1939 or earlier',)","Jacksonville city, Florida","18,933",year_structure_built,"±2,127",4.50%,±0.5
"('Built 1939 or earlier',)","Jersey City city, New Jersey","36,101",year_structure_built,"±3,557",27.40%,±2.5
"('Built 1939 or earlier',)","Kansas City city, Missouri","51,263",year_structure_built,"±3,003",21.00%,±1.2
"('Built 1939 or earlier',)","Las Vegas city, Nevada","2,463",year_structure_built,±813,0.90%,±0.3
"('Built 1939 or earlier',)","Lexington-Fayette urban county, Kentucky","11,808",year_structure_built,"±1,712",8.00%,±1.2
"('Built 1939 or earlier',)","Lincoln city, Nebraska","14,354",year_structure_built,"±1,728",11.40%,±1.3
"('Built 1939 or earlier',)","Long Beach city, California","32,018",year_structure_built,"±2,641",17.80%,±1.5
"('Built 1939 or earlier',)","Los Angeles city, California","293,714",year_structure_built,"±8,169",19.00%,±0.5
"('Built 1939 or earlier',)","Memphis city, Tennessee","23,404",year_structure_built,"±2,437",8.10%,±0.8
"('Built 1939 or earlier',)","Mesa city, Arizona",837,year_structure_built,±421,0.40%,±0.2
"('Built 1939 or earlier',)","Miami city, Florida","17,830",year_structure_built,"±1,919",8.10%,±0.9
"('Built 1939 or earlier',)","Milwaukee city, Wisconsin","86,084",year_structure_built,"±3,761",33.40%,±1.4
"('Built 1939 or earlier',)","Minneapolis city, Minnesota","88,928",year_structure_built,"±4,113",43.70%,±2.0
"('Built 1939 or earlier',)","Nashville-Davidson metropolitan government (balance), Tennessee","19,591",year_structure_built,"±2,624",5.90%,±0.8
"('Built 1939 or earlier',)","New Orleans city, Louisiana","61,025",year_structure_built,"±2,780",31.30%,±1.4
"('Built 1939 or earlier',)","New York city, New York","1,423,010",year_structure_built,"±17,163",39.10%,±0.5
"('Built 1939 or earlier',)","Newark city, New Jersey","25,020",year_structure_built,"±3,090",20.50%,±2.4
"('Built 1939 or earlier',)","Oakland city, California","69,756",year_structure_built,"±3,537",37.40%,±1.7
"('Built 1939 or earlier',)","Oklahoma City city, Oklahoma","20,272",year_structure_built,"±1,778",6.70%,±0.6
"('Built 1939 or earlier',)","Omaha city, Nebraska","37,043",year_structure_built,"±2,575",17.40%,±1.2
"('Built 1939 or earlier',)","Orlando city, Florida","3,504",year_structure_built,"±1,020",2.30%,±0.7
"('Built 1939 or earlier',)","Philadelphia city, Pennsylvania","288,355",year_structure_built,"±7,353",39.30%,±1.0
"('Built 1939 or earlier',)","Phoenix city, Arizona","11,991",year_structure_built,"±1,969",1.90%,±0.3
"('Built 1939 or earlier',)","Pittsburgh city, Pennsylvania","80,272",year_structure_built,"±4,005",50.30%,±1.8
"('Built 1939 or earlier',)","Plano city, Texas",152,year_structure_built,±186,0.10%,±0.2
"('Built 1939 or earlier',)","Portland city, Oregon","83,294",year_structure_built,"±4,061",27.40%,±1.3
"('Built 1939 or earlier',)","Raleigh city, North Carolina","6,842",year_structure_built,"±1,447",3.10%,±0.7
"('Built 1939 or earlier',)","Riverside city, California","6,066",year_structure_built,"±1,310",6.40%,±1.4
"('Built 1939 or earlier',)","Sacramento city, California","20,559",year_structure_built,"±2,461",9.80%,±1.1
"('Built 1939 or earlier',)","San Antonio city, Texas","30,193",year_structure_built,"±2,508",5.00%,±0.4
"('Built 1939 or earlier',)","San Diego city, California","38,154",year_structure_built,"±3,259",6.90%,±0.6
"('Built 1939 or earlier',)","San Francisco city, California","187,962",year_structure_built,"±4,919",45.60%,±1.2
"('Built 1939 or earlier',)","San Jose city, California","16,817",year_structure_built,"±1,806",4.90%,±0.5
"('Built 1939 or earlier',)","Santa Ana city, California","7,466",year_structure_built,"±1,219",9.30%,±1.5
"('Built 1939 or earlier',)","Seattle city, Washington","90,897",year_structure_built,"±3,769",23.60%,±1.0
"('Built 1939 or earlier',)","St. Louis city, Missouri","99,356",year_structure_built,"±3,795",57.30%,±2.2
"('Built 1939 or earlier',)","St. Paul city, Minnesota","51,517",year_structure_built,"±2,515",39.20%,±1.8
"('Built 1939 or earlier',)","Stockton city, California","10,198",year_structure_built,"±1,484",9.90%,±1.4
"('Built 1939 or earlier',)","Tampa city, Florida","11,842",year_structure_built,"±1,521",6.80%,±0.9
"('Built 1939 or earlier',)","Tucson city, Arizona","6,986",year_structure_built,"±1,257",2.90%,±0.5
"('Built 1939 or earlier',)","Tulsa city, Oklahoma","19,442",year_structure_built,"±1,196",10.00%,±0.6
"('Built 1939 or earlier',)","Virginia Beach city, Virginia","1,766",year_structure_built,±639,0.90%,±0.3
