Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('No bedroom',)","Irvine city, California","4,603",bedrooms,"±1,529",4.00%,±1.3
"('No bedroom',)","Jacksonville city, Florida","6,819",bedrooms,"±1,497",1.70%,±0.4
"('No bedroom',)","Jersey City city, New Jersey","8,412",bedrooms,"±1,655",7.20%,±1.4
"('No bedroom',)","Kansas City city, Missouri","6,495",bedrooms,"±1,396",2.70%,±0.6
"('No bedroom',)","Las Vegas city, Nevada","11,028",bedrooms,"±1,582",4.30%,±0.6
"('No bedroom',)","Lincoln city, Nebraska","2,454",bedrooms,±861,2.00%,±0.7
"('No bedroom',)","Long Beach city, California","14,129",bedrooms,"±2,119",8.00%,±1.1
"('No bedroom',)","Los Angeles city, California","167,099",bedrooms,"±6,449",10.90%,±0.4
"('No bedroom',)","Memphis city, Tennessee","6,641",bedrooms,"±1,650",2.20%,±0.5
"('No bedroom',)","Mesa city, Arizona","4,383",bedrooms,"±1,129",2.00%,±0.5
"('No bedroom',)","Miami city, Florida","18,751",bedrooms,"±3,172",8.50%,±1.4
"('No bedroom',)","Milwaukee city, Wisconsin","9,401",bedrooms,"±1,686",3.60%,±0.6
"('No bedroom',)","Minneapolis city, Minnesota","14,973",bedrooms,"±2,158",7.80%,±1.1
"('No bedroom',)","New Orleans city, Louisiana","5,904",bedrooms,"±1,254",3.10%,±0.7
"('No bedroom',)","New York city, New York","305,946",bedrooms,"±9,945",8.60%,±0.3
"('No bedroom',)","Newark city, New Jersey","15,519",bedrooms,"±1,989",13.70%,±1.6
"('No bedroom',)","Oakland city, California","14,559",bedrooms,"±1,824",8.00%,±1.0
"('No bedroom',)","Oklahoma City city, Oklahoma","8,077",bedrooms,"±1,683",2.90%,±0.6
"('No bedroom',)","Omaha city, Nebraska","5,083",bedrooms,"±1,345",2.50%,±0.7
"('No bedroom',)","Orlando city, Florida","5,302",bedrooms,"±1,477",3.80%,±1.1
"('No bedroom',)","Philadelphia city, Pennsylvania","29,782",bedrooms,"±3,797",4.30%,±0.5
"('No bedroom',)","Phoenix city, Arizona","20,822",bedrooms,"±2,330",3.30%,±0.4
"('No bedroom',)","Pittsburgh city, Pennsylvania","5,621",bedrooms,"±1,370",3.50%,±0.8
"('No bedroom',)","Plano city, Texas","4,413",bedrooms,"±1,343",3.80%,±1.2
"('No bedroom',)","Portland city, Oregon","27,022",bedrooms,"±3,229",9.00%,±1.1
"('No bedroom',)","Raleigh city, North Carolina","5,185",bedrooms,"±1,564",2.50%,±0.7
"('No bedroom',)","Riverside city, California","2,147",bedrooms,±675,2.40%,±0.7
"('No bedroom',)","Sacramento city, California","7,736",bedrooms,"±1,428",3.90%,±0.7
"('No bedroom',)","San Antonio city, Texas","18,625",bedrooms,"±2,814",3.30%,±0.5
"('No bedroom',)","San Diego city, California","28,039",bedrooms,"±2,942",5.00%,±0.5
"('No bedroom',)","San Francisco city, California","64,237",bedrooms,"±4,779",15.80%,±1.2
"('No bedroom',)","San Jose city, California","18,253",bedrooms,"±2,874",5.30%,±0.8
"('No bedroom',)","Santa Ana city, California","2,351",bedrooms,±598,2.80%,±0.7
"('No bedroom',)","Seattle city, Washington","47,398",bedrooms,"±4,217",12.70%,±1.1
"('No bedroom',)","St. Louis city, Missouri","9,063",bedrooms,"±1,602",5.10%,±0.9
"('No bedroom',)","St. Paul city, Minnesota","6,427",bedrooms,"±1,258",5.30%,±1.0
"('No bedroom',)","Stockton city, California","4,156",bedrooms,±865,4.00%,±0.8
"('No bedroom',)","Tampa city, Florida","5,886",bedrooms,"±1,253",3.40%,±0.7
"('No bedroom',)","Tucson city, Arizona","12,062",bedrooms,"±1,859",4.90%,±0.8
"('No bedroom',)","Tulsa city, Oklahoma","4,812",bedrooms,±880,2.60%,±0.5
"('No bedroom',)","Virginia Beach city, Virginia","1,897",bedrooms,±802,1.00%,±0.4
"('No bedroom',)","Washington city, District of Columbia","31,839",bedrooms,"±2,588",9.90%,±0.8
"('No bedroom',)","Wichita city, Kansas","5,694",bedrooms,"±1,366",3.30%,±0.8
"('1 bedroom',)","Albuquerque city, New Mexico","31,003",bedrooms,"±3,159",12.50%,±1.3
"('1 bedroom',)","Anaheim city, California","21,499",bedrooms,"±2,454",19.40%,±2.1
"('1 bedroom',)","Anchorage municipality, Alaska","13,696",bedrooms,"±2,164",11.50%,±1.8
"('1 bedroom',)","Arlington city, Texas","25,672",bedrooms,"±3,066",17.30%,±1.8
"('1 bedroom',)","Atlanta city, Georgia","61,997",bedrooms,"±4,632",24.40%,±1.7
"('1 bedroom',)","Aurora city, Colorado","18,976",bedrooms,"±2,487",13.40%,±1.7
"('1 bedroom',)","Austin city, Texas","102,284",bedrooms,"±6,121",23.10%,±1.4
"('1 bedroom',)","Bakersfield city, California","7,106",bedrooms,"±1,352",5.70%,±1.1
"('1 bedroom',)","Baltimore city, Maryland","52,173",bedrooms,"±4,019",17.80%,±1.4
"('1 bedroom',)","Boston city, Massachusetts","77,664",bedrooms,"±4,372",25.60%,±1.4
"('1 bedroom',)","Charlotte city, North Carolina","51,992",bedrooms,"±3,980",13.80%,±1.0
"('1 bedroom',)","Chicago city, Illinois","247,584",bedrooms,"±9,040",20.30%,±0.7
"('1 bedroom',)","Cincinnati city, Ohio","41,404",bedrooms,"±3,898",26.10%,±2.3
"('1 bedroom',)","Cleveland city, Ohio","32,606",bedrooms,"±2,482",15.70%,±1.1
"('1 bedroom',)","Colorado Springs city, Colorado","22,134",bedrooms,"±2,589",11.10%,±1.3
"('1 bedroom',)","Columbus city, Ohio","62,575",bedrooms,"±4,200",15.50%,±1.0
"('1 bedroom',)","Corpus Christi city, Texas","17,020",bedrooms,"±2,348",12.60%,±1.7
"('1 bedroom',)","Dallas city, Texas","165,091",bedrooms,"±7,424",28.00%,±1.2
"('1 bedroom',)","Denver city, Colorado","83,770",bedrooms,"±4,591",24.80%,±1.3
"('1 bedroom',)","Detroit city, Michigan","43,815",bedrooms,"±2,603",12.20%,±0.7
"('1 bedroom',)","Durham city, North Carolina","15,430",bedrooms,"±2,432",12.40%,±1.9
"('1 bedroom',)","El Paso city, Texas","23,952",bedrooms,"±2,789",9.60%,±1.1
"('1 bedroom',)","Fort Worth city, Texas","53,373",bedrooms,"±3,890",15.40%,±1.0
"('1 bedroom',)","Fresno city, California","17,309",bedrooms,"±2,198",9.60%,±1.2
"('1 bedroom',)","Greensboro city, North Carolina","11,081",bedrooms,"±2,030",8.30%,±1.5
"('1 bedroom',)","Henderson city, Nevada","9,014",bedrooms,"±1,658",6.80%,±1.2
"('1 bedroom',)","Houston city, Texas","250,468",bedrooms,"±11,301",25.40%,±1.0
"('1 bedroom',)","Indianapolis city (balance), Indiana","56,544",bedrooms,"±4,308",14.70%,±1.1
"('1 bedroom',)","Irvine city, California","21,464",bedrooms,"±3,586",18.80%,±2.8
"('1 bedroom',)","Jacksonville city, Florida","45,403",bedrooms,"±3,961",11.40%,±1.0
"('1 bedroom',)","Jersey City city, New Jersey","31,399",bedrooms,"±2,641",26.90%,±2.1
"('1 bedroom',)","Kansas City city, Missouri","36,077",bedrooms,"±2,934",15.10%,±1.2
"('1 bedroom',)","Las Vegas city, Nevada","25,508",bedrooms,"±2,563",9.90%,±0.9
"('1 bedroom',)","Lincoln city, Nebraska","18,449",bedrooms,"±2,116",14.80%,±1.7
"('1 bedroom',)","Long Beach city, California","43,015",bedrooms,"±3,124",24.40%,±1.5
"('1 bedroom',)","Los Angeles city, California","377,896",bedrooms,"±10,049",24.70%,±0.6
"('1 bedroom',)","Memphis city, Tennessee","35,641",bedrooms,"±3,290",11.80%,±1.1
"('1 bedroom',)","Mesa city, Arizona","35,393",bedrooms,"±3,077",16.50%,±1.4
"('1 bedroom',)","Miami city, Florida","61,766",bedrooms,"±4,645",27.90%,±1.9
"('1 bedroom',)","Milwaukee city, Wisconsin","40,850",bedrooms,"±3,299",15.70%,±1.2
"('1 bedroom',)","Minneapolis city, Minnesota","48,616",bedrooms,"±3,538",25.20%,±1.6
"('1 bedroom',)","New Orleans city, Louisiana","34,854",bedrooms,"±2,299",18.10%,±1.2
"('1 bedroom',)","New York city, New York","1,036,148",bedrooms,"±16,863",29.20%,±0.5
"('1 bedroom',)","Newark city, New Jersey","21,277",bedrooms,"±2,746",18.70%,±2.2
"('1 bedroom',)","Oakland city, California","43,670",bedrooms,"±3,819",23.90%,±1.7
"('1 bedroom',)","Oklahoma City city, Oklahoma","32,874",bedrooms,"±2,919",11.70%,±1.0
"('1 bedroom',)","Omaha city, Nebraska","33,006",bedrooms,"±2,374",16.30%,±1.2
"('1 bedroom',)","Orlando city, Florida","28,235",bedrooms,"±3,796",20.40%,±2.4
"('1 bedroom',)","Philadelphia city, Pennsylvania","114,147",bedrooms,"±5,614",16.50%,±0.8
"('1 bedroom',)","Phoenix city, Arizona","86,303",bedrooms,"±4,919",13.50%,±0.8
"('1 bedroom',)","Pittsburgh city, Pennsylvania","35,841",bedrooms,"±2,521",22.60%,±1.4
"('1 bedroom',)","Plano city, Texas","17,998",bedrooms,"±2,810",15.40%,±2.2
"('1 bedroom',)","Portland city, Oregon","52,304",bedrooms,"±3,417",17.50%,±1.1
"('1 bedroom',)","Raleigh city, North Carolina","32,028",bedrooms,"±2,809",15.60%,±1.3
"('1 bedroom',)","Riverside city, California","14,238",bedrooms,"±2,087",15.60%,±2.0
"('1 bedroom',)","Sacramento city, California","28,803",bedrooms,"±2,872",14.40%,±1.4
"('1 bedroom',)","San Antonio city, Texas","95,171",bedrooms,"±5,311",17.00%,±0.9
"('1 bedroom',)","San Diego city, California","105,246",bedrooms,"±6,131",18.90%,±1.0
"('1 bedroom',)","San Francisco city, California","100,445",bedrooms,"±5,633",24.70%,±1.4
"('1 bedroom',)","San Jose city, California","48,311",bedrooms,"±3,810",14.10%,±1.1
"('1 bedroom',)","Santa Ana city, California","16,202",bedrooms,"±2,203",19.50%,±2.4
"('1 bedroom',)","Seattle city, Washington","91,094",bedrooms,"±5,387",24.50%,±1.3
"('1 bedroom',)","St. Louis city, Missouri","47,999",bedrooms,"±3,488",27.10%,±2.0
"('1 bedroom',)","St. Paul city, Minnesota","25,244",bedrooms,"±2,116",20.80%,±1.7
"('1 bedroom',)","Stockton city, California","11,714",bedrooms,"±1,674",11.20%,±1.5
"('1 bedroom',)","Tampa city, Florida","30,276",bedrooms,"±2,571",17.40%,±1.4
"('1 bedroom',)","Tucson city, Arizona","48,282",bedrooms,"±3,947",19.80%,±1.5
"('1 bedroom',)","Tulsa city, Oklahoma","32,081",bedrooms,"±1,479",17.10%,±0.8
"('1 bedroom',)","Virginia Beach city, Virginia","13,015",bedrooms,"±1,779",7.00%,±1.0
"('1 bedroom',)","Washington city, District of Columbia","100,159",bedrooms,"±4,809",31.00%,±1.5
"('1 bedroom',)","Wichita city, Kansas","19,196",bedrooms,"±2,288",11.10%,±1.3
"('2 bedrooms',)","Albuquerque city, New Mexico","60,344",bedrooms,"±3,856",24.40%,±1.5
"('2 bedrooms',)","Anaheim city, California","30,968",bedrooms,"±2,950",28.00%,±2.8
"('2 bedrooms',)","Anchorage municipality, Alaska","31,371",bedrooms,"±2,517",26.30%,±2.1
"('2 bedrooms',)","Arlington city, Texas","31,503",bedrooms,"±2,973",21.20%,±2.0
"('2 bedrooms',)","Atlanta city, Georgia","79,320",bedrooms,"±4,960",31.30%,±1.8
"('2 bedrooms',)","Aurora city, Colorado","42,648",bedrooms,"±2,948",30.10%,±2.0
"('2 bedrooms',)","Austin city, Texas","114,719",bedrooms,"±5,816",25.90%,±1.3
"('2 bedrooms',)","Bakersfield city, California","26,240",bedrooms,"±2,870",21.00%,±2.2
"('2 bedrooms',)","Baltimore city, Maryland","76,910",bedrooms,"±4,364",26.20%,±1.5
"('2 bedrooms',)","Boston city, Massachusetts","101,869",bedrooms,"±5,057",33.50%,±1.6
"('2 bedrooms',)","Charlotte city, North Carolina","100,702",bedrooms,"±4,468",26.80%,±1.1
"('2 bedrooms',)","Chicago city, Illinois","419,349",bedrooms,"±11,453",34.40%,±0.9
"('2 bedrooms',)","Cincinnati city, Ohio","52,212",bedrooms,"±3,997",33.00%,±2.3
"('2 bedrooms',)","Cleveland city, Ohio","71,551",bedrooms,"±4,109",34.40%,±1.8
"('2 bedrooms',)","Colorado Springs city, Colorado","48,002",bedrooms,"±3,812",24.10%,±1.8
"('2 bedrooms',)","Columbus city, Ohio","141,607",bedrooms,"±5,820",35.20%,±1.4
"('2 bedrooms',)","Corpus Christi city, Texas","35,784",bedrooms,"±3,564",26.60%,±2.6
"('2 bedrooms',)","Dallas city, Texas","172,376",bedrooms,"±7,536",29.30%,±1.2
"('2 bedrooms',)","Denver city, Colorado","99,945",bedrooms,"±5,139",29.50%,±1.5
"('2 bedrooms',)","Detroit city, Michigan","90,787",bedrooms,"±4,580",25.20%,±1.2
"('2 bedrooms',)","Durham city, North Carolina","36,552",bedrooms,"±3,244",29.50%,±2.5
"('2 bedrooms',)","El Paso city, Texas","53,633",bedrooms,"±4,000",21.40%,±1.6
"('2 bedrooms',)","Fort Worth city, Texas","73,755",bedrooms,"±4,487",21.30%,±1.2
"('2 bedrooms',)","Fresno city, California","45,819",bedrooms,"±3,371",25.40%,±1.8
"('2 bedrooms',)","Greensboro city, North Carolina","41,724",bedrooms,"±3,811",31.40%,±2.6
"('2 bedrooms',)","Henderson city, Nevada","34,882",bedrooms,"±3,034",26.30%,±2.1
"('2 bedrooms',)","Houston city, Texas","291,828",bedrooms,"±11,227",29.60%,±1.2
"('2 bedrooms',)","Indianapolis city (balance), Indiana","118,924",bedrooms,"±5,676",30.90%,±1.4
"('2 bedrooms',)","Irvine city, California","33,024",bedrooms,"±3,707",28.90%,±3.2
"('2 bedrooms',)","Jacksonville city, Florida","92,860",bedrooms,"±6,138",23.40%,±1.5
"('2 bedrooms',)","Jersey City city, New Jersey","41,967",bedrooms,"±3,396",36.00%,±2.6
"('2 bedrooms',)","Kansas City city, Missouri","69,908",bedrooms,"±3,861",29.30%,±1.5
"('2 bedrooms',)","Las Vegas city, Nevada","66,944",bedrooms,"±3,915",25.90%,±1.3
"('2 bedrooms',)","Lincoln city, Nebraska","34,877",bedrooms,"±2,627",28.10%,±2.1
"('2 bedrooms',)","Long Beach city, California","63,852",bedrooms,"±4,109",36.20%,±2.2
"('2 bedrooms',)","Los Angeles city, California","466,281",bedrooms,"±10,012",30.40%,±0.6
"('2 bedrooms',)","Memphis city, Tennessee","92,929",bedrooms,"±5,185",30.80%,±1.6
"('2 bedrooms',)","Mesa city, Arizona","65,968",bedrooms,"±4,317",30.70%,±1.7
"('2 bedrooms',)","Miami city, Florida","91,265",bedrooms,"±6,258",41.30%,±2.5
"('2 bedrooms',)","Milwaukee city, Wisconsin","88,890",bedrooms,"±3,738",34.20%,±1.3
"('2 bedrooms',)","Minneapolis city, Minnesota","56,816",bedrooms,"±3,395",29.50%,±1.6
"('2 bedrooms',)","New Orleans city, Louisiana","64,709",bedrooms,"±2,984",33.70%,±1.5
"('2 bedrooms',)","New York city, New York","1,145,952",bedrooms,"±16,845",32.30%,±0.5
"('2 bedrooms',)","Newark city, New Jersey","38,371",bedrooms,"±3,129",33.80%,±2.6
"('2 bedrooms',)","Oakland city, California","57,266",bedrooms,"±3,696",31.40%,±1.8
"('2 bedrooms',)","Oklahoma City city, Oklahoma","72,144",bedrooms,"±3,524",25.60%,±1.2
"('2 bedrooms',)","Omaha city, Nebraska","49,725",bedrooms,"±3,097",24.50%,±1.5
"('2 bedrooms',)","Orlando city, Florida","50,505",bedrooms,"±3,777",36.50%,±2.4
"('2 bedrooms',)","Philadelphia city, Pennsylvania","148,604",bedrooms,"±6,473",21.50%,±0.9
"('2 bedrooms',)","Phoenix city, Arizona","170,969",bedrooms,"±7,518",26.80%,±1.1
"('2 bedrooms',)","Pittsburgh city, Pennsylvania","45,793",bedrooms,"±3,130",28.90%,±1.8
"('2 bedrooms',)","Plano city, Texas","20,345",bedrooms,"±2,529",17.40%,±2.2
"('2 bedrooms',)","Portland city, Oregon","87,849",bedrooms,"±3,974",29.40%,±1.4
"('2 bedrooms',)","Raleigh city, North Carolina","57,381",bedrooms,"±3,923",27.90%,±1.8
"('2 bedrooms',)","Riverside city, California","18,242",bedrooms,"±2,205",20.00%,±2.4
"('2 bedrooms',)","Sacramento city, California","58,042",bedrooms,"±3,725",29.00%,±1.7
"('2 bedrooms',)","San Antonio city, Texas","140,813",bedrooms,"±6,432",25.10%,±1.1
"('2 bedrooms',)","San Diego city, California","176,561",bedrooms,"±5,848",31.70%,±1.0
"('2 bedrooms',)","San Francisco city, California","120,449",bedrooms,"±5,670",29.60%,±1.4
"('2 bedrooms',)","San Jose city, California","83,786",bedrooms,"±4,540",24.40%,±1.3
"('2 bedrooms',)","Santa Ana city, California","27,786",bedrooms,"±2,119",33.50%,±2.4
"('2 bedrooms',)","Seattle city, Washington","94,876",bedrooms,"±5,071",25.50%,±1.3
"('2 bedrooms',)","St. Louis city, Missouri","64,234",bedrooms,"±4,005",36.20%,±2.3
"('2 bedrooms',)","St. Paul city, Minnesota","35,041",bedrooms,"±2,720",28.80%,±2.0
"('2 bedrooms',)","Stockton city, California","26,145",bedrooms,"±2,256",25.00%,±2.1
"('2 bedrooms',)","Tampa city, Florida","53,100",bedrooms,"±3,394",30.50%,±1.7
"('2 bedrooms',)","Tucson city, Arizona","65,324",bedrooms,"±3,964",26.80%,±1.6
"('2 bedrooms',)","Tulsa city, Oklahoma","46,665",bedrooms,"±2,225",24.80%,±1.1
"('2 bedrooms',)","Virginia Beach city, Virginia","42,764",bedrooms,"±3,246",22.90%,±1.7
"('2 bedrooms',)","Washington city, District of Columbia","83,812",bedrooms,"±4,856",26.00%,±1.5
"('2 bedrooms',)","Wichita city, Kansas","47,420",bedrooms,"±2,620",27.50%,±1.5
"('3 bedrooms',)","Albuquerque city, New Mexico","102,009",bedrooms,"±4,364",41.20%,±1.8
"('3 bedrooms',)","Anaheim city, California","31,770",bedrooms,"±2,757",28.70%,±2.3
"('3 bedrooms',)","Anchorage municipality, Alaska","45,363",bedrooms,"±2,509",38.00%,±2.1
"('3 bedrooms',)","Arlington city, Texas","54,484",bedrooms,"±3,643",36.70%,±2.1
"('3 bedrooms',)","Atlanta city, Georgia","62,299",bedrooms,"±4,307",24.60%,±1.7
"('3 bedrooms',)","Aurora city, Colorado","39,343",bedrooms,"±3,065",27.70%,±2.0
"('3 bedrooms',)","Austin city, Texas","135,176",bedrooms,"±4,641",30.60%,±1.0
"('3 bedrooms',)","Bakersfield city, California","53,669",bedrooms,"±3,347",43.00%,±2.4
"('3 bedrooms',)","Baltimore city, Maryland","112,280",bedrooms,"±4,844",38.20%,±1.7
"('3 bedrooms',)","Boston city, Massachusetts","69,952",bedrooms,"±3,551",23.00%,±1.2
"('3 bedrooms',)","Charlotte city, North Carolina","131,431",bedrooms,"±5,297",35.00%,±1.5
"('3 bedrooms',)","Chicago city, Illinois","319,993",bedrooms,"±9,207",26.30%,±0.7
"('3 bedrooms',)","Cincinnati city, Ohio","37,819",bedrooms,"±2,508",23.90%,±1.7
"('3 bedrooms',)","Cleveland city, Ohio","66,016",bedrooms,"±3,274",31.80%,±1.5
"('3 bedrooms',)","Colorado Springs city, Colorado","59,876",bedrooms,"±3,610",30.10%,±1.8
"('3 bedrooms',)","Columbus city, Ohio","136,639",bedrooms,"±5,295",33.90%,±1.3
"('3 bedrooms',)","Corpus Christi city, Texas","56,738",bedrooms,"±3,710",42.20%,±2.8
"('3 bedrooms',)","Dallas city, Texas","155,061",bedrooms,"±4,937",26.30%,±0.9
"('3 bedrooms',)","Denver city, Colorado","77,184",bedrooms,"±4,298",22.80%,±1.3
"('3 bedrooms',)","Detroit city, Michigan","162,196",bedrooms,"±5,421",45.10%,±1.4
"('3 bedrooms',)","Durham city, North Carolina","46,345",bedrooms,"±3,131",37.40%,±2.5
"('3 bedrooms',)","El Paso city, Texas","110,712",bedrooms,"±3,995",44.30%,±1.5
"('3 bedrooms',)","Fort Worth city, Texas","135,975",bedrooms,"±5,210",39.20%,±1.4
"('3 bedrooms',)","Fresno city, California","69,988",bedrooms,"±3,535",38.70%,±1.9
"('3 bedrooms',)","Greensboro city, North Carolina","48,332",bedrooms,"±3,516",36.40%,±2.5
"('3 bedrooms',)","Henderson city, Nevada","53,457",bedrooms,"±3,473",40.20%,±2.4
"('3 bedrooms',)","Houston city, Texas","285,418",bedrooms,"±8,691",28.90%,±0.9
"('3 bedrooms',)","Indianapolis city (balance), Indiana","137,966",bedrooms,"±5,497",35.90%,±1.4
"('3 bedrooms',)","Irvine city, California","27,878",bedrooms,"±3,263",24.40%,±2.9
"('3 bedrooms',)","Jacksonville city, Florida","174,583",bedrooms,"±6,332",44.00%,±1.6
"('3 bedrooms',)","Jersey City city, New Jersey","25,031",bedrooms,"±2,327",21.50%,±2.1
"('3 bedrooms',)","Kansas City city, Missouri","84,993",bedrooms,"±3,901",35.60%,±1.6
"('3 bedrooms',)","Las Vegas city, Nevada","95,237",bedrooms,"±4,632",36.80%,±1.6
"('3 bedrooms',)","Lincoln city, Nebraska","41,163",bedrooms,"±2,423",33.10%,±2.0
"('3 bedrooms',)","Long Beach city, California","38,594",bedrooms,"±2,645",21.90%,±1.5
"('3 bedrooms',)","Los Angeles city, California","343,273",bedrooms,"±9,211",22.40%,±0.6
"('3 bedrooms',)","Memphis city, Tennessee","120,048",bedrooms,"±4,696",39.80%,±1.6
"('3 bedrooms',)","Mesa city, Arizona","67,622",bedrooms,"±3,123",31.40%,±1.4
"('3 bedrooms',)","Miami city, Florida","34,786",bedrooms,"±3,234",15.70%,±1.5
"('3 bedrooms',)","Milwaukee city, Wisconsin","92,082",bedrooms,"±4,156",35.40%,±1.6
"('3 bedrooms',)","Minneapolis city, Minnesota","46,296",bedrooms,"±2,507",24.00%,±1.2
"('3 bedrooms',)","New Orleans city, Louisiana","58,074",bedrooms,"±2,523",30.20%,±1.3
"('3 bedrooms',)","New York city, New York","777,814",bedrooms,"±14,026",21.90%,±0.4
"('3 bedrooms',)","Newark city, New Jersey","30,366",bedrooms,"±2,912",26.70%,±2.5
"('3 bedrooms',)","Oakland city, California","47,570",bedrooms,"±2,749",26.10%,±1.7
"('3 bedrooms',)","Oklahoma City city, Oklahoma","124,786",bedrooms,"±4,362",44.30%,±1.5
"('3 bedrooms',)","Omaha city, Nebraska","70,597",bedrooms,"±3,153",34.80%,±1.5
"('3 bedrooms',)","Orlando city, Florida","40,060",bedrooms,"±3,283",28.90%,±2.4
"('3 bedrooms',)","Philadelphia city, Pennsylvania","318,437",bedrooms,"±7,759",46.00%,±1.1
"('3 bedrooms',)","Phoenix city, Arizona","222,767",bedrooms,"±6,254",34.90%,±0.8
"('3 bedrooms',)","Pittsburgh city, Pennsylvania","48,811",bedrooms,"±3,164",30.80%,±1.9
"('3 bedrooms',)","Plano city, Texas","32,235",bedrooms,"±2,320",27.60%,±1.9
"('3 bedrooms',)","Portland city, Oregon","85,123",bedrooms,"±4,218",28.50%,±1.4
"('3 bedrooms',)","Raleigh city, North Carolina","69,623",bedrooms,"±3,901",33.90%,±1.7
"('3 bedrooms',)","Riverside city, California","30,571",bedrooms,"±2,189",33.60%,±2.2
"('3 bedrooms',)","Sacramento city, California","69,682",bedrooms,"±3,847",34.80%,±1.8
"('3 bedrooms',)","San Antonio city, Texas","210,692",bedrooms,"±5,968",37.50%,±1.1
"('3 bedrooms',)","San Diego city, California","142,838",bedrooms,"±5,672",25.70%,±1.0
"('3 bedrooms',)","San Francisco city, California","81,648",bedrooms,"±4,624",20.10%,±1.1
"('3 bedrooms',)","San Jose city, California","104,171",bedrooms,"±4,137",30.30%,±1.2
"('3 bedrooms',)","Santa Ana city, California","23,675",bedrooms,"±2,052",28.50%,±2.3
"('3 bedrooms',)","Seattle city, Washington","77,064",bedrooms,"±4,595",20.70%,±1.3
"('3 bedrooms',)","St. Louis city, Missouri","36,505",bedrooms,"±3,135",20.60%,±1.8
"('3 bedrooms',)","St. Paul city, Minnesota","33,151",bedrooms,"±2,357",27.30%,±1.8
"('3 bedrooms',)","Stockton city, California","35,703",bedrooms,"±2,652",34.10%,±2.4
"('3 bedrooms',)","Tampa city, Florida","57,615",bedrooms,"±3,476",33.00%,±2.0
"('3 bedrooms',)","Tucson city, Arizona","83,972",bedrooms,"±3,796",34.40%,±1.5
"('3 bedrooms',)","Tulsa city, Oklahoma","74,730",bedrooms,"±2,334",39.80%,±1.2
"('3 bedrooms',)","Virginia Beach city, Virginia","72,215",bedrooms,"±4,384",38.70%,±2.4
"('3 bedrooms',)","Washington city, District of Columbia","65,792",bedrooms,"±4,019",20.40%,±1.2
"('3 bedrooms',)","Wichita city, Kansas","60,235",bedrooms,"±3,464",34.90%,±2.0
"('4 bedrooms',)","Albuquerque city, New Mexico","39,256",bedrooms,"±3,160",15.80%,±1.3
"('4 bedrooms',)","Anaheim city, California","17,709",bedrooms,"±1,963",16.00%,±1.7
"('4 bedrooms',)","Anchorage municipality, Alaska","19,891",bedrooms,"±2,096",16.70%,±1.8
"('4 bedrooms',)","Arlington city, Texas","28,864",bedrooms,"±2,605",19.50%,±1.8
"('4 bedrooms',)","Atlanta city, Georgia","24,935",bedrooms,"±2,782",9.80%,±1.1
"('4 bedrooms',)","Aurora city, Colorado","27,832",bedrooms,"±2,242",19.60%,±1.5
"('4 bedrooms',)","Austin city, Texas","60,027",bedrooms,"±3,425",13.60%,±0.8
"('4 bedrooms',)","Bakersfield city, California","28,631",bedrooms,"±2,805",22.90%,±2.3
"('4 bedrooms',)","Baltimore city, Maryland","30,566",bedrooms,"±3,045",10.40%,±1.0
"('4 bedrooms',)","Boston city, Massachusetts","21,806",bedrooms,"±2,364",7.20%,±0.8
"('4 bedrooms',)","Charlotte city, North Carolina","63,297",bedrooms,"±3,713",16.90%,±1.0
"('4 bedrooms',)","Chicago city, Illinois","107,953",bedrooms,"±5,122",8.90%,±0.4
"('4 bedrooms',)","Cincinnati city, Ohio","17,415",bedrooms,"±2,207",11.00%,±1.4
"('4 bedrooms',)","Cleveland city, Ohio","23,696",bedrooms,"±2,414",11.40%,±1.1
"('4 bedrooms',)","Colorado Springs city, Colorado","42,760",bedrooms,"±2,908",21.50%,±1.5
"('4 bedrooms',)","Columbus city, Ohio","46,439",bedrooms,"±2,687",11.50%,±0.7
"('4 bedrooms',)","Corpus Christi city, Texas","19,479",bedrooms,"±2,303",14.50%,±1.7
"('4 bedrooms',)","Dallas city, Texas","60,937",bedrooms,"±3,718",10.30%,±0.6
"('4 bedrooms',)","Denver city, Colorado","42,530",bedrooms,"±3,418",12.60%,±1.0
"('4 bedrooms',)","Detroit city, Michigan","41,409",bedrooms,"±3,167",11.50%,±0.9
"('4 bedrooms',)","Durham city, North Carolina","17,919",bedrooms,"±2,459",14.50%,±2.0
"('4 bedrooms',)","El Paso city, Texas","46,096",bedrooms,"±3,680",18.40%,±1.5
"('4 bedrooms',)","Fort Worth city, Texas","63,587",bedrooms,"±4,023",18.40%,±1.2
"('4 bedrooms',)","Fresno city, California","26,786",bedrooms,"±2,558",14.80%,±1.4
"('4 bedrooms',)","Greensboro city, North Carolina","18,791",bedrooms,"±2,326",14.20%,±1.9
"('4 bedrooms',)","Henderson city, Nevada","24,547",bedrooms,"±2,192",18.50%,±1.6
"('4 bedrooms',)","Houston city, Texas","104,081",bedrooms,"±5,690",10.50%,±0.6
"('4 bedrooms',)","Indianapolis city (balance), Indiana","53,311",bedrooms,"±3,392",13.90%,±0.9
"('4 bedrooms',)","Irvine city, California","22,163",bedrooms,"±2,705",19.40%,±2.4
"('4 bedrooms',)","Jacksonville city, Florida","65,087",bedrooms,"±4,305",16.40%,±1.1
