Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 1950 to 1959',)","San Francisco city, California","36,301",year_structure_built,"±3,398",9.10%,±0.8
"('Built 1950 to 1959',)","San Jose city, California","37,039",year_structure_built,"±2,401",10.90%,±0.7
"('Built 1950 to 1959',)","Santa Ana city, California","14,384",year_structure_built,"±1,533",18.10%,±1.9
"('Built 1950 to 1959',)","Seattle city, Washington","36,532",year_structure_built,"±3,037",10.30%,±0.8
"('Built 1950 to 1959',)","St. Louis city, Missouri","19,304",year_structure_built,"±2,003",10.90%,±1.1
"('Built 1950 to 1959',)","St. Paul city, Minnesota","15,674",year_structure_built,"±1,660",13.30%,±1.3
"('Built 1950 to 1959',)","Stockton city, California","10,172",year_structure_built,"±1,735",10.10%,±1.7
"('Built 1950 to 1959',)","Tampa city, Florida","25,082",year_structure_built,"±2,134",14.30%,±1.2
"('Built 1950 to 1959',)","Tucson city, Arizona","32,959",year_structure_built,"±3,152",13.80%,±1.3
"('Built 1950 to 1959',)","Tulsa city, Oklahoma","30,931",year_structure_built,"±1,673",16.50%,±0.9
"('Built 1950 to 1959',)","Virginia Beach city, Virginia","12,683",year_structure_built,"±1,735",6.90%,±0.9
"('Built 1950 to 1959',)","Washington city, District of Columbia","38,616",year_structure_built,"±3,142",12.30%,±1.0
"('Built 1950 to 1959',)","Wichita city, Kansas","34,088",year_structure_built,"±1,993",19.70%,±1.2
"('Built 1940 to 1949',)","Albuquerque city, New Mexico","11,765",year_structure_built,"±1,614",4.80%,±0.7
"('Built 1940 to 1949',)","Anaheim city, California","1,591",year_structure_built,±525,1.60%,±0.5
"('Built 1940 to 1949',)","Anchorage municipality, Alaska","1,320",year_structure_built,±485,1.10%,±0.4
"('Built 1940 to 1949',)","Arlington city, Texas","1,739",year_structure_built,±744,1.20%,±0.5
"('Built 1940 to 1949',)","Atlanta city, Georgia","14,327",year_structure_built,"±1,757",5.80%,±0.7
"('Built 1940 to 1949',)","Aurora city, Colorado","1,416",year_structure_built,±478,1.10%,±0.3
"('Built 1940 to 1949',)","Austin city, Texas","10,867",year_structure_built,"±1,583",2.60%,±0.4
"('Built 1940 to 1949',)","Bakersfield city, California","3,022",year_structure_built,±943,2.40%,±0.7
"('Built 1940 to 1949',)","Baltimore city, Maryland","31,469",year_structure_built,"±2,324",10.70%,±0.8
"('Built 1940 to 1949',)","Boston city, Massachusetts","15,663",year_structure_built,"±1,899",5.30%,±0.6
"('Built 1940 to 1949',)","Charlotte city, North Carolina","9,758",year_structure_built,"±1,417",2.70%,±0.4
"('Built 1940 to 1949',)","Chicago city, Illinois","120,015",year_structure_built,"±5,533",9.90%,±0.4
"('Built 1940 to 1949',)","Cincinnati city, Ohio","14,231",year_structure_built,"±1,840",8.60%,±1.1
"('Built 1940 to 1949',)","Cleveland city, Ohio","22,954",year_structure_built,"±2,211",10.80%,±1.0
"('Built 1940 to 1949',)","Colorado Springs city, Colorado","4,988",year_structure_built,"±1,204",2.60%,±0.6
"('Built 1940 to 1949',)","Columbus city, Ohio","19,464",year_structure_built,"±2,045",5.00%,±0.5
"('Built 1940 to 1949',)","Corpus Christi city, Texas","8,824",year_structure_built,"±1,268",6.70%,±1.0
"('Built 1940 to 1949',)","Dallas city, Texas","30,128",year_structure_built,"±2,978",5.30%,±0.5
"('Built 1940 to 1949',)","Denver city, Colorado","23,974",year_structure_built,"±2,115",7.50%,±0.7
"('Built 1940 to 1949',)","Detroit city, Michigan","89,753",year_structure_built,"±3,983",24.70%,±1.1
"('Built 1940 to 1949',)","Durham city, North Carolina","4,915",year_structure_built,"±1,235",4.10%,±1.0
"('Built 1940 to 1949',)","El Paso city, Texas","10,809",year_structure_built,"±1,516",4.30%,±0.6
"('Built 1940 to 1949',)","Fort Worth city, Texas","17,237",year_structure_built,"±1,922",5.20%,±0.6
"('Built 1940 to 1949',)","Fresno city, California","10,180",year_structure_built,"±1,641",5.60%,±0.9
"('Built 1940 to 1949',)","Greensboro city, North Carolina","5,022",year_structure_built,"±1,206",3.80%,±0.9
"('Built 1940 to 1949',)","Henderson city, Nevada",949,year_structure_built,±425,0.70%,±0.3
"('Built 1940 to 1949',)","Houston city, Texas","43,620",year_structure_built,"±3,441",4.60%,±0.4
"('Built 1940 to 1949',)","Indianapolis city (balance), Indiana","23,259",year_structure_built,"±2,626",6.00%,±0.7
"('Built 1940 to 1949',)","Irvine city, California",78,year_structure_built,±125,0.10%,±0.1
"('Built 1940 to 1949',)","Jacksonville city, Florida","18,245",year_structure_built,"±2,148",4.80%,±0.6
"('Built 1940 to 1949',)","Jersey City city, New Jersey","6,729",year_structure_built,"±1,464",5.90%,±1.3
"('Built 1940 to 1949',)","Kansas City city, Missouri","13,338",year_structure_built,"±1,637",5.60%,±0.7
"('Built 1940 to 1949',)","Las Vegas city, Nevada","2,821",year_structure_built,±732,1.10%,±0.3
"('Built 1940 to 1949',)","Lincoln city, Nebraska","3,922",year_structure_built,±897,3.30%,±0.8
"('Built 1940 to 1949',)","Long Beach city, California","23,713",year_structure_built,"±2,031",13.50%,±1.1
"('Built 1940 to 1949',)","Los Angeles city, California","140,105",year_structure_built,"±4,989",9.40%,±0.3
"('Built 1940 to 1949',)","Memphis city, Tennessee","31,023",year_structure_built,"±2,228",10.40%,±0.7
"('Built 1940 to 1949',)","Mesa city, Arizona","1,434",year_structure_built,±540,0.70%,±0.3
"('Built 1940 to 1949',)","Miami city, Florida","19,023",year_structure_built,"±1,997",9.40%,±1.0
"('Built 1940 to 1949',)","Milwaukee city, Wisconsin","24,368",year_structure_built,"±2,094",9.40%,±0.8
"('Built 1940 to 1949',)","Minneapolis city, Minnesota","13,347",year_structure_built,"±1,602",7.10%,±0.8
"('Built 1940 to 1949',)","New Orleans city, Louisiana","14,167",year_structure_built,"±1,410",7.40%,±0.7
"('Built 1940 to 1949',)","New York city, New York","334,448",year_structure_built,"±9,908",9.60%,±0.3
"('Built 1940 to 1949',)","Newark city, New Jersey","13,755",year_structure_built,"±1,750",12.20%,±1.5
"('Built 1940 to 1949',)","Oakland city, California","17,716",year_structure_built,"±1,962",10.50%,±1.1
"('Built 1940 to 1949',)","Oklahoma City city, Oklahoma","14,347",year_structure_built,"±1,740",5.30%,±0.6
"('Built 1940 to 1949',)","Omaha city, Nebraska","8,745",year_structure_built,"±1,173",4.40%,±0.6
"('Built 1940 to 1949',)","Orlando city, Florida","3,443",year_structure_built,±928,2.70%,±0.7
"('Built 1940 to 1949',)","Philadelphia city, Pennsylvania","87,659",year_structure_built,"±4,419",12.80%,±0.6
"('Built 1940 to 1949',)","Phoenix city, Arizona","16,169",year_structure_built,"±1,919",2.60%,±0.3
"('Built 1940 to 1949',)","Pittsburgh city, Pennsylvania","13,791",year_structure_built,"±1,695",8.70%,±1.1
"('Built 1940 to 1949',)","Plano city, Texas",217,year_structure_built,±207,0.20%,±0.2
"('Built 1940 to 1949',)","Portland city, Oregon","22,656",year_structure_built,"±2,187",8.00%,±0.8
"('Built 1940 to 1949',)","Raleigh city, North Carolina","3,592",year_structure_built,±930,1.80%,±0.5
"('Built 1940 to 1949',)","Riverside city, California","3,968",year_structure_built,"±1,003",4.30%,±1.1
"('Built 1940 to 1949',)","Sacramento city, California","16,266",year_structure_built,"±1,942",8.10%,±0.9
"('Built 1940 to 1949',)","San Antonio city, Texas","32,015",year_structure_built,"±2,909",5.80%,±0.5
"('Built 1940 to 1949',)","San Diego city, California","22,037",year_structure_built,"±2,551",4.10%,±0.5
"('Built 1940 to 1949',)","San Francisco city, California","33,229",year_structure_built,"±2,686",8.40%,±0.7
"('Built 1940 to 1949',)","San Jose city, California","11,071",year_structure_built,"±1,435",3.30%,±0.4
"('Built 1940 to 1949',)","Santa Ana city, California","6,320",year_structure_built,"±1,149",7.90%,±1.4
"('Built 1940 to 1949',)","Seattle city, Washington","32,459",year_structure_built,"±2,596",9.10%,±0.7
"('Built 1940 to 1949',)","St. Louis city, Missouri","14,473",year_structure_built,"±1,834",8.20%,±1.0
"('Built 1940 to 1949',)","St. Paul city, Minnesota","6,809",year_structure_built,"±1,178",5.80%,±1.0
"('Built 1940 to 1949',)","Stockton city, California","7,629",year_structure_built,"±1,311",7.60%,±1.3
"('Built 1940 to 1949',)","Tampa city, Florida","8,373",year_structure_built,"±1,236",4.80%,±0.7
"('Built 1940 to 1949',)","Tucson city, Arizona","10,341",year_structure_built,"±2,045",4.30%,±0.8
"('Built 1940 to 1949',)","Tulsa city, Oklahoma","11,419",year_structure_built,"±1,053",6.10%,±0.6
"('Built 1940 to 1949',)","Virginia Beach city, Virginia","2,010",year_structure_built,±728,1.10%,±0.4
"('Built 1940 to 1949',)","Washington city, District of Columbia","32,005",year_structure_built,"±2,137",10.20%,±0.7
"('Built 1940 to 1949',)","Wichita city, Kansas","12,840",year_structure_built,"±1,278",7.40%,±0.7
"('Built 1939 or earlier',)","Albuquerque city, New Mexico","6,773",year_structure_built,"±1,046",2.80%,±0.4
"('Built 1939 or earlier',)","Anaheim city, California","2,487",year_structure_built,±747,2.40%,±0.7
"('Built 1939 or earlier',)","Anchorage municipality, Alaska",287,year_structure_built,±289,0.20%,±0.2
"('Built 1939 or earlier',)","Arlington city, Texas",996,year_structure_built,±522,0.70%,±0.4
"('Built 1939 or earlier',)","Atlanta city, Georgia","29,568",year_structure_built,"±2,166",12.10%,±0.8
"('Built 1939 or earlier',)","Aurora city, Colorado","1,271",year_structure_built,±606,0.90%,±0.4
"('Built 1939 or earlier',)","Austin city, Texas","10,983",year_structure_built,"±1,968",2.60%,±0.5
"('Built 1939 or earlier',)","Bakersfield city, California","3,764",year_structure_built,"±1,115",3.00%,±0.9
"('Built 1939 or earlier',)","Baltimore city, Maryland","137,869",year_structure_built,"±4,276",46.80%,±1.4
"('Built 1939 or earlier',)","Boston city, Massachusetts","145,444",year_structure_built,"±4,304",49.50%,±1.5
"('Built 1939 or earlier',)","Charlotte city, North Carolina","9,332",year_structure_built,"±1,239",2.60%,±0.3
"('Built 1939 or earlier',)","Chicago city, Illinois","504,428",year_structure_built,"±8,720",41.60%,±0.7
"('Built 1939 or earlier',)","Cincinnati city, Ohio","65,380",year_structure_built,"±3,186",39.60%,±1.8
"('Built 1939 or earlier',)","Cleveland city, Ohio","111,651",year_structure_built,"±4,086",52.50%,±1.7
"('Built 1939 or earlier',)","Colorado Springs city, Colorado","10,973",year_structure_built,"±1,438",5.80%,±0.8
"('Built 1939 or earlier',)","Columbus city, Ohio","47,992",year_structure_built,"±2,949",12.30%,±0.8
"('Built 1939 or earlier',)","Corpus Christi city, Texas","2,866",year_structure_built,±954,2.20%,±0.7
"('Built 1939 or earlier',)","Dallas city, Texas","30,722",year_structure_built,"±2,756",5.40%,±0.5
"('Built 1939 or earlier',)","Denver city, Colorado","59,719",year_structure_built,"±3,603",18.60%,±1.1
"('Built 1939 or earlier',)","Detroit city, Michigan","117,920",year_structure_built,"±4,792",32.40%,±1.2
"('Built 1939 or earlier',)","Durham city, North Carolina","9,216",year_structure_built,"±1,440",7.70%,±1.2
"('Built 1939 or earlier',)","El Paso city, Texas","12,851",year_structure_built,"±1,756",5.10%,±0.7
"('Built 1939 or earlier',)","Fort Worth city, Texas","19,965",year_structure_built,"±1,890",6.10%,±0.6
"('Built 1939 or earlier',)","Fresno city, California","9,735",year_structure_built,"±1,559",5.40%,±0.8
"('Built 1939 or earlier',)","Greensboro city, North Carolina","6,480",year_structure_built,"±1,122",5.00%,±0.8
"('Built 1939 or earlier',)","Henderson city, Nevada",480,year_structure_built,±374,0.40%,±0.3
"('Built 1939 or earlier',)","Houston city, Texas","40,436",year_structure_built,"±3,129",4.20%,±0.3
"('Built 1939 or earlier',)","Indianapolis city (balance), Indiana","66,768",year_structure_built,"±3,153",17.30%,±0.8
"('Built 1939 or earlier',)","Irvine city, California",87,year_structure_built,±142,0.10%,±0.1
"('Built 1939 or earlier',)","Jacksonville city, Florida","21,220",year_structure_built,"±2,170",5.50%,±0.6
"('Built 1939 or earlier',)","Jersey City city, New Jersey","46,571",year_structure_built,"±2,862",40.80%,±2.5
"('Built 1939 or earlier',)","Kansas City city, Missouri","54,980",year_structure_built,"±2,514",23.30%,±1.1
"('Built 1939 or earlier',)","Las Vegas city, Nevada",820,year_structure_built,±446,0.30%,±0.2
"('Built 1939 or earlier',)","Lincoln city, Nebraska","16,626",year_structure_built,"±1,789",13.90%,±1.5
"('Built 1939 or earlier',)","Long Beach city, California","33,242",year_structure_built,"±2,826",18.90%,±1.6
"('Built 1939 or earlier',)","Los Angeles city, California","312,756",year_structure_built,"±7,732",20.90%,±0.5
"('Built 1939 or earlier',)","Memphis city, Tennessee","24,713",year_structure_built,"±2,242",8.30%,±0.8
"('Built 1939 or earlier',)","Mesa city, Arizona","1,117",year_structure_built,±339,0.50%,±0.2
"('Built 1939 or earlier',)","Miami city, Florida","22,061",year_structure_built,"±2,613",10.90%,±1.3
"('Built 1939 or earlier',)","Milwaukee city, Wisconsin","106,403",year_structure_built,"±3,339",40.80%,±1.2
"('Built 1939 or earlier',)","Minneapolis city, Minnesota","83,294",year_structure_built,"±2,973",44.30%,±1.5
"('Built 1939 or earlier',)","New Orleans city, Louisiana","65,380",year_structure_built,"±2,259",34.10%,±1.2
"('Built 1939 or earlier',)","New York city, New York","1,442,396",year_structure_built,"±14,761",41.20%,±0.4
"('Built 1939 or earlier',)","Newark city, New Jersey","28,758",year_structure_built,"±2,436",25.40%,±2.1
"('Built 1939 or earlier',)","Oakland city, California","67,766",year_structure_built,"±2,983",40.30%,±1.7
"('Built 1939 or earlier',)","Oklahoma City city, Oklahoma","23,252",year_structure_built,"±1,985",8.60%,±0.7
"('Built 1939 or earlier',)","Omaha city, Nebraska","41,277",year_structure_built,"±2,358",20.70%,±1.2
"('Built 1939 or earlier',)","Orlando city, Florida","5,756",year_structure_built,"±1,307",4.50%,±1.0
"('Built 1939 or earlier',)","Philadelphia city, Pennsylvania","297,144",year_structure_built,"±6,909",43.30%,±1.0
"('Built 1939 or earlier',)","Phoenix city, Arizona","13,098",year_structure_built,"±1,559",2.10%,±0.3
"('Built 1939 or earlier',)","Pittsburgh city, Pennsylvania","79,651",year_structure_built,"±3,607",50.30%,±2.0
"('Built 1939 or earlier',)","Plano city, Texas",116,year_structure_built,±114,0.10%,±0.1
"('Built 1939 or earlier',)","Portland city, Oregon","84,106",year_structure_built,"±3,133",29.60%,±1.1
"('Built 1939 or earlier',)","Raleigh city, North Carolina","6,332",year_structure_built,±974,3.10%,±0.5
"('Built 1939 or earlier',)","Riverside city, California","6,782",year_structure_built,"±1,294",7.40%,±1.4
"('Built 1939 or earlier',)","Sacramento city, California","22,539",year_structure_built,"±1,952",11.30%,±1.0
"('Built 1939 or earlier',)","San Antonio city, Texas","33,178",year_structure_built,"±2,604",6.00%,±0.5
"('Built 1939 or earlier',)","San Diego city, California","39,782",year_structure_built,"±3,013",7.30%,±0.6
"('Built 1939 or earlier',)","San Francisco city, California","188,734",year_structure_built,"±4,707",47.50%,±1.2
"('Built 1939 or earlier',)","San Jose city, California","20,102",year_structure_built,"±1,871",5.90%,±0.5
"('Built 1939 or earlier',)","Santa Ana city, California","5,405",year_structure_built,"±1,023",6.80%,±1.3
"('Built 1939 or earlier',)","Seattle city, Washington","95,246",year_structure_built,"±4,136",26.80%,±1.1
"('Built 1939 or earlier',)","St. Louis city, Missouri","100,674",year_structure_built,"±3,122",56.90%,±1.7
"('Built 1939 or earlier',)","St. Paul city, Minnesota","50,175",year_structure_built,"±2,166",42.50%,±1.7
"('Built 1939 or earlier',)","Stockton city, California","7,961",year_structure_built,"±1,256",7.90%,±1.3
"('Built 1939 or earlier',)","Tampa city, Florida","14,712",year_structure_built,"±1,733",8.40%,±1.0
"('Built 1939 or earlier',)","Tucson city, Arizona","9,728",year_structure_built,"±1,846",4.10%,±0.8
"('Built 1939 or earlier',)","Tulsa city, Oklahoma","16,144",year_structure_built,"±1,101",8.60%,±0.6
"('Built 1939 or earlier',)","Virginia Beach city, Virginia","2,044",year_structure_built,±784,1.10%,±0.4
"('Built 1939 or earlier',)","Washington city, District of Columbia","106,956",year_structure_built,"±3,670",34.00%,±1.2
"('Built 1939 or earlier',)","Wichita city, Kansas","18,226",year_structure_built,"±1,861",10.50%,±1.0
"('Total housing units',)","Albuquerque city, New Mexico","244,656",rooms,"±2,270","244,656",(X)
"('Total housing units',)","Anaheim city, California","102,542",rooms,"±3,651","102,542",(X)
"('Total housing units',)","Anchorage municipality, Alaska","117,298",rooms,±446,"117,298",(X)
"('Total housing units',)","Arlington city, Texas","145,857",rooms,"±3,577","145,857",(X)
"('Total housing units',)","Atlanta city, Georgia","245,063",rooms,"±5,323","245,063",(X)
"('Total housing units',)","Aurora city, Colorado","134,175",rooms,"±3,060","134,175",(X)
"('Total housing units',)","Austin city, Texas","417,939",rooms,"±5,982","417,939",(X)
"('Total housing units',)","Bakersfield city, California","126,624",rooms,"±2,891","126,624",(X)
"('Total housing units',)","Baltimore city, Maryland","294,534",rooms,"±1,285","294,534",(X)
"('Total housing units',)","Boston city, Massachusetts","293,538",rooms,"±2,849","293,538",(X)
"('Total housing units',)","Charlotte city, North Carolina","359,326",rooms,"±2,909","359,326",(X)
"('Total housing units',)","Chicago city, Illinois","1,212,932",rooms,"±9,404","1,212,932",(X)
"('Total housing units',)","Cincinnati city, Ohio","164,944",rooms,"±3,063","164,944",(X)
"('Total housing units',)","Cleveland city, Ohio","212,726",rooms,"±3,703","212,726",(X)
"('Total housing units',)","Colorado Springs city, Colorado","190,025",rooms,"±2,382","190,025",(X)
"('Total housing units',)","Columbus city, Ohio","391,716",rooms,"±3,740","391,716",(X)
"('Total housing units',)","Corpus Christi city, Texas","131,980",rooms,"±1,405","131,980",(X)
"('Total housing units',)","Dallas city, Texas","573,667",rooms,"±7,118","573,667",(X)
"('Total housing units',)","Denver city, Colorado","320,551",rooms,"±1,100","320,551",(X)
"('Total housing units',)","Detroit city, Michigan","363,525",rooms,"±4,286","363,525",(X)
"('Total housing units',)","Durham city, North Carolina","118,995",rooms,"±1,711","118,995",(X)
"('Total housing units',)","El Paso city, Texas","252,969",rooms,"±2,308","252,969",(X)
"('Total housing units',)","Fort Worth city, Texas","329,779",rooms,"±5,005","329,779",(X)
"('Total housing units',)","Fresno city, California","180,495",rooms,"±3,094","180,495",(X)
"('Total housing units',)","Greensboro city, North Carolina","130,620",rooms,"±3,205","130,620",(X)
"('Total housing units',)","Henderson city, Nevada","132,788",rooms,"±3,695","132,788",(X)
"('Total housing units',)","Houston city, Texas","958,421",rooms,"±9,459","958,421",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","384,967",rooms,"±2,216","384,967",(X)
"('Total housing units',)","Irvine city, California","103,560",rooms,"±4,014","103,560",(X)
"('Total housing units',)","Jacksonville city, Florida","382,572",rooms,"±1,878","382,572",(X)
"('Total housing units',)","Jersey City city, New Jersey","114,196",rooms,"±2,866","114,196",(X)
"('Total housing units',)","Kansas City city, Missouri","236,135",rooms,"±3,563","236,135",(X)
"('Total housing units',)","Las Vegas city, Nevada","259,374",rooms,"±4,771","259,374",(X)
"('Total housing units',)","Lincoln city, Nebraska","119,639",rooms,"±1,025","119,639",(X)
"('Total housing units',)","Long Beach city, California","175,632",rooms,"±4,157","175,632",(X)
"('Total housing units',)","Los Angeles city, California","1,496,661",rooms,"±9,511","1,496,661",(X)
"('Total housing units',)","Memphis city, Tennessee","298,121",rooms,"±3,353","298,121",(X)
"('Total housing units',)","Mesa city, Arizona","208,391",rooms,"±4,813","208,391",(X)
"('Total housing units',)","Miami city, Florida","201,784",rooms,"±5,066","201,784",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","260,581",rooms,"±3,444","260,581",(X)
"('Total housing units',)","Minneapolis city, Minnesota","188,084",rooms,"±3,817","188,084",(X)
"('Total housing units',)","New Orleans city, Louisiana","191,688",rooms,"±1,075","191,688",(X)
"('Total housing units',)","New York city, New York","3,497,344",rooms,"±2,448","3,497,344",(X)
"('Total housing units',)","Newark city, New Jersey","113,025",rooms,"±3,172","113,025",(X)
"('Total housing units',)","Oakland city, California","168,166",rooms,"±3,838","168,166",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","268,953",rooms,"±3,094","268,953",(X)
"('Total housing units',)","Omaha city, Nebraska","199,510",rooms,"±1,546","199,510",(X)
"('Total housing units',)","Orlando city, Florida","128,403",rooms,"±4,909","128,403",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","685,988",rooms,"±1,730","685,988",(X)
"('Total housing units',)","Phoenix city, Arizona","618,561",rooms,"±8,332","618,561",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","158,277",rooms,"±3,688","158,277",(X)
"('Total housing units',)","Plano city, Texas","113,234",rooms,"±3,522","113,234",(X)
"('Total housing units',)","Portland city, Oregon","284,258",rooms,"±2,780","284,258",(X)
"('Total housing units',)","Raleigh city, North Carolina","203,936",rooms,"±3,572","203,936",(X)
"('Total housing units',)","Riverside city, California","91,403",rooms,"±3,577","91,403",(X)
"('Total housing units',)","Sacramento city, California","199,760",rooms,"±3,791","199,760",(X)
"('Total housing units',)","San Antonio city, Texas","552,520",rooms,"±3,697","552,520",(X)
"('Total housing units',)","San Diego city, California","543,238",rooms,"±6,269","543,238",(X)
"('Total housing units',)","San Francisco city, California","397,566",rooms,"±1,185","397,566",(X)
"('Total housing units',)","San Jose city, California","338,738",rooms,"±4,612","338,738",(X)
"('Total housing units',)","Santa Ana city, California","79,680",rooms,"±3,053","79,680",(X)
"('Total housing units',)","Seattle city, Washington","355,293",rooms,"±5,813","355,293",(X)
"('Total housing units',)","St. Louis city, Missouri","176,850",rooms,±823,"176,850",(X)
"('Total housing units',)","St. Paul city, Minnesota","118,045",rooms,"±2,476","118,045",(X)
"('Total housing units',)","Stockton city, California","100,823",rooms,"±3,104","100,823",(X)
"('Total housing units',)","Tampa city, Florida","175,475",rooms,"±3,498","175,475",(X)
"('Total housing units',)","Tucson city, Arizona","238,999",rooms,"±3,905","238,999",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,612",rooms,"±2,076","187,612",(X)
"('Total housing units',)","Virginia Beach city, Virginia","184,999",rooms,±783,"184,999",(X)
"('Total housing units',)","Washington city, District of Columbia","314,843",rooms,±99,"314,843",(X)
"('Total housing units',)","Wichita city, Kansas","172,824",rooms,"±1,949","172,824",(X)
"('1 room',)","Albuquerque city, New Mexico","8,317",rooms,"±1,565",3.40%,±0.6
"('1 room',)","Anaheim city, California","4,028",rooms,±920,3.90%,±0.9
"('1 room',)","Anchorage municipality, Alaska","3,297",rooms,±890,2.80%,±0.8
"('1 room',)","Arlington city, Texas","3,461",rooms,"±1,168",2.40%,±0.8
"('1 room',)","Atlanta city, Georgia","8,083",rooms,"±1,683",3.30%,±0.7
"('1 room',)","Aurora city, Colorado","2,549",rooms,±837,1.90%,±0.6
"('1 room',)","Austin city, Texas","17,419",rooms,"±2,991",4.20%,±0.7
"('1 room',)","Bakersfield city, California","1,827",rooms,±611,1.40%,±0.5
"('1 room',)","Baltimore city, Maryland","8,478",rooms,"±1,437",2.90%,±0.5
"('1 room',)","Boston city, Massachusetts","18,161",rooms,"±2,147",6.20%,±0.7
"('1 room',)","Charlotte city, North Carolina","7,587",rooms,"±1,529",2.10%,±0.4
"('1 room',)","Chicago city, Illinois","67,844",rooms,"±3,982",5.60%,±0.3
"('1 room',)","Cincinnati city, Ohio","6,006",rooms,"±1,432",3.60%,±0.9
"('1 room',)","Cleveland city, Ohio","5,613",rooms,"±1,195",2.60%,±0.6
"('1 room',)","Colorado Springs city, Colorado","4,243",rooms,"±1,078",2.20%,±0.6
"('1 room',)","Columbus city, Ohio","7,472",rooms,"±1,566",1.90%,±0.4
"('1 room',)","Corpus Christi city, Texas","2,331",rooms,±985,1.80%,±0.7
"('1 room',)","Dallas city, Texas","21,338",rooms,"±2,317",3.70%,±0.4
"('1 room',)","Denver city, Colorado","14,354",rooms,"±2,656",4.50%,±0.8
"('1 room',)","Detroit city, Michigan","9,171",rooms,"±1,327",2.50%,±0.4
"('1 room',)","Durham city, North Carolina","4,036",rooms,"±1,187",3.40%,±1.0
"('1 room',)","El Paso city, Texas","7,466",rooms,"±1,433",3.00%,±0.6
"('1 room',)","Fort Worth city, Texas","6,949",rooms,"±1,520",2.10%,±0.5
"('1 room',)","Fresno city, California","9,324",rooms,"±1,728",5.20%,±0.9
"('1 room',)","Greensboro city, North Carolina","4,591",rooms,"±1,339",3.50%,±1.0
"('1 room',)","Henderson city, Nevada","1,553",rooms,±550,1.20%,±0.4
"('1 room',)","Houston city, Texas","30,592",rooms,"±3,621",3.20%,±0.4
"('1 room',)","Indianapolis city (balance), Indiana","7,101",rooms,"±1,580",1.80%,±0.4
"('1 room',)","Irvine city, California","4,256",rooms,"±1,336",4.10%,±1.3
"('1 room',)","Jacksonville city, Florida","7,619",rooms,"±1,442",2.00%,±0.4
"('1 room',)","Jersey City city, New Jersey","7,431",rooms,"±1,267",6.50%,±1.1
"('1 room',)","Kansas City city, Missouri","5,072",rooms,"±1,076",2.10%,±0.5
"('1 room',)","Las Vegas city, Nevada","8,431",rooms,"±1,341",3.30%,±0.5
"('1 room',)","Lincoln city, Nebraska","2,334",rooms,±797,2.00%,±0.7
"('1 room',)","Long Beach city, California","13,066",rooms,"±1,924",7.40%,±1.0
"('1 room',)","Los Angeles city, California","148,847",rooms,"±5,931",9.90%,±0.4
"('1 room',)","Memphis city, Tennessee","4,047",rooms,±857,1.40%,±0.3
"('1 room',)","Mesa city, Arizona","4,841",rooms,"±1,155",2.30%,±0.6
"('1 room',)","Miami city, Florida","17,675",rooms,"±2,543",8.80%,±1.2
"('1 room',)","Milwaukee city, Wisconsin","9,811",rooms,"±1,448",3.80%,±0.6
"('1 room',)","Minneapolis city, Minnesota","10,813",rooms,"±1,959",5.70%,±1.0
"('1 room',)","New Orleans city, Louisiana","4,524",rooms,±917,2.40%,±0.5
"('1 room',)","New York city, New York","252,010",rooms,"±8,377",7.20%,±0.2
"('1 room',)","Newark city, New Jersey","4,938",rooms,"±1,281",4.40%,±1.1
"('1 room',)","Oakland city, California","12,017",rooms,"±1,742",7.10%,±1.0
"('1 room',)","Oklahoma City city, Oklahoma","6,796",rooms,"±1,543",2.50%,±0.6
"('1 room',)","Omaha city, Nebraska","5,155",rooms,"±1,156",2.60%,±0.6
"('1 room',)","Orlando city, Florida","4,941",rooms,"±1,343",3.80%,±1.0
"('1 room',)","Philadelphia city, Pennsylvania","36,773",rooms,"±3,390",5.40%,±0.5
"('1 room',)","Phoenix city, Arizona","18,791",rooms,"±2,474",3.00%,±0.4
"('1 room',)","Pittsburgh city, Pennsylvania","4,629",rooms,"±1,115",2.90%,±0.7
"('1 room',)","Plano city, Texas","2,515",rooms,±776,2.20%,±0.7
"('1 room',)","Portland city, Oregon","18,573",rooms,"±2,302",6.50%,±0.8
"('1 room',)","Raleigh city, North Carolina","3,783",rooms,"±1,349",1.90%,±0.7
"('1 room',)","Riverside city, California","2,368",rooms,±610,2.60%,±0.6
"('1 room',)","Sacramento city, California","6,614",rooms,"±1,158",3.30%,±0.6
"('1 room',)","San Antonio city, Texas","16,901",rooms,"±2,653",3.10%,±0.5
"('1 room',)","San Diego city, California","24,577",rooms,"±3,249",4.50%,±0.6
"('1 room',)","San Francisco city, California","54,158",rooms,"±4,113",13.60%,±1.0
"('1 room',)","San Jose city, California","12,255",rooms,"±2,032",3.60%,±0.6
"('1 room',)","Santa Ana city, California","6,212",rooms,"±1,196",7.80%,±1.4
"('1 room',)","Seattle city, Washington","37,459",rooms,"±3,834",10.50%,±1.0
"('1 room',)","St. Louis city, Missouri","6,335",rooms,"±1,295",3.60%,±0.7
