Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Occupied housing units',)","Memphis city, Tennessee","252,517",housing_tenure,"±4,720","252,517",(X)
"('Occupied housing units',)","Mesa city, Arizona","185,509",housing_tenure,"±3,765","185,509",(X)
"('Occupied housing units',)","Miami city, Florida","182,631",housing_tenure,"±4,578","182,631",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","231,041",housing_tenure,"±3,287","231,041",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","175,233",housing_tenure,"±3,758","175,233",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","155,104",housing_tenure,"±2,460","155,104",(X)
"('Occupied housing units',)","New York city, New York","3,184,496",housing_tenure,"±11,009","3,184,496",(X)
"('Occupied housing units',)","Newark city, New Jersey","101,689",housing_tenure,"±2,837","101,689",(X)
"('Occupied housing units',)","Oakland city, California","165,590",housing_tenure,"±3,374","165,590",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","245,772",housing_tenure,"±3,560","245,772",(X)
"('Occupied housing units',)","Omaha city, Nebraska","184,831",housing_tenure,"±2,451","184,831",(X)
"('Occupied housing units',)","Orlando city, Florida","114,176",housing_tenure,"±4,361","114,176",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","608,233",housing_tenure,"±5,554","608,233",(X)
"('Occupied housing units',)","Phoenix city, Arizona","574,645",housing_tenure,"±7,444","574,645",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","141,881",housing_tenure,"±3,396","141,881",(X)
"('Occupied housing units',)","Plano city, Texas","102,778",housing_tenure,"±2,774","102,778",(X)
"('Occupied housing units',)","Portland city, Oregon","273,607",housing_tenure,"±3,339","273,607",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","188,941",housing_tenure,"±3,867","188,941",(X)
"('Occupied housing units',)","Riverside city, California","87,341",housing_tenure,"±2,965","87,341",(X)
"('Occupied housing units',)","Sacramento city, California","182,677",housing_tenure,"±3,860","182,677",(X)
"('Occupied housing units',)","San Antonio city, Texas","509,964",housing_tenure,"±5,167","509,964",(X)
"('Occupied housing units',)","San Diego city, California","513,698",housing_tenure,"±6,704","513,698",(X)
"('Occupied housing units',)","San Francisco city, California","362,827",housing_tenure,"±5,010","362,827",(X)
"('Occupied housing units',)","San Jose city, California","327,848",housing_tenure,"±4,136","327,848",(X)
"('Occupied housing units',)","Santa Ana city, California","78,786",housing_tenure,"±2,383","78,786",(X)
"('Occupied housing units',)","Seattle city, Washington","338,002",housing_tenure,"±5,763","338,002",(X)
"('Occupied housing units',)","St. Louis city, Missouri","144,295",housing_tenure,"±2,502","144,295",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","115,858",housing_tenure,"±3,008","115,858",(X)
"('Occupied housing units',)","Stockton city, California","95,557",housing_tenure,"±2,477","95,557",(X)
"('Occupied housing units',)","Tampa city, Florida","154,047",housing_tenure,"±3,606","154,047",(X)
"('Occupied housing units',)","Tucson city, Arizona","209,383",housing_tenure,"±4,500","209,383",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,083",housing_tenure,"±1,823","163,083",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","172,183",housing_tenure,"±2,346","172,183",(X)
"('Occupied housing units',)","Washington city, District of Columbia","287,476",housing_tenure,"±2,752","287,476",(X)
"('Occupied housing units',)","Wichita city, Kansas","154,512",housing_tenure,"±2,950","154,512",(X)
"('Owner-occupied',)","Albuquerque city, New Mexico","133,105",housing_tenure,"±3,917",58.30%,±1.6
"('Owner-occupied',)","Anaheim city, California","49,117",housing_tenure,"±2,839",48.40%,±2.5
"('Owner-occupied',)","Anchorage municipality, Alaska","67,637",housing_tenure,"±2,522",64.20%,±2.3
"('Owner-occupied',)","Arlington city, Texas","74,122",housing_tenure,"±3,401",54.60%,±2.3
"('Owner-occupied',)","Atlanta city, Georgia","96,030",housing_tenure,"±4,429",45.30%,±1.8
"('Owner-occupied',)","Aurora city, Colorado","79,535",housing_tenure,"±3,175",59.70%,±2.0
"('Owner-occupied',)","Austin city, Texas","175,016",housing_tenure,"±5,431",44.80%,±1.1
"('Owner-occupied',)","Bakersfield city, California","72,020",housing_tenure,"±3,687",59.20%,±2.6
"('Owner-occupied',)","Baltimore city, Maryland","112,621",housing_tenure,"±3,474",47.50%,±1.5
"('Owner-occupied',)","Boston city, Massachusetts","93,736",housing_tenure,"±3,767",34.10%,±1.2
"('Owner-occupied',)","Charlotte city, North Carolina","176,461",housing_tenure,"±4,747",52.50%,±1.3
"('Owner-occupied',)","Chicago city, Illinois","492,641",housing_tenure,"±7,480",45.70%,±0.6
"('Owner-occupied',)","Cincinnati city, Ohio","52,732",housing_tenure,"±2,498",38.00%,±1.7
"('Owner-occupied',)","Cleveland city, Ohio","69,133",housing_tenure,"±3,182",40.00%,±1.7
"('Owner-occupied',)","Colorado Springs city, Colorado","110,081",housing_tenure,"±3,695",60.60%,±1.9
"('Owner-occupied',)","Columbus city, Ohio","164,967",housing_tenure,"±4,927",45.10%,±1.3
"('Owner-occupied',)","Corpus Christi city, Texas","65,603",housing_tenure,"±2,999",56.30%,±2.4
"('Owner-occupied',)","Dallas city, Texas","209,766",housing_tenure,"±6,361",40.20%,±1.1
"('Owner-occupied',)","Denver city, Colorado","152,878",housing_tenure,"±4,452",49.30%,±1.4
"('Owner-occupied',)","Detroit city, Michigan","124,711",housing_tenure,"±4,291",46.80%,±1.4
"('Owner-occupied',)","Durham city, North Carolina","57,044",housing_tenure,"±2,670",50.80%,±2.1
"('Owner-occupied',)","El Paso city, Texas","132,531",housing_tenure,"±4,355",58.30%,±1.9
"('Owner-occupied',)","Fort Worth city, Texas","173,864",housing_tenure,"±4,712",56.40%,±1.3
"('Owner-occupied',)","Fresno city, California","75,607",housing_tenure,"±3,383",44.20%,±1.9
"('Owner-occupied',)","Greensboro city, North Carolina","58,017",housing_tenure,"±3,185",48.40%,±2.3
"('Owner-occupied',)","Henderson city, Nevada","77,418",housing_tenure,"±2,885",64.20%,±2.2
"('Owner-occupied',)","Houston city, Texas","355,592",housing_tenure,"±8,046",41.90%,±0.9
"('Owner-occupied',)","Indianapolis city (balance), Indiana","179,724",housing_tenure,"±5,177",52.90%,±1.4
"('Owner-occupied',)","Irvine city, California","46,025",housing_tenure,"±3,101",46.00%,±3.0
"('Owner-occupied',)","Jacksonville city, Florida","187,001",housing_tenure,"±5,992",54.10%,±1.7
"('Owner-occupied',)","Jersey City city, New Jersey","30,254",housing_tenure,"±2,094",29.60%,±1.9
"('Owner-occupied',)","Kansas City city, Missouri","110,462",housing_tenure,"±3,818",53.30%,±1.6
"('Owner-occupied',)","Las Vegas city, Nevada","125,062",housing_tenure,"±3,962",53.30%,±1.5
"('Owner-occupied',)","Lincoln city, Nebraska","65,583",housing_tenure,"±2,363",57.10%,±2.0
"('Owner-occupied',)","Long Beach city, California","70,749",housing_tenure,"±3,493",40.80%,±1.8
"('Owner-occupied',)","Los Angeles city, California","501,962",housing_tenure,"±7,018",36.30%,±0.5
"('Owner-occupied',)","Memphis city, Tennessee","117,384",housing_tenure,"±4,301",46.50%,±1.6
"('Owner-occupied',)","Mesa city, Arizona","111,314",housing_tenure,"±4,369",60.00%,±1.9
"('Owner-occupied',)","Miami city, Florida","55,905",housing_tenure,"±3,474",30.60%,±1.8
"('Owner-occupied',)","Milwaukee city, Wisconsin","96,609",housing_tenure,"±3,816",41.80%,±1.5
"('Owner-occupied',)","Minneapolis city, Minnesota","83,653",housing_tenure,"±2,434",47.70%,±1.4
"('Owner-occupied',)","New Orleans city, Louisiana","74,982",housing_tenure,"±2,104",48.30%,±1.3
"('Owner-occupied',)","New York city, New York","1,042,956",housing_tenure,"±11,809",32.80%,±0.4
"('Owner-occupied',)","Newark city, New Jersey","22,305",housing_tenure,"±2,417",21.90%,±2.2
"('Owner-occupied',)","Oakland city, California","68,336",housing_tenure,"±2,792",41.30%,±1.7
"('Owner-occupied',)","Oklahoma City city, Oklahoma","143,562",housing_tenure,"±3,764",58.40%,±1.3
"('Owner-occupied',)","Omaha city, Nebraska","107,403",housing_tenure,"±2,716",58.10%,±1.4
"('Owner-occupied',)","Orlando city, Florida","41,860",housing_tenure,"±3,195",36.70%,±2.4
"('Owner-occupied',)","Philadelphia city, Pennsylvania","320,690",housing_tenure,"±6,308",52.70%,±0.9
"('Owner-occupied',)","Phoenix city, Arizona","307,764",housing_tenure,"±6,648",53.60%,±0.9
"('Owner-occupied',)","Pittsburgh city, Pennsylvania","66,598",housing_tenure,"±2,371",46.90%,±1.5
"('Owner-occupied',)","Plano city, Texas","59,404",housing_tenure,"±3,210",57.80%,±2.7
"('Owner-occupied',)","Portland city, Oregon","144,084",housing_tenure,"±3,605",52.70%,±1.2
"('Owner-occupied',)","Raleigh city, North Carolina","96,174",housing_tenure,"±2,922",50.90%,±1.5
"('Owner-occupied',)","Riverside city, California","48,020",housing_tenure,"±2,680",55.00%,±2.9
"('Owner-occupied',)","Sacramento city, California","89,678",housing_tenure,"±4,030",49.10%,±2.0
"('Owner-occupied',)","San Antonio city, Texas","270,407",housing_tenure,"±4,935",53.00%,±0.9
"('Owner-occupied',)","San Diego city, California","240,650",housing_tenure,"±5,785",46.80%,±0.9
"('Owner-occupied',)","San Francisco city, California","136,242",housing_tenure,"±4,672",37.60%,±1.2
"('Owner-occupied',)","San Jose city, California","181,143",housing_tenure,"±4,864",55.30%,±1.4
"('Owner-occupied',)","Santa Ana city, California","35,331",housing_tenure,"±2,108",44.80%,±2.5
"('Owner-occupied',)","Seattle city, Washington","151,082",housing_tenure,"±4,729",44.70%,±1.2
"('Owner-occupied',)","St. Louis city, Missouri","63,011",housing_tenure,"±2,835",43.70%,±2.0
"('Owner-occupied',)","St. Paul city, Minnesota","57,137",housing_tenure,"±2,496",49.30%,±1.8
"('Owner-occupied',)","Stockton city, California","42,124",housing_tenure,"±2,508",44.10%,±2.4
"('Owner-occupied',)","Tampa city, Florida","74,390",housing_tenure,"±3,219",48.30%,±1.7
"('Owner-occupied',)","Tucson city, Arizona","104,558",housing_tenure,"±3,754",49.90%,±1.6
"('Owner-occupied',)","Tulsa city, Oklahoma","82,332",housing_tenure,"±2,104",50.50%,±1.2
"('Owner-occupied',)","Virginia Beach city, Virginia","111,475",housing_tenure,"±3,325",64.70%,±1.9
"('Owner-occupied',)","Washington city, District of Columbia","121,540",housing_tenure,"±3,817",42.30%,±1.3
"('Owner-occupied',)","Wichita city, Kansas","92,355",housing_tenure,"±2,963",59.80%,±1.7
"('Renter-occupied',)","Albuquerque city, New Mexico","95,386",housing_tenure,"±4,054",41.70%,±1.6
"('Renter-occupied',)","Anaheim city, California","52,430",housing_tenure,"±2,930",51.60%,±2.5
"('Renter-occupied',)","Anchorage municipality, Alaska","37,648",housing_tenure,"±2,650",35.80%,±2.3
"('Renter-occupied',)","Arlington city, Texas","61,745",housing_tenure,"±3,841",45.40%,±2.3
"('Renter-occupied',)","Atlanta city, Georgia","115,789",housing_tenure,"±4,724",54.70%,±1.8
"('Renter-occupied',)","Aurora city, Colorado","53,682",housing_tenure,"±3,027",40.30%,±2.0
"('Renter-occupied',)","Austin city, Texas","215,379",housing_tenure,"±5,188",55.20%,±1.1
"('Renter-occupied',)","Bakersfield city, California","49,595",housing_tenure,"±3,502",40.80%,±2.6
"('Renter-occupied',)","Baltimore city, Maryland","124,583",housing_tenure,"±4,257",52.50%,±1.5
"('Renter-occupied',)","Boston city, Massachusetts","180,938",housing_tenure,"±3,951",65.90%,±1.2
"('Renter-occupied',)","Charlotte city, North Carolina","159,457",housing_tenure,"±5,122",47.50%,±1.3
"('Renter-occupied',)","Chicago city, Illinois","585,245",housing_tenure,"±9,974",54.30%,±0.6
"('Renter-occupied',)","Cincinnati city, Ohio","86,035",housing_tenure,"±3,703",62.00%,±1.7
"('Renter-occupied',)","Cleveland city, Ohio","103,892",housing_tenure,"±3,938",60.00%,±1.7
"('Renter-occupied',)","Colorado Springs city, Colorado","71,664",housing_tenure,"±3,645",39.40%,±1.9
"('Renter-occupied',)","Columbus city, Ohio","201,067",housing_tenure,"±5,412",54.90%,±1.3
"('Renter-occupied',)","Corpus Christi city, Texas","50,853",housing_tenure,"±3,084",43.70%,±2.4
"('Renter-occupied',)","Dallas city, Texas","311,432",housing_tenure,"±7,316",59.80%,±1.1
"('Renter-occupied',)","Denver city, Colorado","157,446",housing_tenure,"±4,483",50.70%,±1.4
"('Renter-occupied',)","Detroit city, Michigan","141,622",housing_tenure,"±4,219",53.20%,±1.4
"('Renter-occupied',)","Durham city, North Carolina","55,298",housing_tenure,"±2,713",49.20%,±2.1
"('Renter-occupied',)","El Paso city, Texas","94,975",housing_tenure,"±4,771",41.70%,±1.9
"('Renter-occupied',)","Fort Worth city, Texas","134,324",housing_tenure,"±4,839",43.60%,±1.3
"('Renter-occupied',)","Fresno city, California","95,602",housing_tenure,"±3,767",55.80%,±1.9
"('Renter-occupied',)","Greensboro city, North Carolina","61,821",housing_tenure,"±3,201",51.60%,±2.3
"('Renter-occupied',)","Henderson city, Nevada","43,260",housing_tenure,"±3,044",35.80%,±2.2
"('Renter-occupied',)","Houston city, Texas","493,513",housing_tenure,"±9,001",58.10%,±0.9
"('Renter-occupied',)","Indianapolis city (balance), Indiana","159,812",housing_tenure,"±5,325",47.10%,±1.4
"('Renter-occupied',)","Irvine city, California","54,125",housing_tenure,"±3,585",54.00%,±3.0
"('Renter-occupied',)","Jacksonville city, Florida","158,864",housing_tenure,"±6,319",45.90%,±1.7
"('Renter-occupied',)","Jersey City city, New Jersey","72,099",housing_tenure,"±3,005",70.40%,±1.9
"('Renter-occupied',)","Kansas City city, Missouri","96,915",housing_tenure,"±3,845",46.70%,±1.6
"('Renter-occupied',)","Las Vegas city, Nevada","109,530",housing_tenure,"±4,316",46.70%,±1.5
"('Renter-occupied',)","Lincoln city, Nebraska","49,287",housing_tenure,"±2,485",42.90%,±2.0
"('Renter-occupied',)","Long Beach city, California","102,683",housing_tenure,"±4,156",59.20%,±1.8
"('Renter-occupied',)","Los Angeles city, California","880,331",housing_tenure,"±10,249",63.70%,±0.5
"('Renter-occupied',)","Memphis city, Tennessee","135,133",housing_tenure,"±5,287",53.50%,±1.6
"('Renter-occupied',)","Mesa city, Arizona","74,195",housing_tenure,"±3,705",40.00%,±1.9
"('Renter-occupied',)","Miami city, Florida","126,726",housing_tenure,"±4,646",69.40%,±1.8
"('Renter-occupied',)","Milwaukee city, Wisconsin","134,432",housing_tenure,"±3,667",58.20%,±1.5
"('Renter-occupied',)","Minneapolis city, Minnesota","91,580",housing_tenure,"±3,652",52.30%,±1.4
"('Renter-occupied',)","New Orleans city, Louisiana","80,122",housing_tenure,"±2,611",51.70%,±1.3
"('Renter-occupied',)","New York city, New York","2,141,540",housing_tenure,"±14,634",67.20%,±0.4
"('Renter-occupied',)","Newark city, New Jersey","79,384",housing_tenure,"±3,028",78.10%,±2.2
"('Renter-occupied',)","Oakland city, California","97,254",housing_tenure,"±3,705",58.70%,±1.7
"('Renter-occupied',)","Oklahoma City city, Oklahoma","102,210",housing_tenure,"±3,748",41.60%,±1.3
"('Renter-occupied',)","Omaha city, Nebraska","77,428",housing_tenure,"±2,826",41.90%,±1.4
"('Renter-occupied',)","Orlando city, Florida","72,316",housing_tenure,"±3,914",63.30%,±2.4
"('Renter-occupied',)","Philadelphia city, Pennsylvania","287,543",housing_tenure,"±6,327",47.30%,±0.9
"('Renter-occupied',)","Phoenix city, Arizona","266,881",housing_tenure,"±6,461",46.40%,±0.9
"('Renter-occupied',)","Pittsburgh city, Pennsylvania","75,283",housing_tenure,"±3,117",53.10%,±1.5
"('Renter-occupied',)","Plano city, Texas","43,374",housing_tenure,"±2,916",42.20%,±2.7
"('Renter-occupied',)","Portland city, Oregon","129,523",housing_tenure,"±3,563",47.30%,±1.2
"('Renter-occupied',)","Raleigh city, North Carolina","92,767",housing_tenure,"±3,799",49.10%,±1.5
"('Renter-occupied',)","Riverside city, California","39,321",housing_tenure,"±3,068",45.00%,±2.9
"('Renter-occupied',)","Sacramento city, California","92,999",housing_tenure,"±4,074",50.90%,±2.0
"('Renter-occupied',)","San Antonio city, Texas","239,557",housing_tenure,"±5,295",47.00%,±0.9
"('Renter-occupied',)","San Diego city, California","273,048",housing_tenure,"±6,017",53.20%,±0.9
"('Renter-occupied',)","San Francisco city, California","226,585",housing_tenure,"±5,767",62.40%,±1.2
"('Renter-occupied',)","San Jose city, California","146,705",housing_tenure,"±5,315",44.70%,±1.4
"('Renter-occupied',)","Santa Ana city, California","43,455",housing_tenure,"±2,470",55.20%,±2.5
"('Renter-occupied',)","Seattle city, Washington","186,920",housing_tenure,"±5,498",55.30%,±1.2
"('Renter-occupied',)","St. Louis city, Missouri","81,284",housing_tenure,"±3,477",56.30%,±2.0
"('Renter-occupied',)","St. Paul city, Minnesota","58,721",housing_tenure,"±2,645",50.70%,±1.8
"('Renter-occupied',)","Stockton city, California","53,433",housing_tenure,"±2,739",55.90%,±2.4
"('Renter-occupied',)","Tampa city, Florida","79,657",housing_tenure,"±3,070",51.70%,±1.7
"('Renter-occupied',)","Tucson city, Arizona","104,825",housing_tenure,"±4,261",50.10%,±1.6
"('Renter-occupied',)","Tulsa city, Oklahoma","80,751",housing_tenure,"±2,251",49.50%,±1.2
"('Renter-occupied',)","Virginia Beach city, Virginia","60,708",housing_tenure,"±3,585",35.30%,±1.9
"('Renter-occupied',)","Washington city, District of Columbia","165,936",housing_tenure,"±4,411",57.70%,±1.3
"('Renter-occupied',)","Wichita city, Kansas","62,157",housing_tenure,"±3,044",40.20%,±1.7
"('Average household size of owner-occupied unit',)","Albuquerque city, New Mexico",2.55,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Anaheim city, California",3.33,housing_tenure,±0.14,(X),(X)
"('Average household size of owner-occupied unit',)","Anchorage municipality, Alaska",2.82,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Arlington city, Texas",3.11,housing_tenure,±0.11,(X),(X)
"('Average household size of owner-occupied unit',)","Atlanta city, Georgia",2.25,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Aurora city, Colorado",2.84,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Austin city, Texas",2.64,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Bakersfield city, California",3.2,housing_tenure,±0.12,(X),(X)
"('Average household size of owner-occupied unit',)","Baltimore city, Maryland",2.65,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Boston city, Massachusetts",2.58,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Charlotte city, North Carolina",2.66,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Chicago city, Illinois",2.7,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Cincinnati city, Ohio",2.32,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Cleveland city, Ohio",2.28,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Colorado Springs city, Colorado",2.71,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Columbus city, Ohio",2.5,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Corpus Christi city, Texas",2.89,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Dallas city, Texas",2.8,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Denver city, Colorado",2.5,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Detroit city, Michigan",2.6,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Durham city, North Carolina",2.48,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","El Paso city, Texas",3.15,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Fort Worth city, Texas",3.07,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Fresno city, California",3.1,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Greensboro city, North Carolina",2.45,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Henderson city, Nevada",2.62,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Houston city, Texas",2.92,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Indianapolis city (balance), Indiana",2.66,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Irvine city, California",2.81,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Jacksonville city, Florida",2.66,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Jersey City city, New Jersey",2.86,housing_tenure,±0.16,(X),(X)
"('Average household size of owner-occupied unit',)","Kansas City city, Missouri",2.51,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Las Vegas city, Nevada",2.77,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Lincoln city, Nebraska",2.61,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Long Beach city, California",2.84,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Los Angeles city, California",3.09,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Memphis city, Tennessee",2.56,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Mesa city, Arizona",2.7,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Miami city, Florida",2.71,housing_tenure,±0.13,(X),(X)
"('Average household size of owner-occupied unit',)","Milwaukee city, Wisconsin",2.62,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Minneapolis city, Minnesota",2.48,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","New Orleans city, Louisiana",2.63,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","New York city, New York",2.83,housing_tenure,±0.03,(X),(X)
"('Average household size of owner-occupied unit',)","Newark city, New Jersey",2.95,housing_tenure,±0.20,(X),(X)
"('Average household size of owner-occupied unit',)","Oakland city, California",2.74,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Oklahoma City city, Oklahoma",2.69,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Omaha city, Nebraska",2.69,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Orlando city, Florida",2.57,housing_tenure,±0.14,(X),(X)
"('Average household size of owner-occupied unit',)","Philadelphia city, Pennsylvania",2.68,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Phoenix city, Arizona",2.97,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Pittsburgh city, Pennsylvania",2.17,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Plano city, Texas",2.98,housing_tenure,±0.11,(X),(X)
"('Average household size of owner-occupied unit',)","Portland city, Oregon",2.54,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Raleigh city, North Carolina",2.61,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Riverside city, California",3.85,housing_tenure,±0.16,(X),(X)
"('Average household size of owner-occupied unit',)","Sacramento city, California",2.88,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","San Antonio city, Texas",3.28,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","San Diego city, California",2.81,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","San Francisco city, California",2.73,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","San Jose city, California",3.15,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Santa Ana city, California",4.26,housing_tenure,±0.20,(X),(X)
"('Average household size of owner-occupied unit',)","Seattle city, Washington",2.39,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","St. Louis city, Missouri",2.23,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","St. Paul city, Minnesota",2.91,housing_tenure,±0.11,(X),(X)
"('Average household size of owner-occupied unit',)","Stockton city, California",3.3,housing_tenure,±0.15,(X),(X)
"('Average household size of owner-occupied unit',)","Tampa city, Florida",2.56,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Tucson city, Arizona",2.58,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Tulsa city, Oklahoma",2.52,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Virginia Beach city, Virginia",2.64,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Washington city, District of Columbia",2.46,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Wichita city, Kansas",2.64,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Albuquerque city, New Mexico",2.26,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Anaheim city, California",3.5,housing_tenure,±0.16,(X),(X)
"('Average household size of renter-occupied unit',)","Anchorage municipality, Alaska",2.5,housing_tenure,±0.12,(X),(X)
"('Average household size of renter-occupied unit',)","Arlington city, Texas",2.65,housing_tenure,±0.14,(X),(X)
"('Average household size of renter-occupied unit',)","Atlanta city, Georgia",2.11,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Aurora city, Colorado",2.72,housing_tenure,±0.12,(X),(X)
"('Average household size of renter-occupied unit',)","Austin city, Texas",2.23,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Bakersfield city, California",3,housing_tenure,±0.15,(X),(X)
"('Average household size of renter-occupied unit',)","Baltimore city, Maryland",2.25,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Boston city, Massachusetts",2.25,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Charlotte city, North Carolina",2.45,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Chicago city, Illinois",2.25,housing_tenure,±0.03,(X),(X)
"('Average household size of renter-occupied unit',)","Cincinnati city, Ohio",1.94,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Cleveland city, Ohio",2.05,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Colorado Springs city, Colorado",2.34,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Columbus city, Ohio",2.28,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Corpus Christi city, Texas",2.53,housing_tenure,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Dallas city, Texas",2.37,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Denver city, Colorado",2.03,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Detroit city, Michigan",2.37,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Durham city, North Carolina",2.19,housing_tenure,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","El Paso city, Texas",2.71,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Fort Worth city, Texas",2.6,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Fresno city, California",2.99,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Greensboro city, North Carolina",2.22,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Henderson city, Nevada",2.44,housing_tenure,±0.12,(X),(X)
