Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Moved in 1990 to 1999',)","Boston city, Massachusetts","28,977",year_householder_moved_into_unit,"±2,443",11.50%,±1.0
"('Moved in 1990 to 1999',)","Charlotte city, North Carolina","34,973",year_householder_moved_into_unit,"±2,213",11.70%,±0.7
"('Moved in 1990 to 1999',)","Chicago city, Illinois","125,263",year_householder_moved_into_unit,"±4,865",12.20%,±0.5
"('Moved in 1990 to 1999',)","Cincinnati city, Ohio","14,155",year_householder_moved_into_unit,"±1,622",10.60%,±1.2
"('Moved in 1990 to 1999',)","Cleveland city, Ohio","21,905",year_householder_moved_into_unit,"±1,958",13.30%,±1.1
"('Moved in 1990 to 1999',)","Colorado Springs city, Colorado","22,760",year_householder_moved_into_unit,"±2,037",13.40%,±1.2
"('Moved in 1990 to 1999',)","Columbus city, Ohio","36,001",year_householder_moved_into_unit,"±2,711",10.90%,±0.8
"('Moved in 1990 to 1999',)","Corpus Christi city, Texas","14,080",year_householder_moved_into_unit,"±1,751",12.20%,±1.5
"('Moved in 1990 to 1999',)","Dallas city, Texas","50,622",year_householder_moved_into_unit,"±3,565",10.60%,±0.7
"('Moved in 1990 to 1999',)","Denver city, Colorado","27,926",year_householder_moved_into_unit,"±2,405",10.20%,±0.9
"('Moved in 1990 to 1999',)","Detroit city, Michigan","29,303",year_householder_moved_into_unit,"±1,853",11.50%,±0.7
"('Moved in 1990 to 1999',)","Durham city, North Carolina","10,900",year_householder_moved_into_unit,"±1,609",10.90%,±1.6
"('Moved in 1990 to 1999',)","El Paso city, Texas","32,288",year_householder_moved_into_unit,"±2,713",14.70%,±1.2
"('Moved in 1990 to 1999',)","Fort Worth city, Texas","28,459",year_householder_moved_into_unit,"±2,817",10.60%,±1.1
"('Moved in 1990 to 1999',)","Fresno city, California","19,064",year_householder_moved_into_unit,"±1,734",11.80%,±1.0
"('Moved in 1990 to 1999',)","Greensboro city, North Carolina","13,137",year_householder_moved_into_unit,"±1,540",11.40%,±1.3
"('Moved in 1990 to 1999',)","Henderson city, Nevada","15,592",year_householder_moved_into_unit,"±1,614",14.80%,±1.5
"('Moved in 1990 to 1999',)","Houston city, Texas","86,062",year_householder_moved_into_unit,"±4,317",10.60%,±0.5
"('Moved in 1990 to 1999',)","Indianapolis city (balance), Indiana","39,482",year_householder_moved_into_unit,"±2,781",12.10%,±0.9
"('Moved in 1990 to 1999',)","Irvine city, California","9,840",year_householder_moved_into_unit,"±1,986",11.60%,±2.4
"('Moved in 1990 to 1999',)","Jacksonville city, Florida","45,873",year_householder_moved_into_unit,"±3,109",14.60%,±1.0
"('Moved in 1990 to 1999',)","Jersey City city, New Jersey","10,478",year_householder_moved_into_unit,"±1,573",10.70%,±1.6
"('Moved in 1990 to 1999',)","Kansas City city, Missouri","25,940",year_householder_moved_into_unit,"±2,516",13.40%,±1.3
"('Moved in 1990 to 1999',)","Las Vegas city, Nevada","27,109",year_householder_moved_into_unit,"±2,324",12.90%,±1.0
"('Moved in 1990 to 1999',)","Lincoln city, Nebraska","14,550",year_householder_moved_into_unit,"±1,467",13.60%,±1.4
"('Moved in 1990 to 1999',)","Long Beach city, California","21,983",year_householder_moved_into_unit,"±1,986",13.30%,±1.1
"('Moved in 1990 to 1999',)","Los Angeles city, California","200,753",year_householder_moved_into_unit,"±6,273",15.20%,±0.4
"('Moved in 1990 to 1999',)","Memphis city, Tennessee","35,860",year_householder_moved_into_unit,"±2,568",14.30%,±1.0
"('Moved in 1990 to 1999',)","Mesa city, Arizona","22,458",year_householder_moved_into_unit,"±2,198",13.50%,±1.3
"('Moved in 1990 to 1999',)","Miami city, Florida","13,461",year_householder_moved_into_unit,"±1,682",8.70%,±1.1
"('Moved in 1990 to 1999',)","Milwaukee city, Wisconsin","28,149",year_householder_moved_into_unit,"±2,039",12.20%,±0.9
"('Moved in 1990 to 1999',)","Minneapolis city, Minnesota","20,040",year_householder_moved_into_unit,"±2,010",11.90%,±1.2
"('Moved in 1990 to 1999',)","New Orleans city, Louisiana","17,085",year_householder_moved_into_unit,"±1,546",10.80%,±0.9
"('Moved in 1990 to 1999',)","New York city, New York","498,974",year_householder_moved_into_unit,"±11,523",16.20%,±0.4
"('Moved in 1990 to 1999',)","Newark city, New Jersey","10,086",year_householder_moved_into_unit,"±1,675",10.80%,±1.7
"('Moved in 1990 to 1999',)","Oakland city, California","18,674",year_householder_moved_into_unit,"±1,770",12.10%,±1.1
"('Moved in 1990 to 1999',)","Oklahoma City city, Oklahoma","32,059",year_householder_moved_into_unit,"±2,163",13.80%,±0.9
"('Moved in 1990 to 1999',)","Omaha city, Nebraska","25,691",year_householder_moved_into_unit,"±2,057",15.00%,±1.2
"('Moved in 1990 to 1999',)","Orlando city, Florida","7,833",year_householder_moved_into_unit,"±1,186",7.60%,±1.2
"('Moved in 1990 to 1999',)","Philadelphia city, Pennsylvania","76,909",year_householder_moved_into_unit,"±4,060",13.20%,±0.7
"('Moved in 1990 to 1999',)","Phoenix city, Arizona","65,913",year_householder_moved_into_unit,"±3,602",12.70%,±0.6
"('Moved in 1990 to 1999',)","Pittsburgh city, Pennsylvania","15,300",year_householder_moved_into_unit,"±1,388",11.70%,±1.0
"('Moved in 1990 to 1999',)","Plano city, Texas","17,873",year_householder_moved_into_unit,"±1,780",16.90%,±1.6
"('Moved in 1990 to 1999',)","Portland city, Oregon","30,067",year_householder_moved_into_unit,"±2,390",11.90%,±1.0
"('Moved in 1990 to 1999',)","Raleigh city, North Carolina","16,438",year_householder_moved_into_unit,"±1,802",9.60%,±1.0
"('Moved in 1990 to 1999',)","Riverside city, California","13,409",year_householder_moved_into_unit,"±1,754",15.00%,±1.7
"('Moved in 1990 to 1999',)","Sacramento city, California","15,495",year_householder_moved_into_unit,"±1,879",8.80%,±1.0
"('Moved in 1990 to 1999',)","San Antonio city, Texas","64,190",year_householder_moved_into_unit,"±3,141",13.00%,±0.6
"('Moved in 1990 to 1999',)","San Diego city, California","57,891",year_householder_moved_into_unit,"±3,387",12.00%,±0.7
"('Moved in 1990 to 1999',)","San Francisco city, California","53,427",year_householder_moved_into_unit,"±2,737",15.10%,±0.8
"('Moved in 1990 to 1999',)","San Jose city, California","42,682",year_householder_moved_into_unit,"±2,727",13.60%,±0.8
"('Moved in 1990 to 1999',)","Santa Ana city, California","12,215",year_householder_moved_into_unit,"±1,379",16.00%,±1.7
"('Moved in 1990 to 1999',)","Seattle city, Washington","31,278",year_householder_moved_into_unit,"±2,696",10.50%,±0.9
"('Moved in 1990 to 1999',)","St. Louis city, Missouri","15,772",year_householder_moved_into_unit,"±1,689",11.20%,±1.2
"('Moved in 1990 to 1999',)","St. Paul city, Minnesota","13,454",year_householder_moved_into_unit,"±1,506",12.10%,±1.4
"('Moved in 1990 to 1999',)","Stockton city, California","10,531",year_householder_moved_into_unit,"±1,580",11.60%,±1.7
"('Moved in 1990 to 1999',)","Tampa city, Florida","15,594",year_householder_moved_into_unit,"±1,813",10.70%,±1.2
"('Moved in 1990 to 1999',)","Tucson city, Arizona","21,052",year_householder_moved_into_unit,"±2,119",10.10%,±1.0
"('Moved in 1990 to 1999',)","Tulsa city, Oklahoma","18,708",year_householder_moved_into_unit,"±1,365",11.50%,±0.8
"('Moved in 1990 to 1999',)","Virginia Beach city, Virginia","26,680",year_householder_moved_into_unit,"±1,908",16.10%,±1.1
"('Moved in 1990 to 1999',)","Washington city, District of Columbia","30,350",year_householder_moved_into_unit,"±2,361",11.20%,±0.9
"('Moved in 1990 to 1999',)","Wichita city, Kansas","19,673",year_householder_moved_into_unit,"±1,706",13.00%,±1.1
"('Moved in 1980 to 1989',)","Albuquerque city, New Mexico","11,672",year_householder_moved_into_unit,"±1,571",5.40%,±0.7
"('Moved in 1980 to 1989',)","Anaheim city, California","6,982",year_householder_moved_into_unit,"±1,246",7.00%,±1.2
"('Moved in 1980 to 1989',)","Anchorage municipality, Alaska","6,508",year_householder_moved_into_unit,"±1,235",6.30%,±1.2
"('Moved in 1980 to 1989',)","Arlington city, Texas","6,271",year_householder_moved_into_unit,"±1,166",4.60%,±0.9
"('Moved in 1980 to 1989',)","Atlanta city, Georgia","7,847",year_householder_moved_into_unit,"±1,134",4.20%,±0.6
"('Moved in 1980 to 1989',)","Aurora city, Colorado","5,804",year_householder_moved_into_unit,±887,4.70%,±0.7
"('Moved in 1980 to 1989',)","Austin city, Texas","15,497",year_householder_moved_into_unit,"±1,919",4.40%,±0.5
"('Moved in 1980 to 1989',)","Bakersfield city, California","4,355",year_householder_moved_into_unit,"±1,139",3.90%,±1.0
"('Moved in 1980 to 1989',)","Baltimore city, Maryland","16,831",year_householder_moved_into_unit,"±1,558",6.90%,±0.7
"('Moved in 1980 to 1989',)","Boston city, Massachusetts","11,706",year_householder_moved_into_unit,"±1,336",4.60%,±0.5
"('Moved in 1980 to 1989',)","Charlotte city, North Carolina","13,366",year_householder_moved_into_unit,"±1,393",4.50%,±0.5
"('Moved in 1980 to 1989',)","Chicago city, Illinois","65,000",year_householder_moved_into_unit,"±3,344",6.30%,±0.3
"('Moved in 1980 to 1989',)","Cincinnati city, Ohio","6,795",year_householder_moved_into_unit,"±1,173",5.10%,±0.9
"('Moved in 1980 to 1989',)","Cleveland city, Ohio","11,057",year_householder_moved_into_unit,"±1,321",6.70%,±0.8
"('Moved in 1980 to 1989',)","Colorado Springs city, Colorado","8,544",year_householder_moved_into_unit,"±1,168",5.00%,±0.7
"('Moved in 1980 to 1989',)","Columbus city, Ohio","15,747",year_householder_moved_into_unit,"±1,793",4.80%,±0.5
"('Moved in 1980 to 1989',)","Corpus Christi city, Texas","6,310",year_householder_moved_into_unit,±885,5.40%,±0.8
"('Moved in 1980 to 1989',)","Dallas city, Texas","21,791",year_householder_moved_into_unit,"±2,332",4.60%,±0.5
"('Moved in 1980 to 1989',)","Denver city, Colorado","12,752",year_householder_moved_into_unit,"±1,771",4.70%,±0.7
"('Moved in 1980 to 1989',)","Detroit city, Michigan","22,043",year_householder_moved_into_unit,"±1,978",8.60%,±0.8
"('Moved in 1980 to 1989',)","Durham city, North Carolina","3,582",year_householder_moved_into_unit,±804,3.60%,±0.8
"('Moved in 1980 to 1989',)","El Paso city, Texas","17,394",year_householder_moved_into_unit,"±1,730",7.90%,±0.8
"('Moved in 1980 to 1989',)","Fort Worth city, Texas","12,397",year_householder_moved_into_unit,"±1,379",4.60%,±0.5
"('Moved in 1980 to 1989',)","Fresno city, California","7,918",year_householder_moved_into_unit,"±1,281",4.90%,±0.8
"('Moved in 1980 to 1989',)","Greensboro city, North Carolina","5,887",year_householder_moved_into_unit,"±1,045",5.10%,±0.9
"('Moved in 1980 to 1989',)","Henderson city, Nevada","3,085",year_householder_moved_into_unit,±718,2.90%,±0.7
"('Moved in 1980 to 1989',)","Houston city, Texas","39,142",year_householder_moved_into_unit,"±3,020",4.80%,±0.4
"('Moved in 1980 to 1989',)","Indianapolis city (balance), Indiana","17,592",year_householder_moved_into_unit,"±1,756",5.40%,±0.5
"('Moved in 1980 to 1989',)","Irvine city, California","4,239",year_householder_moved_into_unit,±757,5.00%,±0.9
"('Moved in 1980 to 1989',)","Jacksonville city, Florida","22,855",year_householder_moved_into_unit,"±2,147",7.30%,±0.7
"('Moved in 1980 to 1989',)","Jersey City city, New Jersey","5,203",year_householder_moved_into_unit,±888,5.30%,±0.9
"('Moved in 1980 to 1989',)","Kansas City city, Missouri","11,363",year_householder_moved_into_unit,"±1,361",5.90%,±0.7
"('Moved in 1980 to 1989',)","Las Vegas city, Nevada","5,542",year_householder_moved_into_unit,±964,2.60%,±0.4
"('Moved in 1980 to 1989',)","Lincoln city, Nebraska","5,629",year_householder_moved_into_unit,"±1,006",5.30%,±0.9
"('Moved in 1980 to 1989',)","Long Beach city, California","8,803",year_householder_moved_into_unit,"±1,193",5.30%,±0.7
"('Moved in 1980 to 1989',)","Los Angeles city, California","81,161",year_householder_moved_into_unit,"±3,855",6.10%,±0.3
"('Moved in 1980 to 1989',)","Memphis city, Tennessee","16,283",year_householder_moved_into_unit,"±1,567",6.50%,±0.6
"('Moved in 1980 to 1989',)","Mesa city, Arizona","7,573",year_householder_moved_into_unit,"±1,118",4.50%,±0.7
"('Moved in 1980 to 1989',)","Miami city, Florida","7,751",year_householder_moved_into_unit,"±1,355",5.00%,±0.9
"('Moved in 1980 to 1989',)","Milwaukee city, Wisconsin","12,426",year_householder_moved_into_unit,"±1,224",5.40%,±0.5
"('Moved in 1980 to 1989',)","Minneapolis city, Minnesota","11,595",year_householder_moved_into_unit,"±1,473",6.90%,±0.9
"('Moved in 1980 to 1989',)","New Orleans city, Louisiana","9,369",year_householder_moved_into_unit,"±1,012",5.90%,±0.6
"('Moved in 1980 to 1989',)","New York city, New York","265,785",year_householder_moved_into_unit,"±7,497",8.60%,±0.2
"('Moved in 1980 to 1989',)","Newark city, New Jersey","4,696",year_householder_moved_into_unit,"±1,088",5.00%,±1.2
"('Moved in 1980 to 1989',)","Oakland city, California","9,154",year_householder_moved_into_unit,"±1,371",5.90%,±0.8
"('Moved in 1980 to 1989',)","Oklahoma City city, Oklahoma","11,577",year_householder_moved_into_unit,"±1,182",5.00%,±0.5
"('Moved in 1980 to 1989',)","Omaha city, Nebraska","11,807",year_householder_moved_into_unit,"±1,367",6.90%,±0.8
"('Moved in 1980 to 1989',)","Orlando city, Florida","3,565",year_householder_moved_into_unit,±893,3.40%,±0.9
"('Moved in 1980 to 1989',)","Philadelphia city, Pennsylvania","42,429",year_householder_moved_into_unit,"±2,942",7.30%,±0.5
"('Moved in 1980 to 1989',)","Phoenix city, Arizona","26,244",year_householder_moved_into_unit,"±1,799",5.10%,±0.3
"('Moved in 1980 to 1989',)","Pittsburgh city, Pennsylvania","10,054",year_householder_moved_into_unit,"±1,263",7.70%,±1.0
"('Moved in 1980 to 1989',)","Plano city, Texas","5,283",year_householder_moved_into_unit,"±1,035",5.00%,±1.0
"('Moved in 1980 to 1989',)","Portland city, Oregon","14,616",year_householder_moved_into_unit,"±1,801",5.80%,±0.7
"('Moved in 1980 to 1989',)","Raleigh city, North Carolina","5,553",year_householder_moved_into_unit,"±1,048",3.30%,±0.6
"('Moved in 1980 to 1989',)","Riverside city, California","6,009",year_householder_moved_into_unit,"±1,150",6.70%,±1.3
"('Moved in 1980 to 1989',)","Sacramento city, California","11,251",year_householder_moved_into_unit,"±1,335",6.40%,±0.8
"('Moved in 1980 to 1989',)","San Antonio city, Texas","32,054",year_householder_moved_into_unit,"±2,556",6.50%,±0.5
"('Moved in 1980 to 1989',)","San Diego city, California","28,877",year_householder_moved_into_unit,"±2,303",6.00%,±0.5
"('Moved in 1980 to 1989',)","San Francisco city, California","25,916",year_householder_moved_into_unit,"±2,157",7.30%,±0.6
"('Moved in 1980 to 1989',)","San Jose city, California","24,711",year_householder_moved_into_unit,"±2,082",7.90%,±0.7
"('Moved in 1980 to 1989',)","Santa Ana city, California","5,771",year_householder_moved_into_unit,±969,7.60%,±1.2
"('Moved in 1980 to 1989',)","Seattle city, Washington","15,689",year_householder_moved_into_unit,"±1,888",5.30%,±0.6
"('Moved in 1980 to 1989',)","St. Louis city, Missouri","7,266",year_householder_moved_into_unit,±991,5.20%,±0.7
"('Moved in 1980 to 1989',)","St. Paul city, Minnesota","7,573",year_householder_moved_into_unit,±980,6.80%,±0.9
"('Moved in 1980 to 1989',)","Stockton city, California","5,787",year_householder_moved_into_unit,"±1,036",6.40%,±1.1
"('Moved in 1980 to 1989',)","Tampa city, Florida","6,587",year_householder_moved_into_unit,"±1,176",4.50%,±0.8
"('Moved in 1980 to 1989',)","Tucson city, Arizona","10,525",year_householder_moved_into_unit,"±1,362",5.10%,±0.7
"('Moved in 1980 to 1989',)","Tulsa city, Oklahoma","9,534",year_householder_moved_into_unit,"±1,156",5.80%,±0.7
"('Moved in 1980 to 1989',)","Virginia Beach city, Virginia","15,373",year_householder_moved_into_unit,"±1,519",9.30%,±0.9
"('Moved in 1980 to 1989',)","Washington city, District of Columbia","15,171",year_householder_moved_into_unit,"±1,697",5.60%,±0.6
"('Moved in 1980 to 1989',)","Wichita city, Kansas","9,636",year_householder_moved_into_unit,"±1,267",6.40%,±0.9
"('Moved in 1970 to 1979',)","Albuquerque city, New Mexico","9,038",year_householder_moved_into_unit,"±1,140",4.10%,±0.5
"('Moved in 1970 to 1979',)","Anaheim city, California","4,891",year_householder_moved_into_unit,±963,4.90%,±1.0
"('Moved in 1970 to 1979',)","Anchorage municipality, Alaska","3,176",year_householder_moved_into_unit,±847,3.10%,±0.8
"('Moved in 1970 to 1979',)","Arlington city, Texas","4,552",year_householder_moved_into_unit,±829,3.40%,±0.6
"('Moved in 1970 to 1979',)","Atlanta city, Georgia","7,681",year_householder_moved_into_unit,"±1,320",4.10%,±0.7
"('Moved in 1970 to 1979',)","Aurora city, Colorado","3,508",year_householder_moved_into_unit,±758,2.80%,±0.6
"('Moved in 1970 to 1979',)","Austin city, Texas","8,756",year_householder_moved_into_unit,"±1,202",2.50%,±0.4
"('Moved in 1970 to 1979',)","Bakersfield city, California","1,757",year_householder_moved_into_unit,±581,1.60%,±0.5
"('Moved in 1970 to 1979',)","Baltimore city, Maryland","11,805",year_householder_moved_into_unit,"±1,583",4.80%,±0.6
"('Moved in 1970 to 1979',)","Boston city, Massachusetts","8,068",year_householder_moved_into_unit,"±1,210",3.20%,±0.5
"('Moved in 1970 to 1979',)","Charlotte city, North Carolina","6,975",year_householder_moved_into_unit,±878,2.30%,±0.3
"('Moved in 1970 to 1979',)","Chicago city, Illinois","44,411",year_householder_moved_into_unit,"±2,776",4.30%,±0.3
"('Moved in 1970 to 1979',)","Cincinnati city, Ohio","4,009",year_householder_moved_into_unit,±883,3.00%,±0.6
"('Moved in 1970 to 1979',)","Cleveland city, Ohio","10,040",year_householder_moved_into_unit,"±1,096",6.10%,±0.7
"('Moved in 1970 to 1979',)","Colorado Springs city, Colorado","5,088",year_householder_moved_into_unit,"±1,004",3.00%,±0.6
"('Moved in 1970 to 1979',)","Columbus city, Ohio","8,914",year_householder_moved_into_unit,"±1,274",2.70%,±0.4
"('Moved in 1970 to 1979',)","Corpus Christi city, Texas","6,944",year_householder_moved_into_unit,"±1,167",6.00%,±1.0
"('Moved in 1970 to 1979',)","Dallas city, Texas","16,706",year_householder_moved_into_unit,"±2,121",3.50%,±0.4
"('Moved in 1970 to 1979',)","Denver city, Colorado","9,426",year_householder_moved_into_unit,"±1,111",3.50%,±0.4
"('Moved in 1970 to 1979',)","Detroit city, Michigan","22,995",year_householder_moved_into_unit,"±1,840",9.00%,±0.7
"('Moved in 1970 to 1979',)","Durham city, North Carolina","2,338",year_householder_moved_into_unit,±754,2.30%,±0.8
"('Moved in 1970 to 1979',)","El Paso city, Texas","11,759",year_householder_moved_into_unit,"±1,408",5.40%,±0.6
"('Moved in 1970 to 1979',)","Fort Worth city, Texas","9,090",year_householder_moved_into_unit,"±1,159",3.40%,±0.4
"('Moved in 1970 to 1979',)","Fresno city, California","5,516",year_householder_moved_into_unit,"±1,048",3.40%,±0.6
"('Moved in 1970 to 1979',)","Greensboro city, North Carolina","4,612",year_householder_moved_into_unit,±705,4.00%,±0.6
"('Moved in 1970 to 1979',)","Henderson city, Nevada",635,year_householder_moved_into_unit,±297,0.60%,±0.3
"('Moved in 1970 to 1979',)","Houston city, Texas","32,381",year_householder_moved_into_unit,"±2,549",4.00%,±0.3
"('Moved in 1970 to 1979',)","Indianapolis city (balance), Indiana","11,238",year_householder_moved_into_unit,"±1,262",3.40%,±0.4
"('Moved in 1970 to 1979',)","Irvine city, California","2,453",year_householder_moved_into_unit,±693,2.90%,±0.8
"('Moved in 1970 to 1979',)","Jacksonville city, Florida","11,569",year_householder_moved_into_unit,"±1,499",3.70%,±0.5
"('Moved in 1970 to 1979',)","Jersey City city, New Jersey","3,764",year_householder_moved_into_unit,±738,3.90%,±0.8
"('Moved in 1970 to 1979',)","Kansas City city, Missouri","7,560",year_householder_moved_into_unit,"±1,019",3.90%,±0.5
"('Moved in 1970 to 1979',)","Las Vegas city, Nevada","2,689",year_householder_moved_into_unit,±623,1.30%,±0.3
"('Moved in 1970 to 1979',)","Lincoln city, Nebraska","3,549",year_householder_moved_into_unit,±773,3.30%,±0.7
"('Moved in 1970 to 1979',)","Long Beach city, California","6,075",year_householder_moved_into_unit,"±1,202",3.70%,±0.7
"('Moved in 1970 to 1979',)","Los Angeles city, California","55,646",year_householder_moved_into_unit,"±2,979",4.20%,±0.2
"('Moved in 1970 to 1979',)","Memphis city, Tennessee","11,493",year_householder_moved_into_unit,"±1,410",4.60%,±0.5
"('Moved in 1970 to 1979',)","Mesa city, Arizona","3,218",year_householder_moved_into_unit,±676,1.90%,±0.4
"('Moved in 1970 to 1979',)","Miami city, Florida","5,588",year_householder_moved_into_unit,"±1,062",3.60%,±0.7
"('Moved in 1970 to 1979',)","Milwaukee city, Wisconsin","9,757",year_householder_moved_into_unit,"±1,210",4.20%,±0.5
"('Moved in 1970 to 1979',)","Minneapolis city, Minnesota","5,589",year_householder_moved_into_unit,±875,3.30%,±0.5
"('Moved in 1970 to 1979',)","New Orleans city, Louisiana","6,646",year_householder_moved_into_unit,"±1,001",4.20%,±0.6
"('Moved in 1970 to 1979',)","New York city, New York","205,095",year_householder_moved_into_unit,"±7,519",6.60%,±0.2
"('Moved in 1970 to 1979',)","Newark city, New Jersey","3,243",year_householder_moved_into_unit,±724,3.50%,±0.7
"('Moved in 1970 to 1979',)","Oakland city, California","6,386",year_householder_moved_into_unit,"±1,042",4.10%,±0.7
"('Moved in 1970 to 1979',)","Oklahoma City city, Oklahoma","7,416",year_householder_moved_into_unit,±940,3.20%,±0.4
"('Moved in 1970 to 1979',)","Omaha city, Nebraska","8,618",year_householder_moved_into_unit,"±1,176",5.00%,±0.7
"('Moved in 1970 to 1979',)","Orlando city, Florida","2,100",year_householder_moved_into_unit,±605,2.00%,±0.6
"('Moved in 1970 to 1979',)","Philadelphia city, Pennsylvania","35,876",year_householder_moved_into_unit,"±2,440",6.20%,±0.4
"('Moved in 1970 to 1979',)","Phoenix city, Arizona","13,498",year_householder_moved_into_unit,"±1,325",2.60%,±0.2
"('Moved in 1970 to 1979',)","Pittsburgh city, Pennsylvania","8,228",year_householder_moved_into_unit,"±1,049",6.30%,±0.8
"('Moved in 1970 to 1979',)","Plano city, Texas","2,763",year_householder_moved_into_unit,±698,2.60%,±0.7
"('Moved in 1970 to 1979',)","Portland city, Oregon","7,431",year_householder_moved_into_unit,"±1,077",2.90%,±0.4
"('Moved in 1970 to 1979',)","Raleigh city, North Carolina","3,792",year_householder_moved_into_unit,±834,2.20%,±0.5
"('Moved in 1970 to 1979',)","Riverside city, California","3,121",year_householder_moved_into_unit,±741,3.50%,±0.8
"('Moved in 1970 to 1979',)","Sacramento city, California","6,234",year_householder_moved_into_unit,±983,3.60%,±0.6
"('Moved in 1970 to 1979',)","San Antonio city, Texas","23,873",year_householder_moved_into_unit,"±2,059",4.80%,±0.4
"('Moved in 1970 to 1979',)","San Diego city, California","21,752",year_householder_moved_into_unit,"±2,234",4.50%,±0.5
"('Moved in 1970 to 1979',)","San Francisco city, California","19,899",year_householder_moved_into_unit,"±1,762",5.60%,±0.5
"('Moved in 1970 to 1979',)","San Jose city, California","16,772",year_householder_moved_into_unit,"±1,780",5.30%,±0.6
"('Moved in 1970 to 1979',)","Santa Ana city, California","3,364",year_householder_moved_into_unit,±775,4.40%,±1.0
"('Moved in 1970 to 1979',)","Seattle city, Washington","9,351",year_householder_moved_into_unit,"±1,472",3.10%,±0.5
"('Moved in 1970 to 1979',)","St. Louis city, Missouri","5,828",year_householder_moved_into_unit,"±1,028",4.10%,±0.7
"('Moved in 1970 to 1979',)","St. Paul city, Minnesota","4,399",year_householder_moved_into_unit,±611,4.00%,±0.5
"('Moved in 1970 to 1979',)","Stockton city, California","2,991",year_householder_moved_into_unit,±707,3.30%,±0.8
"('Moved in 1970 to 1979',)","Tampa city, Florida","4,496",year_householder_moved_into_unit,±932,3.10%,±0.6
"('Moved in 1970 to 1979',)","Tucson city, Arizona","10,176",year_householder_moved_into_unit,"±1,323",4.90%,±0.6
"('Moved in 1970 to 1979',)","Tulsa city, Oklahoma","7,231",year_householder_moved_into_unit,±908,4.40%,±0.6
"('Moved in 1970 to 1979',)","Virginia Beach city, Virginia","6,003",year_householder_moved_into_unit,±864,3.60%,±0.5
"('Moved in 1970 to 1979',)","Washington city, District of Columbia","10,652",year_householder_moved_into_unit,"±1,149",3.90%,±0.4
"('Moved in 1970 to 1979',)","Wichita city, Kansas","5,890",year_householder_moved_into_unit,±992,3.90%,±0.7
"('Moved in 1969 or earlier',)","Albuquerque city, New Mexico","5,895",year_householder_moved_into_unit,±994,2.70%,±0.5
"('Moved in 1969 or earlier',)","Anaheim city, California","2,288",year_householder_moved_into_unit,±703,2.30%,±0.7
"('Moved in 1969 or earlier',)","Anchorage municipality, Alaska","1,696",year_householder_moved_into_unit,±721,1.60%,±0.7
"('Moved in 1969 or earlier',)","Arlington city, Texas","1,437",year_householder_moved_into_unit,±519,1.10%,±0.4
"('Moved in 1969 or earlier',)","Atlanta city, Georgia","6,499",year_householder_moved_into_unit,"±1,011",3.50%,±0.5
"('Moved in 1969 or earlier',)","Aurora city, Colorado",489,year_householder_moved_into_unit,±251,0.40%,±0.2
"('Moved in 1969 or earlier',)","Austin city, Texas","4,857",year_householder_moved_into_unit,±929,1.40%,±0.3
"('Moved in 1969 or earlier',)","Bakersfield city, California","1,309",year_householder_moved_into_unit,±398,1.20%,±0.4
"('Moved in 1969 or earlier',)","Baltimore city, Maryland","13,002",year_householder_moved_into_unit,"±1,486",5.30%,±0.6
"('Moved in 1969 or earlier',)","Boston city, Massachusetts","7,267",year_householder_moved_into_unit,"±1,258",2.90%,±0.5
"('Moved in 1969 or earlier',)","Charlotte city, North Carolina","5,369",year_householder_moved_into_unit,±902,1.80%,±0.3
"('Moved in 1969 or earlier',)","Chicago city, Illinois","34,198",year_householder_moved_into_unit,"±2,076",3.30%,±0.2
"('Moved in 1969 or earlier',)","Cincinnati city, Ohio","3,932",year_householder_moved_into_unit,±860,2.90%,±0.6
"('Moved in 1969 or earlier',)","Cleveland city, Ohio","9,360",year_householder_moved_into_unit,"±1,120",5.70%,±0.7
"('Moved in 1969 or earlier',)","Colorado Springs city, Colorado","3,226",year_householder_moved_into_unit,±650,1.90%,±0.4
"('Moved in 1969 or earlier',)","Columbus city, Ohio","7,769",year_householder_moved_into_unit,±951,2.40%,±0.3
"('Moved in 1969 or earlier',)","Corpus Christi city, Texas","4,853",year_householder_moved_into_unit,"±1,120",4.20%,±1.0
"('Moved in 1969 or earlier',)","Dallas city, Texas","11,866",year_householder_moved_into_unit,"±1,229",2.50%,±0.3
"('Moved in 1969 or earlier',)","Denver city, Colorado","5,798",year_householder_moved_into_unit,±952,2.10%,±0.3
"('Moved in 1969 or earlier',)","Detroit city, Michigan","18,253",year_householder_moved_into_unit,"±1,381",7.10%,±0.5
"('Moved in 1969 or earlier',)","Durham city, North Carolina","1,817",year_householder_moved_into_unit,±471,1.80%,±0.5
"('Moved in 1969 or earlier',)","El Paso city, Texas","9,387",year_householder_moved_into_unit,"±1,231",4.30%,±0.6
"('Moved in 1969 or earlier',)","Fort Worth city, Texas","7,427",year_householder_moved_into_unit,"±1,107",2.80%,±0.4
"('Moved in 1969 or earlier',)","Fresno city, California","3,296",year_householder_moved_into_unit,±674,2.00%,±0.4
"('Moved in 1969 or earlier',)","Greensboro city, North Carolina","2,866",year_householder_moved_into_unit,±606,2.50%,±0.5
"('Moved in 1969 or earlier',)","Henderson city, Nevada",406,year_householder_moved_into_unit,±281,0.40%,±0.3
