Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('2 rooms',)","Corpus Christi city, Texas","3,621",rooms,"±1,243",2.90%,±1.0
"('2 rooms',)","Dallas city, Texas","19,166",rooms,"±2,366",3.70%,±0.5
"('2 rooms',)","Denver city, Colorado","18,316",rooms,"±2,284",6.40%,±0.8
"('2 rooms',)","Detroit city, Michigan","3,487",rooms,±810,1.00%,±0.2
"('2 rooms',)","Durham city, North Carolina","1,808",rooms,±616,1.70%,±0.6
"('2 rooms',)","El Paso city, Texas","4,883",rooms,"±1,124",2.10%,±0.5
"('2 rooms',)","Fort Worth city, Texas","10,240",rooms,"±2,052",3.40%,±0.7
"('2 rooms',)","Fresno city, California","3,476",rooms,±903,2.10%,±0.5
"('2 rooms',)","Greensboro city, North Carolina","1,758",rooms,±789,1.40%,±0.6
"('2 rooms',)","Henderson city, Nevada","2,528",rooms,"±1,034",2.20%,±0.9
"('2 rooms',)","Houston city, Texas","37,205",rooms,"±3,557",4.10%,±0.4
"('2 rooms',)","Indianapolis city (balance), Indiana","7,704",rooms,"±1,482",2.00%,±0.4
"('2 rooms',)","Irvine city, California","3,776",rooms,"±1,188",4.80%,±1.5
"('2 rooms',)","Jacksonville city, Florida","7,267",rooms,"±1,909",2.00%,±0.5
"('2 rooms',)","Jersey City city, New Jersey","11,201",rooms,"±1,940",10.10%,±1.8
"('2 rooms',)","Kansas City city, Missouri","5,100",rooms,"±1,094",2.20%,±0.5
"('2 rooms',)","Las Vegas city, Nevada","5,827",rooms,"±1,275",2.40%,±0.5
"('2 rooms',)","Lincoln city, Nebraska","3,259",rooms,±806,2.90%,±0.7
"('2 rooms',)","Long Beach city, California","6,535",rooms,"±1,235",3.70%,±0.7
"('2 rooms',)","Los Angeles city, California","102,917",rooms,"±4,611",7.20%,±0.3
"('2 rooms',)","Memphis city, Tennessee","3,977",rooms,±966,1.40%,±0.3
"('2 rooms',)","Mesa city, Arizona","8,313",rooms,"±1,619",4.30%,±0.8
"('2 rooms',)","Miami city, Florida","12,823",rooms,"±2,668",6.70%,±1.3
"('2 rooms',)","Milwaukee city, Wisconsin","7,211",rooms,"±1,270",2.70%,±0.5
"('2 rooms',)","Minneapolis city, Minnesota","10,221",rooms,"±1,394",5.60%,±0.7
"('2 rooms',)","New Orleans city, Louisiana","7,947",rooms,"±1,221",4.10%,±0.6
"('2 rooms',)","New York city, New York","211,732",rooms,"±8,413",6.30%,±0.2
"('2 rooms',)","Newark city, New Jersey","3,175",rooms,±674,2.90%,±0.6
"('2 rooms',)","Oakland city, California","10,330",rooms,"±1,839",5.90%,±1.0
"('2 rooms',)","Oklahoma City city, Oklahoma","6,213",rooms,"±1,218",2.40%,±0.5
"('2 rooms',)","Omaha city, Nebraska","8,111",rooms,"±1,736",4.50%,±0.9
"('2 rooms',)","Orlando city, Florida","3,391",rooms,±910,2.90%,±0.8
"('2 rooms',)","Philadelphia city, Pennsylvania","22,651",rooms,"±2,497",3.40%,±0.4
"('2 rooms',)","Phoenix city, Arizona","22,251",rooms,"±2,559",3.70%,±0.4
"('2 rooms',)","Pittsburgh city, Pennsylvania","5,461",rooms,"±1,047",3.50%,±0.7
"('2 rooms',)","Plano city, Texas","2,255",rooms,±828,2.10%,±0.8
"('2 rooms',)","Portland city, Oregon","18,927",rooms,"±2,230",7.10%,±0.8
"('2 rooms',)","Raleigh city, North Carolina","4,155",rooms,"±1,433",2.30%,±0.8
"('2 rooms',)","Riverside city, California","2,647",rooms,±884,2.70%,±0.9
"('2 rooms',)","Sacramento city, California","9,237",rooms,"±1,873",4.90%,±0.9
"('2 rooms',)","San Antonio city, Texas","19,444",rooms,"±2,972",3.60%,±0.5
"('2 rooms',)","San Diego city, California","23,594",rooms,"±2,537",4.60%,±0.5
"('2 rooms',)","San Francisco city, California","34,620",rooms,"±2,983",9.20%,±0.8
"('2 rooms',)","San Jose city, California","9,453",rooms,"±1,503",3.00%,±0.5
"('2 rooms',)","Santa Ana city, California","2,432",rooms,±636,3.20%,±0.8
"('2 rooms',)","Seattle city, Washington","33,524",rooms,"±3,156",11.00%,±1.0
"('2 rooms',)","St. Louis city, Missouri","4,601",rooms,±880,2.60%,±0.5
"('2 rooms',)","St. Paul city, Minnesota","7,611",rooms,"±1,267",6.30%,±1.0
"('2 rooms',)","Stockton city, California","2,671",rooms,±866,2.70%,±0.9
"('2 rooms',)","Tampa city, Florida","5,110",rooms,"±1,201",3.20%,±0.7
"('2 rooms',)","Tucson city, Arizona","11,472",rooms,"±1,700",4.90%,±0.7
"('2 rooms',)","Tulsa city, Oklahoma","4,929",rooms,±940,2.60%,±0.5
"('2 rooms',)","Virginia Beach city, Virginia","1,443",rooms,±575,0.80%,±0.3
"('2 rooms',)","Washington city, District of Columbia","19,389",rooms,"±2,462",6.50%,±0.8
"('2 rooms',)","Wichita city, Kansas","3,638",rooms,±963,2.20%,±0.6
"('3 rooms',)","Albuquerque city, New Mexico","23,859",rooms,"±2,675",9.90%,±1.1
"('3 rooms',)","Anaheim city, California","18,724",rooms,"±2,015",17.90%,±1.9
"('3 rooms',)","Anchorage municipality, Alaska","11,712",rooms,"±1,790",10.30%,±1.6
"('3 rooms',)","Arlington city, Texas","18,939",rooms,"±2,784",13.00%,±1.8
"('3 rooms',)","Atlanta city, Georgia","38,348",rooms,"±3,839",17.30%,±1.6
"('3 rooms',)","Aurora city, Colorado","17,932",rooms,"±2,283",14.00%,±1.7
"('3 rooms',)","Austin city, Texas","64,700",rooms,"±4,206",18.00%,±1.1
"('3 rooms',)","Bakersfield city, California","8,258",rooms,"±1,424",7.00%,±1.2
"('3 rooms',)","Baltimore city, Maryland","36,247",rooms,"±2,793",12.20%,±0.9
"('3 rooms',)","Boston city, Massachusetts","52,022",rooms,"±3,377",19.00%,±1.2
"('3 rooms',)","Charlotte city, North Carolina","30,696",rooms,"±3,424",9.40%,±1.0
"('3 rooms',)","Chicago city, Illinois","171,269",rooms,"±7,412",14.40%,±0.6
"('3 rooms',)","Cincinnati city, Ohio","34,176",rooms,"±3,053",20.40%,±1.7
"('3 rooms',)","Cleveland city, Ohio","18,331",rooms,"±1,861",8.40%,±0.8
"('3 rooms',)","Colorado Springs city, Colorado","21,050",rooms,"±2,281",11.80%,±1.2
"('3 rooms',)","Columbus city, Ohio","43,892",rooms,"±4,274",11.70%,±1.1
"('3 rooms',)","Corpus Christi city, Texas","11,925",rooms,"±2,304",9.40%,±1.8
"('3 rooms',)","Dallas city, Texas","109,304",rooms,"±5,860",21.20%,±1.0
"('3 rooms',)","Denver city, Colorado","50,526",rooms,"±3,206",17.60%,±1.1
"('3 rooms',)","Detroit city, Michigan","24,980",rooms,"±2,166",6.90%,±0.6
"('3 rooms',)","Durham city, North Carolina","12,327",rooms,"±2,128",11.70%,±2.0
"('3 rooms',)","El Paso city, Texas","19,759",rooms,"±2,903",8.50%,±1.2
"('3 rooms',)","Fort Worth city, Texas","36,064",rooms,"±3,889",12.10%,±1.3
"('3 rooms',)","Fresno city, California","18,305",rooms,"±2,200",10.80%,±1.2
"('3 rooms',)","Greensboro city, North Carolina","11,738",rooms,"±1,888",9.30%,±1.5
"('3 rooms',)","Henderson city, Nevada","6,383",rooms,"±1,313",5.70%,±1.1
"('3 rooms',)","Houston city, Texas","183,533",rooms,"±8,432",20.30%,±0.9
"('3 rooms',)","Indianapolis city (balance), Indiana","36,234",rooms,"±3,354",9.50%,±0.9
"('3 rooms',)","Irvine city, California","12,356",rooms,"±2,026",15.60%,±2.4
"('3 rooms',)","Jacksonville city, Florida","31,965",rooms,"±3,710",8.70%,±1.0
"('3 rooms',)","Jersey City city, New Jersey","23,160",rooms,"±2,096",21.00%,±1.8
"('3 rooms',)","Kansas City city, Missouri","21,711",rooms,"±2,184",9.60%,±0.9
"('3 rooms',)","Las Vegas city, Nevada","29,784",rooms,"±3,777",12.00%,±1.5
"('3 rooms',)","Lincoln city, Nebraska","12,812",rooms,"±1,930",11.60%,±1.7
"('3 rooms',)","Long Beach city, California","38,110",rooms,"±2,831",21.90%,±1.4
"('3 rooms',)","Los Angeles city, California","287,402",rooms,"±7,531",20.20%,±0.5
"('3 rooms',)","Memphis city, Tennessee","31,584",rooms,"±2,583",10.70%,±0.9
"('3 rooms',)","Mesa city, Arizona","21,521",rooms,"±2,489",11.00%,±1.3
"('3 rooms',)","Miami city, Florida","54,096",rooms,"±4,057",28.30%,±2.0
"('3 rooms',)","Milwaukee city, Wisconsin","33,405",rooms,"±2,920",12.70%,±1.1
"('3 rooms',)","Minneapolis city, Minnesota","30,567",rooms,"±2,391",16.90%,±1.3
"('3 rooms',)","New Orleans city, Louisiana","23,267",rooms,"±2,009",12.00%,±1.0
"('3 rooms',)","New York city, New York","848,707",rooms,"±13,335",25.20%,±0.4
"('3 rooms',)","Newark city, New Jersey","17,542",rooms,"±1,814",16.20%,±1.6
"('3 rooms',)","Oakland city, California","32,662",rooms,"±2,906",18.70%,±1.5
"('3 rooms',)","Oklahoma City city, Oklahoma","23,746",rooms,"±2,266",9.30%,±0.9
"('3 rooms',)","Omaha city, Nebraska","20,324",rooms,"±1,750",11.20%,±1.0
"('3 rooms',)","Orlando city, Florida","16,995",rooms,"±2,138",14.50%,±1.6
"('3 rooms',)","Philadelphia city, Pennsylvania","86,547",rooms,"±4,721",12.90%,±0.7
"('3 rooms',)","Phoenix city, Arizona","69,907",rooms,"±4,571",11.60%,±0.7
"('3 rooms',)","Pittsburgh city, Pennsylvania","21,676",rooms,"±1,922",13.80%,±1.1
"('3 rooms',)","Plano city, Texas","13,530",rooms,"±2,227",12.70%,±2.0
"('3 rooms',)","Portland city, Oregon","34,960",rooms,"±2,867",13.10%,±1.0
"('3 rooms',)","Raleigh city, North Carolina","22,571",rooms,"±3,325",12.70%,±1.8
"('3 rooms',)","Riverside city, California","11,969",rooms,"±1,876",12.40%,±1.8
"('3 rooms',)","Sacramento city, California","24,748",rooms,"±2,996",13.10%,±1.5
"('3 rooms',)","San Antonio city, Texas","63,915",rooms,"±4,436",12.00%,±0.8
"('3 rooms',)","San Diego city, California","81,751",rooms,"±4,819",15.90%,±0.9
"('3 rooms',)","San Francisco city, California","68,482",rooms,"±4,279",18.10%,±1.1
"('3 rooms',)","San Jose city, California","41,977",rooms,"±3,139",13.10%,±1.0
"('3 rooms',)","Santa Ana city, California","13,758",rooms,"±1,940",17.90%,±2.3
"('3 rooms',)","Seattle city, Washington","49,539",rooms,"±3,750",16.20%,±1.2
"('3 rooms',)","St. Louis city, Missouri","28,206",rooms,"±2,306",16.10%,±1.3
"('3 rooms',)","St. Paul city, Minnesota","19,358",rooms,"±2,198",15.90%,±1.8
"('3 rooms',)","Stockton city, California","8,299",rooms,"±1,350",8.30%,±1.3
"('3 rooms',)","Tampa city, Florida","23,401",rooms,"±2,656",14.60%,±1.5
"('3 rooms',)","Tucson city, Arizona","35,443",rooms,"±3,493",15.30%,±1.5
"('3 rooms',)","Tulsa city, Oklahoma","23,809",rooms,"±2,151",12.70%,±1.2
"('3 rooms',)","Virginia Beach city, Virginia","8,090",rooms,"±1,439",4.50%,±0.8
"('3 rooms',)","Washington city, District of Columbia","66,925",rooms,"±3,822",22.40%,±1.3
"('3 rooms',)","Wichita city, Kansas","15,064",rooms,"±2,231",9.00%,±1.3
"('4 rooms',)","Albuquerque city, New Mexico","44,535",rooms,"±3,153",18.50%,±1.3
"('4 rooms',)","Anaheim city, California","25,130",rooms,"±2,470",24.10%,±2.2
"('4 rooms',)","Anchorage municipality, Alaska","21,772",rooms,"±2,359",19.20%,±2.1
"('4 rooms',)","Arlington city, Texas","22,038",rooms,"±2,394",15.10%,±1.6
"('4 rooms',)","Atlanta city, Georgia","48,464",rooms,"±3,574",21.90%,±1.5
"('4 rooms',)","Aurora city, Colorado","25,796",rooms,"±2,673",20.10%,±2.1
"('4 rooms',)","Austin city, Texas","76,513",rooms,"±4,579",21.20%,±1.3
"('4 rooms',)","Bakersfield city, California","19,096",rooms,"±2,502",16.20%,±2.1
"('4 rooms',)","Baltimore city, Maryland","44,028",rooms,"±3,283",14.90%,±1.1
"('4 rooms',)","Boston city, Massachusetts","61,819",rooms,"±3,599",22.50%,±1.3
"('4 rooms',)","Charlotte city, North Carolina","60,474",rooms,"±4,543",18.60%,±1.4
"('4 rooms',)","Chicago city, Illinois","242,977",rooms,"±9,033",20.40%,±0.7
"('4 rooms',)","Cincinnati city, Ohio","33,521",rooms,"±2,992",20.00%,±1.7
"('4 rooms',)","Cleveland city, Ohio","35,470",rooms,"±2,551",16.20%,±1.1
"('4 rooms',)","Colorado Springs city, Colorado","27,321",rooms,"±2,499",15.30%,±1.4
"('4 rooms',)","Columbus city, Ohio","77,462",rooms,"±4,263",20.70%,±1.1
"('4 rooms',)","Corpus Christi city, Texas","26,135",rooms,"±3,089",20.60%,±2.5
"('4 rooms',)","Dallas city, Texas","105,411",rooms,"±5,559",20.40%,±1.1
"('4 rooms',)","Denver city, Colorado","57,685",rooms,"±3,321",20.10%,±1.2
"('4 rooms',)","Detroit city, Michigan","39,993",rooms,"±2,652",11.10%,±0.7
"('4 rooms',)","Durham city, North Carolina","22,991",rooms,"±2,190",21.90%,±2.0
"('4 rooms',)","El Paso city, Texas","34,522",rooms,"±2,928",14.80%,±1.3
"('4 rooms',)","Fort Worth city, Texas","49,564",rooms,"±4,021",16.60%,±1.3
"('4 rooms',)","Fresno city, California","36,467",rooms,"±3,065",21.50%,±1.7
"('4 rooms',)","Greensboro city, North Carolina","23,910",rooms,"±2,915",19.00%,±2.1
"('4 rooms',)","Henderson city, Nevada","20,740",rooms,"±2,928",18.40%,±2.2
"('4 rooms',)","Houston city, Texas","188,436",rooms,"±6,980",20.80%,±0.8
"('4 rooms',)","Indianapolis city (balance), Indiana","62,944",rooms,"±3,812",16.50%,±1.0
"('4 rooms',)","Irvine city, California","18,122",rooms,"±2,404",22.80%,±2.8
"('4 rooms',)","Jacksonville city, Florida","68,282",rooms,"±4,356",18.60%,±1.2
"('4 rooms',)","Jersey City city, New Jersey","28,322",rooms,"±2,123",25.70%,±1.8
"('4 rooms',)","Kansas City city, Missouri","38,438",rooms,"±2,776",16.90%,±1.2
"('4 rooms',)","Las Vegas city, Nevada","43,769",rooms,"±3,748",17.70%,±1.4
"('4 rooms',)","Lincoln city, Nebraska","21,258",rooms,"±2,261",19.20%,±2.0
"('4 rooms',)","Long Beach city, California","43,038",rooms,"±3,152",24.70%,±1.7
"('4 rooms',)","Los Angeles city, California","297,237",rooms,"±8,111",20.90%,±0.5
"('4 rooms',)","Memphis city, Tennessee","62,693",rooms,"±4,447",21.30%,±1.5
"('4 rooms',)","Mesa city, Arizona","42,086",rooms,"±3,054",21.60%,±1.4
"('4 rooms',)","Miami city, Florida","45,033",rooms,"±3,559",23.60%,±1.9
"('4 rooms',)","Milwaukee city, Wisconsin","59,175",rooms,"±3,714",22.50%,±1.4
"('4 rooms',)","Minneapolis city, Minnesota","29,696",rooms,"±2,378",16.40%,±1.2
"('4 rooms',)","New Orleans city, Louisiana","40,190",rooms,"±2,195",20.70%,±1.1
"('4 rooms',)","New York city, New York","867,604",rooms,"±14,153",25.80%,±0.4
"('4 rooms',)","Newark city, New Jersey","33,352",rooms,"±2,545",30.90%,±2.0
"('4 rooms',)","Oakland city, California","36,558",rooms,"±2,979",20.90%,±1.7
"('4 rooms',)","Oklahoma City city, Oklahoma","46,227",rooms,"±2,979",18.10%,±1.1
"('4 rooms',)","Omaha city, Nebraska","27,810",rooms,"±2,527",15.40%,±1.4
"('4 rooms',)","Orlando city, Florida","30,183",rooms,"±3,275",25.80%,±2.4
"('4 rooms',)","Philadelphia city, Pennsylvania","86,195",rooms,"±4,622",12.90%,±0.7
"('4 rooms',)","Phoenix city, Arizona","109,712",rooms,"±5,824",18.10%,±1.0
"('4 rooms',)","Pittsburgh city, Pennsylvania","24,259",rooms,"±1,821",15.40%,±1.1
"('4 rooms',)","Plano city, Texas","12,414",rooms,"±2,184",11.60%,±1.9
"('4 rooms',)","Portland city, Oregon","44,675",rooms,"±3,013",16.80%,±1.1
"('4 rooms',)","Raleigh city, North Carolina","35,870",rooms,"±3,817",20.20%,±2.1
"('4 rooms',)","Riverside city, California","20,268",rooms,"±2,422",20.90%,±2.4
"('4 rooms',)","Sacramento city, California","35,605",rooms,"±3,341",18.80%,±1.8
"('4 rooms',)","San Antonio city, Texas","97,288",rooms,"±6,031",18.20%,±1.1
"('4 rooms',)","San Diego city, California","125,065",rooms,"±5,751",24.30%,±1.0
"('4 rooms',)","San Francisco city, California","72,191",rooms,"±4,256",19.10%,±1.1
"('4 rooms',)","San Jose city, California","59,794",rooms,"±3,278",18.70%,±1.0
"('4 rooms',)","Santa Ana city, California","17,496",rooms,"±2,138",22.80%,±2.5
"('4 rooms',)","Seattle city, Washington","53,455",rooms,"±3,599",17.50%,±1.1
"('4 rooms',)","St. Louis city, Missouri","38,563",rooms,"±2,548",22.00%,±1.5
"('4 rooms',)","St. Paul city, Minnesota","21,992",rooms,"±2,124",18.10%,±1.7
"('4 rooms',)","Stockton city, California","19,259",rooms,"±2,075",19.30%,±2.0
"('4 rooms',)","Tampa city, Florida","31,083",rooms,"±3,372",19.40%,±2.0
"('4 rooms',)","Tucson city, Arizona","50,286",rooms,"±4,091",21.70%,±1.7
"('4 rooms',)","Tulsa city, Oklahoma","28,922",rooms,"±2,239",15.40%,±1.2
"('4 rooms',)","Virginia Beach city, Virginia","26,988",rooms,"±2,798",15.10%,±1.6
"('4 rooms',)","Washington city, District of Columbia","58,073",rooms,"±2,997",19.40%,±1.0
"('4 rooms',)","Wichita city, Kansas","27,358",rooms,"±2,717",16.40%,±1.6
"('5 rooms',)","Albuquerque city, New Mexico","47,880",rooms,"±3,587",19.80%,±1.5
"('5 rooms',)","Anaheim city, California","16,262",rooms,"±1,693",15.60%,±1.6
"('5 rooms',)","Anchorage municipality, Alaska","23,430",rooms,"±2,273",20.70%,±2.0
"('5 rooms',)","Arlington city, Texas","30,036",rooms,"±3,158",20.60%,±2.0
"('5 rooms',)","Atlanta city, Georgia","42,677",rooms,"±3,790",19.30%,±1.7
"('5 rooms',)","Aurora city, Colorado","18,071",rooms,"±2,175",14.10%,±1.7
"('5 rooms',)","Austin city, Texas","66,281",rooms,"±3,631",18.40%,±0.9
"('5 rooms',)","Bakersfield city, California","30,754",rooms,"±2,353",26.10%,±2.0
"('5 rooms',)","Baltimore city, Maryland","46,484",rooms,"±3,291",15.70%,±1.1
"('5 rooms',)","Boston city, Massachusetts","56,479",rooms,"±3,200",20.60%,±1.2
"('5 rooms',)","Charlotte city, North Carolina","67,969",rooms,"±4,445",20.90%,±1.3
"('5 rooms',)","Chicago city, Illinois","262,135",rooms,"±7,338",22.00%,±0.6
"('5 rooms',)","Cincinnati city, Ohio","31,574",rooms,"±2,977",18.80%,±1.7
"('5 rooms',)","Cleveland city, Ohio","56,461",rooms,"±2,709",25.80%,±1.2
"('5 rooms',)","Colorado Springs city, Colorado","24,122",rooms,"±2,579",13.50%,±1.5
"('5 rooms',)","Columbus city, Ohio","83,675",rooms,"±3,744",22.40%,±1.0
"('5 rooms',)","Corpus Christi city, Texas","33,247",rooms,"±2,978",26.20%,±2.4
"('5 rooms',)","Dallas city, Texas","89,861",rooms,"±4,602",17.40%,±0.9
"('5 rooms',)","Denver city, Colorado","44,502",rooms,"±3,625",15.50%,±1.3
"('5 rooms',)","Detroit city, Michigan","86,504",rooms,"±3,678",24.00%,±1.0
"('5 rooms',)","Durham city, North Carolina","21,382",rooms,"±2,407",20.40%,±2.3
"('5 rooms',)","El Paso city, Texas","53,623",rooms,"±4,150",23.00%,±1.7
"('5 rooms',)","Fort Worth city, Texas","65,633",rooms,"±4,146",22.00%,±1.3
"('5 rooms',)","Fresno city, California","42,503",rooms,"±2,815",25.10%,±1.6
"('5 rooms',)","Greensboro city, North Carolina","31,066",rooms,"±2,471",24.60%,±1.9
"('5 rooms',)","Henderson city, Nevada","26,105",rooms,"±2,842",23.10%,±2.5
"('5 rooms',)","Houston city, Texas","168,481",rooms,"±6,521",18.60%,±0.7
"('5 rooms',)","Indianapolis city (balance), Indiana","85,885",rooms,"±4,498",22.60%,±1.2
"('5 rooms',)","Irvine city, California","11,790",rooms,"±1,704",14.90%,±2.1
"('5 rooms',)","Jacksonville city, Florida","83,269",rooms,"±5,268",22.60%,±1.4
"('5 rooms',)","Jersey City city, New Jersey","21,759",rooms,"±2,432",19.70%,±2.2
"('5 rooms',)","Kansas City city, Missouri","46,706",rooms,"±2,851",20.60%,±1.2
"('5 rooms',)","Las Vegas city, Nevada","54,249",rooms,"±4,831",21.90%,±1.9
"('5 rooms',)","Lincoln city, Nebraska","16,348",rooms,"±1,867",14.80%,±1.7
"('5 rooms',)","Long Beach city, California","32,034",rooms,"±2,552",18.40%,±1.4
"('5 rooms',)","Los Angeles city, California","239,159",rooms,"±6,915",16.80%,±0.5
"('5 rooms',)","Memphis city, Tennessee","62,999",rooms,"±3,647",21.40%,±1.2
"('5 rooms',)","Mesa city, Arizona","37,639",rooms,"±3,353",19.30%,±1.7
"('5 rooms',)","Miami city, Florida","36,650",rooms,"±3,884",19.20%,±1.9
"('5 rooms',)","Milwaukee city, Wisconsin","73,506",rooms,"±3,702",28.00%,±1.3
"('5 rooms',)","Minneapolis city, Minnesota","26,151",rooms,"±2,316",14.40%,±1.3
"('5 rooms',)","New Orleans city, Louisiana","44,839",rooms,"±2,343",23.10%,±1.2
"('5 rooms',)","New York city, New York","571,820",rooms,"±10,177",17.00%,±0.3
"('5 rooms',)","Newark city, New Jersey","24,988",rooms,"±1,995",23.10%,±1.8
"('5 rooms',)","Oakland city, California","31,602",rooms,"±2,369",18.10%,±1.4
"('5 rooms',)","Oklahoma City city, Oklahoma","61,532",rooms,"±3,498",24.10%,±1.3
"('5 rooms',)","Omaha city, Nebraska","30,587",rooms,"±2,516",16.90%,±1.4
"('5 rooms',)","Orlando city, Florida","25,773",rooms,"±2,911",22.00%,±2.5
"('5 rooms',)","Philadelphia city, Pennsylvania","92,477",rooms,"±5,147",13.80%,±0.8
"('5 rooms',)","Phoenix city, Arizona","138,392",rooms,"±6,008",22.90%,±0.9
"('5 rooms',)","Pittsburgh city, Pennsylvania","28,168",rooms,"±2,504",17.90%,±1.6
"('5 rooms',)","Plano city, Texas","12,398",rooms,"±1,771",11.60%,±1.6
"('5 rooms',)","Portland city, Oregon","46,835",rooms,"±2,656",17.60%,±1.0
"('5 rooms',)","Raleigh city, North Carolina","32,652",rooms,"±3,739",18.40%,±2.1
"('5 rooms',)","Riverside city, California","18,176",rooms,"±2,075",18.80%,±2.0
"('5 rooms',)","Sacramento city, California","39,747",rooms,"±3,548",21.00%,±1.8
"('5 rooms',)","San Antonio city, Texas","122,114",rooms,"±5,868",22.90%,±1.1
"('5 rooms',)","San Diego city, California","98,561",rooms,"±5,158",19.20%,±1.0
"('5 rooms',)","San Francisco city, California","58,600",rooms,"±4,110",15.50%,±1.1
"('5 rooms',)","San Jose city, California","58,936",rooms,"±3,386",18.50%,±1.1
"('5 rooms',)","Santa Ana city, California","16,630",rooms,"±1,710",21.70%,±2.3
"('5 rooms',)","Seattle city, Washington","43,860",rooms,"±3,453",14.40%,±1.1
"('5 rooms',)","St. Louis city, Missouri","41,153",rooms,"±2,356",23.40%,±1.4
"('5 rooms',)","St. Paul city, Minnesota","20,214",rooms,"±2,124",16.60%,±1.7
"('5 rooms',)","Stockton city, California","23,575",rooms,"±2,053",23.70%,±2.0
"('5 rooms',)","Tampa city, Florida","37,253",rooms,"±2,694",23.20%,±1.7
"('5 rooms',)","Tucson city, Arizona","52,563",rooms,"±4,198",22.60%,±1.8
"('5 rooms',)","Tulsa city, Oklahoma","38,633",rooms,"±1,948",20.60%,±1.0
"('5 rooms',)","Virginia Beach city, Virginia","31,275",rooms,"±3,428",17.40%,±1.9
"('5 rooms',)","Washington city, District of Columbia","37,055",rooms,"±3,108",12.40%,±1.0
"('5 rooms',)","Wichita city, Kansas","31,732",rooms,"±2,657",19.00%,±1.6
"('6 rooms',)","Albuquerque city, New Mexico","48,024",rooms,"±3,561",19.90%,±1.5
"('6 rooms',)","Anaheim city, California","15,182",rooms,"±1,587",14.50%,±1.4
"('6 rooms',)","Anchorage municipality, Alaska","16,763",rooms,"±1,886",14.80%,±1.7
"('6 rooms',)","Arlington city, Texas","23,583",rooms,"±2,603",16.20%,±1.8
"('6 rooms',)","Atlanta city, Georgia","27,850",rooms,"±2,739",12.60%,±1.2
"('6 rooms',)","Aurora city, Colorado","16,755",rooms,"±2,344",13.00%,±1.8
"('6 rooms',)","Austin city, Texas","50,595",rooms,"±3,312",14.00%,±0.9
"('6 rooms',)","Bakersfield city, California","24,287",rooms,"±2,454",20.60%,±2.0
"('6 rooms',)","Baltimore city, Maryland","74,935",rooms,"±3,852",25.30%,±1.3
"('6 rooms',)","Boston city, Massachusetts","38,836",rooms,"±3,117",14.20%,±1.1
"('6 rooms',)","Charlotte city, North Carolina","47,896",rooms,"±3,893",14.70%,±1.2
"('6 rooms',)","Chicago city, Illinois","198,580",rooms,"±6,500",16.60%,±0.5
"('6 rooms',)","Cincinnati city, Ohio","23,682",rooms,"±2,024",14.10%,±1.2
"('6 rooms',)","Cleveland city, Ohio","46,536",rooms,"±2,853",21.30%,±1.2
"('6 rooms',)","Colorado Springs city, Colorado","22,525",rooms,"±2,240",12.60%,±1.2
"('6 rooms',)","Columbus city, Ohio","69,233",rooms,"±4,000",18.50%,±1.0
"('6 rooms',)","Corpus Christi city, Texas","24,537",rooms,"±2,535",19.40%,±2.0
"('6 rooms',)","Dallas city, Texas","78,535",rooms,"±3,941",15.20%,±0.8
"('6 rooms',)","Denver city, Colorado","32,392",rooms,"±2,872",11.30%,±1.0
"('6 rooms',)","Detroit city, Michigan","95,070",rooms,"±3,936",26.30%,±1.1
"('6 rooms',)","Durham city, North Carolina","16,583",rooms,"±2,242",15.80%,±2.1
"('6 rooms',)","El Paso city, Texas","51,616",rooms,"±3,587",22.10%,±1.5
"('6 rooms',)","Fort Worth city, Texas","55,310",rooms,"±3,713",18.60%,±1.2
"('6 rooms',)","Fresno city, California","35,544",rooms,"±2,898",21.00%,±1.6
"('6 rooms',)","Greensboro city, North Carolina","20,819",rooms,"±2,246",16.50%,±1.8
"('6 rooms',)","Henderson city, Nevada","20,505",rooms,"±2,537",18.20%,±2.2
"('6 rooms',)","Houston city, Texas","142,476",rooms,"±6,455",15.70%,±0.7
"('6 rooms',)","Indianapolis city (balance), Indiana","71,742",rooms,"±4,677",18.90%,±1.2
"('6 rooms',)","Irvine city, California","11,949",rooms,"±2,077",15.10%,±2.6
"('6 rooms',)","Jacksonville city, Florida","74,931",rooms,"±4,976",20.40%,±1.3
"('6 rooms',)","Jersey City city, New Jersey","11,915",rooms,"±1,555",10.80%,±1.4
"('6 rooms',)","Kansas City city, Missouri","41,160",rooms,"±2,499",18.10%,±1.1
"('6 rooms',)","Las Vegas city, Nevada","47,008",rooms,"±4,353",19.00%,±1.7
"('6 rooms',)","Lincoln city, Nebraska","15,308",rooms,"±1,895",13.80%,±1.7
"('6 rooms',)","Long Beach city, California","25,149",rooms,"±2,115",14.40%,±1.2
"('6 rooms',)","Los Angeles city, California","171,667",rooms,"±6,493",12.10%,±0.5
"('6 rooms',)","Memphis city, Tennessee","55,724",rooms,"±3,587",18.90%,±1.2
"('6 rooms',)","Mesa city, Arizona","32,169",rooms,"±2,956",16.50%,±1.5
"('6 rooms',)","Miami city, Florida","11,681",rooms,"±1,534",6.10%,±0.8
"('6 rooms',)","Milwaukee city, Wisconsin","42,537",rooms,"±2,630",16.20%,±1.0
"('6 rooms',)","Minneapolis city, Minnesota","26,408",rooms,"±1,908",14.60%,±1.1
