Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Average household size of owner-occupied unit',)","Minneapolis city, Minnesota",2.4,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","New Orleans city, Louisiana",2.48,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","New York city, New York",2.85,housing_tenure,±0.02,(X),(X)
"('Average household size of owner-occupied unit',)","Newark city, New Jersey",3.16,housing_tenure,±0.17,(X),(X)
"('Average household size of owner-occupied unit',)","Oakland city, California",2.76,housing_tenure,±0.10,(X),(X)
"('Average household size of owner-occupied unit',)","Oklahoma City city, Oklahoma",2.7,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Omaha city, Nebraska",2.58,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Orlando city, Florida",2.34,housing_tenure,±0.14,(X),(X)
"('Average household size of owner-occupied unit',)","Philadelphia city, Pennsylvania",2.73,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Phoenix city, Arizona",2.84,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Pittsburgh city, Pennsylvania",2.33,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Plano city, Texas",2.89,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","Portland city, Oregon",2.53,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Raleigh city, North Carolina",2.49,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Riverside city, California",3.38,housing_tenure,±0.14,(X),(X)
"('Average household size of owner-occupied unit',)","Sacramento city, California",2.69,housing_tenure,±0.09,(X),(X)
"('Average household size of owner-occupied unit',)","San Antonio city, Texas",3,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","San Diego city, California",2.79,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","San Francisco city, California",2.68,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","San Jose city, California",3.18,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Santa Ana city, California",4.65,housing_tenure,±0.24,(X),(X)
"('Average household size of owner-occupied unit',)","Seattle city, Washington",2.37,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","St. Louis city, Missouri",2.36,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","St. Paul city, Minnesota",2.65,housing_tenure,±0.08,(X),(X)
"('Average household size of owner-occupied unit',)","Stockton city, California",3.2,housing_tenure,±0.14,(X),(X)
"('Average household size of owner-occupied unit',)","Tampa city, Florida",2.56,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Tucson city, Arizona",2.61,housing_tenure,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Tulsa city, Oklahoma",2.38,housing_tenure,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Virginia Beach city, Virginia",2.72,housing_tenure,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Washington city, District of Columbia",2.31,housing_tenure,±0.06,(X),(X)
"('Average household size of owner-occupied unit',)","Wichita city, Kansas",2.68,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Albuquerque city, New Mexico",2.32,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Anaheim city, California",3.46,housing_tenure,±0.16,(X),(X)
"('Average household size of renter-occupied unit',)","Anchorage municipality, Alaska",2.61,housing_tenure,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Arlington city, Texas",2.63,housing_tenure,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","Atlanta city, Georgia",2.19,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Aurora city, Colorado",2.79,housing_tenure,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Austin city, Texas",2.36,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Bakersfield city, California",3.19,housing_tenure,±0.14,(X),(X)
"('Average household size of renter-occupied unit',)","Baltimore city, Maryland",2.39,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Boston city, Massachusetts",2.33,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Charlotte city, North Carolina",2.48,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Chicago city, Illinois",2.43,housing_tenure,±0.03,(X),(X)
"('Average household size of renter-occupied unit',)","Cincinnati city, Ohio",2.05,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Cleveland city, Ohio",2.27,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Colorado Springs city, Colorado",2.43,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Columbus city, Ohio",2.31,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Corpus Christi city, Texas",2.6,housing_tenure,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Dallas city, Texas",2.48,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Denver city, Colorado",2.2,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Detroit city, Michigan",2.64,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Durham city, North Carolina",2.24,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","El Paso city, Texas",2.91,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Fort Worth city, Texas",2.71,housing_tenure,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","Fresno city, California",3.13,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Greensboro city, North Carolina",2.21,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Henderson city, Nevada",2.65,housing_tenure,±0.15,(X),(X)
"('Average household size of renter-occupied unit',)","Houston city, Texas",2.58,housing_tenure,±0.04,(X),(X)
"('Average household size of renter-occupied unit',)","Indianapolis city (balance), Indiana",2.33,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Irvine city, California",2.53,housing_tenure,±0.14,(X),(X)
"('Average household size of renter-occupied unit',)","Jacksonville city, Florida",2.49,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Jersey City city, New Jersey",2.47,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Kansas City city, Missouri",2.14,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Las Vegas city, Nevada",2.73,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Lincoln city, Nebraska",2.1,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Long Beach city, California",2.74,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Los Angeles city, California",2.71,housing_tenure,±0.02,(X),(X)
"('Average household size of renter-occupied unit',)","Memphis city, Tennessee",2.61,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Mesa city, Arizona",2.78,housing_tenure,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Miami city, Florida",2.51,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Milwaukee city, Wisconsin",2.49,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Minneapolis city, Minnesota",2.14,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","New Orleans city, Louisiana",2.22,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","New York city, New York",2.55,housing_tenure,±0.01,(X),(X)
"('Average household size of renter-occupied unit',)","Newark city, New Jersey",2.77,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Oakland city, California",2.36,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Oklahoma City city, Oklahoma",2.38,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Omaha city, Nebraska",2.31,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Orlando city, Florida",2.41,housing_tenure,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Philadelphia city, Pennsylvania",2.42,housing_tenure,±0.04,(X),(X)
"('Average household size of renter-occupied unit',)","Phoenix city, Arizona",2.8,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Pittsburgh city, Pennsylvania",1.97,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Plano city, Texas",2.37,housing_tenure,±0.14,(X),(X)
"('Average household size of renter-occupied unit',)","Portland city, Oregon",2.18,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Raleigh city, North Carolina",2.36,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Riverside city, California",3.2,housing_tenure,±0.16,(X),(X)
"('Average household size of renter-occupied unit',)","Sacramento city, California",2.58,housing_tenure,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","San Antonio city, Texas",2.62,housing_tenure,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","San Diego city, California",2.7,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","San Francisco city, California",2.12,housing_tenure,±0.03,(X),(X)
"('Average household size of renter-occupied unit',)","San Jose city, California",3.05,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Santa Ana city, California",4.52,housing_tenure,±0.20,(X),(X)
"('Average household size of renter-occupied unit',)","Seattle city, Washington",1.89,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","St. Louis city, Missouri",2.07,housing_tenure,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","St. Paul city, Minnesota",2.39,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Stockton city, California",3.22,housing_tenure,±0.14,(X),(X)
"('Average household size of renter-occupied unit',)","Tampa city, Florida",2.27,housing_tenure,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Tucson city, Arizona",2.33,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Tulsa city, Oklahoma",2.35,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Virginia Beach city, Virginia",2.51,housing_tenure,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Washington city, District of Columbia",2.16,housing_tenure,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Wichita city, Kansas",2.26,housing_tenure,±0.09,(X),(X)
"('Occupied housing units',)","Albuquerque city, New Mexico","224,301",year_householder_moved_into_unit,"±2,994","224,301",(X)
"('Occupied housing units',)","Anaheim city, California","98,156",year_householder_moved_into_unit,"±3,276","98,156",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,569",year_householder_moved_into_unit,"±1,780","105,569",(X)
"('Occupied housing units',)","Arlington city, Texas","132,941",year_householder_moved_into_unit,"±3,236","132,941",(X)
"('Occupied housing units',)","Atlanta city, Georgia","183,442",year_householder_moved_into_unit,"±4,525","183,442",(X)
"('Occupied housing units',)","Aurora city, Colorado","123,327",year_householder_moved_into_unit,"±2,518","123,327",(X)
"('Occupied housing units',)","Austin city, Texas","330,838",year_householder_moved_into_unit,"±4,711","330,838",(X)
"('Occupied housing units',)","Bakersfield city, California","111,053",year_householder_moved_into_unit,"±2,739","111,053",(X)
"('Occupied housing units',)","Baltimore city, Maryland","244,397",year_householder_moved_into_unit,"±3,814","244,397",(X)
"('Occupied housing units',)","Boston city, Massachusetts","247,254",year_householder_moved_into_unit,"±3,859","247,254",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","295,863",year_householder_moved_into_unit,"±4,105","295,863",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,032,074",year_householder_moved_into_unit,"±6,757","1,032,074",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","130,255",year_householder_moved_into_unit,"±2,747","130,255",(X)
"('Occupied housing units',)","Cleveland city, Ohio","162,717",year_householder_moved_into_unit,"±4,028","162,717",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","168,699",year_householder_moved_into_unit,"±2,869","168,699",(X)
"('Occupied housing units',)","Columbus city, Ohio","329,502",year_householder_moved_into_unit,"±4,256","329,502",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","111,078",year_householder_moved_into_unit,"±2,603","111,078",(X)
"('Occupied housing units',)","Dallas city, Texas","463,719",year_householder_moved_into_unit,"±5,838","463,719",(X)
"('Occupied housing units',)","Denver city, Colorado","270,439",year_householder_moved_into_unit,"±2,772","270,439",(X)
"('Occupied housing units',)","Detroit city, Michigan","253,073",year_householder_moved_into_unit,"±4,212","253,073",(X)
"('Occupied housing units',)","Durham city, North Carolina","99,680",year_householder_moved_into_unit,"±1,897","99,680",(X)
"('Occupied housing units',)","El Paso city, Texas","219,578",year_householder_moved_into_unit,"±2,697","219,578",(X)
"('Occupied housing units',)","Fort Worth city, Texas","268,919",year_householder_moved_into_unit,"±5,025","268,919",(X)
"('Occupied housing units',)","Fresno city, California","162,149",year_householder_moved_into_unit,"±3,174","162,149",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","112,287",year_householder_moved_into_unit,"±2,903","112,287",(X)
"('Occupied housing units',)","Henderson city, Nevada","100,083",year_householder_moved_into_unit,"±2,970","100,083",(X)
"('Occupied housing units',)","Houston city, Texas","780,364",year_householder_moved_into_unit,"±9,306","780,364",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","330,478",year_householder_moved_into_unit,"±3,663","330,478",(X)
"('Occupied housing units',)","Irvine city, California","82,613",year_householder_moved_into_unit,"±2,984","82,613",(X)
"('Occupied housing units',)","Jacksonville city, Florida","309,087",year_householder_moved_into_unit,"±4,957","309,087",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","97,144",year_householder_moved_into_unit,"±2,590","97,144",(X)
"('Occupied housing units',)","Kansas City city, Missouri","192,367",year_householder_moved_into_unit,"±3,215","192,367",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","216,779",year_householder_moved_into_unit,"±4,260","216,779",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","106,373",year_householder_moved_into_unit,"±1,960","106,373",(X)
"('Occupied housing units',)","Long Beach city, California","164,220",year_householder_moved_into_unit,"±3,709","164,220",(X)
"('Occupied housing units',)","Los Angeles city, California","1,332,587",year_householder_moved_into_unit,"±8,853","1,332,587",(X)
"('Occupied housing units',)","Memphis city, Tennessee","247,478",year_householder_moved_into_unit,"±3,642","247,478",(X)
"('Occupied housing units',)","Mesa city, Arizona","167,435",year_householder_moved_into_unit,"±3,848","167,435",(X)
"('Occupied housing units',)","Miami city, Florida","153,740",year_householder_moved_into_unit,"±4,031","153,740",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","230,960",year_householder_moved_into_unit,"±3,374","230,960",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","165,854",year_householder_moved_into_unit,"±3,196","165,854",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","151,735",year_householder_moved_into_unit,"±2,526","151,735",(X)
"('Occupied housing units',)","New York city, New York","3,085,814",year_householder_moved_into_unit,"±9,466","3,085,814",(X)
"('Occupied housing units',)","Newark city, New Jersey","92,479",year_householder_moved_into_unit,"±2,473","92,479",(X)
"('Occupied housing units',)","Oakland city, California","156,482",year_householder_moved_into_unit,"±3,228","156,482",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","228,620",year_householder_moved_into_unit,"±2,904","228,620",(X)
"('Occupied housing units',)","Omaha city, Nebraska","166,736",year_householder_moved_into_unit,"±2,769","166,736",(X)
"('Occupied housing units',)","Orlando city, Florida","102,564",year_householder_moved_into_unit,"±3,739","102,564",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","579,874",year_householder_moved_into_unit,"±5,204","579,874",(X)
"('Occupied housing units',)","Phoenix city, Arizona","521,555",year_householder_moved_into_unit,"±6,541","521,555",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","131,513",year_householder_moved_into_unit,"±2,924","131,513",(X)
"('Occupied housing units',)","Plano city, Texas","99,867",year_householder_moved_into_unit,"±2,785","99,867",(X)
"('Occupied housing units',)","Portland city, Oregon","248,698",year_householder_moved_into_unit,"±3,159","248,698",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","166,003",year_householder_moved_into_unit,"±3,788","166,003",(X)
"('Occupied housing units',)","Riverside city, California","91,813",year_householder_moved_into_unit,"±3,178","91,813",(X)
"('Occupied housing units',)","Sacramento city, California","177,325",year_householder_moved_into_unit,"±4,031","177,325",(X)
"('Occupied housing units',)","San Antonio city, Texas","480,693",year_householder_moved_into_unit,"±5,323","480,693",(X)
"('Occupied housing units',)","San Diego city, California","473,842",year_householder_moved_into_unit,"±5,552","473,842",(X)
"('Occupied housing units',)","San Francisco city, California","346,842",year_householder_moved_into_unit,"±3,718","346,842",(X)
"('Occupied housing units',)","San Jose city, California","310,126",year_householder_moved_into_unit,"±4,079","310,126",(X)
"('Occupied housing units',)","Santa Ana city, California","71,272",year_householder_moved_into_unit,"±2,557","71,272",(X)
"('Occupied housing units',)","Seattle city, Washington","289,790",year_householder_moved_into_unit,"±4,363","289,790",(X)
"('Occupied housing units',)","St. Louis city, Missouri","139,930",year_householder_moved_into_unit,"±2,646","139,930",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","111,917",year_householder_moved_into_unit,"±2,232","111,917",(X)
"('Occupied housing units',)","Stockton city, California","90,754",year_householder_moved_into_unit,"±2,332","90,754",(X)
"('Occupied housing units',)","Tampa city, Florida","139,401",year_householder_moved_into_unit,"±3,881","139,401",(X)
"('Occupied housing units',)","Tucson city, Arizona","203,252",year_householder_moved_into_unit,"±4,322","203,252",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,293",year_householder_moved_into_unit,"±1,912","163,293",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","165,376",year_householder_moved_into_unit,"±2,131","165,376",(X)
"('Occupied housing units',)","Washington city, District of Columbia","266,662",year_householder_moved_into_unit,"±3,138","266,662",(X)
"('Occupied housing units',)","Wichita city, Kansas","151,253",year_householder_moved_into_unit,"±2,683","151,253",(X)
"('Moved in 2010 or later',)","Albuquerque city, New Mexico","72,925",year_householder_moved_into_unit,"±3,344",32.50%,±1.3
"('Moved in 2010 or later',)","Anaheim city, California","31,940",year_householder_moved_into_unit,"±2,379",32.50%,±2.1
"('Moved in 2010 or later',)","Anchorage municipality, Alaska","36,447",year_householder_moved_into_unit,"±2,499",34.50%,±2.3
"('Moved in 2010 or later',)","Arlington city, Texas","48,428",year_householder_moved_into_unit,"±2,953",36.40%,±2.1
"('Moved in 2010 or later',)","Atlanta city, Georgia","78,750",year_householder_moved_into_unit,"±3,766",42.90%,±1.8
"('Moved in 2010 or later',)","Aurora city, Colorado","46,354",year_householder_moved_into_unit,"±2,649",37.60%,±2.0
"('Moved in 2010 or later',)","Austin city, Texas","154,158",year_householder_moved_into_unit,"±5,860",46.60%,±1.5
"('Moved in 2010 or later',)","Bakersfield city, California","40,507",year_householder_moved_into_unit,"±3,355",36.50%,±2.7
"('Moved in 2010 or later',)","Baltimore city, Maryland","73,089",year_householder_moved_into_unit,"±3,812",29.90%,±1.5
"('Moved in 2010 or later',)","Boston city, Massachusetts","91,901",year_householder_moved_into_unit,"±4,071",37.20%,±1.4
"('Moved in 2010 or later',)","Charlotte city, North Carolina","110,116",year_householder_moved_into_unit,"±4,522",37.20%,±1.4
"('Moved in 2010 or later',)","Chicago city, Illinois","341,018",year_householder_moved_into_unit,"±7,863",33.00%,±0.7
"('Moved in 2010 or later',)","Cincinnati city, Ohio","52,751",year_householder_moved_into_unit,"±3,111",40.50%,±2.2
"('Moved in 2010 or later',)","Cleveland city, Ohio","55,991",year_householder_moved_into_unit,"±2,879",34.40%,±1.4
"('Moved in 2010 or later',)","Colorado Springs city, Colorado","63,279",year_householder_moved_into_unit,"±3,284",37.50%,±1.8
"('Moved in 2010 or later',)","Columbus city, Ohio","131,146",year_householder_moved_into_unit,"±5,757",39.80%,±1.6
"('Moved in 2010 or later',)","Corpus Christi city, Texas","36,687",year_householder_moved_into_unit,"±2,701",33.00%,±2.2
"('Moved in 2010 or later',)","Dallas city, Texas","198,626",year_householder_moved_into_unit,"±5,554",42.80%,±1.0
"('Moved in 2010 or later',)","Denver city, Colorado","113,960",year_householder_moved_into_unit,"±4,541",42.10%,±1.6
"('Moved in 2010 or later',)","Detroit city, Michigan","74,669",year_householder_moved_into_unit,"±3,601",29.50%,±1.3
"('Moved in 2010 or later',)","Durham city, North Carolina","41,711",year_householder_moved_into_unit,"±2,611",41.80%,±2.4
"('Moved in 2010 or later',)","El Paso city, Texas","64,336",year_householder_moved_into_unit,"±3,501",29.30%,±1.5
"('Moved in 2010 or later',)","Fort Worth city, Texas","99,365",year_householder_moved_into_unit,"±4,715",36.90%,±1.6
"('Moved in 2010 or later',)","Fresno city, California","61,106",year_householder_moved_into_unit,"±3,560",37.70%,±2.1
"('Moved in 2010 or later',)","Greensboro city, North Carolina","41,191",year_householder_moved_into_unit,"±3,055",36.70%,±2.5
"('Moved in 2010 or later',)","Henderson city, Nevada","39,259",year_householder_moved_into_unit,"±2,795",39.20%,±2.4
"('Moved in 2010 or later',)","Houston city, Texas","321,315",year_householder_moved_into_unit,"±7,779",41.20%,±0.9
"('Moved in 2010 or later',)","Indianapolis city (balance), Indiana","120,309",year_householder_moved_into_unit,"±4,192",36.40%,±1.2
"('Moved in 2010 or later',)","Irvine city, California","34,982",year_householder_moved_into_unit,"±2,951",42.30%,±3.0
"('Moved in 2010 or later',)","Jacksonville city, Florida","105,918",year_householder_moved_into_unit,"±4,821",34.30%,±1.4
"('Moved in 2010 or later',)","Jersey City city, New Jersey","34,950",year_householder_moved_into_unit,"±2,516",36.00%,±2.3
"('Moved in 2010 or later',)","Kansas City city, Missouri","70,825",year_householder_moved_into_unit,"±3,300",36.80%,±1.6
"('Moved in 2010 or later',)","Las Vegas city, Nevada","87,616",year_householder_moved_into_unit,"±4,224",40.40%,±1.7
"('Moved in 2010 or later',)","Lincoln city, Nebraska","39,232",year_householder_moved_into_unit,"±2,277",36.90%,±2.0
"('Moved in 2010 or later',)","Long Beach city, California","59,184",year_householder_moved_into_unit,"±3,240",36.00%,±1.8
"('Moved in 2010 or later',)","Los Angeles city, California","435,162",year_householder_moved_into_unit,"±8,878",32.70%,±0.6
"('Moved in 2010 or later',)","Memphis city, Tennessee","84,364",year_householder_moved_into_unit,"±4,559",34.10%,±1.7
"('Moved in 2010 or later',)","Mesa city, Arizona","62,225",year_householder_moved_into_unit,"±3,083",37.20%,±1.6
"('Moved in 2010 or later',)","Miami city, Florida","59,933",year_householder_moved_into_unit,"±3,600",39.00%,±2.1
"('Moved in 2010 or later',)","Milwaukee city, Wisconsin","86,149",year_householder_moved_into_unit,"±3,711",37.30%,±1.4
"('Moved in 2010 or later',)","Minneapolis city, Minnesota","65,374",year_householder_moved_into_unit,"±3,099",39.40%,±1.7
"('Moved in 2010 or later',)","New Orleans city, Louisiana","56,676",year_householder_moved_into_unit,"±2,588",37.40%,±1.5
"('Moved in 2010 or later',)","New York city, New York","750,291",year_householder_moved_into_unit,"±13,030",24.30%,±0.4
"('Moved in 2010 or later',)","Newark city, New Jersey","31,542",year_householder_moved_into_unit,"±2,100",34.10%,±2.0
"('Moved in 2010 or later',)","Oakland city, California","49,951",year_householder_moved_into_unit,"±3,033",31.90%,±1.8
"('Moved in 2010 or later',)","Oklahoma City city, Oklahoma","82,996",year_householder_moved_into_unit,"±3,445",36.30%,±1.4
"('Moved in 2010 or later',)","Omaha city, Nebraska","54,206",year_householder_moved_into_unit,"±2,410",32.50%,±1.3
"('Moved in 2010 or later',)","Orlando city, Florida","51,340",year_householder_moved_into_unit,"±3,590",50.10%,±2.8
"('Moved in 2010 or later',)","Philadelphia city, Pennsylvania","160,856",year_householder_moved_into_unit,"±5,749",27.70%,±0.9
"('Moved in 2010 or later',)","Phoenix city, Arizona","217,798",year_householder_moved_into_unit,"±5,679",41.80%,±1.0
"('Moved in 2010 or later',)","Pittsburgh city, Pennsylvania","44,791",year_householder_moved_into_unit,"±2,478",34.10%,±1.7
"('Moved in 2010 or later',)","Plano city, Texas","30,201",year_householder_moved_into_unit,"±2,453",30.20%,±2.4
"('Moved in 2010 or later',)","Portland city, Oregon","82,219",year_householder_moved_into_unit,"±3,849",33.10%,±1.4
"('Moved in 2010 or later',)","Raleigh city, North Carolina","68,589",year_householder_moved_into_unit,"±3,489",41.30%,±1.9
"('Moved in 2010 or later',)","Riverside city, California","31,441",year_householder_moved_into_unit,"±2,594",34.20%,±2.4
"('Moved in 2010 or later',)","Sacramento city, California","68,813",year_householder_moved_into_unit,"±3,257",38.80%,±1.6
"('Moved in 2010 or later',)","San Antonio city, Texas","165,968",year_householder_moved_into_unit,"±4,743",34.50%,±1.0
"('Moved in 2010 or later',)","San Diego city, California","177,939",year_householder_moved_into_unit,"±5,369",37.60%,±1.0
"('Moved in 2010 or later',)","San Francisco city, California","107,222",year_householder_moved_into_unit,"±4,629",30.90%,±1.3
"('Moved in 2010 or later',)","San Jose city, California","94,315",year_householder_moved_into_unit,"±4,236",30.40%,±1.3
"('Moved in 2010 or later',)","Santa Ana city, California","20,294",year_householder_moved_into_unit,"±1,830",28.50%,±2.2
"('Moved in 2010 or later',)","Seattle city, Washington","114,645",year_householder_moved_into_unit,"±4,751",39.60%,±1.6
"('Moved in 2010 or later',)","St. Louis city, Missouri","52,224",year_householder_moved_into_unit,"±2,730",37.30%,±1.7
"('Moved in 2010 or later',)","St. Paul city, Minnesota","41,011",year_householder_moved_into_unit,"±2,401",36.60%,±2.1
"('Moved in 2010 or later',)","Stockton city, California","34,379",year_householder_moved_into_unit,"±2,163",37.90%,±2.3
"('Moved in 2010 or later',)","Tampa city, Florida","57,765",year_householder_moved_into_unit,"±3,486",41.40%,±2.3
"('Moved in 2010 or later',)","Tucson city, Arizona","79,851",year_householder_moved_into_unit,"±3,716",39.30%,±1.7
"('Moved in 2010 or later',)","Tulsa city, Oklahoma","61,544",year_householder_moved_into_unit,"±1,748",37.70%,±1.0
"('Moved in 2010 or later',)","Virginia Beach city, Virginia","51,770",year_householder_moved_into_unit,"±2,411",31.30%,±1.4
"('Moved in 2010 or later',)","Washington city, District of Columbia","97,238",year_householder_moved_into_unit,"±3,810",36.50%,±1.2
"('Moved in 2010 or later',)","Wichita city, Kansas","49,791",year_householder_moved_into_unit,"±2,890",32.90%,±1.8
"('Moved in 2000 to 2009',)","Albuquerque city, New Mexico","91,430",year_householder_moved_into_unit,"±3,244",40.80%,±1.4
"('Moved in 2000 to 2009',)","Anaheim city, California","38,087",year_householder_moved_into_unit,"±2,594",38.80%,±2.4
"('Moved in 2000 to 2009',)","Anchorage municipality, Alaska","41,939",year_householder_moved_into_unit,"±2,811",39.70%,±2.5
"('Moved in 2000 to 2009',)","Arlington city, Texas","52,951",year_householder_moved_into_unit,"±3,165",39.80%,±2.3
"('Moved in 2000 to 2009',)","Atlanta city, Georgia","68,494",year_householder_moved_into_unit,"±3,662",37.30%,±1.7
"('Moved in 2000 to 2009',)","Aurora city, Colorado","50,323",year_householder_moved_into_unit,"±2,857",40.80%,±2.1
"('Moved in 2000 to 2009',)","Austin city, Texas","115,893",year_householder_moved_into_unit,"±4,602",35.00%,±1.4
"('Moved in 2000 to 2009',)","Bakersfield city, California","49,084",year_householder_moved_into_unit,"±3,203",44.20%,±2.9
