Metric,City,Estimate,Group,Estimate Margin of Error
"('High school graduate or higher',)","San Jose city, California",84.90%,educational_attainment,±0.7
"('High school graduate or higher',)","Seattle city, Washington",94.90%,educational_attainment,±0.8
"('High school graduate or higher',)","Tucson city, Arizona",85.70%,educational_attainment,±1.1
"('High school graduate or higher',)","Washington city, District of Columbia",90.20%,educational_attainment,±0.8
"('Male, high school graduate or higher',)","Albuquerque city, New Mexico",91.50%,educational_attainment,±1.3
"('Male, high school graduate or higher',)","Austin city, Texas",90.00%,educational_attainment,±1.1
"('Male, high school graduate or higher',)","Baltimore city, Maryland",83.90%,educational_attainment,±1.6
"('Male, high school graduate or higher',)","Boston city, Massachusetts",88.00%,educational_attainment,±1.3
"('Male, high school graduate or higher',)","Charlotte city, North Carolina",89.40%,educational_attainment,±1.0
"('Male, high school graduate or higher',)","Chicago city, Illinois",84.20%,educational_attainment,±0.6
"('Male, high school graduate or higher',)","Columbus city, Ohio",89.30%,educational_attainment,±1.2
"('Male, high school graduate or higher',)","Dallas city, Texas",75.10%,educational_attainment,±1.3
"('Male, high school graduate or higher',)","Denver city, Colorado",88.20%,educational_attainment,±1.1
"('Male, high school graduate or higher',)","Detroit city, Michigan",79.40%,educational_attainment,±1.4
"('Male, high school graduate or higher',)","El Paso city, Texas",83.20%,educational_attainment,±1.6
"('Male, high school graduate or higher',)","Fort Worth city, Texas",79.50%,educational_attainment,±1.7
"('Male, high school graduate or higher',)","Fresno city, California",77.60%,educational_attainment,±1.9
"('Male, high school graduate or higher',)","Houston city, Texas",77.50%,educational_attainment,±1.0
"('Male, high school graduate or higher',)","Indianapolis city (balance), Indiana",83.40%,educational_attainment,±1.3
"('Male, high school graduate or higher',)","Jacksonville city, Florida",89.00%,educational_attainment,±1.1
"('Male, high school graduate or higher',)","Las Vegas city, Nevada",85.10%,educational_attainment,±1.5
"('Male, high school graduate or higher',)","Los Angeles city, California",77.60%,educational_attainment,±0.6
"('Male, high school graduate or higher',)","Memphis city, Tennessee",83.60%,educational_attainment,±1.6
"('Male, high school graduate or higher',)","Milwaukee city, Wisconsin",83.70%,educational_attainment,±1.4
"('Male, high school graduate or higher',)","New York city, New York",82.10%,educational_attainment,±0.4
"('Male, high school graduate or higher',)","Oklahoma City city, Oklahoma",86.70%,educational_attainment,±1.2
"('Male, high school graduate or higher',)","Philadelphia city, Pennsylvania",84.60%,educational_attainment,±1.0
"('Male, high school graduate or higher',)","Phoenix city, Arizona",81.60%,educational_attainment,±0.9
"('Male, high school graduate or higher',)","Portland city, Oregon",93.00%,educational_attainment,±0.9
"('Male, high school graduate or higher',)","Sacramento city, California",85.10%,educational_attainment,±1.7
"('Male, high school graduate or higher',)","San Antonio city, Texas",83.10%,educational_attainment,±1.1
"('Male, high school graduate or higher',)","San Diego city, California",89.50%,educational_attainment,±0.9
"('Male, high school graduate or higher',)","San Francisco city, California",89.90%,educational_attainment,±0.8
"('Male, high school graduate or higher',)","San Jose city, California",85.70%,educational_attainment,±1.0
"('Male, high school graduate or higher',)","Seattle city, Washington",95.30%,educational_attainment,±1.0
"('Male, high school graduate or higher',)","Tucson city, Arizona",85.00%,educational_attainment,±1.6
"('Male, high school graduate or higher',)","Washington city, District of Columbia",89.70%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Albuquerque city, New Mexico",91.00%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Austin city, Texas",90.10%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Baltimore city, Maryland",84.70%,educational_attainment,±1.5
"('Female, high school graduate or higher',)","Boston city, Massachusetts",87.90%,educational_attainment,±1.3
"('Female, high school graduate or higher',)","Charlotte city, North Carolina",90.20%,educational_attainment,±0.8
"('Female, high school graduate or higher',)","Chicago city, Illinois",85.30%,educational_attainment,±0.6
"('Female, high school graduate or higher',)","Columbus city, Ohio",89.50%,educational_attainment,±1.1
"('Female, high school graduate or higher',)","Dallas city, Texas",79.80%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Denver city, Colorado",88.60%,educational_attainment,±1.1
"('Female, high school graduate or higher',)","Detroit city, Michigan",82.80%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","El Paso city, Texas",77.00%,educational_attainment,±1.4
"('Female, high school graduate or higher',)","Fort Worth city, Texas",82.80%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Fresno city, California",77.00%,educational_attainment,±1.7
"('Female, high school graduate or higher',)","Houston city, Texas",80.00%,educational_attainment,±0.8
"('Female, high school graduate or higher',)","Indianapolis city (balance), Indiana",85.80%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","Jacksonville city, Florida",90.30%,educational_attainment,±0.8
"('Female, high school graduate or higher',)","Las Vegas city, Nevada",85.50%,educational_attainment,±1.5
"('Female, high school graduate or higher',)","Los Angeles city, California",77.50%,educational_attainment,±0.5
"('Female, high school graduate or higher',)","Memphis city, Tennessee",86.90%,educational_attainment,±1.4
"('Female, high school graduate or higher',)","Milwaukee city, Wisconsin",84.80%,educational_attainment,±1.2
"('Female, high school graduate or higher',)","New York city, New York",81.70%,educational_attainment,±0.3
"('Female, high school graduate or higher',)","Oklahoma City city, Oklahoma",87.50%,educational_attainment,±1.1
"('Female, high school graduate or higher',)","Philadelphia city, Pennsylvania",85.90%,educational_attainment,±0.9
"('Female, high school graduate or higher',)","Phoenix city, Arizona",82.70%,educational_attainment,±1.0
"('Female, high school graduate or higher',)","Portland city, Oregon",92.40%,educational_attainment,±1.0
"('Female, high school graduate or higher',)","Sacramento city, California",87.30%,educational_attainment,±1.4
"('Female, high school graduate or higher',)","San Antonio city, Texas",83.50%,educational_attainment,±0.9
"('Female, high school graduate or higher',)","San Diego city, California",88.00%,educational_attainment,±0.8
"('Female, high school graduate or higher',)","San Francisco city, California",86.50%,educational_attainment,±1.0
"('Female, high school graduate or higher',)","San Jose city, California",84.00%,educational_attainment,±0.9
"('Female, high school graduate or higher',)","Seattle city, Washington",94.50%,educational_attainment,±0.9
"('Female, high school graduate or higher',)","Tucson city, Arizona",86.40%,educational_attainment,±1.3
"('Female, high school graduate or higher',)","Washington city, District of Columbia",90.70%,educational_attainment,±1.0
"(""Bachelor's degree or higher"",)","Albuquerque city, New Mexico",36.30%,educational_attainment,±1.3
"(""Bachelor's degree or higher"",)","Austin city, Texas",51.00%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Baltimore city, Maryland",30.60%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","Boston city, Massachusetts",48.20%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Charlotte city, North Carolina",45.00%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Chicago city, Illinois",38.80%,educational_attainment,±0.6
"(""Bachelor's degree or higher"",)","Columbus city, Ohio",35.10%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Dallas city, Texas",32.20%,educational_attainment,±1.0
"(""Bachelor's degree or higher"",)","Denver city, Colorado",49.30%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","Detroit city, Michigan",14.60%,educational_attainment,±1.0
"(""Bachelor's degree or higher"",)","El Paso city, Texas",24.70%,educational_attainment,±1.3
"(""Bachelor's degree or higher"",)","Fort Worth city, Texas",29.70%,educational_attainment,±1.3
"(""Bachelor's degree or higher"",)","Fresno city, California",21.30%,educational_attainment,±1.4
"(""Bachelor's degree or higher"",)","Houston city, Texas",32.70%,educational_attainment,±0.8
"(""Bachelor's degree or higher"",)","Indianapolis city (balance), Indiana",32.10%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","Jacksonville city, Florida",28.10%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Las Vegas city, Nevada",25.10%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Los Angeles city, California",34.40%,educational_attainment,±0.5
"(""Bachelor's degree or higher"",)","Memphis city, Tennessee",25.70%,educational_attainment,±1.3
"(""Bachelor's degree or higher"",)","Milwaukee city, Wisconsin",23.60%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","New York city, New York",37.30%,educational_attainment,±0.3
"(""Bachelor's degree or higher"",)","Oklahoma City city, Oklahoma",30.90%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","Philadelphia city, Pennsylvania",28.30%,educational_attainment,±0.7
"(""Bachelor's degree or higher"",)","Phoenix city, Arizona",28.40%,educational_attainment,±0.7
"(""Bachelor's degree or higher"",)","Portland city, Oregon",49.90%,educational_attainment,±1.5
"(""Bachelor's degree or higher"",)","Sacramento city, California",32.80%,educational_attainment,±1.4
"(""Bachelor's degree or higher"",)","San Antonio city, Texas",26.50%,educational_attainment,±0.9
"(""Bachelor's degree or higher"",)","San Diego city, California",45.60%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","San Francisco city, California",57.80%,educational_attainment,±1.1
"(""Bachelor's degree or higher"",)","San Jose city, California",43.40%,educational_attainment,±1.0
"(""Bachelor's degree or higher"",)","Seattle city, Washington",62.60%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Tucson city, Arizona",27.70%,educational_attainment,±1.2
"(""Bachelor's degree or higher"",)","Washington city, District of Columbia",57.30%,educational_attainment,±1.2
"(""Male, bachelor's degree or higher"",)","Albuquerque city, New Mexico",36.40%,educational_attainment,±1.8
"(""Male, bachelor's degree or higher"",)","Austin city, Texas",50.80%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","Baltimore city, Maryland",30.50%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Boston city, Massachusetts",47.50%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","Charlotte city, North Carolina",44.40%,educational_attainment,±1.7
"(""Male, bachelor's degree or higher"",)","Chicago city, Illinois",37.60%,educational_attainment,±0.7
"(""Male, bachelor's degree or higher"",)","Columbus city, Ohio",35.70%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","Dallas city, Texas",31.50%,educational_attainment,±1.2
"(""Male, bachelor's degree or higher"",)","Denver city, Colorado",48.10%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Detroit city, Michigan",12.60%,educational_attainment,±1.1
"(""Male, bachelor's degree or higher"",)","El Paso city, Texas",23.90%,educational_attainment,±1.7
"(""Male, bachelor's degree or higher"",)","Fort Worth city, Texas",29.10%,educational_attainment,±1.8
"(""Male, bachelor's degree or higher"",)","Fresno city, California",21.30%,educational_attainment,±1.9
"(""Male, bachelor's degree or higher"",)","Houston city, Texas",32.60%,educational_attainment,±1.1
"(""Male, bachelor's degree or higher"",)","Indianapolis city (balance), Indiana",30.90%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Jacksonville city, Florida",27.10%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Las Vegas city, Nevada",25.00%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","Los Angeles city, California",34.20%,educational_attainment,±0.7
"(""Male, bachelor's degree or higher"",)","Memphis city, Tennessee",24.50%,educational_attainment,±1.7
"(""Male, bachelor's degree or higher"",)","Milwaukee city, Wisconsin",22.00%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","New York city, New York",36.50%,educational_attainment,±0.5
"(""Male, bachelor's degree or higher"",)","Oklahoma City city, Oklahoma",30.90%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Philadelphia city, Pennsylvania",27.10%,educational_attainment,±1.0
"(""Male, bachelor's degree or higher"",)","Phoenix city, Arizona",28.10%,educational_attainment,±0.9
"(""Male, bachelor's degree or higher"",)","Portland city, Oregon",47.70%,educational_attainment,±1.7
"(""Male, bachelor's degree or higher"",)","Sacramento city, California",31.00%,educational_attainment,±1.8
"(""Male, bachelor's degree or higher"",)","San Antonio city, Texas",25.40%,educational_attainment,±1.1
"(""Male, bachelor's degree or higher"",)","San Diego city, California",45.00%,educational_attainment,±1.4
"(""Male, bachelor's degree or higher"",)","San Francisco city, California",57.70%,educational_attainment,±1.4
"(""Male, bachelor's degree or higher"",)","San Jose city, California",44.50%,educational_attainment,±1.3
"(""Male, bachelor's degree or higher"",)","Seattle city, Washington",61.30%,educational_attainment,±1.6
"(""Male, bachelor's degree or higher"",)","Tucson city, Arizona",26.40%,educational_attainment,±1.5
"(""Male, bachelor's degree or higher"",)","Washington city, District of Columbia",58.00%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Albuquerque city, New Mexico",36.20%,educational_attainment,±1.8
"(""Female, bachelor's degree or higher"",)","Austin city, Texas",51.20%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Baltimore city, Maryland",30.70%,educational_attainment,±1.4
"(""Female, bachelor's degree or higher"",)","Boston city, Massachusetts",48.90%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Charlotte city, North Carolina",45.60%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Chicago city, Illinois",39.90%,educational_attainment,±0.8
"(""Female, bachelor's degree or higher"",)","Columbus city, Ohio",34.50%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Dallas city, Texas",32.90%,educational_attainment,±1.2
"(""Female, bachelor's degree or higher"",)","Denver city, Colorado",50.60%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Detroit city, Michigan",16.20%,educational_attainment,±1.3
"(""Female, bachelor's degree or higher"",)","El Paso city, Texas",25.40%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Fort Worth city, Texas",30.30%,educational_attainment,±1.7
"(""Female, bachelor's degree or higher"",)","Fresno city, California",21.30%,educational_attainment,±1.9
"(""Female, bachelor's degree or higher"",)","Houston city, Texas",32.80%,educational_attainment,±1.0
"(""Female, bachelor's degree or higher"",)","Indianapolis city (balance), Indiana",33.10%,educational_attainment,±1.3
"(""Female, bachelor's degree or higher"",)","Jacksonville city, Florida",29.10%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Las Vegas city, Nevada",25.20%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Los Angeles city, California",34.60%,educational_attainment,±0.5
"(""Female, bachelor's degree or higher"",)","Memphis city, Tennessee",26.70%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Milwaukee city, Wisconsin",25.00%,educational_attainment,±1.3
"(""Female, bachelor's degree or higher"",)","New York city, New York",38.10%,educational_attainment,±0.5
"(""Female, bachelor's degree or higher"",)","Oklahoma City city, Oklahoma",30.90%,educational_attainment,±1.5
"(""Female, bachelor's degree or higher"",)","Philadelphia city, Pennsylvania",29.40%,educational_attainment,±1.0
"(""Female, bachelor's degree or higher"",)","Phoenix city, Arizona",28.80%,educational_attainment,±0.8
"(""Female, bachelor's degree or higher"",)","Portland city, Oregon",52.00%,educational_attainment,±1.8
"(""Female, bachelor's degree or higher"",)","Sacramento city, California",34.40%,educational_attainment,±1.9
"(""Female, bachelor's degree or higher"",)","San Antonio city, Texas",27.50%,educational_attainment,±1.2
"(""Female, bachelor's degree or higher"",)","San Diego city, California",46.20%,educational_attainment,±1.2
"(""Female, bachelor's degree or higher"",)","San Francisco city, California",57.90%,educational_attainment,±1.3
"(""Female, bachelor's degree or higher"",)","San Jose city, California",42.20%,educational_attainment,±1.1
"(""Female, bachelor's degree or higher"",)","Seattle city, Washington",63.90%,educational_attainment,±1.6
"(""Female, bachelor's degree or higher"",)","Tucson city, Arizona",29.00%,educational_attainment,±1.8
"(""Female, bachelor's degree or higher"",)","Washington city, District of Columbia",56.70%,educational_attainment,±1.4
"('Women 15 to 50 years',)","Albuquerque city, New Mexico","135,682",fertility,"±2,176"
"('Women 15 to 50 years',)","Austin city, Texas","269,720",fertility,"±4,665"
"('Women 15 to 50 years',)","Baltimore city, Maryland","163,432",fertility,"±1,172"
"('Women 15 to 50 years',)","Boston city, Massachusetts","212,311",fertility,"±2,112"
"('Women 15 to 50 years',)","Charlotte city, North Carolina","240,061",fertility,"±2,594"
"('Women 15 to 50 years',)","Chicago city, Illinois","743,026",fertility,"±7,552"
"('Women 15 to 50 years',)","Columbus city, Ohio","241,634",fertility,"±3,344"
"('Women 15 to 50 years',)","Dallas city, Texas","357,922",fertility,"±6,185"
"('Women 15 to 50 years',)","Denver city, Colorado","195,450",fertility,"±1,038"
"('Women 15 to 50 years',)","Detroit city, Michigan","171,202",fertility,"±3,222"
"('Women 15 to 50 years',)","El Paso city, Texas","166,097",fertility,"±2,500"
"('Women 15 to 50 years',)","Fort Worth city, Texas","233,799",fertility,"±6,043"
"('Women 15 to 50 years',)","Fresno city, California","130,533",fertility,"±2,955"
"('Women 15 to 50 years',)","Houston city, Texas","601,395",fertility,"±7,511"
"('Women 15 to 50 years',)","Indianapolis city (balance), Indiana","220,493",fertility,"±2,701"
"('Women 15 to 50 years',)","Jacksonville city, Florida","223,330",fertility,"±1,789"
"('Women 15 to 50 years',)","Las Vegas city, Nevada","154,161",fertility,"±4,410"
"('Women 15 to 50 years',)","Los Angeles city, California","1,059,046",fertility,"±9,788"
"('Women 15 to 50 years',)","Memphis city, Tennessee","167,042",fertility,"±3,830"
"('Women 15 to 50 years',)","Milwaukee city, Wisconsin","160,315",fertility,"±2,550"
"('Women 15 to 50 years',)","New York city, New York","2,276,613",fertility,"±4,460"
"('Women 15 to 50 years',)","Oklahoma City city, Oklahoma","155,668",fertility,"±3,147"
"('Women 15 to 50 years',)","Philadelphia city, Pennsylvania","422,401",fertility,"±1,481"
"('Women 15 to 50 years',)","Phoenix city, Arizona","412,889",fertility,"±6,493"
"('Women 15 to 50 years',)","Portland city, Oregon","180,083",fertility,"±2,509"
"('Women 15 to 50 years',)","Sacramento city, California","127,192",fertility,"±3,777"
"('Women 15 to 50 years',)","San Antonio city, Texas","386,005",fertility,"±4,068"
"('Women 15 to 50 years',)","San Diego city, California","373,265",fertility,"±6,070"
"('Women 15 to 50 years',)","San Francisco city, California","239,338",fertility,"±1,325"
"('Women 15 to 50 years',)","San Jose city, California","255,071",fertility,"±4,174"
"('Women 15 to 50 years',)","Seattle city, Washington","210,602",fertility,"±5,250"
"('Women 15 to 50 years',)","Tucson city, Arizona","132,736",fertility,"±3,696"
"('Women 15 to 50 years',)","Washington city, District of Columbia","209,245",fertility,"±1,099"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Albuquerque city, New Mexico","8,182",fertility,"±2,021"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Austin city, Texas","11,926",fertility,"±2,044"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Baltimore city, Maryland","8,398",fertility,"±1,386"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Boston city, Massachusetts","7,416",fertility,"±1,527"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Charlotte city, North Carolina","9,603",fertility,"±2,047"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Chicago city, Illinois","35,672",fertility,"±3,096"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Columbus city, Ohio","15,103",fertility,"±2,187"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Dallas city, Texas","20,509",fertility,"±2,516"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Denver city, Colorado","9,140",fertility,"±1,470"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Detroit city, Michigan","10,246",fertility,"±1,775"
"('Women 15 to 50 years who had a birth in the past 12 months',)","El Paso city, Texas","8,364",fertility,"±1,789"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Fort Worth city, Texas","16,478",fertility,"±2,390"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Fresno city, California","8,082",fertility,"±1,389"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Houston city, Texas","40,474",fertility,"±3,774"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Indianapolis city (balance), Indiana","8,557",fertility,"±1,355"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Jacksonville city, Florida","17,259",fertility,"±2,518"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Las Vegas city, Nevada","8,883",fertility,"±1,578"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Los Angeles city, California","43,303",fertility,"±3,488"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Memphis city, Tennessee","8,454",fertility,"±1,673"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Milwaukee city, Wisconsin","9,064",fertility,"±1,404"
"('Women 15 to 50 years who had a birth in the past 12 months',)","New York city, New York","105,007",fertility,"±5,081"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Oklahoma City city, Oklahoma","11,730",fertility,"±1,893"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Philadelphia city, Pennsylvania","17,436",fertility,"±2,613"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Phoenix city, Arizona","24,754",fertility,"±2,431"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Portland city, Oregon","6,797",fertility,"±1,169"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Sacramento city, California","7,753",fertility,"±1,566"
"('Women 15 to 50 years who had a birth in the past 12 months',)","San Antonio city, Texas","19,940",fertility,"±2,859"
"('Women 15 to 50 years who had a birth in the past 12 months',)","San Diego city, California","17,280",fertility,"±2,304"
"('Women 15 to 50 years who had a birth in the past 12 months',)","San Francisco city, California","9,681",fertility,"±1,762"
"('Women 15 to 50 years who had a birth in the past 12 months',)","San Jose city, California","12,228",fertility,"±1,672"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Seattle city, Washington","8,171",fertility,"±1,427"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Tucson city, Arizona","8,187",fertility,"±1,437"
"('Women 15 to 50 years who had a birth in the past 12 months',)","Washington city, District of Columbia","9,007",fertility,"±1,357"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Albuquerque city, New Mexico","3,744",fertility,"±1,550"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Austin city, Texas","3,674",fertility,"±1,221"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Baltimore city, Maryland","5,460",fertility,"±1,302"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Boston city, Massachusetts","3,704",fertility,"±1,257"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Charlotte city, North Carolina","3,432",fertility,"±1,386"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Chicago city, Illinois","15,886",fertility,"±2,253"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Columbus city, Ohio","6,538",fertility,"±1,192"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Dallas city, Texas","6,767",fertility,"±1,535"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Denver city, Colorado","2,952",fertility,±855
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Detroit city, Michigan","7,854",fertility,"±1,688"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","El Paso city, Texas","2,282",fertility,±821
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Fort Worth city, Texas","6,250",fertility,"±1,639"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Fresno city, California","4,267",fertility,"±1,222"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Houston city, Texas","15,417",fertility,"±2,493"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Indianapolis city (balance), Indiana","4,322",fertility,"±1,341"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Jacksonville city, Florida","6,776",fertility,"±1,639"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Las Vegas city, Nevada","4,493",fertility,"±1,202"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Los Angeles city, California","16,430",fertility,"±2,364"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Memphis city, Tennessee","5,302",fertility,"±1,272"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Milwaukee city, Wisconsin","5,232",fertility,"±1,264"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","New York city, New York","31,836",fertility,"±3,319"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Oklahoma City city, Oklahoma","3,989",fertility,"±1,283"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Philadelphia city, Pennsylvania","7,777",fertility,"±2,259"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Phoenix city, Arizona","8,450",fertility,"±1,591"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Portland city, Oregon","2,798",fertility,±919
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Sacramento city, California","2,170",fertility,±930
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","San Antonio city, Texas","8,394",fertility,"±2,088"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","San Diego city, California","3,408",fertility,"±1,087"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","San Francisco city, California","1,288",fertility,±612
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","San Jose city, California","2,354",fertility,"±1,015"
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Seattle city, Washington","2,087",fertility,±897
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Tucson city, Arizona","3,595",fertility,±968
"('Unmarried women 15 to 50 years who had a birth in the past 12 months',)","Washington city, District of Columbia","3,809",fertility,"±1,150"
"('As a percent of all women with a birth in the past 12 months',)","Albuquerque city, New Mexico",45.80%,fertility,±12.7
"('As a percent of all women with a birth in the past 12 months',)","Austin city, Texas",30.80%,fertility,±9.1
"('As a percent of all women with a birth in the past 12 months',)","Baltimore city, Maryland",65.00%,fertility,±8.5
"('As a percent of all women with a birth in the past 12 months',)","Boston city, Massachusetts",49.90%,fertility,±10.6
"('As a percent of all women with a birth in the past 12 months',)","Charlotte city, North Carolina",35.70%,fertility,±10.3
"('As a percent of all women with a birth in the past 12 months',)","Chicago city, Illinois",44.50%,fertility,±4.6
"('As a percent of all women with a birth in the past 12 months',)","Columbus city, Ohio",43.30%,fertility,±6.7
"('As a percent of all women with a birth in the past 12 months',)","Dallas city, Texas",33.00%,fertility,±6.1
"('As a percent of all women with a birth in the past 12 months',)","Denver city, Colorado",32.30%,fertility,±8.2
"('As a percent of all women with a birth in the past 12 months',)","Detroit city, Michigan",76.70%,fertility,±6.6
"('As a percent of all women with a birth in the past 12 months',)","El Paso city, Texas",27.30%,fertility,±9.5
"('As a percent of all women with a birth in the past 12 months',)","Fort Worth city, Texas",37.90%,fertility,±7.4
"('As a percent of all women with a birth in the past 12 months',)","Fresno city, California",52.80%,fertility,±9.6
"('As a percent of all women with a birth in the past 12 months',)","Houston city, Texas",38.10%,fertility,±5.1
"('As a percent of all women with a birth in the past 12 months',)","Indianapolis city (balance), Indiana",50.50%,fertility,±10.4
"('As a percent of all women with a birth in the past 12 months',)","Jacksonville city, Florida",39.30%,fertility,±7.6
"('As a percent of all women with a birth in the past 12 months',)","Las Vegas city, Nevada",50.60%,fertility,±8.7
"('As a percent of all women with a birth in the past 12 months',)","Los Angeles city, California",37.90%,fertility,±4.4
"('As a percent of all women with a birth in the past 12 months',)","Memphis city, Tennessee",62.70%,fertility,±8.4
"('As a percent of all women with a birth in the past 12 months',)","Milwaukee city, Wisconsin",57.70%,fertility,±9.2
"('As a percent of all women with a birth in the past 12 months',)","New York city, New York",30.30%,fertility,±2.8
"('As a percent of all women with a birth in the past 12 months',)","Oklahoma City city, Oklahoma",34.00%,fertility,±9.2
"('As a percent of all women with a birth in the past 12 months',)","Philadelphia city, Pennsylvania",44.60%,fertility,±8.9
"('As a percent of all women with a birth in the past 12 months',)","Phoenix city, Arizona",34.10%,fertility,±5.3
"('As a percent of all women with a birth in the past 12 months',)","Portland city, Oregon",41.20%,fertility,±10.2
