Metric,City,Estimate,Group,Estimate Margin of Error
"('Nonfamily households',)","Albuquerque city, New Mexico",42.10%,households_by_type,±1.5
"('Nonfamily households',)","Austin city, Texas",48.20%,households_by_type,±1.2
"('Nonfamily households',)","Baltimore city, Maryland",48.20%,households_by_type,±1.4
"('Nonfamily households',)","Boston city, Massachusetts",52.30%,households_by_type,±1.5
"('Nonfamily households',)","Charlotte city, North Carolina",41.60%,households_by_type,±1.2
"('Nonfamily households',)","Chicago city, Illinois",46.10%,households_by_type,±0.6
"('Nonfamily households',)","Columbus city, Ohio",47.60%,households_by_type,±1.5
"('Nonfamily households',)","Dallas city, Texas",42.60%,households_by_type,±1.0
"('Nonfamily households',)","Denver city, Colorado",50.00%,households_by_type,±1.3
"('Nonfamily households',)","Detroit city, Michigan",44.70%,households_by_type,±1.1
"('Nonfamily households',)","El Paso city, Texas",27.80%,households_by_type,±1.6
"('Nonfamily households',)","Fort Worth city, Texas",33.10%,households_by_type,±1.6
"('Nonfamily households',)","Fresno city, California",31.20%,households_by_type,±1.6
"('Nonfamily households',)","Houston city, Texas",38.20%,households_by_type,±0.8
"('Nonfamily households',)","Indianapolis city (balance), Indiana",47.20%,households_by_type,±1.5
"('Nonfamily households',)","Jacksonville city, Florida",37.60%,households_by_type,±1.6
"('Nonfamily households',)","Las Vegas city, Nevada",39.00%,households_by_type,±1.6
"('Nonfamily households',)","Los Angeles city, California",40.40%,households_by_type,±0.6
"('Nonfamily households',)","Memphis city, Tennessee",41.60%,households_by_type,±1.6
"('Nonfamily households',)","Milwaukee city, Wisconsin",46.50%,households_by_type,±1.4
"('Nonfamily households',)","New York city, New York",40.40%,households_by_type,±0.5
"('Nonfamily households',)","Oklahoma City city, Oklahoma",37.90%,households_by_type,±1.4
"('Nonfamily households',)","Philadelphia city, Pennsylvania",45.10%,households_by_type,±1.2
"('Nonfamily households',)","Phoenix city, Arizona",37.00%,households_by_type,±1.1
"('Nonfamily households',)","Portland city, Oregon",49.20%,households_by_type,±1.3
"('Nonfamily households',)","San Antonio city, Texas",35.30%,households_by_type,±1.2
"('Nonfamily households',)","San Diego city, California",40.80%,households_by_type,±1.2
"('Nonfamily households',)","San Francisco city, California",54.00%,households_by_type,±1.1
"('Nonfamily households',)","San Jose city, California",26.40%,households_by_type,±1.1
"('Nonfamily households',)","Seattle city, Washington",55.00%,households_by_type,±1.5
"('Nonfamily households',)","Tucson city, Arizona",45.50%,households_by_type,±1.8
"('Nonfamily households',)","Washington city, District of Columbia",55.60%,households_by_type,±1.4
"('Male householder',)","Albuquerque city, New Mexico",19.00%,households_by_type,±1.2
"('Male householder',)","Austin city, Texas",25.00%,households_by_type,±1.2
"('Male householder',)","Baltimore city, Maryland",21.30%,households_by_type,±1.2
"('Male householder',)","Boston city, Massachusetts",24.30%,households_by_type,±1.1
"('Male householder',)","Charlotte city, North Carolina",19.40%,households_by_type,±0.9
"('Male householder',)","Chicago city, Illinois",22.20%,households_by_type,±0.7
"('Male householder',)","Columbus city, Ohio",23.40%,households_by_type,±1.0
"('Male householder',)","Dallas city, Texas",21.00%,households_by_type,±0.9
"('Male householder',)","Denver city, Colorado",25.80%,households_by_type,±1.2
"('Male householder',)","Detroit city, Michigan",22.30%,households_by_type,±1.0
"('Male householder',)","El Paso city, Texas",13.40%,households_by_type,±1.2
"('Male householder',)","Fort Worth city, Texas",15.90%,households_by_type,±1.2
"('Male householder',)","Fresno city, California",14.80%,households_by_type,±1.4
"('Male householder',)","Houston city, Texas",20.50%,households_by_type,±0.7
"('Male householder',)","Indianapolis city (balance), Indiana",22.50%,households_by_type,±1.1
"('Male householder',)","Jacksonville city, Florida",17.30%,households_by_type,±1.2
"('Male householder',)","Las Vegas city, Nevada",21.00%,households_by_type,±1.3
"('Male householder',)","Los Angeles city, California",20.10%,households_by_type,±0.5
"('Male householder',)","Memphis city, Tennessee",20.00%,households_by_type,±1.3
"('Male householder',)","Milwaukee city, Wisconsin",22.30%,households_by_type,±1.2
"('Male householder',)","New York city, New York",18.00%,households_by_type,±0.3
"('Male householder',)","Oklahoma City city, Oklahoma",19.20%,households_by_type,±1.0
"('Male householder',)","Philadelphia city, Pennsylvania",20.50%,households_by_type,±0.8
"('Male householder',)","Phoenix city, Arizona",19.40%,households_by_type,±0.9
"('Male householder',)","Portland city, Oregon",23.60%,households_by_type,±1.2
"('Male householder',)","San Antonio city, Texas",17.70%,households_by_type,±0.9
"('Male householder',)","San Diego city, California",20.40%,households_by_type,±0.9
"('Male householder',)","San Francisco city, California",28.30%,households_by_type,±0.9
"('Male householder',)","San Jose city, California",12.70%,households_by_type,±0.8
"('Male householder',)","Seattle city, Washington",28.10%,households_by_type,±1.3
"('Male householder',)","Tucson city, Arizona",23.30%,households_by_type,±1.4
"('Male householder',)","Washington city, District of Columbia",26.20%,households_by_type,±1.1
"('Living alone',)","Albuquerque city, New Mexico",14.90%,households_by_type,±1.0
"('Living alone',)","Austin city, Texas",17.00%,households_by_type,±1.1
"('Living alone',)","Baltimore city, Maryland",16.20%,households_by_type,±1.0
"('Living alone',)","Boston city, Massachusetts",16.50%,households_by_type,±1.1
"('Living alone',)","Charlotte city, North Carolina",14.10%,households_by_type,±0.9
"('Living alone',)","Chicago city, Illinois",16.60%,households_by_type,±0.6
"('Living alone',)","Columbus city, Ohio",17.20%,households_by_type,±0.9
"('Living alone',)","Dallas city, Texas",16.30%,households_by_type,±0.8
"('Living alone',)","Denver city, Colorado",19.30%,households_by_type,±1.1
"('Living alone',)","Detroit city, Michigan",19.20%,households_by_type,±1.0
"('Living alone',)","El Paso city, Texas",11.20%,households_by_type,±1.1
"('Living alone',)","Fort Worth city, Texas",13.00%,households_by_type,±1.1
"('Living alone',)","Fresno city, California",11.20%,households_by_type,±1.3
"('Living alone',)","Houston city, Texas",16.60%,households_by_type,±0.7
"('Living alone',)","Indianapolis city (balance), Indiana",18.10%,households_by_type,±1.1
"('Living alone',)","Jacksonville city, Florida",13.30%,households_by_type,±1.0
"('Living alone',)","Las Vegas city, Nevada",16.40%,households_by_type,±1.3
"('Living alone',)","Los Angeles city, California",14.20%,households_by_type,±0.4
"('Living alone',)","Memphis city, Tennessee",16.20%,households_by_type,±1.2
"('Living alone',)","Milwaukee city, Wisconsin",17.20%,households_by_type,±1.1
"('Living alone',)","New York city, New York",13.70%,households_by_type,±0.3
"('Living alone',)","Oklahoma City city, Oklahoma",15.20%,households_by_type,±1.0
"('Living alone',)","Philadelphia city, Pennsylvania",15.90%,households_by_type,±0.7
"('Living alone',)","Phoenix city, Arizona",14.60%,households_by_type,±0.8
"('Living alone',)","Portland city, Oregon",16.30%,households_by_type,±1.2
"('Living alone',)","San Antonio city, Texas",14.10%,households_by_type,±0.8
"('Living alone',)","San Diego city, California",13.90%,households_by_type,±0.7
"('Living alone',)","San Francisco city, California",19.10%,households_by_type,±0.9
"('Living alone',)","San Jose city, California",8.90%,households_by_type,±0.6
"('Living alone',)","Seattle city, Washington",18.40%,households_by_type,±1.1
"('Living alone',)","Tucson city, Arizona",17.20%,households_by_type,±1.3
"('Living alone',)","Washington city, District of Columbia",18.90%,households_by_type,±1.1
"('Not living alone',)","Albuquerque city, New Mexico",4.10%,households_by_type,±0.7
"('Not living alone',)","Austin city, Texas",8.00%,households_by_type,±0.7
"('Not living alone',)","Baltimore city, Maryland",5.10%,households_by_type,±0.7
"('Not living alone',)","Boston city, Massachusetts",7.80%,households_by_type,±0.7
"('Not living alone',)","Charlotte city, North Carolina",5.20%,households_by_type,±0.6
"('Not living alone',)","Chicago city, Illinois",5.60%,households_by_type,±0.4
"('Not living alone',)","Columbus city, Ohio",6.20%,households_by_type,±0.6
"('Not living alone',)","Dallas city, Texas",4.70%,households_by_type,±0.6
"('Not living alone',)","Denver city, Colorado",6.50%,households_by_type,±0.7
"('Not living alone',)","Detroit city, Michigan",3.20%,households_by_type,±0.6
"('Not living alone',)","El Paso city, Texas",2.10%,households_by_type,±0.6
"('Not living alone',)","Fort Worth city, Texas",2.90%,households_by_type,±0.5
"('Not living alone',)","Fresno city, California",3.60%,households_by_type,±0.7
"('Not living alone',)","Houston city, Texas",3.90%,households_by_type,±0.4
"('Not living alone',)","Indianapolis city (balance), Indiana",4.40%,households_by_type,±0.6
"('Not living alone',)","Jacksonville city, Florida",4.10%,households_by_type,±0.7
"('Not living alone',)","Las Vegas city, Nevada",4.60%,households_by_type,±0.7
"('Not living alone',)","Los Angeles city, California",5.90%,households_by_type,±0.3
"('Not living alone',)","Memphis city, Tennessee",3.80%,households_by_type,±0.5
"('Not living alone',)","Milwaukee city, Wisconsin",5.10%,households_by_type,±0.5
"('Not living alone',)","New York city, New York",4.30%,households_by_type,±0.2
"('Not living alone',)","Oklahoma City city, Oklahoma",3.90%,households_by_type,±0.6
"('Not living alone',)","Philadelphia city, Pennsylvania",4.60%,households_by_type,±0.4
"('Not living alone',)","Phoenix city, Arizona",4.80%,households_by_type,±0.5
"('Not living alone',)","Portland city, Oregon",7.30%,households_by_type,±0.9
"('Not living alone',)","San Antonio city, Texas",3.60%,households_by_type,±0.4
"('Not living alone',)","San Diego city, California",6.50%,households_by_type,±0.6
"('Not living alone',)","San Francisco city, California",9.20%,households_by_type,±0.7
"('Not living alone',)","San Jose city, California",3.80%,households_by_type,±0.5
"('Not living alone',)","Seattle city, Washington",9.80%,households_by_type,±1.0
"('Not living alone',)","Tucson city, Arizona",6.20%,households_by_type,±0.9
"('Not living alone',)","Washington city, District of Columbia",7.30%,households_by_type,±0.8
"('Female householder',)","Albuquerque city, New Mexico",23.10%,households_by_type,±1.4
"('Female householder',)","Austin city, Texas",23.20%,households_by_type,±1.1
"('Female householder',)","Baltimore city, Maryland",26.90%,households_by_type,±1.2
"('Female householder',)","Boston city, Massachusetts",28.00%,households_by_type,±1.2
"('Female householder',)","Charlotte city, North Carolina",22.20%,households_by_type,±1.0
"('Female householder',)","Chicago city, Illinois",23.90%,households_by_type,±0.7
"('Female householder',)","Columbus city, Ohio",24.20%,households_by_type,±1.2
"('Female householder',)","Dallas city, Texas",21.60%,households_by_type,±0.8
"('Female householder',)","Denver city, Colorado",24.20%,households_by_type,±1.2
"('Female householder',)","Detroit city, Michigan",22.40%,households_by_type,±1.1
"('Female householder',)","El Paso city, Texas",14.40%,households_by_type,±1.3
"('Female householder',)","Fort Worth city, Texas",17.20%,households_by_type,±1.3
"('Female householder',)","Fresno city, California",16.40%,households_by_type,±1.3
"('Female householder',)","Houston city, Texas",17.70%,households_by_type,±0.8
"('Female householder',)","Indianapolis city (balance), Indiana",24.70%,households_by_type,±1.1
"('Female householder',)","Jacksonville city, Florida",20.30%,households_by_type,±1.1
"('Female householder',)","Las Vegas city, Nevada",18.00%,households_by_type,±1.1
"('Female householder',)","Los Angeles city, California",20.30%,households_by_type,±0.5
"('Female householder',)","Memphis city, Tennessee",21.60%,households_by_type,±1.2
"('Female householder',)","Milwaukee city, Wisconsin",24.20%,households_by_type,±1.2
"('Female householder',)","New York city, New York",22.30%,households_by_type,±0.4
"('Female householder',)","Oklahoma City city, Oklahoma",18.70%,households_by_type,±1.3
"('Female householder',)","Philadelphia city, Pennsylvania",24.60%,households_by_type,±0.8
"('Female householder',)","Phoenix city, Arizona",17.60%,households_by_type,±0.8
"('Female householder',)","Portland city, Oregon",25.60%,households_by_type,±1.2
"('Female householder',)","San Antonio city, Texas",17.70%,households_by_type,±0.9
"('Female householder',)","San Diego city, California",20.40%,households_by_type,±0.8
"('Female householder',)","San Francisco city, California",25.70%,households_by_type,±1.0
"('Female householder',)","San Jose city, California",13.70%,households_by_type,±0.9
"('Female householder',)","Seattle city, Washington",26.90%,households_by_type,±1.2
"('Female householder',)","Tucson city, Arizona",22.20%,households_by_type,±1.4
"('Female householder',)","Washington city, District of Columbia",29.30%,households_by_type,±1.1
"('Living alone',)","Albuquerque city, New Mexico",19.10%,households_by_type,±1.2
"('Living alone',)","Austin city, Texas",17.40%,households_by_type,±1.0
"('Living alone',)","Baltimore city, Maryland",22.20%,households_by_type,±1.1
"('Living alone',)","Boston city, Massachusetts",20.90%,households_by_type,±1.1
"('Living alone',)","Charlotte city, North Carolina",18.30%,households_by_type,±1.0
"('Living alone',)","Chicago city, Illinois",19.70%,households_by_type,±0.7
"('Living alone',)","Columbus city, Ohio",19.10%,households_by_type,±1.1
"('Living alone',)","Dallas city, Texas",18.00%,households_by_type,±0.8
"('Living alone',)","Denver city, Colorado",18.50%,households_by_type,±1.0
"('Living alone',)","Detroit city, Michigan",20.10%,households_by_type,±1.0
"('Living alone',)","El Paso city, Texas",13.20%,households_by_type,±1.2
"('Living alone',)","Fort Worth city, Texas",14.30%,households_by_type,±1.0
"('Living alone',)","Fresno city, California",12.90%,households_by_type,±1.2
"('Living alone',)","Houston city, Texas",15.10%,households_by_type,±0.7
"('Living alone',)","Indianapolis city (balance), Indiana",20.90%,households_by_type,±1.0
"('Living alone',)","Jacksonville city, Florida",16.70%,households_by_type,±1.0
"('Living alone',)","Las Vegas city, Nevada",15.20%,households_by_type,±0.9
"('Living alone',)","Los Angeles city, California",15.90%,households_by_type,±0.5
"('Living alone',)","Memphis city, Tennessee",18.90%,households_by_type,±1.2
"('Living alone',)","Milwaukee city, Wisconsin",19.40%,households_by_type,±1.1
"('Living alone',)","New York city, New York",18.70%,households_by_type,±0.4
"('Living alone',)","Oklahoma City city, Oklahoma",15.90%,households_by_type,±1.1
"('Living alone',)","Philadelphia city, Pennsylvania",20.80%,households_by_type,±0.8
"('Living alone',)","Phoenix city, Arizona",13.80%,households_by_type,±0.6
"('Living alone',)","Portland city, Oregon",18.10%,households_by_type,±1.0
"('Living alone',)","San Antonio city, Texas",15.20%,households_by_type,±0.8
"('Living alone',)","San Diego city, California",14.80%,households_by_type,±0.8
"('Living alone',)","San Francisco city, California",18.50%,households_by_type,±0.9
"('Living alone',)","San Jose city, California",10.60%,households_by_type,±0.7
"('Living alone',)","Seattle city, Washington",19.50%,households_by_type,±1.3
"('Living alone',)","Tucson city, Arizona",17.10%,households_by_type,±1.2
"('Living alone',)","Washington city, District of Columbia",23.10%,households_by_type,±1.1
"('Not living alone',)","Albuquerque city, New Mexico",4.00%,households_by_type,±0.7
"('Not living alone',)","Austin city, Texas",5.80%,households_by_type,±0.6
"('Not living alone',)","Baltimore city, Maryland",4.70%,households_by_type,±0.6
"('Not living alone',)","Boston city, Massachusetts",7.10%,households_by_type,±0.7
"('Not living alone',)","Charlotte city, North Carolina",4.00%,households_by_type,±0.6
"('Not living alone',)","Chicago city, Illinois",4.20%,households_by_type,±0.2
"('Not living alone',)","Columbus city, Ohio",5.10%,households_by_type,±0.6
"('Not living alone',)","Dallas city, Texas",3.60%,households_by_type,±0.4
"('Not living alone',)","Denver city, Colorado",5.70%,households_by_type,±0.7
"('Not living alone',)","Detroit city, Michigan",2.40%,households_by_type,±0.5
"('Not living alone',)","El Paso city, Texas",1.30%,households_by_type,±0.4
"('Not living alone',)","Fort Worth city, Texas",2.90%,households_by_type,±0.7
"('Not living alone',)","Fresno city, California",3.50%,households_by_type,±0.7
"('Not living alone',)","Houston city, Texas",2.60%,households_by_type,±0.3
"('Not living alone',)","Indianapolis city (balance), Indiana",3.80%,households_by_type,±0.6
"('Not living alone',)","Jacksonville city, Florida",3.60%,households_by_type,±0.6
"('Not living alone',)","Las Vegas city, Nevada",2.70%,households_by_type,±0.5
"('Not living alone',)","Los Angeles city, California",4.40%,households_by_type,±0.3
"('Not living alone',)","Memphis city, Tennessee",2.70%,households_by_type,±0.6
"('Not living alone',)","Milwaukee city, Wisconsin",4.70%,households_by_type,±0.6
"('Not living alone',)","New York city, New York",3.60%,households_by_type,±0.2
"('Not living alone',)","Oklahoma City city, Oklahoma",2.80%,households_by_type,±0.5
"('Not living alone',)","Philadelphia city, Pennsylvania",3.80%,households_by_type,±0.4
"('Not living alone',)","Phoenix city, Arizona",3.80%,households_by_type,±0.4
"('Not living alone',)","Portland city, Oregon",7.50%,households_by_type,±0.7
"('Not living alone',)","San Antonio city, Texas",2.50%,households_by_type,±0.3
"('Not living alone',)","San Diego city, California",5.60%,households_by_type,±0.5
"('Not living alone',)","San Francisco city, California",7.20%,households_by_type,±0.6
"('Not living alone',)","San Jose city, California",3.10%,households_by_type,±0.4
"('Not living alone',)","Seattle city, Washington",7.30%,households_by_type,±0.7
"('Not living alone',)","Tucson city, Arizona",5.10%,households_by_type,±0.7
"('Not living alone',)","Washington city, District of Columbia",6.30%,households_by_type,±0.7
"('Average household size',)","Albuquerque city, New Mexico",2.49,households_by_type,±0.03
"('Average household size',)","Austin city, Texas",2.5,households_by_type,±0.03
"('Average household size',)","Baltimore city, Maryland",2.51,households_by_type,±0.03
"('Average household size',)","Boston city, Massachusetts",2.38,households_by_type,±0.03
"('Average household size',)","Charlotte city, North Carolina",2.52,households_by_type,±0.03
"('Average household size',)","Chicago city, Illinois",2.53,households_by_type,±0.02
"('Average household size',)","Columbus city, Ohio",2.4,households_by_type,±0.03
"('Average household size',)","Dallas city, Texas",2.59,households_by_type,±0.03
"('Average household size',)","Denver city, Colorado",2.33,households_by_type,±0.02
"('Average household size',)","Detroit city, Michigan",2.6,households_by_type,±0.04
"('Average household size',)","El Paso city, Texas",3.03,households_by_type,±0.05
"('Average household size',)","Fort Worth city, Texas",2.88,households_by_type,±0.04
"('Average household size',)","Fresno city, California",3.12,households_by_type,±0.06
"('Average household size',)","Houston city, Texas",2.66,households_by_type,±0.02
"('Average household size',)","Indianapolis city (balance), Indiana",2.53,households_by_type,±0.03
"('Average household size',)","Jacksonville city, Florida",2.62,households_by_type,±0.04
"('Average household size',)","Las Vegas city, Nevada",2.79,households_by_type,±0.06
"('Average household size',)","Los Angeles city, California",2.86,households_by_type,±0.02
"('Average household size',)","Memphis city, Tennessee",2.55,households_by_type,±0.04
"('Average household size',)","Milwaukee city, Wisconsin",2.51,households_by_type,±0.04
"('Average household size',)","New York city, New York",2.68,households_by_type,±0.01
"('Average household size',)","Oklahoma City city, Oklahoma",2.58,households_by_type,±0.03
"('Average household size',)","Philadelphia city, Pennsylvania",2.61,households_by_type,±0.02
"('Average household size',)","Phoenix city, Arizona",2.89,households_by_type,±0.04
"('Average household size',)","Portland city, Oregon",2.43,households_by_type,±0.03
"('Average household size',)","San Antonio city, Texas",2.93,households_by_type,±0.03
"('Average household size',)","San Diego city, California",2.73,households_by_type,±0.03
"('Average household size',)","San Francisco city, California",2.37,households_by_type,±0.02
"('Average household size',)","San Jose city, California",3.13,households_by_type,±0.04
"('Average household size',)","Seattle city, Washington",2.13,households_by_type,±0.03
"('Average household size',)","Tucson city, Arizona",2.45,households_by_type,±0.05
"('Average household size',)","Washington city, District of Columbia",2.24,households_by_type,±0.02
"('Average family size',)","Albuquerque city, New Mexico",3.26,households_by_type,±0.06
"('Average family size',)","Austin city, Texas",3.29,households_by_type,±0.06
"('Average family size',)","Baltimore city, Maryland",3.44,households_by_type,±0.09
"('Average family size',)","Boston city, Massachusetts",3.19,households_by_type,±0.07
"('Average family size',)","Charlotte city, North Carolina",3.24,households_by_type,±0.05
"('Average family size',)","Chicago city, Illinois",3.46,households_by_type,±0.04
"('Average family size',)","Columbus city, Ohio",3.18,households_by_type,±0.06
"('Average family size',)","Dallas city, Texas",3.46,households_by_type,±0.05
"('Average family size',)","Denver city, Colorado",3.2,households_by_type,±0.06
"('Average family size',)","Detroit city, Michigan",3.59,households_by_type,±0.07
"('Average family size',)","El Paso city, Texas",3.68,households_by_type,±0.08
"('Average family size',)","Fort Worth city, Texas",3.55,households_by_type,±0.06
"('Average family size',)","Fresno city, California",3.72,households_by_type,±0.09
"('Average family size',)","Houston city, Texas",3.44,households_by_type,±0.04
"('Average family size',)","Indianapolis city (balance), Indiana",3.51,households_by_type,±0.08
"('Average family size',)","Jacksonville city, Florida",3.3,households_by_type,±0.06
"('Average family size',)","Las Vegas city, Nevada",3.58,households_by_type,±0.09
"('Average family size',)","Los Angeles city, California",3.66,households_by_type,±0.03
"('Average family size',)","Memphis city, Tennessee",3.39,households_by_type,±0.08
"('Average family size',)","Milwaukee city, Wisconsin",3.42,households_by_type,±0.08
"('Average family size',)","New York city, New York",3.48,households_by_type,±0.02
"('Average family size',)","Oklahoma City city, Oklahoma",3.3,households_by_type,±0.06
"('Average family size',)","Philadelphia city, Pennsylvania",3.53,households_by_type,±0.07
"('Average family size',)","Phoenix city, Arizona",3.62,households_by_type,±0.06
"('Average family size',)","Portland city, Oregon",3.16,households_by_type,±0.05
"('Average family size',)","San Antonio city, Texas",3.69,households_by_type,±0.06
"('Average family size',)","San Diego city, California",3.45,households_by_type,±0.04
"('Average family size',)","San Francisco city, California",3.22,households_by_type,±0.06
"('Average family size',)","San Jose city, California",3.59,households_by_type,±0.05
"('Average family size',)","Seattle city, Washington",2.85,households_by_type,±0.05
"('Average family size',)","Tucson city, Arizona",3.22,households_by_type,±0.08
"('Average family size',)","Washington city, District of Columbia",3.16,households_by_type,±0.07
"('Population 15 years and over',)","Albuquerque city, New Mexico","451,547",marital_status,"±2,357"
"('Population 15 years and over',)","Austin city, Texas","765,123",marital_status,"±5,435"
"('Population 15 years and over',)","Baltimore city, Maryland","510,173",marital_status,±433
"('Population 15 years and over',)","Boston city, Massachusetts","575,087",marital_status,"±3,010"
"('Population 15 years and over',)","Charlotte city, North Carolina","661,945",marital_status,"±2,977"
"('Population 15 years and over',)","Chicago city, Illinois","2,230,618",marital_status,"±8,106"
"('Population 15 years and over',)","Columbus city, Ohio","687,846",marital_status,"±5,139"
"('Population 15 years and over',)","Dallas city, Texas","1,011,774",marital_status,"±7,894"
"('Population 15 years and over',)","Denver city, Colorado","559,808",marital_status,±502
"('Population 15 years and over',)","Detroit city, Michigan","535,552",marital_status,"±3,393"
"('Population 15 years and over',)","El Paso city, Texas","528,647",marital_status,"±3,157"
"('Population 15 years and over',)","Fort Worth city, Texas","637,410",marital_status,"±5,543"
"('Population 15 years and over',)","Fresno city, California","391,135",marital_status,"±4,033"
"('Population 15 years and over',)","Houston city, Texas","1,800,167",marital_status,"±10,102"
"('Population 15 years and over',)","Indianapolis city (balance), Indiana","670,834",marital_status,"±4,040"
"('Population 15 years and over',)","Jacksonville city, Florida","697,416",marital_status,"±1,296"
"('Population 15 years and over',)","Las Vegas city, Nevada","497,391",marital_status,"±5,537"
"('Population 15 years and over',)","Los Angeles city, California","3,261,220",marital_status,"±10,109"
"('Population 15 years and over',)","Memphis city, Tennessee","516,812",marital_status,"±4,130"
"('Population 15 years and over',)","Milwaukee city, Wisconsin","469,786",marital_status,"±3,115"
"('Population 15 years and over',)","New York city, New York","7,026,411",marital_status,±886
"('Population 15 years and over',)","Oklahoma City city, Oklahoma","490,329",marital_status,"±3,370"
"('Population 15 years and over',)","Philadelphia city, Pennsylvania","1,274,139",marital_status,±449
"('Population 15 years and over',)","Phoenix city, Arizona","1,218,703",marital_status,"±6,873"
"('Population 15 years and over',)","Portland city, Oregon","533,530",marital_status,"±3,468"
"('Population 15 years and over',)","San Antonio city, Texas","1,159,347",marital_status,"±4,982"
"('Population 15 years and over',)","San Diego city, California","1,155,234",marital_status,"±7,066"
"('Population 15 years and over',)","San Francisco city, California","765,425",marital_status,±590
"('Population 15 years and over',)","San Jose city, California","826,909",marital_status,"±5,408"
"('Population 15 years and over',)","Seattle city, Washington","598,302",marital_status,"±4,610"
"('Population 15 years and over',)","Tucson city, Arizona","435,746",marital_status,"±3,842"
"('Population 15 years and over',)","Washington city, District of Columbia","569,946",marital_status,±266
"('Now married, except separated',)","Albuquerque city, New Mexico",42.00%,marital_status,±1.3
"('Now married, except separated',)","Austin city, Texas",40.40%,marital_status,±1.3
"('Now married, except separated',)","Baltimore city, Maryland",26.40%,marital_status,±1.1
"('Now married, except separated',)","Boston city, Massachusetts",29.20%,marital_status,±1.2
"('Now married, except separated',)","Charlotte city, North Carolina",41.60%,marital_status,±1.2
"('Now married, except separated',)","Chicago city, Illinois",34.60%,marital_status,±0.7
"('Now married, except separated',)","Columbus city, Ohio",35.60%,marital_status,±1.5
"('Now married, except separated',)","Dallas city, Texas",40.00%,marital_status,±1.0
"('Now married, except separated',)","Denver city, Colorado",39.70%,marital_status,±1.2
"('Now married, except separated',)","Detroit city, Michigan",21.60%,marital_status,±1.0
"('Now married, except separated',)","El Paso city, Texas",46.10%,marital_status,±1.6
"('Now married, except separated',)","Fort Worth city, Texas",45.40%,marital_status,±1.4
"('Now married, except separated',)","Fresno city, California",38.10%,marital_status,±1.4
"('Now married, except separated',)","Houston city, Texas",41.00%,marital_status,±0.7
"('Now married, except separated',)","Indianapolis city (balance), Indiana",35.70%,marital_status,±1.5
"('Now married, except separated',)","Jacksonville city, Florida",42.00%,marital_status,±1.4
"('Now married, except separated',)","Las Vegas city, Nevada",41.10%,marital_status,±1.4
"('Now married, except separated',)","Los Angeles city, California",37.90%,marital_status,±0.5
"('Now married, except separated',)","Memphis city, Tennessee",30.80%,marital_status,±1.3
"('Now married, except separated',)","Milwaukee city, Wisconsin",29.20%,marital_status,±1.2
"('Now married, except separated',)","New York city, New York",39.40%,marital_status,±0.4
"('Now married, except separated',)","Oklahoma City city, Oklahoma",46.60%,marital_status,±1.1
"('Now married, except separated',)","Philadelphia city, Pennsylvania",29.60%,marital_status,±0.9
"('Now married, except separated',)","Phoenix city, Arizona",40.80%,marital_status,±0.9
"('Now married, except separated',)","Portland city, Oregon",39.80%,marital_status,±1.3
"('Now married, except separated',)","San Antonio city, Texas",41.20%,marital_status,±1.0
"('Now married, except separated',)","San Diego city, California",42.70%,marital_status,±1.0
"('Now married, except separated',)","San Francisco city, California",39.30%,marital_status,±1.0
"('Now married, except separated',)","San Jose city, California",51.10%,marital_status,±0.9
"('Now married, except separated',)","Seattle city, Washington",40.40%,marital_status,±1.5
"('Now married, except separated',)","Tucson city, Arizona",34.50%,marital_status,±1.5
"('Now married, except separated',)","Washington city, District of Columbia",29.00%,marital_status,±1.2
"('Widowed',)","Albuquerque city, New Mexico",5.30%,marital_status,±0.4
"('Widowed',)","Austin city, Texas",3.30%,marital_status,±0.3
"('Widowed',)","Baltimore city, Maryland",6.60%,marital_status,±0.5
"('Widowed',)","Boston city, Massachusetts",4.00%,marital_status,±0.4
"('Widowed',)","Charlotte city, North Carolina",4.10%,marital_status,±0.3
"('Widowed',)","Chicago city, Illinois",5.10%,marital_status,±0.2
"('Widowed',)","Columbus city, Ohio",4.80%,marital_status,±0.4
"('Widowed',)","Dallas city, Texas",4.50%,marital_status,±0.3
"('Widowed',)","Denver city, Colorado",3.90%,marital_status,±0.4
"('Widowed',)","Detroit city, Michigan",7.50%,marital_status,±0.5
"('Widowed',)","El Paso city, Texas",6.20%,marital_status,±0.5
"('Widowed',)","Fort Worth city, Texas",4.50%,marital_status,±0.4
"('Widowed',)","Fresno city, California",5.20%,marital_status,±0.5
"('Widowed',)","Houston city, Texas",4.30%,marital_status,±0.2
"('Widowed',)","Indianapolis city (balance), Indiana",5.00%,marital_status,±0.3
"('Widowed',)","Jacksonville city, Florida",6.10%,marital_status,±0.4
"('Widowed',)","Las Vegas city, Nevada",6.10%,marital_status,±0.5
"('Widowed',)","Los Angeles city, California",4.50%,marital_status,±0.1
"('Widowed',)","Memphis city, Tennessee",6.10%,marital_status,±0.4
"('Widowed',)","Milwaukee city, Wisconsin",4.80%,marital_status,±0.4
"('Widowed',)","New York city, New York",5.30%,marital_status,±0.1
"('Widowed',)","Oklahoma City city, Oklahoma",5.50%,marital_status,±0.4
"('Widowed',)","Philadelphia city, Pennsylvania",6.30%,marital_status,±0.4
"('Widowed',)","Phoenix city, Arizona",4.50%,marital_status,±0.3
"('Widowed',)","Portland city, Oregon",4.10%,marital_status,±0.4
"('Widowed',)","San Antonio city, Texas",5.10%,marital_status,±0.3
